,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2017-1-11,51.52%,NULL,73%,92.4%,86.09%,80.8%,94.28%,77.63%,95.93%,65.97%,86.32%,79.41%,2.6%,91.65%,70.8%,79.33%,13.02%,83.09%,87.51%,76.18%,59.14%,82.14%,91.1%,93.49%,73.58%,53.81%
2017-1-12,51.04%,NULL,72.49%,92%,85.1%,80.22%,93.84%,78.38%,95.81%,65.67%,86.35%,79%,2.6%,93.17%,70.07%,79.06%,13.02%,82.67%,87.23%,74.92%,56.92%,81.83%,90.4%,93.32%,73.26%,52.67%
2017-1-13,50.57%,NULL,71.93%,92.61%,84.43%,79.68%,93.58%,79.64%,95.87%,65.58%,86.39%,78.59%,2.6%,94.69%,69.44%,78.74%,13.02%,82.33%,86.97%,73.68%,55.21%,81.61%,89.53%,93.09%,72.86%,51.76%
2017-1-14,50.1%,NULL,71.42%,93.22%,84.76%,79.25%,93.58%,80.75%,95.5%,65.58%,86.39%,NULL,2.6%,95.84%,68.82%,78.47%,13.02%,81.98%,86.99%,72.21%,75.03%,81.41%,88.84%,92.87%,72.55%,50.92%
2017-1-15,49.79%,NULL,70.91%,95.87%,85.21%,78.82%,93.22%,81.87%,94.75%,65.58%,86.18%,78.18%,2.6%,97.74%,68.61%,78.1%,13.02%,81.61%,87.15%,70.98%,100%,81.19%,87.98%,92.98%,72.33%,51.47%
2017-1-16,49.48%,NULL,70.49%,97.1%,84.76%,78.33%,93.04%,82.28%,96.12%,65.58%,85.56%,77.92%,2.6%,99.26%,69.65%,77.79%,13.02%,81.23%,87.41%,69.61%,100%,80.88%,87.29%,92.59%,71.97%,52.39%
2017-1-17,49.09%,NULL,69.99%,96.07%,84.43%,77.86%,92.96%,83.64%,96.61%,65.38%,84.69%,77.62%,2.6%,97.36%,69.14%,77.47%,13.02%,80.86%,87.59%,68.85%,100%,80.57%,86.6%,92.92%,71.64%,52.6%
2017-1-18,48.57%,NULL,69.49%,93.83%,83.76%,77.38%,92.93%,84.33%,97.11%,65.28%,83.83%,77.21%,2.6%,97.36%,69.24%,77.16%,13.02%,80.22%,87.46%,68.17%,100%,80.37%,85.92%,93.32%,71.22%,52.96%
2017-1-19,48.31%,NULL,68.99%,94.03%,83.54%,76.92%,92.55%,84.92%,96.55%,65.09%,82.94%,76.8%,2.6%,95.08%,69.34%,76.84%,13.02%,79.77%,87.43%,67.64%,98.72%,80.16%,85.24%,93.37%,70.89%,53.53%
2017-1-20,47.92%,NULL,68.54%,94.03%,82.65%,76.4%,92.06%,85.61%,97.11%,64.9%,82.01%,76.39%,2.6%,93.93%,69.34%,76.53%,13.02%,79.22%,87.46%,67.12%,99.15%,79.84%,84.39%,93.21%,70.47%,53.81%
2017-1-21,47.54%,NULL,68.04%,94.23%,81.88%,75.92%,91.49%,86.25%,96.86%,64.6%,81.13%,NULL,2.6%,93.17%,69.34%,76.22%,13.02%,78.66%,87.41%,66.6%,99.57%,79.64%,83.71%,92.64%,70.08%,54.39%
2017-1-22,47.38%,NULL,67.58%,94.03%,80.65%,75.43%,90.95%,86.67%,96.8%,64.31%,80.21%,NULL,2.6%,96.98%,69.44%,75.91%,13.02%,77.96%,87.28%,66.08%,99.36%,79.33%,83.04%,92.64%,69.71%,54.96%
2017-1-23,47.15%,NULL,67.13%,94.03%,79.44%,74.88%,90.41%,87.31%,96.37%,64.12%,79.3%,74.96%,2.6%,99.64%,69.55%,75.56%,13.02%,77.38%,87.12%,65.63%,97.73%,79.01%,82.2%,92.81%,69.3%,55.84%
2017-1-24,46.85%,NULL,66.68%,93.83%,78.14%,74.38%,90.18%,87.73%,96.68%,63.83%,78.42%,74.5%,2.6%,97.36%,69.75%,75.25%,13.02%,76.73%,86.94%,65.11%,94.09%,78.7%,81.53%,92.36%,68.89%,56.13%
2017-1-25,46.54%,NULL,66.13%,93.62%,77.03%,73.77%,89.75%,88.16%,97.43%,63.63%,77.52%,74.04%,2.6%,93.17%,69.95%,74.9%,13.02%,76.08%,86.81%,64.74%,93.89%,78.39%,80.7%,91.52%,68.51%,56.79%
2017-1-26,46.23%,NULL,65.6%,93.62%,75.62%,73.14%,89.29%,88.74%,97.05%,63.44%,76.58%,73.53%,2.6%,91.65%,70.27%,74.59%,13.02%,75.43%,86.55%,64.23%,90.25%,78.08%,80.04%,91.3%,68.1%,57.15%
2017-1-27,46.01%,NULL,65.07%,93.42%,74.31%,72.53%,89.09%,88.74%,92.96%,63.15%,75.68%,73.01%,2.6%,93.17%,70.9%,74.24%,13.02%,74.68%,86.43%,63.71%,90.04%,NULL,79.38%,91.19%,67.66%,57.38%
2017-1-28,45.55%,NULL,64.58%,93.22%,73.81%,71.94%,88.76%,89.44%,92.47%,62.85%,74.79%,72.64%,2.6%,99.64%,71.42%,73.9%,13.02%,74.11%,86.27%,63.2%,89.17%,77.46%,78.72%,90.85%,67.25%,57.97%
2017-1-29,45.25%,NULL,64.1%,93.01%,73.11%,71.35%,88.45%,90.15%,91.86%,62.56%,73.87%,NULL,2.6%,99.64%,72.06%,73.59%,13.02%,73.65%,86.12%,62.76%,88.12%,77.14%,78.06%,90.91%,66.84%,57.22%
2017-1-30,44.87%,NULL,63.65%,93.01%,72.4%,70.77%,88.1%,90.86%,92.47%,62.37%,72.95%,71.79%,2.6%,96.22%,72.69%,73.2%,13.02%,73.19%,85.99%,62.32%,85.12%,76.83%,77.24%,90.97%,66.43%,56.85%
2017-1-31,44.57%,NULL,63.17%,92.81%,72.2%,70.18%,87.47%,92.22%,92.66%,62.27%,72.03%,71.42%,2.6%,94.31%,73.33%,72.99%,13.02%,72.81%,85.96%,62.03%,87.05%,76.51%,76.59%,90.3%,66.03%,57.89%
2017-2-1,44.27%,NULL,62.68%,92.61%,71.09%,69.59%,87.14%,93.14%,93.39%,61.98%,71.12%,70.95%,2.6%,94.31%,74.08%,72.73%,13.02%,72.49%,85.68%,61.6%,94.32%,76.21%,75.94%,90.02%,65.63%,57.3%
2017-2-2,43.89%,NULL,62.24%,92.4%,69.99%,68.9%,86.79%,93.52%,95.31%,61.79%,70.21%,70.48%,2.6%,95.46%,74.72%,72.43%,13.02%,72.04%,85.39%,61.23%,99.36%,75.92%,75.13%,89.69%,65.26%,57.08%
2017-2-3,43.59%,NULL,61.71%,92.2%,68.48%,68.1%,86.43%,93.19%,94.69%,61.59%,69.31%,69.97%,2.6%,96.98%,75.37%,72.14%,13.02%,71.1%,85.19%,60.87%,99.36%,75.63%,73.54%,88.92%,64.86%,56.13%
2017-2-4,43.29%,NULL,61.23%,92.2%,66.77%,67.23%,86.28%,93.41%,93.95%,61.3%,68.38%,69.45%,2.6%,98.12%,76.46%,71.84%,13.02%,70.14%,85.09%,60.65%,98.94%,75.33%,73.06%,88.26%,64.32%,55.55%
2017-2-5,42.99%,NULL,60.72%,92%,65.36%,66.38%,86.11%,93.68%,92.78%,61.1%,67.49%,68.98%,2.6%,96.98%,77.54%,71.54%,12.73%,69.08%,84.91%,60.51%,97.73%,75.04%,72.26%,87.49%,63.78%,54.89%
2017-2-6,42.7%,NULL,60.29%,91.8%,64.06%,65.45%,85.45%,94.06%,93.95%,60.91%,66.57%,68.42%,2.6%,99.26%,78.64%,71.25%,12.45%,67.54%,84.78%,60.22%,94.53%,74.75%,71.47%,86.51%,63.39%,54.32%
2017-2-7,42.4%,NULL,59.86%,91.59%,62.85%,64.41%,84.9%,94.01%,93.39%,60.52%,65.65%,67.95%,2.6%,98.88%,79.85%,70.91%,12.16%,66.8%,84.52%,59.93%,89.4%,NULL,70.99%,85.49%,62.86%,53.6%
2017-2-8,42.1%,NULL,57.38%,91.39%,61.94%,63.33%,84.16%,94.34%,93.7%,60.33%,64.77%,NULL,2.6%,95.08%,81.08%,70.58%,11.87%,65.91%,84.24%,59.65%,83.41%,74.17%,70.2%,84.04%,62.5%,53.89%
2017-2-9,41.73%,NULL,56.38%,91.19%,61.37%,62.22%,83.98%,94.72%,93.15%,60.13%,63.83%,NULL,2.6%,96.6%,82.19%,70.29%,11.58%,64.96%,83.99%,59.29%,76.97%,73.97%,69.25%,82.71%,61.95%,52.74%
2017-2-10,41.44%,NULL,55.71%,91.19%,61.03%,61.16%,83.63%,94.83%,93.52%,59.84%,62.9%,66.03%,2.6%,96.22%,83.43%,69.96%,11.29%,63.96%,83.68%,59%,70.82%,73.58%,68.46%,81.34%,61.4%,53.38%
2017-2-11,41.22%,NULL,55.31%,90.79%,60.59%,60.14%,83.38%,95%,93.03%,59.45%,61.97%,65.42%,2.6%,96.98%,84.68%,69.62%,11%,62.93%,83.35%,58.57%,63.56%,73.29%,67.84%,79.98%,60.85%,53.96%
2017-2-12,41%,NULL,54.9%,90.38%,60.34%,59.16%,82.57%,94.94%,91.19%,59.16%,61.02%,64.86%,2.6%,98.12%,85.94%,69.29%,10.71%,61.88%,83.05%,58.21%,55.21%,73%,67.21%,79.47%,60.53%,54.89%
2017-2-13,40.78%,NULL,54.49%,90.18%,59.99%,58.2%,81.74%,95.06%,92.59%,58.97%,60.07%,64.25%,2.6%,97.36%,87.31%,68.96%,10.42%,60.82%,82.74%,57.71%,51.45%,72.71%,66.59%,76.55%,60.04%,55.26%
2017-2-14,40.49%,NULL,54.01%,89.78%,59.74%,57.2%,80.61%,95.17%,92.78%,58.58%,58.16%,63.59%,2.6%,95.84%,88.59%,68.63%,10.13%,59.79%,82.41%,57.29%,51.96%,72.42%,66.13%,74.53%,59.51%,55.62%
2017-2-15,40.13%,NULL,53.56%,89.58%,59.56%,56.17%,79.8%,95.28%,92.96%,58.29%,57.21%,NULL,2.6%,96.22%,89.87%,68.31%,9.84%,59.18%,82.01%,56.93%,52.48%,72.13%,65.51%,72.63%,59%,55.91%
2017-2-16,39.91%,NULL,53.15%,89.58%,59.3%,55.1%,79.12%,95.39%,92.9%,58.09%,57.23%,62.75%,2.6%,96.22%,91.17%,67.98%,9.55%,58.84%,81.65%,56.51%,52.83%,71.83%,64.89%,70.76%,58.46%,56.2%
2017-2-17,39.62%,NULL,52.59%,89.38%,59.05%,54.06%,78.32%,95.78%,92.47%,57.8%,56.24%,61.81%,2.6%,96.22%,90.93%,67.66%,9.26%,57.9%,81.25%,56.15%,52.83%,71.64%,64.43%,68.87%,57.97%,56.42%
2017-2-18,39.26%,NULL,53.14%,89.18%,58.79%,52.98%,77.7%,96%,92.35%,57.51%,55.29%,61.31%,2.6%,95.08%,90.82%,67.37%,8.97%,56.72%,80.82%,55.8%,52.64%,71.45%,63.97%,66.91%,57.4%,56.86%
2017-2-19,38.97%,NULL,52.65%,89.58%,58.53%,51.93%,77.01%,96%,91.74%,57.31%,54.31%,60.75%,2.6%,95.08%,90.46%,67.05%,8.68%,56.01%,80.47%,55.45%,52.99%,71.25%,63.21%,64.92%,56.85%,57.3%
2017-2-20,38.69%,NULL,52.17%,89.38%,58.19%,50.92%,76.09%,96.28%,92.35%,56.93%,53.09%,60.12%,2.6%,95.84%,90.23%,66.73%,8.39%,55.1%,80%,55.17%,52.48%,71.05%,62.91%,63.01%,56.33%,57.97%
2017-2-21,38.4%,NULL,51.74%,89.38%,57.76%,49.88%,75.19%,97%,92.59%,56.73%,52.61%,59.53%,2.6%,96.6%,89.75%,66.41%,8.1%,54.05%,79.62%,54.89%,52.83%,70.95%,62.16%,60.98%,55.97%,57.97%
2017-2-22,38.12%,NULL,51.29%,89.58%,57.67%,48.97%,74.38%,97.11%,92.72%,56.47%,51.69%,59.1%,2.6%,98.88%,86.51%,66.13%,7.81%,53.1%,79.35%,54.61%,52.83%,70.76%,61.85%,58.95%,55.41%,57.67%
2017-2-23,37.9%,NULL,50.85%,91.19%,57.5%,48.18%,73.66%,97.39%,92.1%,56.73%,50.69%,58.64%,2.6%,98.88%,86.28%,65.81%,7.52%,52.72%,79.05%,54.26%,55.39%,70.66%,60.95%,55.86%,55.08%,57.08%
2017-2-24,37.62%,NULL,50.41%,92.2%,57.67%,47.37%,72.78%,96.83%,93.46%,56.56%,49.75%,58.17%,2.6%,98.88%,86.97%,65.49%,7.24%,52.33%,79.13%,53.91%,71.39%,70.47%,60.36%,52.72%,54.78%,56.42%
2017-2-25,37.27%,NULL,49.97%,94.23%,58.36%,47.14%,71.67%,98.22%,93.21%,56.73%,48.73%,58.13%,2.6%,98.88%,86.85%,65.21%,6.95%,52.1%,80.45%,53.56%,100%,70.27%,59.76%,50.84%,54.4%,56.13%
2017-2-26,37.06%,NULL,49.52%,98.34%,59.13%,48.31%,71.41%,99.61%,92.35%,58.19%,47.75%,NULL,2.6%,98.88%,86.74%,64.86%,6.66%,52.24%,82.34%,53.21%,100%,70.08%,59.02%,50.35%,54.42%,55.84%
2017-2-27,36.78%,NULL,49.09%,98.13%,58.88%,48.46%,71%,100%,91.49%,59.94%,46.77%,59.65%,2.6%,98.88%,89.18%,64.54%,6.37%,52.13%,83.38%,52.93%,100%,69.79%,58.58%,50.31%,54.22%,55.98%
2017-2-28,36.43%,NULL,48.65%,98.55%,59.3%,48%,69.97%,100%,90.45%,59.36%,46.71%,59.57%,2.6%,99.64%,90.82%,64.27%,6.08%,51.87%,83.99%,52.66%,99.79%,69.59%,57.99%,50.06%,53.82%,55.33%
2017-3-1,36.22%,NULL,48.2%,99.58%,60.34%,47.22%,69.34%,100%,90.27%,58.87%,46.77%,59.36%,2.6%,99.64%,88.02%,63.91%,5.79%,50.97%,84.32%,52.31%,99.15%,69.3%,57.55%,49.61%,53.39%,54.75%
2017-3-2,35.87%,NULL,47.75%,99.17%,60.77%,46.22%,67.97%,100%,90.88%,57.7%,46.57%,59.06%,2.6%,98.12%,85.26%,63.52%,5.5%,50.14%,84.45%,52.03%,97.73%,69.11%,56.96%,47.64%,53.05%,54.24%
2017-3-3,35.6%,NULL,47.3%,98.75%,60.85%,45.24%,66.87%,100%,89.9%,56.83%,45.58%,58.72%,2.6%,98.12%,84.8%,63.14%,5.21%,49.32%,84.27%,51.69%,94.32%,68.91%,56.53%,46.1%,52.6%,53.38%
2017-3-4,35.32%,NULL,46.86%,98.13%,60.51%,44.35%,65.44%,100%,90.15%,56.56%,44.59%,58.42%,2.6%,98.12%,86.62%,62.79%,4.92%,48.45%,84.22%,51.41%,91.76%,68.72%,55.8%,43.63%,52.11%,53.6%
2017-3-5,35.05%,NULL,46.39%,97.31%,60.08%,43.55%,64.31%,99.89%,89.36%,55.78%,43.62%,NULL,2.6%,98.12%,88.36%,62.41%,4.63%,47.51%,83.99%,51.14%,84.48%,68.52%,55.37%,40.48%,51.67%,54.68%
2017-3-6,34.78%,NULL,45.94%,96.69%,60.68%,42.97%,63.46%,99.89%,90.51%,55.69%,42.63%,NULL,2.53%,98.88%,90%,62.02%,4.49%,47.35%,83.99%,50.8%,79.56%,68.14%,54.36%,39.01%,51.3%,55.62%
2017-3-7,34.5%,NULL,45.52%,98.75%,61.46%,42.52%,62.35%,100%,90.64%,56.04%,41.62%,58.3%,2.49%,98.88%,90.34%,61.68%,4.2%,46.81%,83.91%,50.45%,82.12%,67.84%,53.22%,35.99%,51.01%,56.13%
2017-3-8,34.23%,NULL,45.08%,99.38%,62.04%,42.68%,61.45%,100%,91.19%,56.04%,40.68%,58.55%,2.43%,97.74%,90.46%,61.3%,3.91%,46.79%,84.14%,50.04%,89.4%,67.65%,52.36%,33.46%,50.84%,56.57%
2017-3-9,34.03%,NULL,44.76%,97.93%,62.75%,42.97%,61.07%,100%,92.1%,56.04%,39.69%,58.89%,2.43%,96.98%,90.82%,60.92%,4.05%,47.16%,84.55%,49.84%,89.17%,67.46%,51.24%,35.02%,51.28%,57.15%
2017-3-10,33.9%,NULL,44.38%,98.13%,64.26%,43.02%,60.65%,100%,93.15%,56.12%,38.72%,59.23%,2.47%,95.08%,91.17%,60.58%,4.05%,47.35%,85.57%,49.57%,88.97%,67.36%,50.27%,34.75%,51.23%,57.67%
2017-3-11,33.63%,NULL,43.95%,98.55%,65.26%,43.03%,59.91%,100%,92.96%,56.3%,38.69%,59.65%,2.5%,92.79%,90.34%,60.25%,4.2%,47.11%,87.07%,49.3%,100%,67.07%,49.44%,33.4%,51.11%,57.45%
2017-3-12,33.36%,NULL,43.52%,98.96%,65.97%,42.91%,59.18%,100%,92.84%,56.21%,38.74%,59.78%,2.43%,92.03%,85.14%,59.87%,4.2%,46.76%,87.95%,48.96%,100%,66.77%,48.63%,33.96%,50.91%,56.49%
2017-3-13,33.1%,NULL,43.08%,99.17%,66.67%,42.67%,58.49%,100%,93.64%,56.21%,38.77%,59.86%,2.37%,93.17%,79.85%,59.54%,4.2%,46.16%,88.11%,48.62%,98.95%,66.49%,47.69%,34.19%,50.6%,NULL
2017-3-14,32.84%,NULL,42.64%,97.93%,67.98%,42.5%,58.09%,100%,94.94%,56.12%,38.8%,59.99%,2.27%,92.41%,76.99%,59.17%,3.91%,46.05%,88.19%,48.28%,99.36%,66.21%,46.48%,32.65%,50.52%,52.74%
2017-3-15,32.57%,NULL,42.21%,99.17%,68.48%,42.51%,57.57%,100%,95.37%,55.86%,38.22%,60.25%,2.27%,91.27%,74.08%,58.83%,3.62%,46.26%,88.16%,48.01%,99.15%,65.85%,45.56%,31.75%,50.84%,49.18%
2017-3-16,32.38%,NULL,41.79%,96.69%,68.88%,42.47%,56.8%,100%,95.68%,55.6%,37.21%,NULL,2.17%,91.65%,75.69%,58.54%,3.33%,46.52%,88.03%,47.74%,99.36%,65.58%,45.16%,30.71%,50.91%,46.94%
2017-3-17,32.12%,NULL,41.34%,98.75%,69.08%,42.82%,56.46%,99.67%,96.05%,56.12%,36.22%,61.52%,2.17%,95.08%,78.42%,58.21%,3.04%,46.76%,88.19%,47.47%,99.36%,65.21%,44.9%,31.02%,51.47%,47.75%
2017-3-18,31.86%,NULL,40.88%,98.75%,69.08%,42.99%,55.89%,99.33%,93.89%,56.47%,35.21%,62.07%,2.08%,98.88%,81.08%,57.84%,2.75%,46.79%,87.67%,47.07%,100%,64.85%,44.77%,32.19%,51.74%,48.23%
2017-3-19,31.6%,NULL,40.43%,99.78%,69.18%,43.04%,55.59%,99.28%,95.81%,56.38%,34.41%,62.49%,2.05%,99.64%,83.89%,57.51%,2.46%,46.42%,87.46%,46.74%,100%,64.5%,44.5%,32.91%,51.87%,48.57%
2017-3-20,31.34%,NULL,39.99%,97.93%,69.28%,42.99%,54.9%,99.44%,96.24%,56.21%,34.43%,62.79%,1.96%,100%,84.22%,57.19%,2.17%,45.84%,87.2%,46.47%,100%,64.14%,44.11%,33.14%,51.87%,49.12%
2017-3-21,31.15%,NULL,39.58%,96.07%,69.28%,42.84%,54.48%,99.44%,96.05%,55.86%,34.46%,62.92%,1.96%,100%,78.97%,56.86%,1.88%,45.3%,87.02%,46.2%,99.79%,63.77%,43.07%,32.78%,51.79%,49.39%
2017-3-22,30.9%,NULL,39.17%,95.87%,69.28%,42.65%,53.97%,98.28%,96.68%,55.35%,33.89%,62.92%,1.84%,100%,75.59%,56.5%,1.88%,44.91%,86.84%,45.94%,99.36%,63.5%,42.3%,32.36%,51.67%,49.87%
2017-3-23,30.58%,NULL,38.73%,96.28%,69.38%,42.49%,53.54%,98.06%,96.43%,54.83%,32.86%,NULL,1.84%,100%,76.12%,56.18%,1.88%,44.57%,86.68%,45.54%,97.32%,63.14%,41.66%,31.84%,51.55%,49.94%
2017-3-24,30.33%,NULL,38.3%,97.31%,69.28%,42.28%,52.52%,98.17%,95.62%,54.48%,31.83%,62.87%,1.75%,99.64%,77.87%,55.82%,1.88%,44.45%,86.45%,45.27%,94.76%,62.68%,40.76%,31.3%,51.45%,50.22%
2017-3-25,30.08%,NULL,37.87%,97.72%,69.59%,42.17%,51.8%,98.28%,95.81%,54.22%,30.79%,62.87%,1.69%,99.26%,79.64%,55.5%,1.88%,44.47%,86.3%,44.94%,91.33%,62.23%,40.13%,29.82%,51.28%,50.5%
2017-3-26,29.83%,NULL,37.42%,98.13%,70.79%,44.28%,50.92%,98.06%,91.86%,54.65%,30.01%,64.11%,1.61%,98.88%,81.53%,55.25%,2.03%,45.24%,86.43%,44.61%,100%,61.78%,40%,29.19%,51.79%,50.78%
2017-3-27,29.58%,NULL,37.02%,98.13%,71.2%,45.74%,51.94%,97.44%,96.49%,56.38%,30.05%,65.47%,1.66%,100%,80.97%,54.93%,2.46%,46.08%,86.48%,44.35%,100%,61.42%,39.75%,32.03%,52.46%,52.04%
2017-3-28,29.4%,NULL,36.6%,95.46%,71.09%,46.44%,51.98%,97%,96.8%,56.83%,30.08%,66.36%,1.72%,100%,77.11%,54.61%,2.17%,46.18%,86.4%,44.08%,100%,60.96%,39.62%,33.66%,52.75%,52.04%
2017-3-29,29.21%,NULL,36.17%,97.72%,70.79%,46.82%,51.85%,96.94%,96.8%,57.12%,29.9%,66.83%,1.78%,99.64%,73.12%,54.26%,1.88%,46.18%,86.27%,43.82%,97.32%,60.5%,38.99%,34.06%,52.82%,52.18%
2017-3-30,28.96%,NULL,35.72%,98.96%,70.69%,47.11%,51.69%,97%,97.24%,56.73%,28.86%,67.15%,1.78%,99.26%,71.53%,53.91%,1.59%,46.13%,86.06%,43.43%,94.32%,60.15%,38.12%,34.36%,52.95%,52.46%
2017-3-31,28.72%,NULL,35.28%,98.55%,71.3%,47.45%,51.4%,96.89%,96.93%,56.04%,28.24%,67.44%,1.84%,97.36%,76.46%,53.59%,1.3%,46.08%,85.93%,43.17%,89.4%,59.69%,37.25%,34.29%,52.92%,53.03%
2017-4-1,28.48%,NULL,34.84%,93.01%,72.6%,50.82%,51.33%,97.44%,95.99%,55.95%,28.29%,68.93%,1.78%,98.12%,77.87%,53.32%,1.3%,46.87%,86.06%,42.84%,92.81%,59.15%,36.38%,34.75%,53.67%,53.46%
2017-4-2,28.23%,NULL,34.46%,99.58%,73.31%,52.87%,52%,97.78%,95.87%,57.9%,28.31%,NULL,1.84%,99.64%,77.11%,53%,1.01%,47.56%,86.04%,42.52%,99.79%,58.79%,35.52%,35.99%,54.05%,54.03%
2017-4-3,27.99%,NULL,34.07%,98.96%,73.71%,54.17%,52%,98.33%,96.55%,58.38%,28.33%,NULL,1.84%,100%,76.12%,52.66%,0.72%,47.85%,85.93%,42.19%,99.36%,58.24%,35.16%,36.61%,54.3%,54.82%
2017-4-4,27.75%,NULL,33.67%,97.1%,74.21%,55.06%,51.96%,98.67%,97.24%,58.67%,28.35%,NULL,1.87%,100%,75.26%,52.31%,0.43%,47.88%,85.75%,41.87%,96.89%,57.88%,34.92%,37.29%,54.4%,NULL
2017-4-5,27.51%,NULL,33.24%,92.81%,74.31%,55.76%,51.69%,98.94%,97.3%,58.09%,27.77%,72.12%,1.81%,100%,74.5%,51.97%,0.29%,47.93%,85.55%,41.54%,92.17%,57.44%,34.55%,37.78%,54.5%,55.18%
2017-4-6,27.27%,NULL,32.81%,92.2%,74.11%,56.23%,51.67%,98.78%,97.36%,57.31%,26.73%,72.26%,1.81%,100%,75.04%,51.59%,0.29%,47.69%,85.34%,41.28%,86.4%,56.83%,34.43%,37.5%,54.55%,55.98%
2017-4-7,26.98%,NULL,32.4%,92.81%,74.31%,56.44%,51.49%,100%,97.74%,56.93%,25.69%,72.45%,1.72%,100%,76.89%,51.28%,0.29%,47.16%,85.09%,41.03%,79.77%,56.31%,33.95%,37.02%,54.48%,55.91%
2017-4-8,26.74%,NULL,31.98%,93.22%,74.41%,56.54%,51.04%,100%,97.55%,56.38%,24.66%,72.54%,1.81%,100%,78.76%,50.87%,0.29%,46.81%,84.83%,40.77%,76.36%,55.8%,33.1%,36.57%,54.58%,56.35%
2017-4-9,26.51%,NULL,31.54%,93.42%,74.72%,56.65%,50.83%,100%,96.86%,56.12%,23.63%,NULL,1.75%,100%,80.42%,50.5%,NULL,46.26%,84.52%,40.51%,73.88%,55.28%,32.27%,35.93%,54.5%,56.57%
2017-4-10,26.27%,NULL,31.11%,93.62%,77.05%,56.71%,50.56%,100%,97.43%,55.86%,22.6%,72.45%,1.75%,99.26%,82.09%,50.1%,NULL,46.16%,84.24%,40.19%,70.31%,54.77%,31.44%,35.29%,54.35%,56.79%
2017-4-11,26.04%,NULL,30.69%,93.42%,75.12%,56.68%,50.25%,100%,97.24%,55.6%,21.61%,72.49%,1.69%,98.88%,83.78%,49.73%,NULL,46.08%,83.88%,39.94%,66.61%,54.34%,30.61%,33.83%,54.35%,56.79%
