,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2012-2-15,56.93%,NULL,76.2%,96.69%,91.04%,100%,97.12%,80.55%,NULL,96.72%,55.27%,96.15%,NULL,95.08%,61.44%,75.5%,36.47%,96.32%,90.76%,98.1%,100%,68.65%,73.81%,22.85%,99.47%,47.01%
2012-2-16,56.38%,NULL,75.93%,96.28%,90.91%,99.99%,96.95%,80.74%,NULL,96.13%,54.74%,96.46%,NULL,95.46%,60.3%,75.5%,35.89%,95.95%,90.27%,98.18%,100%,NULL,73.5%,22.7%,99.24%,46.67%
2012-2-17,55.91%,NULL,75.58%,93.22%,90.69%,99.88%,96.84%,81.19%,NULL,96.48%,54.22%,96.7%,NULL,96.6%,58.71%,77.76%,35.45%,95.21%,90.68%,98.18%,100%,67.94%,72.88%,23.21%,98.97%,47.14%
2012-2-18,55.52%,NULL,75.23%,92.4%,90.45%,99.75%,96.7%,81.65%,NULL,96.84%,53.7%,96.94%,NULL,96.6%,57.14%,75.13%,35.02%,94.61%,90.86%,97.68%,100%,67.64%,72.57%,22.85%,98.78%,40.61%
2012-2-19,55.05%,NULL,74.88%,93.42%,90.56%,99.63%,96.66%,81.93%,NULL,96.84%,53.18%,97.07%,NULL,96.6%,55.6%,74.88%,34.59%,93.96%,90.97%,97.25%,100%,67.64%,71.95%,22.77%,98.71%,47.28%
2012-2-20,54.66%,NULL,74.44%,93.83%,90.69%,99.68%,96.33%,82.39%,NULL,96.95%,52.64%,97.25%,NULL,96.22%,54.01%,74.88%,34.3%,93.12%,91.34%,96.75%,100%,67.14%,71.65%,23.5%,97.84%,47.89%
2012-2-21,54.12%,NULL,74.09%,95.05%,90.56%,99.75%,96.25%,81.97%,NULL,97.19%,52.12%,97.31%,NULL,95.08%,52.52%,75.87%,33.86%,92.32%,91.29%,96.75%,100%,66.13%,71.95%,22.7%,97.84%,48.23%
2012-2-22,53.49%,NULL,73.78%,95.46%,90.33%,99.78%,96.1%,81.52%,NULL,97.3%,52.05%,97.31%,NULL,95.08%,51.32%,76.38%,33.43%,91.48%,91.13%,97.09%,100%,66.03%,72.42%,22.48%,97.65%,48.63%
2012-2-23,53.11%,NULL,73.52%,96.07%,90.33%,99.84%,96.47%,81.42%,NULL,97.42%,50.95%,97.37%,NULL,93.93%,50.22%,76.38%,32.99%,91.17%,90.89%,97.34%,100%,65.64%,72.88%,22.45%,97.42%,46.74%
2012-2-24,52.64%,NULL,73.12%,92.2%,91.75%,100%,97.26%,81.84%,NULL,97.19%,50.37%,98.17%,NULL,92.79%,49.3%,76.38%,32.56%,96.32%,93.51%,97.51%,100%,64.81%,73.03%,23.98%,98.33%,45.4%
2012-2-25,52.26%,NULL,72.72%,84.03%,94.7%,99.87%,97.52%,81.56%,NULL,96.37%,49.79%,98.47%,NULL,91.65%,49.71%,76.38%,32.56%,97.01%,94.15%,97.59%,100%,NULL,73.65%,22.88%,99.31%,45.33%
2012-2-26,52.02%,NULL,72.51%,84.42%,95.43%,99.61%,98.51%,81.7%,NULL,96.13%,49.5%,98.11%,NULL,91.27%,48.8%,76.38%,32.85%,97.63%,95.14%,97.76%,100%,NULL,74.89%,24.8%,99.96%,45.93%
2012-2-27,51.49%,NULL,72.33%,88.18%,95.78%,99.22%,98.76%,82.52%,NULL,95.78%,48.7%,97.68%,NULL,92.79%,47.82%,76.38%,33.57%,98.05%,95.62%,97.93%,100%,NULL,75.67%,30.54%,100%,47.41%
2012-2-28,51.1%,NULL,72.07%,89.38%,96.38%,99.08%,99.04%,81.79%,NULL,97.3%,48.16%,97.31%,NULL,94.31%,46.93%,76.38%,33.72%,98%,95.46%,98.18%,100%,64.25%,76.3%,35.84%,100%,47.69%
2012-3-1,51.1%,NULL,71.63%,NULL,97.68%,98.77%,98.89%,81.84%,NULL,94.49%,45.76%,96.7%,NULL,95.46%,48.89%,74.05%,34.3%,97.59%,93.86%,98.44%,100%,64.25%,75.98%,41.91%,100%,46.87%
2012-3-2,50.87%,NULL,71.03%,NULL,97.19%,98.86%,98.34%,81.52%,NULL,94.14%,45.15%,96.4%,NULL,95.08%,51.74%,73.97%,33.86%,97.43%,92.69%,98.44%,100%,64.25%,75.51%,42.82%,100%,47.08%
2012-3-3,50.41%,NULL,70.56%,NULL,96.97%,98.91%,97.93%,81.42%,NULL,94.84%,44.52%,96.21%,NULL,90.89%,54.27%,73.84%,33.43%,97.22%,91.42%,98.44%,100%,61.67%,74.89%,42.78%,100%,47.08%
2012-3-4,50.26%,NULL,70.3%,NULL,96.49%,98.95%,96.36%,81.29%,NULL,95.08%,44.02%,96.27%,NULL,90.89%,56.87%,73.72%,32.99%,97.55%,90.05%,98.35%,96.68%,NULL,74.27%,42.04%,100%,47.28%
2012-3-5,49.57%,NULL,69.7%,NULL,95.89%,99.08%,95.82%,81.38%,NULL,95.08%,43.27%,96.46%,NULL,91.65%,59.36%,73.55%,32.56%,97.67%,89.81%,98.1%,96.04%,NULL,73.65%,40.77%,100%,47.41%
2012-3-6,49.12%,NULL,69.18%,NULL,95.54%,99.08%,95.43%,81.06%,NULL,94.84%,42.65%,96.4%,NULL,92.79%,59.17%,73.39%,32.13%,97.88%,89.6%,97.85%,88.97%,60.74%,72.88%,38.81%,100%,47.89%
2012-3-7,48.59%,NULL,68.71%,NULL,95.07%,99.05%,94.98%,80.96%,NULL,94.49%,42.03%,96.33%,NULL,93.17%,59.09%,73.26%,31.69%,97.67%,89.34%,97.76%,81.25%,60.1%,72.26%,20.63%,99.69%,48.16%
2012-3-8,47.98%,NULL,68.28%,NULL,94.7%,99.04%,94.41%,80.83%,NULL,94.03%,41.68%,96.33%,NULL,91.65%,58.81%,73.06%,31.26%,97.3%,88.61%,97.59%,73.31%,59.82%,71.8%,19.51%,99.88%,48.57%
2012-3-9,47.46%,NULL,67.81%,NULL,94.48%,99.13%,95.37%,80.78%,NULL,93.44%,40.79%,96.46%,NULL,89.37%,58.62%,72.89%,30.97%,97.43%,88.11%,97.59%,64.5%,59.36%,71.19%,17.67%,99.92%,48.64%
2012-3-10,46.93%,NULL,67.51%,NULL,94.7%,98.84%,95.9%,81.01%,NULL,93.21%,39.76%,96.64%,NULL,88.61%,58.52%,72.68%,31.11%,97.38%,87.72%,97.59%,79.13%,NULL,70.58%,16.22%,100%,48.98%
2012-3-11,46.41%,NULL,67.14%,NULL,94.7%,98.85%,95.54%,81.01%,NULL,93.44%,38.77%,96.76%,NULL,88.99%,60.59%,72.52%,31.11%,97.34%,87.54%,97.59%,100%,NULL,69.97%,14.5%,100%,49.4%
2012-3-12,46.03%,NULL,66.59%,NULL,94.7%,98.97%,95.65%,81.47%,NULL,93.56%,38.16%,96.82%,NULL,90.51%,62.49%,72.35%,31.11%,97.59%,87.54%,97.76%,100%,NULL,69.51%,13.63%,100%,49.05%
2012-3-13,45.59%,NULL,66.38%,NULL,94.94%,99.02%,96.27%,82.2%,NULL,95.78%,37.53%,96.88%,NULL,92.03%,62.31%,72.23%,31.11%,97.96%,87.75%,97.76%,100%,57.87%,69.42%,14.97%,100%,48.44%
2012-3-14,45.14%,NULL,65.79%,NULL,95.43%,99.09%,96.27%,82.2%,NULL,98.94%,36.93%,96.7%,NULL,93.17%,62.88%,72.07%,31.11%,97.63%,88.35%,97.76%,100%,57.6%,69.06%,14.99%,100%,47.62%
2012-3-15,44.7%,NULL,65.46%,NULL,95.78%,99%,97.18%,82.02%,NULL,98.36%,36.32%,96.52%,NULL,92.03%,63.37%,71.86%,31.11%,97.26%,87.9%,97.76%,100%,NULL,68.6%,14.76%,100%,46.87%
2012-3-16,44.11%,NULL,64.87%,NULL,96.49%,98.92%,97.15%,81.84%,NULL,98.59%,35.7%,96.4%,NULL,90.89%,63.85%,71.7%,30.53%,96.52%,87.88%,97.68%,100%,56.58%,68.15%,14%,100%,46.94%
2012-3-17,43.52%,NULL,64.32%,NULL,96.84%,98.96%,97.03%,81.19%,NULL,99.06%,35.07%,96.7%,NULL,90.13%,67.02%,71.5%,29.96%,96.36%,87.67%,97.68%,100%,56.07%,67.4%,14.67%,100%,47.21%
2012-3-18,42.94%,NULL,63.78%,NULL,97.55%,99.11%,97%,81.38%,NULL,99.06%,34.43%,97.01%,NULL,90.13%,70.27%,71.34%,29.52%,96.23%,87.33%,97.68%,97.73%,55.89%,66.5%,15.39%,100%,47.01%
2012-3-19,42.28%,NULL,63.32%,NULL,97.92%,99.08%,96.95%,81.84%,NULL,98.83%,33.81%,96.76%,NULL,90.13%,73.38%,71.13%,28.94%,96.03%,86.94%,97.59%,97.96%,NULL,65.6%,15.85%,100%,47.48%
2012-3-20,41.63%,NULL,62.79%,NULL,97.68%,98.96%,96.66%,81.88%,NULL,98.36%,33.2%,96.7%,NULL,90.13%,76.46%,70.93%,28.36%,95.7%,86.48%,97.59%,92.61%,55.29%,65.01%,17.12%,100%,47.75%
2012-3-21,41.05%,NULL,62.34%,NULL,97.79%,98.99%,96.38%,82.07%,NULL,97.89%,32.61%,96.76%,NULL,92.79%,79.48%,70.69%,28.36%,95.3%,86.01%,97.59%,87.25%,54.95%,64.27%,17.36%,99.88%,47.69%
2012-3-22,40.69%,NULL,61.81%,NULL,98.03%,99.11%,95.71%,80.78%,NULL,97.19%,32.04%,96.82%,NULL,95.08%,79.48%,70.45%,28.36%,94.85%,85.19%,97.09%,86.84%,54.43%,63.54%,17.43%,99.85%,48.3%
2012-3-23,40.33%,NULL,61.24%,NULL,97.43%,99.17%,94.86%,80.74%,NULL,96.48%,31.47%,96.94%,NULL,94.69%,79.48%,70.21%,28.36%,94.44%,84.11%,96.5%,83.84%,53.83%,62.51%,17.36%,99.73%,49.33%
2012-3-24,39.83%,NULL,60.75%,NULL,96.6%,98.86%,94.44%,80.55%,NULL,95.66%,30.91%,96.7%,NULL,94.31%,79.6%,69.97%,28.07%,93.88%,83.73%,95.91%,74.82%,53.65%,61.93%,16.43%,99.58%,48.78%
2012-3-25,39.4%,NULL,60.46%,NULL,95.89%,98.88%,94.16%,81.1%,NULL,94.84%,30.33%,96.4%,NULL,93.17%,79.6%,69.73%,27.64%,93.28%,83.32%,95.24%,68.71%,53.31%,61.35%,16.24%,99.47%,48.51%
2012-3-26,39.12%,NULL,59.89%,NULL,95.43%,99.01%,93.42%,81.33%,NULL,93.91%,29.76%,96.09%,NULL,92.41%,79.48%,69.45%,27.21%,92.84%,82.84%,94.73%,64.71%,53.05%,60.63%,15.82%,99.05%,48.51%
2012-3-27,38.76%,NULL,59.36%,NULL,94.94%,99.01%,93.22%,81.38%,NULL,92.97%,29.16%,96.15%,NULL,91.27%,79.71%,69.05%,26.77%,92%,82.56%,94.23%,56.42%,52.11%,10.41%,15.31%,98.55%,47.69%
2012-3-28,38.41%,NULL,58.8%,NULL,94.35%,99.02%,93.31%,81.29%,NULL,92.03%,28.59%,96.21%,NULL,90.51%,79.81%,68.69%,26.34%,91.28%,82.26%,93.65%,54.7%,51.14%,59.19%,14.93%,98.4%,47.01%
2012-3-29,38.06%,NULL,58.24%,NULL,93.64%,99%,93.05%,81.24%,NULL,91.1%,28.02%,96.09%,NULL,90.13%,79.81%,68.3%,26.34%,90.49%,81.93%,92.98%,54.7%,51.67%,58.48%,14.67%,98.02%,47.48%
2012-3-30,37.78%,NULL,57.68%,NULL,93.53%,99.11%,92.99%,81.61%,NULL,90.28%,27.46%,96.03%,NULL,89.37%,79.71%,67.91%,26.34%,89.51%,81.6%,92.4%,54.86%,51.33%,57.92%,14.33%,97.53%,47.96%
2012-3-31,37.43%,NULL,57.28%,NULL,93.29%,99.24%,92.29%,81.79%,NULL,89.22%,27.12%,96.15%,NULL,87.47%,79.6%,67.55%,26.34%,88.89%,81.33%,91.91%,50.77%,NULL,57.21%,13.61%,97.38%,48.23%
2012-4-1,37.08%,NULL,56.76%,NULL,93.05%,99.24%,91.58%,81.74%,NULL,88.52%,27.12%,96.09%,NULL,86.71%,79.48%,67.21%,26.34%,87.96%,81%,91.41%,50.77%,NULL,56.65%,12.89%,96.82%,48.84%
2012-4-2,36.73%,NULL,56.24%,NULL,92.81%,99.22%,90.38%,81.97%,NULL,87.73%,26.63%,96.21%,NULL,87.85%,79.71%,66.86%,26.34%,87.23%,80.65%,90.91%,54.52%,50.64%,56.09%,12.58%,96.07%,48.84%
2012-4-3,36.38%,NULL,55.52%,NULL,92.58%,99.24%,90.33%,82.11%,NULL,86.83%,26.65%,96.09%,NULL,89.37%,79.16%,66.43%,25.9%,86.5%,80.32%,90.09%,53.67%,50.13%,55.26%,12.23%,95.74%,47.75%
2012-4-4,35.96%,NULL,55.13%,93.01%,91.86%,99.22%,89.76%,82.02%,NULL,85.93%,26.67%,95.91%,NULL,90.51%,78.72%,65.97%,25.47%,85.58%,79.97%,89.19%,53.67%,NULL,54.85%,11.79%,95.07%,46.72%
2012-4-5,35.55%,NULL,54.42%,93.22%,91.64%,99.26%,89.4%,81.61%,NULL,84.92%,25.86%,95.66%,NULL,91.27%,80.8%,65.43%,25.04%,84.98%,79.65%,87.64%,51.68%,49.6%,54.16%,11.35%,94.51%,46.72%
2012-4-6,35.07%,NULL,53.96%,NULL,91.64%,99.14%,88.93%,81.61%,NULL,84.25%,25.34%,95.48%,NULL,91.65%,82.66%,64.98%,24.6%,84.26%,79.37%,86.42%,51.68%,49.09%,53.48%,12.05%,94.04%,46.87%
2012-4-7,34.65%,NULL,53.6%,NULL,91.51%,99.02%,88.85%,81.97%,NULL,84.36%,25.06%,95.36%,NULL,92.03%,82.45%,64.52%,24.02%,83.4%,79.05%,85.53%,51.11%,48.75%,53.07%,13.44%,94%,47.01%
2012-4-8,34.25%,NULL,53.13%,NULL,91.28%,99.09%,89.09%,82.11%,NULL,84.25%,24.36%,95.17%,NULL,93.17%,82.11%,63.99%,24.02%,82.43%,78.7%,84.56%,50.26%,NULL,52.27%,14.02%,93.93%,48.02%
2012-4-9,33.84%,NULL,52.51%,NULL,90.69%,99.19%,88.61%,81.88%,NULL,84.25%,23.83%,95.05%,NULL,94.31%,81.67%,63.54%,24.02%,81.54%,78.38%,83.59%,48.2%,NULL,51.74%,13.65%,93.56%,48.84%
2012-4-10,33.37%,NULL,52%,NULL,90.56%,99.18%,88.03%,82.07%,NULL,83.69%,23.3%,94.87%,NULL,94.31%,81.22%,63.01%,24.02%,80.99%,78.08%,82.95%,49.05%,47.81%,51.08%,12.89%,92.64%,49.12%
2012-4-11,32.9%,NULL,51.42%,NULL,90.33%,99.12%,86.86%,82.25%,NULL,83.01%,23.03%,94.68%,NULL,93.93%,80.8%,62.34%,24.02%,80.37%,77.89%,82.31%,48.89%,47.49%,50.68%,12.09%,92.1%,48.63%
2012-4-12,32.43%,NULL,50.89%,NULL,89.85%,99.01%,86.94%,82.2%,NULL,82%,22.91%,94.44%,NULL,92.79%,78.07%,61.53%,24.02%,79.82%,77.81%,81.59%,49.74%,46.68%,49.9%,12.36%,92.03%,47.89%
2012-4-13,31.96%,NULL,50.28%,NULL,89.42%,98.91%,86.43%,82.48%,NULL,80.99%,22.32%,94.2%,NULL,90.89%,76.78%,60.69%,24.02%,78.81%,77.56%,81.12%,50.42%,46.6%,49.38%,11.87%,91.45%,46.4%
2012-4-14,31.5%,NULL,49.94%,NULL,88.87%,98.78%,85.87%,82.52%,NULL,79.98%,21.81%,93.95%,NULL,90.13%,76.35%,59.93%,24.02%,78.27%,77.24%,80.56%,50.49%,46.28%,48.73%,10.49%,90.91%,46.87%
