,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2011-1-24,64.05%,NULL,73.82%,90.81%,75.18%,60.81%,100%,99.56%,NULL,72.53%,67.85%,64%,NULL,93.7%,75.61%,74.39%,46.76%,85.28%,NULL,64.13%,100%,41.23%,88.7%,NULL,58.54%,43.49%
2011-1-25,63.73%,NULL,73.34%,89.7%,76.1%,60.4%,99.79%,100%,NULL,72.53%,67.33%,63.65%,NULL,93.33%,74.16%,74.14%,46.76%,85.12%,NULL,63.55%,100%,41.06%,89.43%,NULL,58.28%,43.55%
2011-1-26,63.41%,NULL,72.81%,88.27%,76.9%,59.94%,99.97%,99.39%,NULL,72.43%,66.58%,63.26%,NULL,92.59%,74.16%,73.85%,46.76%,84.98%,NULL,62.96%,100%,40.81%,89.74%,NULL,58.34%,43.62%
2011-1-27,63.08%,NULL,72.28%,88.27%,77%,59.56%,100%,99%,NULL,72.22%,65.83%,62.86%,NULL,92.22%,74.26%,73.61%,46.76%,84.71%,NULL,62.37%,100%,40.58%,90.32%,NULL,57.92%,43.16%
2011-1-28,62.6%,NULL,71.11%,88.83%,76.9%,59.18%,100%,98.17%,NULL,72.12%,65.08%,62.51%,NULL,90%,74.45%,73.36%,46.76%,84.41%,NULL,61.64%,100%,40.27%,90.78%,NULL,57.41%,41.36%
2011-1-29,62.2%,NULL,71.11%,88.83%,76.9%,58.78%,100%,98.06%,NULL,71.9%,64.67%,62.12%,NULL,88.52%,73.49%,73.16%,46.76%,84.11%,NULL,60.85%,100%,40.11%,91.36%,NULL,56.84%,40.67%
2011-1-30,61.96%,NULL,70.47%,89.04%,76.79%,58.37%,100%,98.33%,NULL,71.69%,0.65%,61.67%,NULL,85.19%,69.55%,73.04%,46.76%,84.07%,NULL,60.27%,100%,39.81%,92.1%,NULL,56.25%,40.42%
2011-1-31,61.71%,NULL,69.91%,89.04%,75.36%,57.82%,100%,98.33%,NULL,71.59%,63.93%,61.18%,NULL,81.48%,69.27%,72.76%,46.76%,84%,NULL,59.69%,100%,39.66%,92.57%,NULL,55.66%,42.32%
2011-2-1,61.39%,NULL,69.4%,88.83%,74.77%,57.27%,100%,96.61%,NULL,71.46%,63.46%,60.8%,NULL,81.11%,68.98%,72.51%,46.76%,83.81%,NULL,59.12%,100%,39.34%,93.01%,NULL,55.21%,43.78%
2011-2-2,60.99%,NULL,68.88%,88.83%,74.17%,56.71%,100%,95.89%,NULL,71.17%,62.9%,60.33%,NULL,80.74%,67.94%,72.23%,46.76%,83.58%,NULL,58.4%,100%,39.19%,93.17%,NULL,54.96%,43.42%
2011-2-3,60.51%,NULL,68.36%,88.83%,73.55%,56.15%,100%,95.94%,NULL,71.06%,62.11%,59.91%,NULL,83.7%,68.5%,72.04%,46.76%,83.28%,NULL,57.69%,100%,38.96%,93.89%,NULL,54.61%,43.03%
2011-2-4,60.19%,NULL,67.98%,88.61%,72.35%,55.98%,100%,96.44%,NULL,70.92%,61.38%,59.62%,NULL,88.15%,68.98%,71.8%,46.76%,83.1%,NULL,57.06%,100%,38.81%,94.35%,NULL,54.28%,44.34%
2011-2-5,59.79%,NULL,67.53%,88.61%,72.35%,55.59%,100%,97%,NULL,70.71%,60.97%,59.25%,NULL,92.96%,NULL,71.4%,46.76%,82.84%,NULL,56.28%,100%,38.58%,95.07%,NULL,53.88%,44.14%
2011-2-6,59.39%,NULL,67.09%,88.27%,72.45%,55.2%,100%,97.5%,NULL,70.6%,61%,58.92%,NULL,93.7%,NULL,71.17%,46.76%,82.61%,NULL,55.65%,100%,38.26%,95.39%,NULL,53.5%,44.4%
2011-2-7,59%,NULL,66.63%,88.08%,72.24%,54.79%,100%,97.94%,NULL,70.5%,60.31%,58.55%,NULL,94.07%,64.47%,71.05%,46.76%,82.13%,NULL,55.02%,100%,38.12%,95.83%,NULL,53.28%,43.62%
2011-2-8,58.6%,NULL,66.17%,87.93%,70.92%,54.27%,100%,98.33%,NULL,70.29%,59.56%,58.08%,NULL,94.07%,66.94%,70.78%,46.76%,81.65%,NULL,54.39%,100%,37.88%,95.7%,NULL,52.86%,42.71%
2011-2-9,58.28%,NULL,65.66%,87.41%,69.91%,53.65%,100%,98.78%,NULL,70.08%,58.85%,57.57%,NULL,NULL,67.49%,70.39%,46.76%,NULL,NULL,53.76%,100%,37.73%,100%,NULL,52.33%,41.49%
2011-2-10,58.05%,NULL,65.2%,87.08%,68.69%,53.03%,100%,99.17%,NULL,69.98%,58.42%,57.05%,NULL,93.33%,67.12%,70.27%,46.76%,79.78%,NULL,53.2%,100%,37.57%,94.99%,NULL,51.89%,40.92%
2011-2-11,57.65%,NULL,64.74%,86.79%,67.38%,52.39%,100%,99.67%,NULL,69.66%,58.48%,56.49%,NULL,92.22%,63.46%,70.05%,46.76%,78.63%,NULL,52.72%,100%,37.27%,95.16%,NULL,51.57%,41.36%
2011-2-12,57.26%,NULL,64.24%,86.45%,66.17%,51.76%,100%,98.89%,NULL,69.45%,57.2%,55.95%,NULL,91.48%,61.81%,69.82%,46.76%,77.73%,NULL,52.03%,100%,37.12%,95.48%,NULL,51.45%,41.43%
2011-2-13,56.78%,NULL,63.78%,86.06%,65.16%,51.11%,99.92%,99.11%,NULL,69.24%,56.89%,55.38%,NULL,90.74%,60.99%,69.51%,46.76%,76.77%,NULL,51.48%,100%,36.96%,95.33%,NULL,51.16%,40.92%
2011-2-14,56.55%,NULL,63.32%,86.79%,64.56%,50.55%,99.77%,99.17%,NULL,69.24%,56.1%,54.85%,NULL,90.37%,60.44%,69.4%,46.76%,76.02%,NULL,50.93%,100%,36.65%,94.83%,NULL,50.84%,39.98%
2011-2-15,56.23%,NULL,62.99%,89.7%,65.16%,50.41%,100%,98.39%,NULL,69.35%,55.32%,54.63%,NULL,88.89%,59.53%,69.02%,46.76%,75.6%,85.73%,50.18%,100%,36.57%,94.64%,NULL,50.75%,39.18%
2011-2-16,55.92%,NULL,62.58%,89.91%,65.76%,50.06%,100%,97.39%,NULL,69.45%,NULL,54.45%,NULL,88.89%,58.41%,68.76%,46.76%,74.87%,85.99%,49.64%,100%,36.41%,94.32%,NULL,50.68%,40.29%
2011-2-17,55.61%,NULL,62.13%,88.83%,66.58%,49.5%,100%,97.39%,NULL,69.45%,53.94%,54.05%,NULL,89.63%,57.33%,68.49%,46.76%,NULL,86.12%,48.96%,100%,36.19%,93.81%,NULL,50.39%,41.55%
2011-2-18,55.37%,NULL,61.64%,89.04%,66.67%,48.98%,100%,98.06%,NULL,69.45%,53.23%,53.7%,NULL,90.37%,56.14%,NULL,46.76%,72.99%,85.94%,48.29%,100%,35.96%,93.14%,NULL,50.18%,42.58%
2011-2-19,55.14%,NULL,61.15%,89.26%,66.58%,48.35%,100%,98.89%,NULL,69.45%,0.53%,53.26%,NULL,91.11%,55.21%,67.93%,46.76%,72.1%,85.92%,47.62%,100%,35.8%,92.45%,NULL,50.06%,43.88%
2011-2-20,54.9%,NULL,60.66%,87.41%,66.58%,47.91%,89.8%,99.56%,NULL,69.86%,51.35%,53.08%,NULL,91.48%,54.29%,67.7%,46.76%,71.76%,86.07%,47.22%,100%,35.5%,91.94%,NULL,50.13%,44.93%
2011-2-21,54.67%,NULL,60.21%,90.35%,66.88%,48.31%,90.08%,99.94%,NULL,70.71%,51.35%,53.61%,NULL,91.85%,52.44%,67.4%,46.76%,71.49%,86.54%,46.62%,100%,35.34%,91.43%,NULL,50.27%,46.4%
2011-2-22,54.36%,NULL,59.72%,92.46%,66.67%,48.34%,90.49%,99%,NULL,71.13%,50.66%,53.7%,NULL,92.22%,50.93%,67.18%,46.76%,71.25%,86.51%,46.02%,100%,35.19%,91.1%,NULL,50.09%,46.87%
2011-2-23,54.12%,NULL,59.24%,94.24%,66.26%,48.26%,90.44%,98%,NULL,71.27%,49.9%,53.57%,NULL,92.96%,51.09%,66.95%,46.76%,70.04%,86.04%,45.36%,100%,35.03%,90.32%,NULL,49.97%,46.87%
2011-2-24,53.81%,NULL,58.75%,95.34%,65.66%,47.89%,90.44%,97.83%,NULL,71.38%,49.14%,53.34%,NULL,93.33%,51.34%,66.66%,46.76%,69.37%,85.94%,44.7%,100%,34.8%,90%,NULL,49.68%,46.74%
2011-2-25,53.5%,NULL,58.28%,96.09%,64.75%,47.44%,89.95%,98.33%,NULL,71.38%,48.39%,53.08%,NULL,93.33%,51.61%,66.4%,46.76%,68.51%,85.4%,44.05%,100%,34.65%,89.45%,NULL,49.47%,46.67%
2011-2-26,53.11%,NULL,57.84%,96.31%,63.74%,46.93%,89.39%,98.83%,NULL,71.38%,0.48%,52.68%,NULL,92.96%,52.44%,66.39%,46.5%,67.95%,85.5%,43.46%,100%,34.5%,88.57%,NULL,49.47%,46.54%
2011-2-27,52.73%,NULL,57.32%,96.31%,62.84%,46.31%,89.13%,98.94%,NULL,71.48%,46.81%,52.24%,NULL,92.59%,53.28%,66.32%,46.23%,67%,85.22%,42.88%,100%,34.26%,88.43%,NULL,49.23%,46.4%
2011-2-28,52.42%,NULL,56.84%,96.09%,62.22%,45.77%,88.85%,99.39%,NULL,71.48%,46.1%,51.8%,NULL,92.22%,54.13%,66.14%,45.97%,66%,84.89%,42.23%,100%,34.11%,87.92%,NULL,48.9%,46.6%
2011-3-1,52.03%,NULL,56.36%,95.86%,61.31%,45.2%,88.24%,99.61%,NULL,71.38%,45.68%,51.35%,NULL,92.22%,55.81%,65.95%,29.81%,64.94%,84.5%,41.59%,100%,33.88%,87.27%,NULL,48.6%,46.81%
2011-3-2,51.65%,NULL,55.92%,95.34%,60.45%,44.57%,87.98%,99.78%,NULL,70.29%,44.96%,50.89%,NULL,91.85%,54.04%,65.77%,29.23%,63.73%,84.17%,41.08%,100%,33.73%,86.79%,NULL,48.09%,46.94%
2011-3-3,51.19%,NULL,55.48%,94.46%,59.59%,43.92%,86.98%,99.44%,NULL,69.24%,44.17%,50.39%,NULL,91.48%,53.79%,65.65%,28.65%,62.98%,83.73%,40.5%,100%,33.42%,86.26%,NULL,47.91%,47.08%
2011-3-4,50.8%,NULL,54.54%,93.8%,59.07%,43.13%,86.09%,99.5%,NULL,68.03%,43.39%,49.93%,NULL,91.48%,53.46%,65.32%,28.08%,61.98%,83.45%,39.87%,100%,33.18%,85.87%,NULL,47.54%,47.08%
2011-3-5,50.42%,NULL,54.54%,93.11%,58.54%,42.48%,85.37%,99.44%,NULL,66.86%,42.62%,49.43%,NULL,91.85%,53.19%,65.14%,27.5%,61.05%,83.1%,39.3%,100%,33.11%,85.6%,NULL,47.12%,47.01%
2011-3-6,50.11%,NULL,54.07%,92.46%,57.94%,41.83%,84.35%,99.39%,NULL,65.57%,41.84%,48.93%,NULL,92.22%,52.78%,64.92%,26.92%,59.86%,82.79%,38.79%,100%,32.95%,85.16%,NULL,46.71%,46.2%
2011-3-7,49.96%,NULL,53.48%,93.57%,57.42%,41.26%,83.53%,99.78%,NULL,64.79%,41.07%,48.51%,NULL,85.93%,52.69%,64.69%,26.34%,59.19%,82.36%,38.35%,100%,32.52%,84.31%,NULL,46.14%,42.45%
2011-3-8,50.11%,NULL,52.94%,96.31%,57.68%,41.25%,83.17%,99.39%,NULL,64.21%,40.34%,48.47%,NULL,85.19%,52.78%,64.47%,25.76%,58.47%,82.16%,37.98%,100%,32.52%,83.97%,NULL,46.14%,42.77%
2011-3-9,49.88%,NULL,52.51%,96.09%,57.78%,40.91%,82.35%,98.17%,NULL,63.38%,39.61%,48.18%,NULL,87.41%,52.78%,64.29%,25.18%,57.79%,81.85%,37.42%,99.58%,32.38%,83.64%,NULL,45.96%,43.88%
2011-3-10,49.58%,NULL,52%,95.86%,57.59%,40.51%,81.64%,98.33%,NULL,62.4%,38.82%,47.72%,NULL,89.63%,52.61%,64.11%,24.6%,56.57%,81.42%,36.92%,97.81%,32.16%,83.01%,NULL,45.29%,45.47%
2011-3-11,49.28%,NULL,51.49%,95.64%,57.35%,39.98%,81.23%,98.72%,NULL,61.61%,38.38%,47.25%,NULL,90.74%,51.77%,63.92%,24.02%,55.99%,82.11%,36.49%,96.94%,31.95%,82.44%,NULL,44.98%,46.67%
2011-3-12,48.97%,NULL,51%,95.64%,57.51%,39.52%,80.51%,99.22%,NULL,60.7%,37.87%,46.74%,NULL,90.74%,50.84%,63.74%,23.59%,55.29%,82.71%,36%,98.71%,31.65%,81.96%,NULL,44.75%,47.89%
2011-3-13,48.67%,NULL,50.5%,95.34%,57.68%,39.09%,79.98%,99.44%,NULL,59.81%,36.88%,46.27%,NULL,90%,51.43%,63.52%,23.15%,54.6%,82.59%,35.57%,99.79%,31.44%,81.3%,NULL,44.57%,48.23%
2011-3-14,48.37%,NULL,50.05%,94.89%,57.43%,38.68%,79.44%,100%,NULL,58.89%,36.08%,45.91%,NULL,89.63%,51.94%,63.23%,22.72%,53.94%,82.16%,35.08%,100%,31.08%,80.74%,NULL,44.24%,47.41%
2011-3-15,48.14%,NULL,49.55%,94.24%,56.9%,38.24%,78.52%,99.78%,NULL,58.01%,35.29%,45.52%,NULL,88.89%,52.53%,62.94%,22.29%,53.18%,80.97%,34.59%,100%,30.86%,80.12%,NULL,43.73%,46.13%
2011-3-16,47.84%,NULL,49.06%,93.57%,55.78%,37.77%,78.02%,99.78%,NULL,56.86%,34.53%,45.05%,NULL,88.89%,53.19%,62.47%,21.85%,52.39%,81%,34.05%,98.71%,30.71%,79.11%,NULL,43.49%,45%
2011-3-17,47.54%,NULL,48.6%,92.46%,54.32%,37.32%,77.15%,99.72%,NULL,55.84%,33.7%,44.5%,NULL,88.89%,54.63%,62.39%,21.42%,52.06%,80.74%,33.45%,94.73%,30.57%,78.07%,NULL,43.17%,43.68%
2011-3-18,47.31%,NULL,48.11%,91.81%,51.55%,36.95%,76.61%,99.56%,NULL,54.88%,32.92%,43.99%,NULL,90.74%,55.98%,62.14%,20.98%,51.56%,80.37%,33.03%,89.25%,30.42%,76.97%,NULL,42.97%,43.75%
2011-3-19,47.01%,NULL,47.62%,91.14%,49.29%,36.62%,75.98%,99.06%,NULL,54.04%,32.13%,43.58%,NULL,90.74%,58.08%,61.85%,20.55%,50.35%,NULL,32.43%,81.77%,30.37%,76.26%,NULL,42.49%,44.27%
2011-3-20,46.71%,NULL,47.14%,90.59%,48.43%,36.19%,75.42%,98.78%,NULL,53.07%,31.35%,43.17%,NULL,90.74%,59.71%,61.57%,20.12%,50.35%,79.32%,31.96%,73.18%,29.92%,75.48%,NULL,42.15%,44.8%
2011-3-21,46.41%,NULL,46.66%,89.91%,46.95%,35.75%,74.94%,98.5%,NULL,52.09%,30.88%,42.84%,NULL,90.74%,61.18%,61.32%,19.68%,50.35%,79.02%,31.55%,66.88%,29.63%,74.83%,NULL,41.91%,45.07%
2011-3-22,46.12%,NULL,46.1%,89.48%,45.31%,35.29%,74.36%,98.33%,NULL,51.09%,30.92%,42.43%,NULL,90.74%,58.58%,60.99%,19.68%,48.06%,78.77%,30.97%,63.16%,29.41%,73.7%,NULL,41.59%,45.33%
2011-3-23,45.74%,NULL,45.59%,88.61%,43.51%,34.84%,73.93%,98.28%,NULL,50.02%,30.16%,41.92%,NULL,90.37%,59.34%,60.71%,19.68%,47.35%,78.47%,30.51%,62.36%,29.34%,72.8%,NULL,41.34%,NULL
2011-3-24,45.3%,NULL,45.07%,87.93%,42.11%,34.41%,73.01%,98.11%,NULL,49%,29.38%,41.44%,NULL,90.37%,61.36%,60.5%,19.68%,46.61%,78.15%,30.1%,62.36%,29.13%,71.8%,NULL,40.96%,45.13%
2011-3-25,44.85%,NULL,44.55%,87.08%,40.92%,33.95%,72.63%,97.89%,NULL,48.07%,28.59%,41%,NULL,90%,63.46%,60.21%,19.25%,46.61%,77.75%,29.48%,62.36%,28.91%,70.85%,NULL,40.66%,44.67%
2011-3-26,44.49%,NULL,44%,86.45%,40.28%,33.41%,71.89%,98.06%,NULL,47.19%,27.79%,40.51%,NULL,90%,65.76%,60%,18.81%,46.61%,77.45%,29.03%,62.36%,28.69%,69.86%,NULL,40.41%,44.21%
2011-3-27,44.04%,NULL,43.5%,86.65%,40.06%,32.89%,71.08%,98.89%,NULL,46.49%,26.97%,40.08%,NULL,90%,68.13%,59.68%,18.38%,46.61%,77.78%,28.59%,62.36%,28.54%,69.01%,NULL,40.37%,44.67%
2011-3-28,44.04%,NULL,43.11%,93.11%,41.61%,34.69%,71.08%,100%,NULL,48.73%,26.2%,41.48%,NULL,89.63%,70.61%,59.47%,17.95%,46.12%,78.5%,28.25%,62.36%,28.18%,68.25%,NULL,41.8%,45.73%
2011-3-29,43.68%,NULL,42.75%,95.11%,42.95%,38.08%,73.46%,99.89%,NULL,51.7%,25.44%,42.87%,NULL,90.37%,73.21%,59.19%,17.95%,46.9%,78.42%,27.87%,100%,27.97%,67.52%,NULL,42.23%,46.47%
2011-3-30,43.38%,NULL,42.33%,91.14%,44.62%,39.4%,73.51%,99.61%,NULL,52.62%,24.62%,44.23%,NULL,90.37%,75.7%,58.91%,17.95%,47.03%,77.97%,27.38%,100%,27.75%,67.31%,NULL,42.39%,46.74%
2011-3-31,43.02%,NULL,41.83%,92.68%,46.36%,40.05%,73.39%,99.28%,NULL,52.18%,24.14%,45.17%,NULL,90.74%,77.13%,58.66%,17.95%,46.64%,77.73%,26.84%,100%,27.61%,67.16%,NULL,42.41%,46.74%
2011-4-1,42.58%,NULL,41.33%,93.8%,47.57%,40.42%,73.21%,98.94%,NULL,51.35%,24.18%,45.72%,NULL,90.74%,75.32%,58.39%,17.95%,45.81%,77.63%,26.9%,99.58%,27.39%,66.92%,NULL,42.39%,47.28%
2011-4-2,41.93%,NULL,40.8%,94.24%,48.44%,40.61%,73.08%,98.89%,NULL,50.55%,24.21%,46.15%,NULL,90.74%,72.05%,58.18%,17.51%,45.5%,NULL,27.16%,95.39%,27.32%,66.08%,NULL,42.34%,46.27%
2011-4-3,41.35%,NULL,40.31%,94.24%,49.39%,40.68%,72.76%,99%,NULL,49.7%,24.21%,46.43%,NULL,91.11%,68.98%,57.93%,17.08%,45.04%,NULL,27.33%,82.43%,27.24%,65.06%,NULL,42.34%,45.66%
2011-4-4,40.7%,NULL,39.83%,94.46%,50.34%,40.64%,72.7%,99.44%,NULL,48.73%,24.24%,46.62%,NULL,91.11%,65.48%,57.66%,16.64%,44.48%,NULL,27.6%,76.12%,26.98%,63.82%,NULL,42.21%,46.07%
2011-4-5,40.05%,NULL,39.38%,93.11%,51.47%,40.53%,72.32%,99.89%,NULL,47.84%,23.65%,46.82%,NULL,91.48%,66.11%,57.24%,16.21%,43.88%,77.01%,27.76%,71.7%,27.32%,62.86%,NULL,42.13%,46.87%
2011-4-6,39.41%,NULL,38.94%,92.89%,52.33%,40.42%,71.89%,100%,NULL,46.96%,22.42%,46.86%,NULL,91.85%,68.04%,57.04%,15.77%,43.73%,77.06%,28.04%,67.28%,27.32%,61.77%,NULL,42.21%,47.41%
2011-4-7,38.91%,NULL,38.43%,92.46%,53.19%,40.18%,71.33%,99.5%,NULL,46.89%,21.46%,46.9%,NULL,92.59%,70.81%,56.76%,15.77%,42.81%,NULL,28.2%,63.94%,27.32%,60.83%,NULL,NULL,47.62%
2011-4-8,38.35%,NULL,37.91%,91.81%,54.13%,39.88%,71.08%,99.56%,NULL,46.81%,20.5%,46.86%,NULL,92.96%,73.49%,56.49%,15.77%,NULL,NULL,28.25%,60.79%,26.01%,58.03%,NULL,NULL,47.28%
2011-4-9,37.92%,NULL,37.44%,91.36%,55.35%,39.36%,70.36%,99.67%,NULL,46.74%,19.53%,46.58%,NULL,93.7%,76.08%,56.25%,15.77%,NULL,NULL,28.48%,58.67%,25.88%,55.56%,NULL,NULL,46.47%
2011-4-10,37.36%,NULL,36.96%,90.81%,55.61%,38.88%,69.8%,99.89%,NULL,45.71%,18.57%,46.39%,NULL,93.33%,78.5%,56.04%,15.77%,NULL,NULL,28.7%,56.39%,25.8%,52.91%,NULL,NULL,45.4%
2011-4-11,36.87%,NULL,36.47%,90.14%,55.7%,38.43%,69.33%,99.44%,NULL,44.73%,17.97%,46.19%,NULL,93.33%,79.69%,55.7%,15.77%,40.64%,74.98%,28.86%,53.23%,25.59%,50.33%,NULL,NULL,43.88%
2011-4-12,36.45%,NULL,35.94%,89.48%,55.44%,37.94%,68.81%,99.17%,NULL,43.56%,18%,45.91%,NULL,92.96%,78.1%,55.4%,15.34%,39.67%,74.66%,29.09%,50.06%,25.39%,47.96%,NULL,41.04%,42.77%
2011-4-13,35.9%,NULL,35.41%,88.83%,55.27%,37.46%,68.41%,98.94%,NULL,42.42%,18.03%,45.6%,NULL,92.59%,76.56%,55.16%,14.91%,NULL,74.25%,29.26%,49.54%,24.58%,47.04%,NULL,40.56%,42.58%
2011-4-14,35.41%,NULL,34.88%,87.93%,54.58%,37.03%,67.91%,98.67%,NULL,41.32%,17.14%,45.25%,NULL,92.22%,78.79%,54.83%,14.47%,37.55%,73.86%,29.37%,49.19%,24.37%,46.51%,NULL,40.33%,42.9%
2011-4-15,34.86%,NULL,34.38%,87.29%,54.22%,36.59%,67%,99%,NULL,41.09%,16.17%,44.85%,NULL,92.59%,82.17%,54.56%,14.04%,36.76%,73.42%,29.48%,48.84%,23.29%,45.83%,NULL,40.07%,43.22%
