,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2010-4-15,29.5%,NULL,25.59%,86.25%,84.67%,94.33%,NULL,99.61%,NULL,89.92%,14.57%,83.61%,NULL,NULL,66.39%,32.12%,78.15%,71.93%,67.46%,33.39%,83.75%,35.66%,39.76%,NULL,64.85%,34.88%
2010-4-16,29.12%,NULL,25.26%,87.41%,85.46%,94.36%,NULL,99.56%,NULL,90.63%,14.6%,84.83%,NULL,NULL,65.56%,31.85%,78%,70.95%,67.28%,33.15%,99.58%,35.37%,39.56%,NULL,65.22%,35.29%
2010-4-17,28.87%,NULL,24.95%,87.71%,86.45%,94.37%,NULL,99.28%,NULL,91.15%,14.63%,86.04%,NULL,NULL,64.66%,31.59%,77.86%,69.67%,67.07%,32.91%,100%,34.86%,NULL,NULL,65.22%,35.91%
2010-4-18,28.61%,NULL,24.61%,86.65%,88.13%,94.44%,NULL,98.89%,NULL,91.38%,14.24%,87.02%,NULL,NULL,66.11%,31.33%,77.86%,69.21%,66.79%,32.73%,100%,34.51%,38.38%,NULL,65.13%,36.53%
2010-4-19,28.3%,NULL,24.3%,85.47%,89.59%,94.49%,NULL,99.06%,NULL,91.61%,13.85%,87.72%,NULL,NULL,67.49%,31.1%,77.86%,68.94%,66.56%,32.55%,100%,33.99%,37.98%,NULL,64.93%,37.31%
2010-4-20,28.24%,NULL,23.99%,87.08%,89.7%,94.76%,NULL,99.17%,NULL,91.26%,13.9%,88.31%,NULL,NULL,66.66%,30.99%,78.44%,68.68%,66.24%,32.26%,96.05%,33.71%,37.49%,NULL,64.71%,37.85%
2010-4-21,27.99%,NULL,23.53%,88.28%,89.36%,94.78%,NULL,99.28%,NULL,90.92%,13.94%,88.72%,NULL,NULL,65.93%,30.81%,78.44%,68.25%,65.92%,31.96%,88.59%,33.42%,37%,NULL,64.51%,37.68%
2010-4-22,27.81%,NULL,23.21%,89.7%,89.14%,94.67%,NULL,99.33%,NULL,90.68%,13.45%,89.02%,NULL,NULL,67.31%,30.58%,78.44%,67.49%,65.74%,31.73%,83.3%,32.98%,36.21%,NULL,64.19%,37.85%
2010-4-23,27.44%,NULL,22.82%,91.14%,89.14%,94.64%,NULL,99.56%,NULL,90.8%,13.47%,89.55%,NULL,NULL,67.12%,30.32%,78.44%,67.07%,66.2%,31.43%,84.19%,32.41%,36.4%,NULL,64.19%,38.19%
2010-4-24,27.38%,NULL,22.52%,90.81%,88.92%,94.52%,NULL,99.78%,NULL,91.61%,13.27%,90.5%,NULL,NULL,67.39%,30.06%,78.58%,66.94%,66.52%,31.32%,94.73%,32.55%,36.11%,NULL,64.56%,40.39%
2010-4-25,27.19%,NULL,22.29%,91.58%,88.8%,94.36%,NULL,99.94%,NULL,92.9%,13.09%,91.87%,NULL,NULL,67.67%,29.81%,78.58%,66.45%,66.56%,31.08%,96.71%,32.19%,35.52%,NULL,65.13%,41.84%
2010-4-26,27.01%,NULL,22.02%,91.14%,88.8%,94.2%,NULL,99.72%,NULL,93.53%,12.89%,93.3%,NULL,NULL,68.13%,29.55%,78.58%,65.74%,66.45%,30.85%,94.52%,32.11%,35.12%,NULL,65.45%,42.9%
2010-4-27,26.71%,NULL,21.69%,90.14%,88.58%,94.07%,NULL,99.56%,NULL,93.87%,12.7%,93.65%,NULL,NULL,68.5%,29.3%,78.58%,65.32%,66.29%,30.62%,91.23%,31.9%,34.63%,NULL,65.62%,43.73%
2010-4-28,26.47%,NULL,21.33%,90.59%,88.8%,93.91%,NULL,99.39%,NULL,93.87%,12.47%,94.01%,NULL,NULL,68.88%,29.07%,78.58%,65.23%,66.2%,30.39%,86.59%,31.09%,34.33%,NULL,65.71%,44.56%
2010-4-29,26.65%,NULL,20.98%,84.57%,89.14%,93.85%,NULL,99.33%,NULL,93.64%,12.26%,93.59%,NULL,NULL,69.55%,28.84%,78.87%,65.42%,65.97%,30.16%,81.11%,31.02%,33.84%,NULL,66.39%,46.06%
2010-4-30,26.77%,NULL,20.77%,86.06%,89.14%,93.71%,NULL,99%,NULL,93.41%,12.03%,93.3%,NULL,NULL,70.41%,28.57%,79.16%,65.61%,65.74%,30.05%,78.69%,31.02%,33.55%,NULL,66.8%,NULL
2010-5-1,27.5%,NULL,20.83%,87.29%,88.13%,93.59%,NULL,98.56%,NULL,93.06%,11.81%,93.12%,NULL,NULL,71%,28.34%,79.45%,65.71%,65.45%,29.82%,80.66%,29.73%,33.05%,NULL,67.89%,47.22%
2010-5-2,27.56%,NULL,20.71%,87.29%,87.91%,93.51%,NULL,98.83%,NULL,92.55%,11.85%,92.76%,NULL,NULL,70.52%,28.12%,79.59%,65.42%,65.1%,29.54%,82.85%,29.73%,32.56%,NULL,68.93%,47.77%
2010-5-3,27.5%,NULL,20.5%,87.41%,87.79%,93.44%,NULL,99.17%,NULL,92.09%,11.89%,92.7%,NULL,NULL,69.65%,27.97%,79.59%,65.26%,64.77%,29.31%,84.62%,29.73%,32.26%,NULL,69.58%,48.32%
2010-5-4,27.38%,NULL,20.3%,87.29%,87.68%,93.39%,NULL,99.33%,NULL,91.97%,11.95%,93%,NULL,NULL,68.79%,27.77%,79.59%,65.16%,64.34%,28.98%,86.38%,28.05%,31.87%,NULL,69.76%,48.56%
2010-5-5,27.19%,NULL,20.1%,86.79%,87.57%,93.33%,NULL,99.33%,NULL,91.72%,11.99%,93.18%,NULL,NULL,67.94%,27.52%,79.74%,64.62%,63.91%,28.7%,87.49%,27.91%,31.42%,NULL,69.82%,NULL
2010-5-6,27.01%,NULL,19.87%,86.45%,87.35%,93.26%,NULL,99.11%,NULL,91.61%,12.03%,93.3%,NULL,NULL,67.12%,27.3%,79.74%,63.89%,63.62%,28.37%,88.36%,26.76%,30.89%,NULL,69.79%,47.46%
2010-5-7,26.83%,NULL,19.65%,86.25%,87.23%,93.21%,NULL,98.89%,NULL,91.38%,12.13%,93.47%,NULL,NULL,66.29%,26.88%,79.74%,63.32%,63.4%,28.14%,88.36%,26.15%,30.36%,NULL,70.04%,47.09%
2010-5-8,26.65%,NULL,19.42%,86.79%,87.46%,93.25%,NULL,98.72%,NULL,91.85%,12.04%,94.07%,NULL,NULL,65.39%,26.64%,79.74%,62.72%,63.02%,27.82%,81.53%,25.88%,30.09%,NULL,70.28%,47.04%
2010-5-9,26.4%,NULL,19.16%,84.17%,87.57%,93.19%,NULL,98.39%,NULL,91.61%,11.8%,94.38%,NULL,NULL,65.93%,26.4%,79.74%,62.19%,62.62%,27.49%,79.56%,25.28%,29.56%,NULL,70.52%,47.09%
2010-5-10,26.22%,NULL,18.99%,85.86%,87.46%,93.16%,NULL,98%,NULL,91.61%,11.54%,94.56%,NULL,NULL,66.76%,26.13%,79.74%,61.79%,62.27%,27.22%,77.7%,25%,29.12%,NULL,70.58%,NULL
2010-5-11,26.05%,NULL,18.84%,89.04%,87.68%,93.26%,NULL,98.06%,NULL,91.97%,11.31%,94.26%,NULL,NULL,67.86%,25.87%,79.74%,61.42%,62.18%,26.9%,78.69%,24.58%,28.76%,NULL,70.58%,46.91%
2010-5-12,25.81%,NULL,18.67%,86.65%,86%,93.19%,NULL,97.94%,NULL,92.32%,11.28%,94.01%,NULL,NULL,68.21%,25.58%,79.74%,60.99%,61.89%,26.58%,81.98%,100%,28.23%,NULL,70.34%,46.79%
2010-5-13,25.57%,NULL,18.36%,85.47%,85.89%,93.16%,NULL,97.5%,NULL,92.44%,11.16%,93.95%,NULL,NULL,67.58%,25.32%,80.03%,60.44%,61.54%,26.26%,83.96%,23.91%,27.61%,NULL,70.13%,46.61%
2010-5-14,25.33%,NULL,17.98%,85.27%,85.68%,93.1%,NULL,97.5%,NULL,92.55%,11.08%,94.01%,NULL,NULL,67.21%,25.06%,80.03%,60.01%,61.17%,25.94%,83.96%,23.72%,27.26%,NULL,69.94%,46.67%
2010-5-15,25.04%,NULL,17.64%,84.88%,85.46%,93%,NULL,97.94%,NULL,92.55%,10.86%,93.89%,NULL,NULL,66.94%,24.8%,80.03%,59.34%,60.95%,25.58%,83.09%,23.41%,26.73%,NULL,69.52%,46.55%
2010-5-16,24.74%,NULL,17.42%,84.38%,85.35%,92.89%,NULL,98.39%,NULL,92.55%,10.78%,93.83%,NULL,92.22%,67.31%,24.54%,80.03%,58.8%,60.47%,25.32%,80.88%,23.17%,26.37%,NULL,69.22%,46.36%
2010-5-17,24.39%,NULL,17.18%,83.39%,85.23%,92.82%,NULL,98.78%,NULL,92.55%,10.58%,93.65%,NULL,NULL,67.21%,24.26%,80.03%,58.38%,59.98%,25.11%,80.45%,22.86%,25.93%,NULL,68.81%,46.55%
2010-5-18,24.05%,NULL,16.82%,82.4%,85.01%,92.74%,NULL,99.17%,NULL,92.44%,10.37%,93.65%,NULL,NULL,67.31%,24%,80.03%,57.93%,59.5%,24.75%,80.45%,22.61%,25.49%,NULL,68.34%,46.85%
2010-5-19,23.7%,NULL,16.44%,82.99%,84.67%,92.67%,NULL,99.44%,NULL,92.2%,10.18%,93.53%,NULL,NULL,67.76%,23.75%,80.03%,57.02%,58.97%,24.45%,76.52%,22.37%,25.04%,NULL,67.89%,46.98%
2010-5-20,23.41%,NULL,16.11%,83.39%,82.99%,92.52%,NULL,99.28%,NULL,91.97%,9.95%,93.3%,NULL,NULL,68.21%,23.49%,80.03%,56.31%,58.47%,24.14%,77.7%,22.25%,24.6%,NULL,67.33%,47.09%
2010-5-21,23.07%,NULL,15.79%,83.59%,81.2%,92.39%,NULL,99.22%,NULL,91.72%,9.78%,93.12%,NULL,NULL,68.69%,23.17%,80.03%,55.96%,57.99%,23.79%,78.69%,21.76%,24.07%,NULL,66.89%,47.04%
2010-5-22,22.79%,NULL,15.45%,83.39%,79.51%,92.25%,NULL,99.22%,NULL,91.49%,9.54%,92.76%,NULL,NULL,69.17%,22.87%,80.03%,55.38%,57.52%,23.44%,79.35%,21.46%,23.63%,NULL,66.42%,46.98%
2010-5-23,22.45%,NULL,15.08%,82.98%,77.79%,92.06%,NULL,99.22%,NULL,91.15%,11.44%,92.52%,NULL,88.89%,69.65%,22.69%,80.17%,55%,57.14%,23.09%,79.35%,21.21%,26.11%,NULL,65.91%,47.22%
2010-5-24,26.4%,NULL,19.42%,63.18%,78.3%,92.54%,NULL,98.11%,NULL,94.58%,13.25%,93.12%,NULL,NULL,71%,23.52%,81.91%,56.02%,57.02%,23.14%,75.72%,22.55%,26.9%,NULL,68.93%,48.32%
2010-5-25,27.38%,NULL,19.42%,74.52%,76.69%,92.57%,NULL,98%,NULL,95.28%,13.44%,93.59%,NULL,76.3%,71.28%,24.35%,82.63%,55.79%,56.56%,22.9%,75.72%,22.43%,27.26%,NULL,70.95%,47.77%
2010-5-26,27.5%,NULL,20.19%,79.34%,75.18%,92.64%,NULL,98.28%,NULL,94.1%,13.48%,93.89%,NULL,NULL,71.95%,24.52%,82.63%,55.29%,56.1%,22.51%,75.94%,22.37%,27.61%,NULL,71.98%,45.94%
2010-5-27,27.5%,NULL,20.83%,82%,73.66%,92.9%,NULL,98.61%,NULL,92.2%,13.44%,94.14%,NULL,NULL,72.53%,24.54%,82.63%,55.06%,55.64%,22.17%,75.72%,22.07%,27.79%,NULL,72.93%,43.61%
2010-5-28,27.44%,NULL,21.25%,84.17%,72.04%,93.18%,NULL,98.89%,NULL,92.32%,13.44%,94.07%,NULL,NULL,73.11%,24.82%,82.63%,55.09%,55.23%,21.89%,76.71%,21.69%,28.23%,NULL,73.71%,41.9%
2010-5-29,31.9%,NULL,26.21%,93.8%,71.23%,93.74%,NULL,99.33%,NULL,94.46%,16.67%,94.56%,NULL,NULL,74.35%,26.88%,86.4%,57.28%,55.72%,21.74%,77.11%,25.07%,30.27%,NULL,74.59%,41.72%
2010-5-30,36.66%,NULL,28.07%,58.39%,72.04%,94.13%,NULL,99.56%,NULL,94.46%,18.67%,94.32%,NULL,NULL,75.13%,33.29%,87.26%,59.13%,56.31%,21.55%,91.44%,25.95%,30.62%,NULL,77.08%,42.25%
2010-5-31,40.27%,NULL,32.19%,84.5%,71.33%,93.86%,NULL,99.44%,NULL,93.98%,20.83%,94.01%,NULL,NULL,77.33%,36.67%,90.3%,59.74%,56.51%,21.27%,100%,31.02%,30.8%,NULL,78.17%,42.37%
2010-6-1,43.24%,NULL,31.9%,96.31%,69.91%,93.76%,NULL,99.33%,NULL,92.78%,21.68%,94.38%,NULL,70.37%,77.91%,37.83%,92.19%,59.52%,56.47%,21.55%,100%,31.49%,30%,NULL,80.21%,39.67%
2010-6-2,44.78%,NULL,34.21%,94.67%,68.39%,93.93%,NULL,99.22%,NULL,93.06%,22.02%,94.68%,NULL,67.78%,78.7%,38.41%,92.19%,59.74%,56.37%,21.79%,100%,31.35%,28.23%,NULL,82.05%,40.11%
2010-6-3,45.74%,NULL,36.4%,95.64%,67.18%,94.31%,NULL,99.39%,NULL,96.96%,22.39%,94.44%,NULL,68.52%,79.69%,38.86%,92.91%,61.11%,56.7%,22.08%,100%,31.42%,25.04%,NULL,84.4%,40.48%
2010-6-4,46.27%,NULL,38.49%,41.72%,68.19%,94.3%,NULL,99.44%,NULL,95.04%,22.6%,94.2%,NULL,70%,80.29%,39.44%,93.92%,63.42%,57.1%,23.09%,100%,31.28%,22.92%,NULL,85.44%,40.17%
2010-6-5,46.41%,NULL,40.72%,64.57%,68.39%,94.04%,NULL,99.67%,NULL,95.16%,22.76%,93.71%,NULL,72.96%,80.98%,39.76%,94.5%,64.97%,57.5%,24.49%,100%,31.35%,22.36%,NULL,87.16%,40.36%
2010-6-6,46.41%,NULL,42.71%,77.57%,68.09%,93.71%,NULL,100%,NULL,95.16%,22.91%,93.23%,NULL,76.67%,81.67%,40%,94.5%,66.19%,58.01%,25.84%,100%,31.21%,22.05%,NULL,89.16%,41.24%
2010-6-7,46.27%,NULL,44.22%,85.86%,67.68%,93.68%,NULL,99.28%,NULL,95.28%,23.02%,93.53%,NULL,80.74%,82.27%,40.14%,94.5%,66.97%,58.71%,27%,100%,31.09%,21.73%,NULL,91.13%,42.13%
2010-6-8,46.34%,NULL,45.82%,91.36%,67.29%,93.77%,NULL,98.17%,NULL,95.04%,23.07%,93.47%,NULL,84.44%,83.07%,40.23%,94.5%,67.36%,58.77%,28.2%,100%,30.74%,21.01%,NULL,92.89%,42.84%
2010-6-9,46.19%,NULL,47.09%,92.68%,66.58%,93.79%,NULL,98.06%,NULL,94.46%,23%,93.65%,NULL,88.15%,83.95%,40.29%,94.5%,67.56%,58.77%,29.31%,100%,30.54%,20.37%,NULL,94.44%,43.03%
2010-6-10,45.89%,NULL,47.62%,86.45%,65.96%,93.76%,NULL,98.11%,NULL,93.64%,23.59%,93.71%,NULL,91.48%,85.15%,40.32%,94.5%,68.02%,58.75%,30.39%,99.58%,29.73%,19.98%,NULL,95.66%,43.62%
2010-6-11,48.75%,NULL,50.54%,96.31%,67.38%,94.25%,NULL,98.67%,NULL,95.61%,25.34%,94.44%,NULL,94.44%,86.23%,40.79%,96.82%,69.37%,59.01%,31.26%,98.47%,30.21%,20.53%,NULL,100%,43.68%
2010-6-12,53.89%,NULL,53.08%,45.01%,68.5%,94.27%,NULL,99%,NULL,96.42%,26.55%,94.2%,NULL,87.78%,87.73%,41.32%,99.13%,70.95%,59.16%,32.26%,99.79%,30.81%,21.25%,NULL,100%,41.62%
2010-6-13,57.65%,NULL,54.84%,38.37%,69.72%,94.01%,NULL,99.33%,NULL,95.85%,28.8%,93.89%,NULL,85.93%,89.35%,43.5%,100%,72.79%,59.39%,33.63%,100%,30%,24.51%,NULL,100%,40.86%
2010-6-14,63.08%,NULL,58.14%,42.92%,72.24%,93.84%,NULL,99.78%,NULL,94.93%,31.17%,94.2%,NULL,83.7%,92.2%,45.23%,100%,75.11%,59.78%,36.37%,100%,30%,20.93%,NULL,100%,40.36%
2010-6-15,67.48%,NULL,59.52%,40.67%,73.46%,93.53%,NULL,99.83%,NULL,96.42%,32.69%,94.07%,NULL,82.96%,94.04%,46.22%,100%,77.76%,60.17%,39.93%,100%,NULL,20.61%,NULL,99.96%,41.49%
2010-6-16,70.44%,NULL,59.89%,57.51%,72.95%,93.07%,NULL,99.61%,NULL,95.28%,33.88%,93.89%,NULL,80%,93.93%,46.97%,100%,79.24%,60.32%,43.72%,100%,30.14%,21.09%,NULL,99.81%,42.51%
2010-6-17,71.6%,NULL,59.69%,66.76%,72.45%,92.95%,NULL,99.44%,NULL,96.49%,34.74%,93.83%,NULL,78.52%,93.23%,47.35%,100%,80.15%,60.34%,47.28%,100%,30.14%,21.41%,NULL,99.02%,42.71%
2010-6-18,71.85%,NULL,59.36%,72.94%,71.23%,93.01%,NULL,99.44%,NULL,96.42%,35.39%,93.59%,NULL,78.89%,92.61%,47.63%,100%,80.73%,60.28%,51%,96.49%,30.14%,21.57%,NULL,99.85%,42.97%
2010-6-19,71.35%,NULL,59.52%,77.38%,70.32%,93.19%,NULL,99.44%,NULL,95.38%,35.84%,93.3%,NULL,80%,92%,47.82%,100%,81.14%,60.13%,54.39%,81.77%,30.14%,21.65%,NULL,100%,43.03%
2010-6-20,70.6%,NULL,60.02%,80.53%,70.41%,93.37%,NULL,99.44%,NULL,95.28%,36.08%,93%,NULL,81.85%,92.11%,47.94%,100%,81.21%,59.82%,58.33%,63.75%,30.14%,21.57%,NULL,100%,42.9%
2010-6-21,69.78%,NULL,60.76%,82.98%,69.2%,93.47%,NULL,98.89%,NULL,94.93%,36.48%,92.88%,NULL,84.44%,92.31%,48.01%,100%,82.69%,60.17%,61.79%,47.26%,30.14%,21.49%,NULL,100%,42.45%
2010-6-22,69.12%,NULL,62.41%,85.07%,67.59%,93.71%,NULL,99.33%,NULL,94.58%,36.48%,93.06%,NULL,85.93%,91.9%,48.01%,100%,84.67%,62.11%,65.47%,42.32%,57.95%,21.41%,NULL,100%,39.73%
2010-6-23,68.38%,NULL,63.28%,86.45%,66.07%,93.89%,NULL,99.78%,NULL,94.46%,36.46%,93.65%,NULL,87.41%,92.41%,48.01%,100%,85.89%,63.66%,69.23%,62.9%,57.86%,21.65%,NULL,100%,37.61%
2010-6-24,69.04%,NULL,64.93%,87.41%,64.45%,94.09%,NULL,98.89%,NULL,94.46%,36.77%,94.74%,NULL,90%,93.73%,48.04%,100%,86.65%,64.79%,72.67%,68.27%,57.95%,21.73%,NULL,100%,37.96%
2010-6-25,71.02%,NULL,66.03%,84.57%,62.22%,94.27%,NULL,98.56%,NULL,95.38%,38.13%,95.17%,NULL,92.22%,93.53%,48.07%,100%,87.19%,65.17%,76.17%,66.1%,55.25%,22.28%,NULL,100%,39.49%
2010-6-26,74.42%,NULL,67.77%,82.98%,62.22%,94.39%,NULL,98.72%,NULL,96.32%,38.85%,94.81%,NULL,91.48%,93.33%,48.01%,100%,87.69%,65.13%,79.63%,61.77%,65.72%,22.52%,NULL,100%,40.8%
2010-6-27,75.76%,NULL,67.86%,85.27%,62.52%,94.37%,NULL,98.72%,NULL,95.61%,39.08%,94.87%,NULL,91.48%,93.33%,48.01%,100%,89.32%,65.38%,82.66%,51.66%,67.13%,22.52%,NULL,100%,41.68%
2010-6-28,76.68%,NULL,67.64%,57.51%,64.36%,94.03%,NULL,98.33%,NULL,96.19%,39.17%,94.93%,NULL,90.37%,94.24%,48.58%,100%,92.24%,65.63%,86.36%,51.66%,67.42%,22.52%,NULL,100%,41.68%
2010-6-29,78.86%,NULL,69.98%,71.76%,66.58%,94.53%,NULL,98.22%,NULL,97.42%,39.38%,94.5%,NULL,90.74%,94.65%,48.64%,100%,95.05%,65.63%,87.5%,48.29%,67.42%,22.52%,NULL,100%,41.49%
2010-6-30,80.04%,NULL,71.89%,64.75%,68.09%,94.22%,NULL,98.5%,NULL,97.07%,39.47%,92.59%,NULL,89.26%,94.54%,48.61%,100%,95.46%,65.45%,87.66%,39.94%,NULL,22.6%,NULL,100%,41.24%
2010-7-1,81.47%,NULL,74.24%,67.61%,69.51%,93.9%,NULL,98.33%,NULL,97.18%,39.51%,92.59%,NULL,88.89%,94.45%,48.55%,100%,94.57%,65.17%,87.91%,29.4%,NULL,25.93%,NULL,100%,40.86%
2010-7-2,81.98%,NULL,75%,71.36%,70.92%,93.56%,NULL,98.89%,NULL,97.53%,39.4%,92.59%,NULL,88.52%,94.24%,48.42%,100%,93.76%,64.83%,87.99%,21.03%,NULL,25.49%,NULL,100%,40.17%
2010-7-3,82.4%,NULL,75.26%,74.12%,72.13%,93.36%,NULL,99.56%,NULL,97.53%,39.4%,92.59%,NULL,88.89%,93.93%,48.29%,100%,93.52%,64.45%,88.23%,16.8%,NULL,24.96%,NULL,100%,40.17%
2010-7-4,82.57%,NULL,75.93%,75.79%,73.35%,93.18%,NULL,99.83%,NULL,97.42%,39.4%,92.59%,NULL,90%,93.64%,48.13%,100%,93.44%,64.05%,88.48%,14.07%,NULL,23.27%,NULL,100%,40.17%
2010-7-5,82.74%,NULL,76.83%,76.76%,74.26%,92.94%,NULL,100%,NULL,97.07%,39.22%,92.59%,NULL,90.37%,93.33%,47.94%,100%,93.36%,63.6%,88.81%,13.95%,NULL,21.49%,NULL,100%,40.48%
2010-7-6,82.4%,NULL,76.88%,77.57%,75.07%,93.12%,NULL,100%,NULL,96.32%,39.4%,92.59%,NULL,91.11%,91.69%,47.75%,100%,92.92%,63.15%,89.13%,13.74%,NULL,20.93%,NULL,100%,40.11%
2010-7-7,82.06%,NULL,76.92%,77.96%,75.18%,93.24%,NULL,100%,NULL,95.61%,40.04%,92.59%,NULL,91.11%,88.02%,47.54%,100%,92.4%,62.69%,89.38%,12.82%,NULL,20.14%,NULL,100%,39.98%
2010-7-8,81.64%,NULL,76.92%,78.17%,75.18%,93.36%,NULL,100%,NULL,95.16%,39.95%,92.59%,NULL,91.11%,85.74%,47.35%,100%,91.88%,62.2%,89.54%,11.5%,NULL,19.26%,NULL,100%,39.55%
2010-7-9,81.22%,NULL,76.78%,78.37%,75.48%,93.47%,NULL,99.72%,NULL,95.04%,39.61%,92.59%,NULL,90.37%,84.06%,47.13%,100%,91.76%,61.69%,89.63%,9.9%,NULL,18.55%,NULL,100%,38.94%
2010-7-10,80.71%,NULL,76.69%,NULL,75.48%,93.66%,NULL,99.39%,NULL,95.16%,39.32%,92.59%,NULL,90%,83.46%,46.88%,100%,91.4%,61.28%,89.79%,7.57%,NULL,17.67%,NULL,100%,38.39%
2010-7-11,80.63%,NULL,76.56%,NULL,75.48%,93.83%,NULL,98.94%,NULL,94.58%,38.96%,92.59%,NULL,88.89%,82.87%,46.66%,100%,91.01%,60.95%,89.95%,5.6%,NULL,16.8%,NULL,100%,38.33%
2010-7-12,79.87%,NULL,76.38%,NULL,75.78%,94.01%,NULL,98.67%,NULL,89.05%,38.64%,92.59%,NULL,89.63%,82.17%,46.41%,100%,90.97%,60.62%,89.95%,5.08%,NULL,15.92%,NULL,100%,38.15%
2010-7-13,79.62%,NULL,76.47%,80.13%,76.19%,93.84%,NULL,98.11%,NULL,92.9%,38.49%,92.59%,NULL,90%,82.17%,46.19%,100%,90.89%,60.26%,90.12%,5.46%,NULL,16%,NULL,100%,37.37%
2010-7-14,80.71%,NULL,76.51%,81.57%,76.79%,93.62%,NULL,97.39%,NULL,92.09%,38.27%,92.59%,NULL,90.37%,82.87%,46.01%,100%,91.32%,60.15%,91.35%,5.36%,NULL,16.08%,NULL,100%,37.25%
2010-7-15,80.8%,NULL,76.15%,78.37%,77.2%,94.01%,NULL,96.56%,NULL,91.15%,38.11%,92.59%,NULL,90.37%,82.77%,45.97%,100%,92.52%,59.89%,91.44%,5.08%,NULL,16.95%,NULL,100%,37.37%
2010-7-16,80.8%,NULL,76.56%,77.57%,77.5%,93.97%,NULL,95.78%,NULL,94.93%,38.02%,92.59%,NULL,91.48%,82.57%,46.13%,100%,93%,59.54%,91.68%,4.54%,NULL,20.69%,NULL,100%,38.27%
2010-7-17,80.54%,NULL,76.15%,75%,77.91%,94.15%,NULL,94.89%,NULL,94.93%,37.83%,92.59%,NULL,90%,82.66%,46.1%,100%,93%,59.18%,91.68%,4.42%,87.13%,23.19%,NULL,100%,38.45%
2010-7-18,83.67%,NULL,75.62%,76.99%,78.21%,94.28%,NULL,93.85%,NULL,94.35%,37.72%,92.59%,NULL,88.89%,85.35%,45.95%,100%,92.76%,58.79%,92.51%,4.42%,88.35%,23.19%,NULL,99.96%,38.63%
2010-7-19,84.77%,NULL,75.71%,78.95%,78.8%,94.41%,NULL,92.76%,NULL,93.53%,37.69%,92.59%,NULL,87.41%,85.15%,45.73%,100%,92.36%,58.41%,92.51%,4.35%,94.93%,23.45%,NULL,99.93%,38.69%
2010-7-20,85.45%,NULL,76.56%,80.13%,77.91%,94.02%,NULL,91.51%,NULL,92.66%,37.58%,92.59%,NULL,85.93%,84.85%,45.48%,100%,91.84%,58.05%,92.6%,4.26%,98.25%,23.1%,NULL,100%,38.39%
2010-7-21,87.24%,NULL,76.19%,80.82%,76.39%,93.53%,NULL,89.99%,NULL,91.72%,38.18%,95.05%,NULL,87.41%,84.16%,45.39%,100%,91.32%,57.65%,93.09%,3.81%,99.56%,24.78%,NULL,100%,37.25%
2010-7-22,88.18%,NULL,76.6%,81.82%,75.98%,93.54%,NULL,88.48%,NULL,91.26%,38.69%,94.62%,NULL,87.04%,86.04%,45.76%,100%,90.69%,57.25%,93.68%,3.86%,100%,24.25%,NULL,100%,36.71%
2010-7-23,90.41%,NULL,77.1%,84.17%,76.19%,93.52%,NULL,87.1%,NULL,91.72%,38.8%,94.2%,NULL,88.52%,86.64%,45.82%,100%,90.14%,56.85%,94.09%,3.48%,100%,23.45%,NULL,100%,37.25%
2010-7-24,90.92%,NULL,78.74%,82%,76.19%,93.69%,NULL,85.56%,NULL,91.38%,39.77%,93.89%,NULL,93.33%,86.34%,45.91%,100%,89.98%,56.77%,94.34%,3.48%,100%,23.98%,NULL,100%,38.75%
2010-7-25,90.58%,NULL,79.02%,78.56%,76.58%,93.89%,NULL,84.39%,NULL,91.72%,40.36%,93.53%,NULL,94.44%,86.23%,46.66%,100%,90.06%,56.66%,94.59%,3.01%,100%,22.36%,NULL,100%,39.8%
2010-7-26,91.09%,NULL,79.02%,75.99%,77.08%,93.73%,NULL,83.59%,NULL,92.66%,42.58%,93.83%,NULL,100%,85.54%,49.15%,100%,93.16%,56.39%,95.1%,2.42%,100%,31.77%,NULL,100%,41.55%
2010-7-27,91.7%,NULL,88.34%,76.37%,77.7%,93.5%,NULL,82.78%,NULL,96.72%,52.47%,93.47%,NULL,98.89%,88.33%,NULL,100%,94.53%,56.06%,96.61%,2.63%,100%,34.33%,NULL,100%,44.6%
2010-7-28,92.22%,NULL,96.63%,79.93%,78.41%,93.17%,NULL,81.82%,NULL,98.69%,61.09%,93.83%,NULL,93.33%,93.23%,58.65%,100%,93.44%,55.75%,96.78%,2.54%,100%,16.24%,NULL,100%,45%
2010-7-29,92.3%,NULL,96.32%,75.39%,78.71%,92.75%,NULL,80.7%,NULL,98.69%,65.89%,93.53%,NULL,NULL,94.04%,60.53%,100%,92.16%,55.39%,96.44%,2.82%,100%,21.57%,NULL,99.78%,NULL
2010-7-30,92.13%,NULL,96.22%,79.54%,78.8%,92.59%,NULL,79.43%,NULL,99.22%,68.85%,93.59%,NULL,87.78%,94.04%,63.19%,100%,92.72%,55.02%,95.18%,2.59%,100%,NULL,NULL,100%,42.58%
