,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2016-4-13,76.75%,NULL,67.14%,89.38%,94.92%,98.82%,84.32%,100%,97.05%,98.48%,53.83%,95.42%,NULL,95.46%,71.74%,48.83%,12.3%,93.23%,80.2%,47.88%,37.54%,77.97%,53.55%,68.68%,100%,47.55%
2016-4-14,79.44%,NULL,67.42%,70.3%,94.57%,98.54%,87.5%,100%,98.68%,97.66%,54.77%,95.17%,NULL,96.6%,76.12%,48.86%,16.21%,92.16%,80.27%,49.09%,54.18%,78.91%,57.87%,72.98%,100%,47.21%
2016-4-15,82.16%,NULL,71.2%,83.05%,93.97%,98.35%,89.52%,100%,99.12%,97.07%,57.35%,95.11%,NULL,96.6%,83.21%,49.36%,24.31%,92.65%,80.45%,50.52%,82.76%,94.72%,62.62%,78.59%,100%,48.5%
2016-4-16,84.09%,NULL,74.36%,80.14%,93.14%,98.23%,91.51%,100%,99.56%,97.89%,59.22%,94.81%,NULL,93.17%,85.71%,49.33%,29.38%,92.7%,80.55%,51.62%,100%,99.09%,61.27%,89.8%,100%,49.25%
2016-4-17,86.38%,NULL,74.31%,79.95%,92.43%,98.14%,92.19%,100%,98.43%,97.07%,60.23%,94.74%,NULL,93.17%,85.59%,49.16%,29.38%,92.25%,80.52%,52.45%,99.15%,98.39%,58.75%,94.96%,100%,49.18%
2016-4-18,88.24%,NULL,74.15%,74.98%,91.72%,98.14%,92.16%,100%,99.06%,97.54%,61.08%,94.5%,NULL,95.46%,85.14%,48.99%,29.38%,92.57%,80.52%,53.14%,98.95%,98.16%,55.99%,97.25%,100%,49.73%
2016-4-19,90.47%,NULL,73.24%,79.75%,90.77%,98.08%,91.84%,100%,99.62%,97.19%,61.68%,94.38%,NULL,95.84%,84.8%,48.73%,29.38%,92.25%,80.42%,52.93%,97.32%,98.16%,53.41%,97.77%,100%,48.57%
2016-4-20,91.81%,NULL,72.78%,86%,89.76%,98.18%,89.98%,100%,99.18%,98.01%,62.23%,94.26%,NULL,94.69%,84.34%,48.49%,29.38%,92.7%,80.27%,52.73%,94.76%,97.91%,50.6%,96.56%,100%,47.14%
2016-4-21,92.61%,NULL,72.4%,88.38%,89.87%,98.35%,88.45%,100%,99.31%,98.12%,62.51%,94.44%,NULL,95.46%,83.78%,48.23%,29.38%,93.39%,80.17%,52.45%,90.89%,97.91%,47.73%,95.19%,100%,45.67%
2016-4-22,93.33%,NULL,71.89%,86.79%,90.77%,98.34%,85.92%,100%,98.62%,98.01%,62.19%,94.38%,NULL,95.46%,81.64%,47.93%,27.93%,93.64%,80.62%,52.1%,87.48%,97.8%,44.79%,93.43%,100%,45.4%
2016-4-23,93.86%,NULL,71.24%,84.42%,91.49%,98.48%,83.62%,100%,99.06%,97.77%,61.84%,94.44%,NULL,94.69%,82.42%,47.57%,26.48%,93.72%,81.5%,51.76%,78.48%,97.8%,41.78%,90.35%,100%,44.81%
2016-4-24,94.22%,NULL,70.73%,85.6%,92.55%,98.66%,80.18%,99.61%,98.43%,97.42%,62.16%,94.44%,NULL,95.84%,81.64%,47.25%,25.04%,93.81%,81.78%,51.48%,79.56%,97.8%,39.08%,86.51%,100%,44.67%
2016-4-25,94.58%,NULL,70.36%,88.78%,93.03%,98.84%,80.95%,99%,98.49%,97.3%,62.45%,94.32%,NULL,95.84%,78.31%,46.89%,23.59%,93.72%,81.93%,51.21%,77.2%,97.8%,36.12%,83.51%,100%,44.74%
2016-4-26,94.85%,NULL,69.86%,90.18%,93.38%,98.93%,80.93%,98.56%,98.8%,96.84%,62.74%,94.38%,NULL,96.22%,74.5%,46.53%,22.14%,93.56%,82.11%,50.87%,76.17%,97.8%,33.58%,78.64%,100%,45%
2016-4-27,95.03%,NULL,69.32%,85.4%,93.86%,98.64%,81.78%,98.72%,99.31%,96.25%,62.99%,94.44%,NULL,95.46%,70.9%,46.14%,20.69%,94.38%,82.82%,50.66%,91.76%,97.8%,31.44%,74.48%,100%,44.02%
2016-4-28,95.03%,NULL,68.73%,84.03%,94.33%,98.74%,80.53%,97.89%,99.06%,97.54%,62.67%,94.62%,NULL,95.08%,67.28%,45.79%,19.25%,95.34%,84.11%,50.11%,100%,97.8%,30.62%,72.28%,100%,43.82%
2016-4-29,95.03%,NULL,68.14%,86.59%,94.45%,98.73%,78.35%,97.44%,99.12%,99.06%,61.94%,94.74%,NULL,95.08%,67.69%,45.44%,18.52%,95.76%,84.4%,49.77%,99.15%,97.57%,29.68%,69.59%,100%,43.43%
2016-4-30,94.94%,NULL,67.46%,83.83%,94.68%,98.74%,76.5%,97.39%,98.36%,98.71%,61.21%,95.11%,NULL,95.46%,69.14%,45.02%,18.09%,95.88%,84.19%,49.43%,98.72%,97.57%,28.75%,67%,100%,43.11%
2016-5-1,94.85%,NULL,66.87%,80.14%,95.4%,98.82%,76.92%,97.33%,97.43%,98.59%,60.45%,95.29%,NULL,95.08%,70.58%,44.61%,17.65%,96.01%,83.81%,49.02%,97.32%,97.57%,27.94%,65.39%,100%,42.85%
2016-5-2,94.76%,NULL,66.24%,79.17%,95.87%,98.84%,76.84%,97.44%,97.99%,98.94%,59.75%,95.23%,NULL,95.46%,72.27%,44.23%,17.37%,95.63%,83.3%,48.75%,93.89%,97.8%,27.26%,63.84%,100%,42.78%
2016-5-3,94.58%,NULL,65.88%,82.47%,95.63%,98.8%,75.98%,97.5%,97.74%,98.59%,59.22%,94.93%,NULL,95.46%,76.89%,43.85%,17.37%,94.8%,82.74%,48.28%,88.33%,98.97%,26.34%,61.58%,100%,42.59%
2016-5-4,94.22%,NULL,65.13%,85.01%,95.63%,98.79%,75.04%,97.44%,97.86%,98.36%,59.38%,94.74%,NULL,95.08%,78.97%,43.44%,17.37%,94.18%,82.11%,47.88%,81.25%,98.03%,25.66%,60.48%,100%,42.4%
2016-5-5,94.4%,NULL,64.69%,87.58%,95.51%,98.8%,73.71%,97.39%,97.43%,97.66%,59.56%,94.74%,NULL,93.93%,78.31%,43.04%,17.37%,94.05%,82.18%,47.47%,74.07%,97.8%,24.88%,59.4%,100%,42.4%
2016-5-6,94.31%,NULL,64.02%,85.4%,95.51%,98.8%,71.9%,97.78%,97.3%,96.84%,59.34%,94.81%,NULL,93.17%,77.66%,42.63%,17.08%,94.18%,82.61%,47.07%,76.97%,97.8%,24.2%,59.04%,100%,41.13%
2016-5-7,93.86%,NULL,63.23%,80.52%,95.4%,98.79%,69.74%,97.78%,96.61%,95.9%,58.94%,94.81%,NULL,93.17%,75.91%,42.26%,16.79%,93.93%,82.56%,46.67%,75.99%,97.8%,23.43%,57.3%,100%,40.44%
2016-5-8,93.33%,NULL,62.61%,77.07%,95.16%,98.77%,66.99%,97.67%,95.99%,95.08%,58.13%,94.81%,NULL,94.69%,76.34%,41.83%,16.5%,93.52%,82.67%,46.2%,73.68%,97.8%,22.54%,55.42%,100%,40.5%
2016-5-9,92.88%,NULL,61.95%,78.6%,94.8%,98.74%,64.79%,97.67%,95.99%,95.2%,57.29%,94.87%,NULL,94.31%,77.66%,41.43%,16.64%,93.19%,82.99%,45.87%,72.74%,97.8%,21.78%,53.1%,100%,40.38%
2016-5-10,92.25%,NULL,61.42%,79.56%,94.68%,98.76%,62.74%,97.78%,96.8%,96.02%,56.45%,94.99%,NULL,93.93%,79.09%,41%,16.64%,92.78%,83.2%,45.34%,72.17%,97.47%,21.34%,50.92%,100%,39.88%
2016-5-11,91.72%,NULL,60.74%,80.33%,95.99%,98.77%,61.65%,98.28%,97.43%,100%,56.3%,95.97%,NULL,95.08%,79.41%,40.64%,16.64%,93.6%,84.42%,44.81%,76.97%,97.24%,21.45%,50.35%,100%,40.88%
2016-5-12,92.61%,NULL,60.18%,70.11%,95.51%,98.76%,62.7%,98.39%,98.05%,95.2%,55.75%,95.42%,NULL,95.46%,77.87%,40.28%,16.64%,93.11%,84.91%,44.68%,90.89%,97.24%,21.12%,50.55%,100%,41.95%
2016-5-13,92.79%,NULL,59.58%,78.02%,95.51%,98.87%,62.03%,98.06%,98.05%,95.43%,55.41%,95.48%,NULL,95.84%,77.11%,39.95%,17.08%,93.23%,84.7%,44.28%,97.09%,97.24%,20.05%,50.92%,100%,42.98%
2016-5-14,92.7%,NULL,58.85%,83.05%,95.16%,98.88%,61.75%,97.56%,97.43%,95.08%,55.13%,95.17%,NULL,95.46%,75.69%,39.65%,16.79%,94.14%,84.34%,43.89%,98.95%,98.03%,20.37%,50.22%,100%,44.35%
2016-5-15,93.86%,NULL,58.51%,18.54%,94.68%,98.91%,62.35%,96.94%,96.49%,94.14%,54.89%,94.81%,NULL,95.46%,74.4%,39.32%,16.64%,94.43%,84.4%,43.43%,98.33%,97.91%,18.98%,50.35%,100%,45.33%
2016-5-16,94.4%,NULL,59.37%,74.22%,95.51%,98.8%,62.65%,96.44%,97.36%,93.44%,54.61%,94.93%,NULL,92.03%,73.33%,39.06%,16.79%,94.63%,84.29%,42.84%,96.45%,98.27%,17.52%,50.59%,100%,46.67%
2016-5-17,95.12%,NULL,58.68%,61.42%,95.28%,98.75%,62.84%,96.06%,98.18%,95.9%,54.28%,94.74%,NULL,82.14%,72.48%,38.73%,16.64%,94.05%,83.15%,42.32%,99.15%,97.8%,15.98%,50.45%,100%,48.02%
2016-5-18,95.75%,NULL,57.91%,73.47%,95.51%,98.79%,63%,95.89%,97.99%,96.72%,53.95%,94.68%,NULL,77.96%,71.84%,38.38%,16.35%,93.39%,81.86%,41.35%,98.95%,97.8%,14.67%,52.09%,100%,48.84%
2016-5-19,96.11%,NULL,56.97%,79.17%,95.51%,98.84%,63.1%,95.78%,96.99%,96.6%,53.58%,94.74%,NULL,80.24%,70.58%,38.02%,16.06%,93.15%,80.5%,40.64%,98.33%,97.91%,13.3%,52.34%,100%,49.94%
2016-5-20,96.29%,NULL,56.02%,77.07%,95.4%,98.88%,63.3%,95.5%,96.05%,96.13%,53.22%,94.74%,NULL,87.09%,69.14%,37.7%,15.77%,92.53%,79.87%,39.94%,95.81%,97.91%,12.07%,53.1%,100%,49.87%
2016-5-21,96.38%,NULL,54.89%,74.22%,95.16%,98.85%,63.1%,94.5%,95.31%,95.55%,52.86%,94.38%,NULL,95.46%,68.1%,37.41%,15.48%,91.76%,79.6%,39.3%,91.76%,97.91%,11.33%,53.7%,99.96%,50.22%
2016-5-22,96.47%,NULL,54.19%,70.85%,95.16%,98.87%,63.44%,94.17%,94.63%,95.08%,52.8%,94.14%,NULL,98.12%,66.98%,37.29%,15.19%,90.91%,79.27%,38.79%,86.4%,98.39%,10.7%,54.04%,100%,51.12%
2016-5-23,96.65%,NULL,54.56%,69.74%,95.28%,98.94%,64.03%,94.17%,95.56%,95.2%,52.56%,93.89%,NULL,95.84%,65.96%,37.35%,15.19%,91.19%,78.98%,38.12%,79.77%,99.32%,10.17%,53.83%,100%,53.46%
2016-5-24,96.74%,NULL,54.35%,75.55%,95.28%,98.65%,64.5%,93.9%,95.87%,96.25%,52.14%,93.65%,NULL,95.84%,66.67%,37.18%,15.19%,91.76%,78.63%,37.6%,72.92%,98.62%,9.82%,52.13%,100%,53.96%
2016-5-25,96.74%,NULL,55.6%,81.69%,95.28%,98.82%,63.99%,93.79%,96.61%,95.55%,51.78%,93.65%,NULL,96.22%,68.31%,36.91%,15.48%,91.47%,78.28%,37.28%,65.46%,99.68%,9.14%,52.21%,100%,54.89%
2016-5-26,96.47%,NULL,55.27%,81.11%,95.04%,98.91%,63.93%,93.52%,96.55%,94.61%,51.63%,93.65%,NULL,94.69%,68.1%,36.65%,15.48%,91.03%,77.96%,36.66%,57.43%,98.97%,8.39%,53.14%,100%,54.75%
2016-5-27,96.47%,NULL,54.85%,70.11%,96.11%,99.09%,63.99%,93.3%,96.3%,94.03%,51.39%,93.77%,NULL,95.84%,66.98%,36.34%,15.05%,91.03%,77.61%,35.98%,54.18%,98.5%,8.06%,53.02%,100%,54.82%
2016-5-28,96.38%,NULL,53.94%,80.52%,96.11%,98.64%,64.09%,93.19%,95.37%,97.07%,51.12%,93.47%,NULL,96.6%,65.87%,35.99%,14.76%,91.03%,77.27%,35.3%,51.61%,98.5%,8.06%,52.93%,100%,55.33%
2016-5-29,96.29%,NULL,53.27%,72.91%,95.87%,98.67%,63.62%,92.92%,94.57%,97.66%,50.89%,93.3%,NULL,95.08%,67.8%,35.65%,14.47%,90.78%,76.92%,34.56%,49.23%,98.5%,7.98%,53.87%,100%,56.2%
2016-5-30,96.29%,NULL,52.55%,73.28%,95.16%,98.97%,62.96%,92.71%,95.83%,97.42%,51.36%,93.35%,NULL,95.46%,69.75%,35.34%,14.18%,90.91%,76.73%,33.89%,45.3%,98.39%,7.74%,53.57%,99.81%,57.38%
2016-5-31,96.38%,NULL,51.91%,77.45%,94.68%,98.75%,62.29%,92.98%,94.57%,94.84%,51.45%,93.41%,NULL,95.84%,66.36%,35%,13.89%,90.91%,76.63%,34.26%,48.89%,98.5%,7.19%,54%,99.62%,57.08%
2016-6-1,96.47%,NULL,51.39%,80.52%,93.86%,98.69%,60.56%,93.41%,88.51%,91.57%,51.07%,93.83%,NULL,96.22%,63.54%,34.68%,13.6%,90.66%,76.53%,34.81%,43.42%,98.39%,6.49%,53.23%,99.36%,56.79%
2016-6-2,96.38%,NULL,51.27%,82.27%,93.03%,98.65%,59.34%,93.79%,94.75%,90.4%,50.33%,94.01%,NULL,96.6%,64.35%,34.37%,13.31%,90.62%,76.41%,35.42%,40.19%,98.39%,5.97%,52.59%,98.83%,56.13%
2016-6-3,96.2%,NULL,51.55%,79.75%,92.31%,98.58%,59.85%,94.39%,95.87%,89.34%,49.5%,94.26%,NULL,96.6%,65.87%,34.09%,13.02%,90.74%,76.31%,35.98%,38.73%,97.8%,5.46%,51.38%,98.57%,55.4%
2016-6-4,95.66%,NULL,51.79%,76.5%,91.49%,98.4%,59.28%,94.83%,94.94%,88.4%,48.71%,94.26%,NULL,95.46%,67.49%,33.78%,12.73%,90.54%,76.14%,37.34%,35.93%,97.8%,4.9%,48.48%,98.16%,52.25%
2016-6-5,94.94%,NULL,51.87%,73.47%,91.01%,98.5%,58.85%,95.17%,94.26%,87.61%,47.95%,94.5%,NULL,96.6%,69.14%,33.56%,12.45%,94.05%,77.66%,38.73%,35.64%,97.8%,4.29%,45.39%,97.75%,48.29%
2016-6-6,94.58%,NULL,52.35%,71.6%,89.65%,99.01%,59.4%,95.22%,96.49%,87.16%,47.75%,94.93%,NULL,96.22%,71.42%,33.28%,12.3%,94.8%,78.8%,41.09%,75.42%,97.91%,3.9%,43.17%,97.64%,46%
2016-6-7,94.76%,NULL,52.27%,74.03%,88.65%,98.47%,59.71%,95.28%,97.49%,86.83%,47.84%,94.99%,NULL,92.79%,71.74%,32.95%,12.45%,93.81%,79.32%,43.95%,95.17%,97.91%,3.47%,41.78%,97.64%,47.21%
2016-6-8,95.12%,NULL,53.27%,76.69%,89.09%,98.37%,59.54%,95.61%,98.11%,86.16%,48.54%,94.93%,NULL,91.65%,70.9%,32.68%,12.73%,92.7%,80.1%,46.4%,100%,98.85%,3.3%,41.82%,97.53%,48.36%
2016-6-9,95.93%,NULL,53.06%,78.41%,89.54%,98.38%,59.56%,95.89%,97.05%,85.26%,48.8%,94.81%,NULL,91.65%,69.65%,33.03%,19.39%,93.68%,80.62%,48.75%,99.36%,98.85%,3.24%,41.15%,96.9%,49.53%
2016-6-10,95.84%,NULL,53.06%,79.37%,91.25%,98.81%,59.91%,96.16%,97.55%,84.92%,49.03%,94.68%,NULL,94.31%,68.51%,35.45%,24.75%,93.89%,80.85%,51%,99.15%,98.27%,3.84%,42.15%,97.68%,51.12%
2016-6-11,96.11%,NULL,53.4%,81.3%,91.96%,98.59%,60.29%,96.39%,97.61%,95.2%,55.23%,94.56%,NULL,100%,69.14%,46.69%,32.13%,92.98%,80.95%,53.56%,98.95%,NULL,17.1%,43.25%,99.77%,55.26%
2016-6-12,96.11%,NULL,63.32%,72.91%,92.91%,98.9%,62.53%,96.61%,97.61%,94.96%,61.4%,94.44%,NULL,91.27%,75.15%,50.13%,56.15%,91.68%,80.92%,57.08%,98.95%,99.32%,11.42%,45.63%,100%,55.76%
2016-6-13,96.47%,NULL,69.18%,76.11%,93.14%,98.68%,66.24%,96.72%,97.43%,94.73%,74.14%,94.2%,NULL,89.75%,80.52%,51.83%,79.59%,92.61%,81%,60.37%,99.15%,100%,NULL,51.33%,100%,54.24%
2016-6-14,94.94%,NULL,83.68%,81.3%,93.74%,98.82%,73.62%,96.94%,97.3%,95.9%,79.4%,93.89%,NULL,85.57%,85.14%,52.79%,76.41%,93.52%,81.13%,62.83%,99.36%,100%,5.32%,76.8%,100%,55.18%
2016-6-15,96.11%,NULL,86.08%,79.37%,93.38%,98.81%,77.88%,97.83%,95.68%,96.13%,81.98%,93.65%,NULL,85.19%,86.05%,53.59%,77.85%,93.81%,81.35%,65.33%,100%,100%,6.12%,84.52%,100%,55.07%
2016-6-16,96.56%,NULL,86.32%,78.98%,93.03%,98.68%,80.63%,98.06%,93.33%,97.54%,83.15%,93.89%,NULL,90.13%,86.28%,54.16%,79.45%,94.14%,81.4%,66.22%,99.79%,98.39%,5.53%,87.71%,100%,55.07%
2016-6-17,96.65%,NULL,86.18%,78.21%,92.31%,98.92%,80.83%,98.44%,91.31%,97.89%,84.19%,94.38%,NULL,92.79%,88.48%,54.61%,80.17%,96.01%,82.01%,67.04%,99.15%,98.16%,4.49%,88.92%,100%,54.89%
2016-6-18,96.56%,NULL,85.59%,76.69%,91.84%,99%,80.13%,100%,92.23%,NULL,85.13%,94.74%,NULL,96.6%,88.94%,54.9%,80.46%,95.84%,83.76%,67.64%,100%,98.03%,3.47%,88.53%,100%,54.89%
2016-6-19,96.11%,NULL,85.1%,78.02%,91.37%,98.88%,79.38%,99.78%,93.46%,NULL,86.14%,94.81%,NULL,97.74%,88.59%,55.14%,81.76%,94.47%,84.32%,69.68%,99.36%,98.16%,3.07%,87.06%,100%,54.32%
2016-6-20,96.65%,NULL,84.6%,79.37%,90.89%,98.9%,78.4%,98.72%,95.99%,96.25%,86.94%,95.17%,NULL,98.12%,88.59%,55.32%,87.69%,94.43%,84.27%,72.82%,98.33%,98.03%,2.6%,85.76%,100%,53.96%
2016-6-21,96.47%,NULL,85.34%,75.55%,90.54%,98.94%,77.29%,98.89%,96.49%,95.55%,87.44%,95.11%,NULL,96.6%,89.18%,55.57%,87.84%,93.97%,84.04%,75.55%,95.17%,98.97%,3.9%,83.45%,100%,55.18%
2016-6-22,96.2%,NULL,85.34%,74.79%,90.09%,98.96%,76.48%,99.17%,97.43%,94.73%,87.81%,95.11%,NULL,95.46%,88.71%,55.68%,88.56%,92.94%,83.68%,76.49%,89.81%,98.39%,6.95%,80.92%,100%,53.74%
2016-6-23,96.2%,NULL,84.85%,76.3%,89.76%,98.8%,75.27%,99.44%,97.55%,93.91%,88.18%,95.23%,1.44%,95.46%,88.48%,55.71%,88.27%,92.41%,83.25%,77.12%,88.12%,98.27%,7.9%,77.72%,100%,53.03%
2016-6-24,96.38%,NULL,84.6%,77.45%,89.54%,98.54%,74.31%,99.67%,97.11%,92.85%,89.2%,95.11%,1.66%,95.46%,88.25%,55.75%,87.84%,92.61%,82.82%,77.83%,85.97%,98.16%,6.12%,73.73%,100%,53.17%
2016-6-25,96.11%,NULL,83.97%,79.17%,89.54%,98.63%,73.64%,99.89%,97.18%,92.85%,90.05%,94.81%,1.3%,95.46%,87.77%,55.71%,86.83%,92.94%,82.39%,78.39%,82.97%,98.16%,5.39%,72.43%,100%,52.39%
2016-6-26,96.29%,NULL,83.39%,76.88%,89.54%,98.85%,72.93%,99.94%,96.43%,92.97%,90.6%,94.2%,1.38%,96.22%,87.66%,55.68%,85.67%,93.19%,82.26%,79.02%,79.97%,98.5%,5.24%,71.74%,100%,52.11%
2016-6-27,96.29%,NULL,82.96%,78.79%,89.54%,98.93%,72.66%,99.67%,97.55%,93.09%,90.78%,93.71%,1.38%,96.98%,86.85%,55.68%,84.51%,93.85%,82.03%,79.66%,75.99%,99.32%,5.17%,69.16%,100%,51.97%
2016-6-28,96.38%,NULL,82.23%,80.14%,89.98%,99.07%,72.41%,99.56%,97.18%,92.03%,90.93%,94.26%,1.58%,95.84%,86.85%,56%,83.5%,95.8%,81.68%,80.45%,71.39%,98.39%,4.97%,67.96%,100%,51.76%
2016-6-29,96.2%,NULL,81.26%,75.93%,89.98%,98.63%,71.79%,99.61%,96.3%,92.27%,91.05%,94.38%,1.55%,96.6%,86.74%,56.29%,NULL,96.39%,81.33%,81.17%,66.99%,98.27%,4.36%,67.72%,100%,51.19%
2016-6-30,96.56%,NULL,80.49%,74.6%,89.76%,98.6%,71.18%,99.44%,95.62%,92.15%,91.34%,88.48%,1.84%,96.22%,86.62%,56.39%,81.76%,97.44%,81.91%,82.62%,62.78%,98.16%,3.72%,66.57%,100%,51.76%
2016-7-1,96.38%,NULL,80.05%,76.69%,89.65%,98.75%,71.09%,99.56%,96.68%,91.21%,91.3%,88.36%,1.33%,96.98%,87.43%,56.39%,83.93%,96.22%,81.98%,81.97%,61.82%,98.16%,3.65%,64.08%,100%,51.9%
2016-7-2,96.29%,NULL,79.43%,NULL,91.25%,99.06%,71.16%,99.39%,97.05%,91.21%,91.19%,88.88%,1.47%,97.36%,88.36%,56.36%,82.63%,95.13%,82.08%,82.37%,60.31%,98.16%,2.23%,61.67%,100%,52.46%
2016-7-3,96.29%,NULL,79%,76.3%,91.84%,98.47%,71.38%,98.94%,96.49%,92.62%,91.19%,88.76%,1.47%,96.98%,88.71%,56.32%,81.18%,93.76%,81.7%,82.61%,59.14%,98.03%,1.64%,60.39%,100%,53.38%
2016-7-4,96.29%,NULL,78.64%,78.98%,92.2%,98.13%,71.46%,98.33%,97.61%,95.31%,91.12%,NULL,1.66%,96.6%,89.29%,56.25%,79.88%,92.12%,80.2%,82.86%,57.27%,98.03%,1.58%,58.41%,100%,54.24%
2016-7-5,97.92%,NULL,77.95%,82.08%,92.31%,98.22%,69.84%,97.72%,97.55%,94.96%,90.9%,94.27%,1.75%,96.98%,89.64%,56.18%,83.06%,89.98%,78.63%,83.1%,55.55%,98.03%,1.76%,53.27%,100%,55.07%
2016-7-6,96.65%,NULL,77.38%,77.26%,93.03%,98.2%,67.22%,96.94%,96.74%,94.14%,88.98%,94.05%,1.38%,94.31%,89.05%,56.21%,82.05%,87.43%,76.63%,83.42%,53.67%,98.03%,2.55%,47.6%,100%,55.11%
2016-7-7,95.03%,NULL,76.1%,71.6%,92.91%,97.94%,62.41%,95.67%,95.25%,92.97%,80%,93.77%,1.33%,90.89%,83.66%,55.68%,75.39%,81.01%,74.12%,83.66%,51.27%,98.03%,1.31%,38.73%,99.51%,52.81%
2016-7-8,93.95%,NULL,75.38%,68.45%,91.13%,97.83%,57.46%,96%,92.66%,92.5%,75.65%,93.27%,1.36%,93.17%,81.2%,79.7%,68.01%,82.1%,75.77%,83.9%,84.25%,97.8%,1.61%,55.16%,98.57%,52.6%
2016-7-9,93.69%,NULL,78%,71.79%,90.09%,98.03%,64.56%,96.22%,92.66%,92.15%,77.24%,92.83%,1.41%,86.71%,81.08%,70.12%,70.62%,85.59%,78.63%,84.14%,100%,100%,3.78%,68.96%,99.02%,55.04%
2016-7-10,96.02%,NULL,87.55%,74.98%,90.09%,98.25%,69.33%,96.89%,85.74%,91.68%,80.28%,92.67%,1.47%,84.05%,82.77%,70.96%,81.18%,89.02%,81.08%,85.11%,100%,100%,5.1%,73.13%,99.58%,55.18%
2016-7-11,96.2%,NULL,98.92%,77.83%,90.09%,98.45%,72.19%,97.67%,92.1%,91.21%,83.37%,92.01%,1.55%,92.79%,82.98%,70.16%,96.96%,91.84%,83.17%,85.27%,100%,NULL,25.44%,75.58%,100%,55.33%
2016-7-12,96.65%,NULL,100%,79.75%,89.76%,98.54%,73.89%,98.17%,91.12%,90.16%,87.59%,91.68%,1.49%,95.84%,90.23%,70.25%,89.87%,94.34%,85.06%,85.76%,100%,NULL,12.82%,75.53%,100%,54.89%
2016-7-13,96.56%,NULL,100%,80.52%,89.2%,98.57%,75.47%,98.78%,90.82%,89.22%,89.79%,91.62%,1.49%,97.36%,90.82%,71.38%,87.69%,94.97%,86.17%,86%,100%,100%,5.24%,77.01%,100%,54.1%
2016-7-14,96.29%,NULL,100%,81.11%,89.09%,98.53%,76.82%,99.33%,91.12%,88.06%,91.12%,91.57%,1.49%,96.22%,89.75%,72.05%,87.26%,94.92%,86.92%,86.08%,100%,99.91%,4.29%,76.4%,100%,53.62%
2016-7-15,96.2%,NULL,100%,80.91%,88.76%,98.3%,77.2%,99.94%,91.68%,87.16%,92.12%,91.4%,1.47%,95.84%,86.17%,72.43%,85.67%,94.8%,87.46%,86.16%,99.15%,97.18%,3.12%,75.38%,100%,52.25%
2016-7-16,96.2%,NULL,99.79%,81.11%,88.43%,97.96%,77.11%,99.89%,92.1%,86.94%,92.49%,91.35%,1.47%,93.17%,82.31%,72.69%,83.93%,94.59%,87.38%,86.16%,94.76%,97.91%,2.19%,73.53%,100%,51.54%
2016-7-17,96.2%,NULL,99.13%,81.49%,88.43%,97.61%,76.3%,99.78%,91%,86.83%,92.68%,91.13%,1.47%,92.41%,79.97%,72.6%,81.62%,94.8%,87.1%,86.25%,88.97%,97.91%,1.44%,70.22%,99.96%,50.85%
2016-7-18,96.11%,NULL,98.77%,81.49%,88.32%,97.65%,77.2%,99.78%,94.2%,86.83%,93.2%,91.02%,1.49%,94.31%,78.53%,72.48%,82.92%,95.93%,86.99%,86.33%,81.69%,97.91%,1.73%,66.53%,100%,51.19%
2016-7-19,96.56%,NULL,100%,81.88%,88.09%,98.48%,77.22%,99.78%,95.31%,86.04%,93.24%,90.85%,1.78%,95.46%,77.87%,72.26%,81.33%,96.85%,86.01%,87.06%,88.53%,NULL,2.96%,64.03%,100%,51.61%
2016-7-20,96.2%,NULL,100%,81.88%,87.98%,99.15%,77.88%,99.94%,96.12%,85.15%,93.09%,90.74%,2.02%,95.84%,77.32%,72.6%,78.87%,96.85%,84.91%,87.38%,88.12%,97.8%,3.65%,61.21%,100%,52.32%
2016-7-21,96.11%,NULL,99.9%,82.08%,87.87%,99.1%,77.79%,100%,96.3%,84.02%,92.75%,90.52%,2.08%,95.84%,76.67%,73.25%,76.41%,95.8%,83.58%,87.79%,90.04%,97.68%,3.97%,60.57%,99.96%,52.53%
2016-7-22,96.47%,NULL,99.23%,81.88%,87.65%,98.88%,77.46%,100%,95.62%,82.56%,92.42%,90.35%,2.08%,95.84%,75.8%,73.77%,73.51%,95.76%,82.13%,88.2%,90.04%,97.68%,3.97%,59.13%,99.77%,53.1%
2016-7-23,96.47%,NULL,98.51%,81.69%,87.43%,98.62%,76.27%,100%,95.68%,81.22%,92.05%,90.19%,1.61%,94.31%,74.83%,74.11%,71.49%,95.3%,80.62%,88.44%,88.76%,97.57%,3.53%,56.64%,99.55%,53.38%
2016-7-24,96.47%,NULL,97.53%,81.11%,87.21%,98.31%,75.98%,100%,95.5%,79.87%,91.6%,89.97%,1.02%,92.79%,74.4%,74.46%,70.18%,94.84%,80.12%,88.61%,86.84%,97.57%,3.3%,54.08%,99.13%,54.1%
2016-7-25,96.38%,NULL,97.07%,81.11%,87.09%,97.94%,75.73%,99.94%,96.49%,78.52%,91.16%,89.75%,1.02%,92.41%,75.8%,74.68%,69.46%,94.63%,79.45%,88.93%,83.61%,97.57%,3.78%,50.88%,98.8%,55.04%
