,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2015-1-15,49.07%,NULL,61.86%,86%,66.65%,45.15%,73.57%,81.44%,92.52%,26.53%,54.68%,45.8%,NULL,90.89%,52.61%,60.11%,14.33%,49.94%,89.73%,79.16%,79.13%,68.04%,85.46%,82.48%,49.84%,46.94%
2015-1-16,48.77%,NULL,61.46%,86.59%,65.95%,44.75%,73.19%,81.62%,92.33%,26.48%,54.71%,45.37%,NULL,91.65%,51.83%,59.85%,13.17%,49.58%,89.57%,78.6%,77.84%,67.75%,85.13%,82.48%,49.51%,47.41%
2015-1-17,48.39%,NULL,60.97%,86.79%,65.06%,44.35%,72.88%,81.85%,92.21%,26.34%,54.74%,44.89%,NULL,92.03%,51.06%,59.6%,12.01%,49.22%,89.31%,77.81%,76.36%,67.36%,84.47%,82.17%,49.25%,48.36%
2015-1-18,48%,NULL,60.52%,86.99%,63.94%,43.96%,73.24%,81.99%,91.96%,26.2%,54.74%,44.42%,NULL,92.41%,50.46%,59.42%,11.72%,48.5%,89.05%,77.26%,79.13%,67.26%,83.49%,82.84%,48.91%,48.98%
2015-1-19,47.62%,NULL,59.87%,87.19%,62.84%,43.53%,72.39%,82.41%,93.76%,26.06%,54.77%,43.91%,NULL,93.17%,49.96%,59.09%,11.43%,48.09%,88.74%,76.55%,80.84%,66.97%,83.32%,83.46%,48.6%,49.73%
2015-1-20,47.4%,NULL,59.38%,87.19%,61.64%,43.13%,72.41%,82.45%,92.39%,25.88%,54.83%,43.43%,NULL,95.08%,49.14%,58.8%,11.14%,47.65%,88.42%,75.92%,82.33%,66.57%,82.51%,82.79%,48.29%,49.46%
2015-1-21,47.17%,NULL,58.93%,87.38%,61.02%,42.62%,72.1%,82.41%,91.9%,25.74%,54.83%,42.99%,NULL,94.31%,48.55%,58.55%,10.85%,47.57%,88.09%,75.3%,83.41%,66.3%,82.02%,82.43%,47.99%,48.91%
2015-1-22,46.87%,NULL,58.49%,87.78%,60.59%,42.11%,71.99%,82.41%,91.28%,25.55%,54.86%,42.47%,NULL,94.69%,47.9%,58.19%,10.56%,46.97%,87.72%,74.59%,83.84%,66.03%,81.7%,81.34%,47.72%,48.16%
2015-1-23,46.64%,NULL,58.05%,87.98%,60.07%,41.61%,72.14%,82.45%,90.3%,25.41%,54.33%,41.95%,NULL,95.46%,46.93%,57.9%,10.27%,46.54%,87.36%,74.05%,84.05%,65.94%,80.73%,80.05%,47.41%,47.07%
2015-1-24,46.41%,NULL,57.66%,87.98%,59.29%,41.12%,71.81%,82.41%,90.23%,25.22%,53.66%,41.44%,NULL,96.22%,50.14%,57.65%,9.99%,45.96%,86.92%,73.35%,84.25%,65.76%,80.25%,78.11%,47.07%,46.33%
2015-1-25,46.11%,NULL,57.22%,88.18%,58.51%,40.66%,71.27%,82.08%,89.74%,25.08%,53.69%,40.92%,NULL,94.69%,52.09%,57.36%,9.7%,45.29%,86.58%,72.5%,83.84%,65.31%,79.3%,78.11%,46.72%,46.87%
2015-1-26,45.88%,NULL,56.78%,88.38%,57.66%,40.18%,71.16%,81.67%,90.85%,24.94%,53.72%,40.44%,NULL,94.69%,51.15%,57.11%,9.41%,44.85%,86.17%,71.81%,83.41%,64.85%,78.66%,78.01%,46.39%,47.34%
2015-1-27,45.51%,NULL,56.35%,88.58%,56.9%,39.69%,71.02%,81.44%,90.24%,24.8%,53.72%,39.87%,NULL,95.08%,50.3%,56.8%,9.12%,44.33%,85.93%,71.04%,83.84%,64.67%,78.03%,75.45%,46.07%,47.89%
2015-1-28,45.13%,NULL,55.91%,88.78%,56.28%,39.24%,70.91%,81.44%,89.81%,24.66%,53.75%,39.46%,NULL,94.31%,49.46%,56.55%,8.83%,43.81%,85.86%,70.28%,93.84%,NULL,77.55%,73.03%,45.75%,48.36%
2015-1-29,44.83%,NULL,55.51%,88.98%,55.52%,38.76%,70.67%,81.03%,89.87%,24.52%,53.78%,38.98%,NULL,94.31%,48.63%,56.3%,8.54%,43.5%,85.81%,69.67%,99.15%,64.14%,76.92%,70.69%,45.44%,49.18%
2015-1-30,44.31%,NULL,55.08%,89.38%,54.83%,38.27%,70.67%,81.03%,89.32%,24.39%,53.25%,38.43%,NULL,92.03%,47.82%,55.99%,8.25%,42.91%,85.65%,68.98%,98.95%,63.77%,76.45%,68.45%,45.15%,49.94%
2015-1-31,44.01%,NULL,54.68%,89.58%,53.96%,37.87%,70.67%,81.35%,89.07%,24.25%,52.29%,37.87%,NULL,93.17%,51.23%,55.67%,7.96%,42.53%,85.7%,68.39%,100%,63.5%,75.82%,66.61%,44.86%,49.12%
2015-2-1,43.64%,NULL,54.26%,89.98%,53.01%,37.46%,70.61%,81.44%,88.34%,24.01%,51.34%,37.36%,NULL,94.69%,55.79%,56.2%,7.67%,42.2%,85.63%,67.78%,99.57%,63.22%,75.2%,67.36%,44.7%,48.43%
2015-2-2,43.42%,NULL,53.87%,90.18%,52.06%,37.04%,70.56%,81.44%,90.85%,23.78%,50.71%,36.84%,NULL,95.84%,58.52%,55.89%,7.38%,41.67%,85.52%,67.11%,98.95%,62.95%,74.57%,64.43%,44.18%,48.02%
2015-2-3,43.12%,NULL,53.37%,NULL,51.64%,36.53%,70.43%,81.49%,89.87%,23.59%,50.71%,36.32%,NULL,95.08%,58.34%,54.5%,6.95%,41.45%,85.78%,66.51%,98.95%,62.68%,73.95%,63.1%,43.82%,47.14%
2015-2-4,42.83%,NULL,52.83%,NULL,51.21%,36.02%,69.95%,81.85%,88.95%,23.41%,50.74%,35.83%,NULL,93.17%,55.34%,54.19%,6.51%,41.13%,86.37%,65.92%,100%,62.41%,73.48%,59.97%,43.47%,46.67%
2015-2-5,42.53%,NULL,52.36%,91.59%,50.52%,35.51%,69.48%,81.81%,88.53%,23.23%,50.74%,35.32%,NULL,90.89%,52.43%,53.98%,6.08%,40.61%,86.86%,65.32%,100%,62.23%,73.02%,55.58%,43.17%,46.87%
2015-2-6,42.09%,NULL,51.9%,92.4%,49.93%,35.05%,69.18%,81.44%,88.34%,23.06%,50.8%,34.8%,NULL,87.85%,49.46%,53.66%,5.64%,40.14%,87.12%,65.03%,99.36%,NULL,72.56%,52.42%,42.95%,47.82%
2015-2-7,41.87%,NULL,51.39%,92.61%,49.24%,34.55%,68.79%,81.35%,88.22%,22.81%,50.8%,34.28%,NULL,86.33%,46.37%,53.35%,5.21%,39.32%,87.2%,64.58%,98.95%,61.78%,71.63%,49.86%,42.41%,48.43%
2015-2-8,41.58%,NULL,50.93%,92.81%,48.55%,33.92%,68.96%,81.49%,90.71%,22.65%,50.26%,33.86%,NULL,85.95%,43.26%,53.04%,4.78%,38.86%,87.2%,64.21%,98.33%,61.42%,71.32%,48.67%,42.07%,49.05%
2015-2-9,41.28%,NULL,50.49%,93.01%,47.77%,33.56%,68.51%,81.53%,90.11%,22.31%,49.32%,33.36%,NULL,85.57%,44.32%,52.76%,4.34%,38.34%,87.18%,63.7%,96.45%,61.15%,71.02%,47.58%,41.83%,49.46%
2015-2-10,41.06%,NULL,50.08%,93.22%,46.99%,33.04%,68.49%,81.44%,89.13%,22.03%,48.65%,32.84%,NULL,85.19%,47.01%,52.49%,3.91%,37.54%,87.07%,63.26%,94.53%,60.96%,70.41%,45.17%,41.26%,49.73%
2015-2-11,40.84%,NULL,49.63%,93.42%,46.3%,32.52%,68.51%,81.4%,89.32%,21.74%,47.41%,32.29%,NULL,85.19%,49.71%,52.21%,3.62%,37.02%,86.94%,62.97%,91.33%,60.69%,69.34%,41.83%,40.9%,49.18%
2015-2-12,40.48%,NULL,49.22%,93.62%,45.54%,32%,67.74%,81.17%,87.13%,21.45%,46.58%,31.8%,NULL,85.95%,52.69%,51.83%,3.33%,36.52%,86.79%,62.53%,86.2%,60.42%,69.04%,38.35%,40.53%,48.5%
2015-2-13,40.19%,NULL,48.63%,93.83%,44.05%,31.53%,67.12%,80.94%,87.8%,21.2%,45.5%,31.23%,NULL,87.85%,55.6%,51.53%,3.04%,35.92%,86.58%,62.09%,79.97%,60.15%,68.28%,35.88%,40.09%,47.34%
2015-2-14,39.76%,NULL,48.15%,93.83%,42.51%,31.05%,66.68%,80.75%,88.28%,20.99%,44.52%,30.66%,NULL,89.37%,58.62%,51.19%,2.75%,35.22%,86.32%,61.73%,76.17%,59.87%,67.53%,33.02%,39.68%,45.8%
2015-2-15,39.47%,NULL,47.66%,94.03%,40.89%,30.58%,66.34%,80.71%,87.98%,20.78%,43.69%,30.04%,NULL,90.89%,61.54%,50.98%,2.46%,34.46%,86.01%,61.37%,73.68%,59.51%,66.63%,31.61%,39.23%,45.93%
2015-2-16,39.39%,NULL,47.16%,94.23%,39.35%,31.79%,65.94%,80.84%,89.62%,20.99%,42.65%,30.9%,NULL,91.65%,64.43%,50.61%,2.32%,34.17%,85.93%,61.23%,70.31%,59.24%,66.78%,29.72%,39.11%,46.4%
2015-2-17,39.25%,NULL,46.77%,100%,40.39%,31.64%,65.75%,80.75%,87.74%,20.78%,41.64%,31.35%,NULL,92.03%,67.61%,50.31%,2.03%,34%,85.73%,60.94%,66.24%,58.97%,65.73%,27.72%,39.13%,46.6%
2015-2-18,38.96%,NULL,46.34%,93.62%,41.93%,31.35%,65.55%,80.71%,85.02%,20.83%,40.73%,31.05%,NULL,92.41%,70.67%,50.14%,1.74%,33.58%,85.47%,60.72%,61.07%,58.7%,65.29%,24.86%,38.77%,46.87%
2015-2-19,38.53%,NULL,45.92%,93.62%,42.99%,31.2%,65.1%,80.57%,83.05%,20.7%,40.18%,30.81%,NULL,94.69%,73.9%,49.64%,1.45%,33.23%,85.19%,60.43%,55.89%,58.43%,64.55%,22.44%,38.29%,47.07%
2015-2-20,38.32%,NULL,45.63%,93.42%,43.98%,30.88%,64.67%,80.43%,84.24%,20.62%,40.21%,30.5%,NULL,95.84%,73.38%,49.57%,1.16%,32.93%,84.93%,60.14%,52.48%,58.16%,64.11%,22.04%,37.85%,48.36%
2015-2-21,38.11%,NULL,45.24%,93.22%,45.02%,30.48%,64.36%,80.16%,83.88%,20.49%,40.26%,30.19%,NULL,95.84%,71.2%,49.27%,0.87%,32.59%,84.65%,59.64%,51.27%,58.06%,63.38%,20.44%,37.44%,49.39%
2015-2-22,38.03%,NULL,44.93%,93.01%,46.3%,30.09%,63.97%,79.88%,83.82%,20.37%,40.34%,29.87%,NULL,95.84%,69.14%,49.17%,0.87%,32.22%,84.34%,59.36%,51.27%,NULL,63.38%,19.85%,37.09%,50.01%
2015-2-23,37.96%,NULL,44.78%,92.81%,47.34%,29.55%,63.48%,79.65%,83.7%,20.2%,40.34%,29.53%,NULL,96.22%,68.13%,49.07%,0.72%,31.74%,84.04%,59.07%,51.11%,57.7%,62.94%,20.09%,36.67%,49.39%
2015-2-24,37.75%,NULL,44.54%,92.61%,47.94%,29.34%,62.82%,79.38%,84.96%,20.12%,39.82%,29.38%,NULL,96.22%,67.41%,48.8%,0.58%,31.25%,83.81%,58.71%,51.8%,57.51%,62.21%,20.57%,36.19%,49.18%
2015-2-25,37.54%,NULL,44.15%,92.61%,48.62%,29.26%,62.37%,79.28%,83.05%,20.2%,39.13%,29.07%,NULL,96.22%,70.88%,48.74%,0.29%,30.78%,83.53%,58.28%,53.17%,NULL,61.92%,19.36%,35.88%,48.36%
2015-2-26,37.33%,NULL,43.76%,92.2%,48.36%,29.14%,61.71%,79.38%,81.98%,20.08%,39.18%,28.84%,NULL,95.46%,71.3%,48.34%,0.14%,30.18%,83.22%,57.64%,53.17%,57.09%,61.2%,19.28%,35.46%,47.55%
2015-2-27,36.9%,NULL,43.31%,91.39%,46.65%,29.13%,60.96%,79.65%,81.15%,19.96%,39.21%,28.56%,NULL,95.46%,69.04%,47.98%,0.14%,29.61%,82.84%,57.01%,54.02%,57.09%,60.63%,19.87%,35.11%,46.27%
2015-2-28,36.55%,NULL,42.9%,90.79%,44.5%,29.11%,60.3%,79.83%,80.09%,19.91%,38.65%,28.24%,NULL,95.46%,66.91%,47.62%,0.14%,28.99%,82.49%,56.37%,57.63%,NULL,60.06%,20.5%,34.71%,45.6%
2015-3-1,36.27%,NULL,42.52%,89.78%,42.57%,29.03%,59.85%,80.11%,79.33%,19.83%,37.67%,27.87%,NULL,95.08%,68.83%,47.32%,0.14%,28.38%,82.16%,55.88%,62.03%,56.31%,60.87%,21.37%,34.26%,46.33%
2015-3-2,35.99%,NULL,42.14%,89.18%,40.61%,28.73%,59.05%,80.29%,80.27%,19.75%,36.68%,27.53%,NULL,94.31%,70.16%,47.06%,0.14%,27.75%,81.86%,55.45%,68.71%,56.15%,60.44%,21.91%,33.8%,47.28%
2015-3-3,35.65%,NULL,41.76%,88.38%,40.11%,28.15%,58.02%,80.39%,78.57%,19.71%,35.7%,27.25%,NULL,92.79%,71.4%,46.77%,0.14%,27.19%,81.45%,54.96%,74.07%,55.8%,58.76%,21.69%,33.41%,48.16%
2015-3-4,35.37%,NULL,41.35%,87.58%,40.19%,27.62%,57.34%,80.57%,77.29%,19.5%,35.32%,26.86%,NULL,90.89%,72.65%,46.54%,0.14%,26.55%,81.05%,54.55%,79.77%,55.46%,58.34%,21.39%,32.98%,48.7%
2015-3-5,35.02%,NULL,40.97%,86.79%,40.26%,27.15%,56.42%,80.98%,75.79%,19.38%,34.96%,26.52%,NULL,88.99%,69.34%,46.12%,0.14%,25.84%,80.65%,54.2%,96.89%,55.19%,57.77%,20.34%,32.82%,49.18%
2015-3-6,34.68%,NULL,40.56%,86.2%,40.39%,26.72%,55.23%,81.35%,74.82%,19.29%,33.97%,26.16%,NULL,89.37%,68.43%,45.9%,0.14%,25.32%,80.4%,53.78%,99.57%,54.94%,56.79%,19.77%,32.12%,48.5%
2015-3-7,34.41%,NULL,40.12%,NULL,40.39%,26.25%,54.08%,81.76%,75.11%,19.21%,33%,25.8%,NULL,88.99%,68.33%,45.58%,0.14%,24.77%,80.07%,53.43%,99.15%,54.68%,55.81%,19.54%,31.72%,46.72%
2015-3-8,34.07%,NULL,39.72%,NULL,40.26%,25.84%,53.06%,82.08%,74.31%,19.09%,32.03%,25.46%,NULL,89.75%,68.13%,45.32%,0.14%,24.15%,79.75%,53.15%,98.95%,54.51%,55.54%,19.08%,31.3%,46.33%
2015-3-9,33.79%,NULL,39.28%,84.81%,39.98%,25.34%,51.95%,81.9%,75.97%,18.98%,31.16%,25.07%,NULL,90.13%,68.03%,45.03%,0.14%,23.53%,79.4%,52.74%,98.72%,54.17%,55.26%,18.27%,30.89%,46.8%
2015-3-10,33.46%,NULL,38.88%,84.03%,39.35%,25.04%,51.23%,81.95%,74.31%,18.87%,30.02%,24.63%,NULL,90.51%,69.96%,44.78%,0.14%,22.92%,79.13%,52.39%,97.96%,53.99%,55.12%,17.86%,30.54%,47.14%
2015-3-11,33.12%,NULL,38.48%,83.64%,38.29%,25.12%,50.35%,82.31%,73.11%,18.91%,29.34%,24.6%,NULL,90.89%,72.12%,44.46%,0.14%,22.71%,79.6%,52.05%,98.72%,NULL,54.71%,18.03%,30.37%,47.34%
2015-3-12,32.85%,NULL,38.04%,86.59%,38.22%,25.88%,50.61%,82.5%,71.98%,19.5%,29.36%,25.54%,NULL,90.13%,71.3%,44.24%,0.14%,23.28%,80.92%,51.7%,100%,53.65%,54.43%,21.07%,30.64%,47.95%
2015-3-13,32.58%,NULL,37.57%,94.85%,37.73%,26.16%,51.61%,82.18%,71.98%,20.62%,29.38%,25.97%,NULL,89.75%,67.71%,43.74%,0.14%,23.58%,81.7%,51.36%,100%,53.31%,54.02%,24.2%,31.28%,48.7%
2015-3-14,32.32%,NULL,37.14%,96.49%,37.79%,26.23%,51.77%,82.41%,73.23%,20.87%,28.82%,26.03%,NULL,90.13%,65.42%,43.43%,0.14%,23.63%,81.78%,51.02%,98.95%,53.05%,52.93%,23.68%,31.25%,48.63%
2015-3-15,31.99%,NULL,36.77%,96.69%,37.86%,26.25%,51.24%,82.54%,73.91%,20.95%,27.83%,26.03%,NULL,92.79%,67.51%,43.21%,0.14%,23.27%,81.73%,50.68%,98.33%,52.71%,52.25%,22.26%,31.23%,48.09%
2015-3-16,31.73%,NULL,36.41%,96.69%,37.73%,26.21%,50.93%,82.54%,77.12%,20.99%,26.85%,25.92%,NULL,95.46%,70.78%,43.05%,0.14%,23.21%,81.76%,50.2%,96.89%,52.45%,51.58%,20.19%,31.08%,47.89%
2015-3-17,31.53%,NULL,36.02%,96.49%,37.51%,25.9%,50.29%,82.5%,75.91%,20.99%,26.17%,25.73%,NULL,95.46%,74.12%,42.74%,0.14%,22.78%,81.58%,49.86%,93.04%,52.11%,51.04%,20.75%,30.9%,47.68%
2015-3-18,31.21%,NULL,35.56%,96.07%,37.38%,25.72%,49.81%,82.5%,74.82%,20.95%,26.19%,25.52%,NULL,95.08%,75.07%,42.37%,0.14%,22.34%,81.23%,49.59%,87.69%,51.93%,50.78%,21.63%,30.8%,47.14%
2015-3-19,30.89%,NULL,35.11%,95.46%,37.23%,25.43%,49.4%,82.41%,75.39%,20.87%,26.21%,25.25%,NULL,96.6%,71.2%,42.09%,0.14%,21.88%,80.62%,49.25%,86.4%,51.5%,50.51%,22.22%,30.42%,46.67%
2015-3-20,30.56%,NULL,34.65%,95.05%,36.88%,25.14%,48.95%,82.36%,74.99%,20.78%,26.22%,25.04%,NULL,96.6%,68.93%,41.82%,0.14%,21.37%,80.25%,48.84%,84.25%,51.33%,50.12%,22.75%,30.18%,46.13%
2015-3-21,30.24%,NULL,34.22%,94.44%,36.52%,24.86%,48.2%,82.31%,74.31%,20.74%,25.66%,24.78%,NULL,96.22%,66.71%,41.51%,0.14%,20.78%,80%,48.51%,81.69%,NULL,49.85%,23.29%,29.88%,46.54%
2015-3-22,29.93%,NULL,33.8%,93.62%,36.12%,24.64%,47.15%,82.36%,72.66%,20.62%,24.68%,24.53%,NULL,95.84%,68.73%,41.24%,0.14%,20.23%,79.67%,48.17%,79.56%,NULL,49.72%,23.36%,29.64%,47.41%
2015-3-23,29.55%,NULL,33.39%,93.01%,35.61%,24.62%,46.67%,82.41%,75.11%,20.54%,23.69%,24.43%,NULL,95.84%,71.92%,40.97%,0.14%,20.34%,79.7%,47.83%,76.56%,50.39%,49.19%,20.71%,29.42%,48.43%
2015-3-24,29.17%,NULL,33.04%,94.23%,35.69%,25.25%,46.38%,82.73%,74.34%,20.74%,23.67%,24.62%,NULL,95.46%,74.22%,40.66%,0.14%,21.07%,80.95%,47.5%,100%,50.04%,48.15%,17.61%,29.44%,48.77%
2015-3-25,28.73%,NULL,32.69%,95.05%,36.12%,25.31%,45.5%,82.41%,75.56%,21.03%,23.71%,24.73%,NULL,95.46%,72.12%,40.39%,0.14%,21.18%,83.1%,47.23%,99.79%,49.86%,47.5%,14.7%,29.56%,48.23%
2015-3-26,28.42%,NULL,32.31%,95.46%,36.8%,25.59%,45.13%,82.36%,76.37%,21.2%,23.72%,24.75%,NULL,96.6%,69.96%,40.12%,0.14%,21.93%,85.7%,46.83%,100%,49.61%,46.47%,11.29%,29.59%,47.89%
2015-3-27,28.05%,NULL,31.96%,95.26%,38.64%,26.25%,45.12%,82.41%,77.87%,21.4%,23.74%,24.95%,NULL,96.98%,67.82%,39.82%,0.14%,23.3%,87.36%,46.56%,98.33%,49.32%,46.21%,11.87%,29.98%,47.21%
2015-3-28,27.68%,NULL,31.55%,97.31%,40.19%,26.82%,45.32%,82.36%,77.24%,21.78%,23.17%,25.38%,NULL,97.36%,65.72%,39.58%,0.14%,24.18%,88.32%,46.16%,99.57%,49.01%,46.21%,12.51%,30.38%,46.67%
2015-3-29,27.38%,NULL,31.2%,97.51%,41.02%,27.17%,45.03%,82.36%,77.7%,22.07%,22.19%,25.73%,NULL,96.6%,69.14%,39.26%,0.14%,24.72%,88.92%,45.83%,98.72%,48.68%,45.83%,13.23%,30.54%,47.43%
2015-3-30,27.08%,NULL,30.83%,97.31%,41.67%,27.35%,45.05%,82.27%,78.45%,22.23%,21.84%,25.87%,NULL,96.6%,73.69%,39.08%,0.14%,24.99%,89.37%,45.43%,97.96%,48.35%,45.45%,13.41%,30.64%,48.7%
2015-3-31,26.77%,NULL,30.45%,95.05%,42.3%,27.44%,44.65%,82.27%,77.87%,22.27%,21.49%,25.92%,NULL,96.22%,75.49%,38.66%,0.14%,25.17%,89.63%,45.1%,96.68%,48.11%,45.06%,14.24%,30.73%,49.53%
2015-4-1,26.48%,NULL,30.05%,95.05%,42.93%,27.55%,44.22%,82.31%,78.05%,22.23%,21.5%,25.76%,NULL,96.22%,74.64%,38.37%,0.14%,25.28%,89.78%,44.77%,92.81%,47.54%,44.68%,13.33%,30.56%,48.7%
2015-4-2,26.12%,NULL,29.64%,95.05%,42.86%,27.54%,43.85%,82.27%,78.45%,22.19%,21.52%,25.63%,NULL,95.46%,73.8%,38.14%,0.14%,25.36%,89.86%,44.37%,92.17%,47.28%,43.42%,12.26%,30.6%,47.89%
2015-4-3,25.82%,NULL,29.25%,95.77%,43.28%,27.49%,43.16%,82.27%,77.76%,22.07%,21.54%,25.49%,NULL,94.69%,72.96%,37.84%,0.14%,25.25%,89.73%,43.98%,91.12%,47.21%,42.92%,10.94%,30.52%,47.07%
2015-4-4,25.47%,NULL,28.84%,94.23%,43.57%,27.43%,42.89%,82.18%,77.76%,21.9%,21.56%,25.33%,NULL,92.41%,70.67%,37.7%,0.14%,25.1%,89.65%,43.65%,88.76%,47.21%,42.48%,10.98%,30.38%,46.33%
2015-4-5,25.18%,NULL,28.44%,93.83%,43.78%,27.35%,42.4%,82.18%,77.41%,21.65%,21.49%,25.17%,NULL,91.65%,68.63%,37.15%,0.14%,25.03%,89.47%,43.32%,86.2%,46.72%,41.05%,11.08%,30.31%,46.6%
2015-4-6,24.84%,NULL,28.01%,93.42%,43.85%,27.47%,41.69%,82.27%,77.29%,21.53%,21.52%,24.98%,NULL,91.27%,66.31%,37.87%,0.14%,24.79%,89.37%,42.99%,82.76%,46.41%,40.55%,11.22%,30.07%,47.34%
2015-4-7,26.36%,NULL,27.59%,92.61%,43.99%,28.11%,41.42%,82.5%,77.87%,21.32%,21.57%,24.95%,NULL,85.19%,63.94%,38.11%,0.14%,24.63%,89.23%,43.58%,79.97%,46.08%,40.06%,11.36%,29.99%,48.16%
2015-4-8,26.36%,NULL,27.14%,92.2%,44.27%,28.09%,40.74%,82.45%,78.11%,21.16%,21.59%,24.73%,NULL,85.57%,61.44%,38.08%,0.14%,24.7%,89.08%,43.26%,79.13%,45.83%,39.32%,12.1%,29.86%,48.43%
2015-4-9,26.24%,NULL,26.92%,91.39%,44.68%,28.1%,39.67%,82.27%,77.76%,21.03%,21.36%,24.68%,NULL,84.81%,58.98%,38.02%,0.14%,24.59%,88.89%,42.86%,84.25%,NULL,38.83%,11.96%,29.69%,47.68%
2015-4-10,26.12%,NULL,26.49%,91.39%,45.37%,28.32%,39.04%,82.45%,77.58%,20.95%,20.11%,NULL,NULL,85.19%,60.4%,37.76%,0.14%,24.31%,88.74%,42.47%,90.48%,44.86%,37.98%,11.54%,29.57%,46.72%
2015-4-11,25.88%,NULL,26.05%,92.2%,46.14%,29.8%,38.48%,82.41%,76.95%,NULL,19.5%,25.54%,NULL,88.99%,63.46%,37.61%,0.14%,24.47%,88.71%,42.08%,99.15%,44.61%,37.38%,11.12%,29.5%,46.47%
