,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2008-4-18,38.24%,NULL,36.2%,74.72%,96.67%,93.41%,NULL,99.89%,NULL,95.04%,40.19%,71.47%,NULL,100%,81.87%,60.47%,55.28%,70.21%,69.68%,23.38%,78.9%,NULL,NULL,NULL,68.48%,39.19%
2008-4-19,37.89%,NULL,35.6%,76.99%,96.67%,93.4%,NULL,99.83%,NULL,95.28%,40.26%,72.42%,NULL,100%,79.39%,60.04%,53.84%,70.44%,69.53%,23.68%,79.98%,NULL,NULL,NULL,68.28%,41.04%
2008-4-20,37.55%,NULL,34.83%,80.82%,96.56%,93.39%,NULL,99.83%,NULL,95.38%,40.3%,72.72%,NULL,100%,77.04%,59.68%,52.68%,69.67%,69.39%,23.88%,81.77%,NULL,NULL,NULL,67.8%,42.96%
2008-4-21,37.14%,NULL,34.47%,82.59%,96.43%,93.38%,NULL,100%,NULL,95.5%,39.99%,73.16%,NULL,100%,74.54%,59.29%,52.68%,69.84%,69.65%,24.08%,83.3%,NULL,NULL,NULL,67.77%,43.92%
2008-4-22,39.41%,NULL,34.24%,88.08%,96.56%,93.47%,NULL,99.94%,NULL,95.96%,39.87%,73.81%,NULL,100%,76.66%,58.87%,52.97%,70.71%,71.47%,24.34%,92.99%,NULL,NULL,NULL,67.8%,44.04%
2008-4-23,41.66%,NULL,33.75%,95.64%,96.56%,93.47%,NULL,99.89%,NULL,95.61%,39.99%,74.36%,NULL,100%,74.73%,58.48%,52.97%,70.51%,72.73%,24.54%,99.79%,NULL,NULL,NULL,67.74%,43.92%
2008-4-24,42.44%,NULL,33.32%,94.23%,96.43%,93.47%,NULL,100%,NULL,95.04%,39.76%,74.66%,NULL,100%,72.14%,58.07%,53.26%,70.47%,73.43%,24.85%,98.92%,NULL,NULL,NULL,67.63%,43.97%
2008-4-25,42.3%,NULL,32.7%,94.46%,96.32%,93.47%,NULL,99.83%,NULL,94.23%,38.84%,74.9%,NULL,100%,72.05%,57.68%,53.4%,70.07%,73.74%,25.11%,96.28%,NULL,NULL,NULL,67.45%,43.97%
2008-4-26,42.08%,NULL,32.06%,96.09%,96.19%,93.46%,NULL,99.83%,NULL,93.98%,37.91%,75.05%,NULL,100%,73.97%,57.26%,52.1%,69.84%,73.96%,25.47%,96.28%,NULL,NULL,NULL,67.24%,44.28%
2008-4-27,41.8%,NULL,31.39%,96.53%,96.19%,95.23%,NULL,99.94%,NULL,93.98%,36.97%,75.15%,NULL,100%,76.37%,56.88%,50.8%,69.34%,73.89%,25.89%,95.84%,NULL,NULL,NULL,66.92%,44.7%
2008-4-28,41.52%,NULL,31.24%,94.46%,96.32%,93.43%,NULL,100%,NULL,94.1%,36.73%,75.25%,NULL,100%,78.79%,56.5%,49.35%,69.2%,73.77%,26.21%,89.25%,NULL,NULL,NULL,66.36%,44.89%
2008-4-29,41.16%,NULL,31.24%,91.58%,96.79%,93.55%,NULL,100%,NULL,94.35%,36.79%,75.4%,NULL,100%,76.94%,56.13%,47.9%,68.34%,73.72%,26.84%,85.27%,NULL,NULL,NULL,66.16%,44.96%
2008-4-30,40.67%,NULL,31.24%,90.14%,97.03%,93.6%,NULL,99.72%,NULL,93.75%,36.84%,75.55%,NULL,100%,74.35%,55.79%,46.45%,67.98%,73.93%,27.38%,85.27%,NULL,NULL,NULL,65.79%,45.02%
2008-5-1,40.11%,NULL,31.24%,89.48%,97.51%,93.65%,NULL,100%,NULL,93.06%,36.25%,75.65%,NULL,100%,71.57%,55.52%,46.45%,67.23%,74.22%,27.92%,81.53%,NULL,NULL,NULL,65.73%,44.89%
2008-5-2,39.48%,NULL,29.75%,89.48%,97.63%,93.68%,NULL,100%,NULL,92.32%,35.33%,75.8%,NULL,100%,73.4%,55.28%,46.45%,66.02%,74.32%,28.47%,73.37%,NULL,NULL,NULL,65.62%,44.96%
2008-5-3,39.41%,NULL,29.18%,90.59%,97.63%,93.62%,NULL,100%,NULL,91.61%,34.42%,75.9%,NULL,100%,75.99%,55.04%,46.45%,65.57%,74.25%,28.97%,70.83%,NULL,NULL,NULL,65.42%,44.89%
2008-5-4,39.13%,NULL,28.56%,91.36%,97.63%,93.65%,NULL,100%,NULL,91.49%,33.52%,75.9%,NULL,100%,78.6%,54.77%,46.45%,65.28%,73.93%,29.59%,67.87%,NULL,NULL,NULL,65.16%,43.32%
2008-5-5,38.79%,NULL,27.74%,92.24%,97.74%,93.49%,NULL,100%,NULL,91.61%,32.61%,75.8%,NULL,100%,81.07%,54.5%,46.45%,65.25%,73.62%,30.09%,64.93%,NULL,NULL,NULL,65.45%,44.77%
2008-5-6,38.86%,NULL,27.44%,82.76%,98.34%,93.31%,NULL,99.72%,NULL,93.29%,32.68%,76.69%,NULL,100%,82.66%,54.26%,45.3%,64.1%,73.43%,30.66%,70.83%,NULL,NULL,NULL,65.91%,44.57%
2008-5-7,38.58%,NULL,26.77%,80.13%,98.82%,93.09%,NULL,99.94%,NULL,95.96%,32.76%,77.94%,NULL,100%,80.08%,54%,43.99%,63.19%,73.28%,31.23%,72.78%,NULL,NULL,NULL,66.68%,44.45%
2008-5-8,38.44%,NULL,26.27%,58.02%,99.29%,92.95%,NULL,100%,NULL,96.61%,32.82%,79.33%,NULL,100%,77.42%,53.7%,42.98%,60.98%,73.5%,31.63%,89.67%,NULL,NULL,NULL,67.42%,44.24%
2008-5-9,38.1%,NULL,26.27%,70.96%,98.82%,92.57%,NULL,100%,NULL,97.88%,32.43%,80.44%,NULL,100%,74.83%,53.43%,41.97%,61.07%,73.55%,32.15%,96.28%,NULL,NULL,NULL,68.1%,43.32%
2008-5-10,37.55%,NULL,26.27%,77.57%,98.47%,92.15%,NULL,99.67%,NULL,97.88%,32.51%,81.47%,NULL,100%,73.87%,53.17%,40.81%,61.53%,73.43%,32.67%,98.47%,NULL,NULL,NULL,68.69%,41.76%
2008-5-11,37.07%,NULL,26.27%,81.62%,97.74%,91.67%,NULL,99.56%,NULL,98%,32.55%,82.51%,NULL,100%,70.32%,53.03%,40.81%,62.03%,73.24%,33.14%,99.58%,NULL,NULL,NULL,69.05%,38.65%
2008-5-12,36.53%,NULL,22.41%,14.53%,97.14%,91.21%,NULL,100%,NULL,98.11%,31.94%,83.55%,NULL,100%,67.49%,52.83%,40.81%,61.47%,72.97%,33.72%,100%,NULL,NULL,NULL,69.19%,36.44%
2008-5-13,35.85%,NULL,21.87%,86.45%,96.56%,91.11%,NULL,99.56%,NULL,97.53%,31%,84.26%,NULL,100%,69.17%,52.51%,40.81%,61.75%,72.64%,34.01%,98.57%,NULL,NULL,NULL,68.99%,35.03%
2008-5-14,35.11%,NULL,21.27%,87.71%,96.19%,91.19%,NULL,99.89%,NULL,96.84%,30.04%,84.7%,NULL,100%,71.67%,52.08%,40.81%,61.16%,72.28%,34.19%,91.65%,NULL,NULL,NULL,68.84%,34.12%
2008-5-15,34.45%,NULL,20.6%,88.61%,95.96%,91.31%,NULL,99.39%,NULL,96.08%,29.06%,84.97%,NULL,NULL,73.4%,51.72%,40.81%,60.73%,71.78%,34.37%,88.14%,NULL,NULL,NULL,68.28%,34.92%
2008-5-16,33.85%,NULL,20.16%,89.26%,95.96%,91.49%,NULL,99.39%,NULL,95.16%,28.14%,85.19%,NULL,100%,75.02%,51.3%,39.51%,59.75%,71.38%,NULL,82.64%,NULL,NULL,NULL,68.01%,36.05%
2008-5-17,33.26%,NULL,19.63%,89.7%,95.96%,91.63%,NULL,99.56%,NULL,94.35%,NULL,85.24%,NULL,100%,76.47%,50.95%,38.06%,59.18%,70.95%,34.72%,76.71%,NULL,NULL,NULL,67.92%,36.89%
2008-5-18,32.61%,NULL,19.63%,90.81%,95.96%,91.76%,NULL,99.72%,NULL,93.41%,NULL,85.3%,NULL,100%,73.59%,50.56%,36.61%,58.48%,70.52%,34.9%,74.76%,NULL,NULL,NULL,67.57%,37.57%
2008-5-19,32.02%,NULL,18.56%,92.24%,95.96%,91.91%,NULL,100%,NULL,92.32%,NULL,85.3%,NULL,100%,70.71%,50.2%,35.17%,58.03%,70.05%,35.14%,70.22%,NULL,NULL,NULL,66.89%,37.91%
2008-5-20,31.64%,NULL,17.97%,93.11%,95.96%,92.07%,NULL,100%,NULL,92.44%,28.27%,85.52%,NULL,100%,67.39%,49.85%,33.86%,56.79%,69.65%,35.38%,72.97%,NULL,NULL,NULL,67.06%,39.01%
2008-5-21,31.19%,NULL,17.48%,93.11%,95.83%,92.15%,NULL,99.94%,NULL,92.44%,27.76%,85.57%,NULL,100%,63.92%,49.47%,32.42%,56.7%,69.18%,35.62%,70.03%,NULL,NULL,NULL,66.92%,40.27%
2008-5-22,31.7%,NULL,17.57%,92.03%,96.19%,92.39%,NULL,99.94%,NULL,92.55%,26.99%,85.68%,NULL,100%,64.84%,49.14%,33.86%,55.99%,68.72%,35.91%,65.11%,NULL,NULL,NULL,67.15%,41.34%
2008-5-23,33.06%,NULL,17.84%,91.14%,96.19%,92.53%,NULL,99.83%,NULL,91.85%,26.18%,85.85%,NULL,100%,66.76%,48.86%,34.59%,55.56%,68.69%,36.03%,64.71%,NULL,NULL,NULL,67.18%,41.34%
2008-5-24,35.65%,NULL,17.75%,90.35%,95.72%,92.66%,NULL,100%,NULL,90.92%,25.3%,85.96%,NULL,NULL,68.5%,48.51%,34.88%,55.53%,68.32%,36.27%,66.1%,NULL,NULL,NULL,67.36%,42%
2008-5-25,36.8%,NULL,17.58%,90.14%,95.29%,94.49%,NULL,100%,NULL,90.04%,24.44%,85.79%,NULL,100%,70.22%,48.13%,34.88%,56.26%,68.34%,36.51%,67.47%,NULL,NULL,NULL,67.33%,42.48%
2008-5-26,39.48%,NULL,18.31%,86.45%,94.77%,92.81%,NULL,100%,NULL,89.17%,24.74%,85.79%,NULL,100%,71.09%,47.75%,34.88%,56.99%,69.96%,36.75%,64.93%,NULL,NULL,NULL,67.74%,42.84%
2008-5-27,42.08%,NULL,18.92%,85.27%,94.28%,94.59%,NULL,99.94%,NULL,89.17%,24.98%,86.01%,NULL,100%,67.86%,47.35%,34.88%,58.3%,70.41%,37.24%,64.93%,NULL,NULL,NULL,68.48%,43.37%
2008-5-28,43.08%,NULL,18.64%,84.57%,93.81%,92.71%,NULL,100%,NULL,89.47%,25.14%,86.17%,NULL,100%,64.56%,47.03%,34.88%,59.15%,70.62%,37.9%,55.52%,NULL,NULL,NULL,69.13%,44.16%
2008-5-29,43.73%,NULL,19.56%,83.97%,93.21%,92.59%,NULL,100%,NULL,89.47%,25.55%,86.17%,NULL,100%,61.09%,46.72%,34.3%,58.87%,70.55%,38.69%,61%,NULL,NULL,NULL,69.52%,43.49%
2008-5-30,46.94%,NULL,20.88%,83.19%,92.75%,92.49%,NULL,100%,NULL,89.81%,26.22%,86.28%,NULL,100%,58.93%,46.41%,36.32%,59.51%,70.19%,39.74%,61.99%,NULL,NULL,NULL,71.1%,42%
2008-5-31,50.97%,NULL,23.72%,31.94%,NULL,93.08%,NULL,100%,NULL,97.3%,27.99%,87.16%,NULL,100%,56.73%,46.13%,35.17%,60.06%,70.59%,41.6%,71.91%,NULL,NULL,NULL,72.38%,41.81%
2008-6-1,56.35%,NULL,26.32%,50.79%,92.37%,92.59%,NULL,100%,NULL,97.53%,28.6%,88.69%,NULL,100%,54.63%,45.82%,41.39%,60.7%,70.48%,43.93%,69.84%,NULL,NULL,NULL,71.5%,41.58%
2008-6-2,60.03%,NULL,28.47%,58.56%,90.84%,92.12%,NULL,100%,NULL,97.76%,29.12%,90.16%,NULL,100%,58.08%,46.78%,42.11%,60.98%,70.31%,46.05%,67.09%,NULL,NULL,NULL,75.55%,42.41%
2008-6-3,62.81%,NULL,31.24%,59.61%,91.07%,91.88%,NULL,100%,NULL,97.88%,30.61%,91.72%,NULL,100%,59.09%,49.4%,45.88%,62.25%,70.17%,49.07%,67.87%,NULL,NULL,NULL,78.2%,43.56%
2008-6-4,65.37%,NULL,34.81%,52.08%,91.55%,91.55%,NULL,100%,NULL,98%,32.98%,91.95%,NULL,NULL,58.83%,55.52%,52.68%,63.03%,69.98%,52.68%,68.85%,NULL,NULL,NULL,80.41%,45.02%
2008-6-5,70.07%,NULL,39.61%,62.14%,91.42%,91.53%,NULL,99.94%,NULL,97.18%,35.59%,91.78%,NULL,100%,58.5%,65.23%,56.44%,64.13%,69.68%,56.24%,69.84%,NULL,NULL,NULL,82.42%,48.28%
2008-6-6,75.24%,NULL,42.46%,68.09%,90.95%,91.67%,NULL,100%,NULL,98.22%,37.73%,92.47%,NULL,NULL,60.17%,74.87%,68.02%,64.42%,69.3%,60.23%,70.43%,NULL,NULL,NULL,84.33%,46.75%
2008-6-7,79.63%,NULL,42.57%,72.53%,90.47%,91.83%,NULL,100%,NULL,98.34%,38.98%,92.3%,NULL,NULL,59.81%,76.11%,71.35%,64.93%,68.55%,63.66%,68.45%,NULL,NULL,NULL,86.16%,44.33%
2008-6-8,82.13%,NULL,43.31%,77.18%,90.02%,91.94%,NULL,99.56%,NULL,97.76%,39.9%,92.24%,NULL,NULL,59.26%,75.99%,71.92%,64.58%,67.32%,67.3%,68.45%,NULL,NULL,NULL,87.75%,42%
2008-6-9,85.41%,NULL,45.22%,80.54%,89.7%,92.01%,NULL,99.83%,NULL,97.76%,40.62%,92.42%,NULL,100%,58.66%,75.28%,71.92%,66.06%,66.91%,71.08%,64.93%,NULL,NULL,NULL,89.05%,39.43%
2008-6-10,87.69%,NULL,47.13%,81.62%,89.36%,92.06%,NULL,99.39%,NULL,97.53%,41.19%,92.3%,NULL,NULL,57.41%,74.29%,72.94%,66.12%,66.45%,74.55%,63.94%,NULL,NULL,NULL,90.28%,38.35%
2008-6-11,88.54%,NULL,48.74%,78.95%,89.03%,92.09%,NULL,99.44%,NULL,96.84%,41.01%,92.18%,NULL,NULL,56.06%,73.06%,72.94%,65.8%,66.22%,77.61%,59.8%,NULL,NULL,NULL,91.2%,38.77%
2008-6-12,88.63%,NULL,49.98%,78.17%,89.03%,92.09%,NULL,99.83%,NULL,96.19%,40.57%,92.01%,NULL,NULL,59.44%,71.75%,72.94%,65.8%,65.92%,80.47%,60.2%,NULL,NULL,NULL,92.97%,39.13%
2008-6-13,88.88%,NULL,51.26%,59.08%,90.13%,92.31%,NULL,99.72%,NULL,98.22%,40.21%,92.07%,NULL,NULL,63.83%,70.38%,72.94%,66.57%,66.06%,83.51%,62.95%,NULL,NULL,NULL,95.2%,39.79%
2008-6-14,88.46%,NULL,54.03%,63.52%,91.42%,92.38%,NULL,99.72%,NULL,96.84%,40.94%,91.95%,NULL,NULL,67.94%,69.14%,73.23%,66.83%,69.93%,86.42%,62.57%,NULL,NULL,NULL,97.76%,41.1%
2008-6-15,91.86%,NULL,57.57%,72.14%,92.75%,92.54%,NULL,99.44%,NULL,97.76%,42.5%,91.78%,NULL,NULL,75.51%,69.94%,85.24%,68.01%,70.36%,90.37%,64.93%,NULL,NULL,NULL,100%,43.25%
2008-6-16,93.92%,NULL,62.57%,71.36%,93.21%,92.57%,NULL,99.72%,NULL,98%,44.69%,91.09%,NULL,NULL,79.89%,73.92%,87.12%,73.54%,71.16%,93.73%,64.13%,NULL,NULL,NULL,100%,48.22%
2008-6-17,93.75%,NULL,65.28%,76.76%,94.17%,92.77%,NULL,100%,NULL,98.11%,46.48%,91.03%,NULL,100%,83.36%,77.58%,96.67%,77.86%,71.95%,96.86%,61.99%,NULL,NULL,NULL,100%,46.94%
2008-6-18,93.92%,NULL,66.75%,81.82%,94.17%,92.94%,NULL,99.83%,NULL,98.11%,47.56%,91.78%,NULL,100%,83.36%,78.81%,98.41%,79.99%,72.73%,97.27%,63.94%,NULL,NULL,NULL,100%,44.84%
2008-6-19,94.01%,NULL,69.09%,85.47%,94.41%,93.14%,NULL,100%,NULL,97.88%,48.37%,92.36%,NULL,NULL,82.36%,79.11%,98.41%,81.53%,73.96%,97.11%,64.93%,NULL,NULL,NULL,100%,42.6%
2008-6-20,94.18%,NULL,71.12%,85.86%,94.41%,93.26%,NULL,99.67%,NULL,98%,49.03%,92.59%,NULL,100%,81.28%,78.81%,98.41%,82%,74.17%,97.11%,65.91%,NULL,NULL,NULL,100%,41.58%
2008-6-21,94.09%,NULL,72.59%,84.57%,94.28%,93.37%,NULL,99.5%,NULL,97.76%,49.57%,92.65%,NULL,100%,80.29%,78.17%,97.11%,82.89%,73.96%,97.11%,71.91%,NULL,NULL,NULL,100%,41.1%
2008-6-22,93.75%,NULL,72.04%,82.99%,93.57%,93.47%,NULL,99.78%,NULL,97.18%,50.04%,92.65%,NULL,100%,79.3%,77.29%,95.95%,82.82%,73.6%,97.11%,74.76%,NULL,NULL,NULL,100%,40.51%
2008-6-23,93.23%,NULL,71.45%,82.79%,92.62%,93.57%,NULL,100%,NULL,96.49%,49.82%,92.47%,NULL,NULL,78.01%,76.32%,94.5%,82.82%,72.97%,96.86%,78.69%,NULL,NULL,NULL,100%,39.84%
2008-6-24,93.15%,NULL,70.9%,82.2%,91.79%,93.61%,NULL,100%,NULL,96.61%,49.23%,92.13%,NULL,NULL,79.89%,75.24%,93.2%,83.01%,72.52%,95.98%,83.09%,NULL,NULL,NULL,100%,39.13%
2008-6-25,92.89%,NULL,69.77%,86.06%,90.6%,93.76%,NULL,99.61%,NULL,96.72%,48.66%,91.55%,NULL,NULL,82.77%,74.08%,91.75%,82.86%,72.11%,95.98%,84.19%,NULL,NULL,NULL,100%,36.72%
2008-6-26,93.06%,NULL,69.52%,84.17%,89.59%,93.84%,NULL,99.56%,NULL,96.84%,48.03%,91.43%,NULL,NULL,85.44%,73.71%,90.3%,82.52%,71.66%,95.98%,86.38%,NULL,NULL,NULL,100%,34.75%
2008-6-27,92.98%,NULL,72.04%,81.42%,89.48%,93.84%,NULL,99.56%,NULL,96.19%,47.56%,91.66%,NULL,NULL,87.82%,78.89%,89%,82.23%,71.14%,95.98%,88.59%,NULL,NULL,NULL,100%,36.44%
2008-6-28,93.23%,NULL,76.03%,76.66%,NULL,93.87%,NULL,99.56%,NULL,95.38%,48.54%,91.72%,NULL,NULL,94.14%,82.82%,91.17%,82.08%,71.14%,96.62%,92.99%,NULL,NULL,NULL,100%,37.97%
2008-6-29,92.98%,NULL,76.67%,81.02%,NULL,93.82%,NULL,99.5%,NULL,94.58%,49.18%,91.66%,NULL,NULL,96.07%,85.79%,92.76%,82.19%,71.35%,96.78%,94.07%,NULL,NULL,NULL,100%,40.8%
2008-6-30,93.32%,NULL,76.71%,79.93%,NULL,94.58%,NULL,100%,NULL,93.87%,49.82%,91.78%,NULL,NULL,95.67%,86.6%,91.46%,83.49%,71.59%,97.03%,92.99%,NULL,NULL,NULL,100%,41.81%
2008-7-1,93.32%,NULL,77.24%,80.54%,NULL,94.45%,NULL,100%,NULL,93.06%,50.29%,92.01%,NULL,NULL,95.06%,86.46%,90.45%,84.2%,71.33%,97.03%,95.18%,NULL,NULL,NULL,100%,42.41%
2008-7-2,93.66%,NULL,78.35%,81.02%,NULL,95.53%,NULL,100%,NULL,91.97%,50.71%,91.95%,NULL,NULL,93.12%,84.85%,99.13%,84.58%,70.97%,96.86%,96.28%,NULL,NULL,NULL,100%,43.2%
2008-7-3,93.66%,NULL,79.12%,81.62%,NULL,93.26%,NULL,100%,NULL,91.04%,51.06%,91.78%,NULL,NULL,91.19%,81.9%,98.41%,84.76%,71.35%,96.86%,97.39%,NULL,NULL,NULL,100%,43.92%
2008-7-4,93.4%,NULL,79.74%,82.99%,92.62%,92.78%,NULL,99.83%,NULL,90.16%,51.23%,91.55%,NULL,NULL,89.15%,81.12%,96.38%,84.69%,70.95%,96.78%,97.39%,NULL,NULL,NULL,100%,44.57%
2008-7-5,92.98%,NULL,80.44%,83.97%,91.2%,92.5%,NULL,99.72%,NULL,89.81%,51.56%,91.15%,NULL,NULL,88.23%,81.64%,94.65%,84.54%,70.43%,96.86%,99.34%,NULL,NULL,NULL,100%,45.02%
2008-7-6,93.23%,NULL,82.07%,83.59%,89.7%,92.28%,NULL,99.83%,NULL,89.92%,51.38%,90.98%,NULL,NULL,86.44%,82.87%,93.92%,84.65%,69.91%,97.11%,97.81%,NULL,NULL,NULL,100%,45.92%
2008-7-7,94.52%,NULL,83.38%,54.99%,89.14%,92.26%,NULL,100%,NULL,97.88%,51.26%,90.87%,NULL,NULL,88.85%,82.87%,100%,84.54%,69.37%,97.43%,98.89%,NULL,NULL,NULL,100%,46.62%
2008-7-8,94.95%,NULL,85.16%,61.96%,87.46%,92.1%,NULL,100%,NULL,98.69%,52.34%,91.32%,NULL,100%,90.38%,82.87%,100%,84.43%,68.76%,97.43%,99.58%,NULL,NULL,NULL,100%,46.81%
2008-7-9,94.52%,NULL,90.07%,70.54%,89.14%,92.54%,NULL,99.89%,NULL,97.88%,54.94%,91.78%,NULL,NULL,88.33%,83.44%,100%,84.73%,68.18%,96.78%,98.47%,NULL,NULL,NULL,100%,46.37%
2008-7-10,94.95%,NULL,91.85%,68.39%,87.91%,92.31%,NULL,99.61%,NULL,98%,55.63%,92.42%,NULL,NULL,87.82%,83.57%,100%,85.48%,67.76%,97.43%,98.47%,NULL,NULL,NULL,100%,47.07%
2008-7-11,94.52%,NULL,99.64%,70.25%,86.67%,91.92%,NULL,99.89%,NULL,98.22%,58.4%,92.88%,NULL,NULL,87.03%,82.78%,100%,87.12%,67.28%,97.43%,99.58%,NULL,NULL,NULL,100%,46.69%
2008-7-12,94.44%,NULL,100%,71.36%,85.46%,91.5%,NULL,100%,NULL,97.3%,58.85%,92.94%,NULL,NULL,88.94%,82.17%,100%,88.2%,66.91%,96.46%,99.58%,NULL,NULL,NULL,100%,45.92%
2008-7-13,94.09%,NULL,100%,72.53%,83.89%,91.04%,NULL,100%,NULL,98.11%,58.96%,93.52%,NULL,NULL,90.16%,81.6%,100%,88.55%,66.47%,97.43%,97.81%,NULL,NULL,NULL,100%,45.6%
2008-7-14,94.01%,NULL,100%,70.96%,82.65%,90.53%,NULL,99.89%,NULL,98.69%,58.77%,93.46%,NULL,NULL,91.19%,80.77%,100%,88.66%,66.01%,97.43%,97.81%,NULL,NULL,NULL,100%,44.77%
2008-7-15,94.09%,NULL,100%,71.95%,81.14%,90.01%,NULL,99.56%,NULL,98%,58.4%,93.28%,NULL,NULL,92.31%,79.83%,100%,88.58%,65.51%,97.43%,99.13%,NULL,NULL,NULL,100%,43.08%
2008-7-16,93.92%,NULL,100%,75%,81.03%,89.12%,NULL,99.11%,NULL,97.18%,58.09%,92.65%,NULL,NULL,93.33%,78.73%,100%,88.43%,64.5%,97.43%,99.34%,NULL,NULL,NULL,100%,41.16%
2008-7-17,96.39%,NULL,100%,76.99%,81.23%,89.06%,NULL,98.22%,NULL,96.61%,65.78%,92.36%,NULL,NULL,100%,80.3%,100%,87.56%,63.91%,99.23%,100%,NULL,NULL,NULL,100%,44.89%
2008-7-18,99.91%,NULL,100%,68.39%,86.92%,89.37%,NULL,98.28%,NULL,77.02%,100%,93.17%,NULL,NULL,100%,78.77%,100%,88.74%,63.96%,100%,100%,NULL,NULL,NULL,100%,45.41%
2008-7-19,100%,NULL,100%,63%,86.36%,88.94%,NULL,98.78%,NULL,96.08%,100%,92.82%,NULL,NULL,100%,68.86%,100%,91.2%,64.07%,100%,100%,NULL,NULL,NULL,100%,43.37%
2008-7-20,100%,NULL,100%,72.34%,82.77%,88.49%,NULL,99%,NULL,97.76%,100%,92.07%,NULL,NULL,100%,67.05%,100%,92.31%,63.87%,100%,100%,NULL,NULL,NULL,100%,41.28%
2008-7-21,99.98%,NULL,100%,76.37%,81.64%,88.25%,NULL,99.33%,NULL,98.39%,100%,91.43%,NULL,NULL,100%,66.86%,100%,93.03%,63.53%,99.23%,97.6%,NULL,NULL,NULL,100%,39.07%
2008-7-22,99.38%,NULL,100%,76.99%,80.73%,87.88%,NULL,99.72%,NULL,98.58%,100%,91.55%,NULL,NULL,100%,69.54%,100%,93.51%,63.33%,98.55%,97.15%,NULL,NULL,NULL,100%,38.77%
2008-7-23,98.24%,NULL,100%,76.57%,80.43%,87.84%,NULL,99.78%,NULL,98.58%,100%,91.9%,NULL,NULL,96.69%,69.94%,100%,93.87%,63%,98.47%,95.84%,NULL,NULL,NULL,100%,37.79%
2008-7-24,97.62%,NULL,100%,75.39%,80.64%,87.84%,NULL,99.5%,NULL,98.34%,100%,92.36%,NULL,NULL,97.19%,69.86%,100%,94.15%,63.06%,98.47%,96.49%,NULL,NULL,NULL,100%,37.34%
2008-7-25,97.45%,NULL,100%,75%,80.84%,88.19%,NULL,98.83%,NULL,97.88%,100%,92.47%,NULL,NULL,96.69%,69.42%,100%,93.43%,62.29%,98.47%,97.39%,NULL,NULL,NULL,100%,36.66%
2008-7-26,96.83%,NULL,100%,74.12%,81.03%,88.55%,NULL,98.83%,NULL,97.18%,100%,92.18%,NULL,NULL,92.81%,69.46%,100%,92.71%,61.83%,97.79%,99.79%,NULL,NULL,NULL,100%,37.69%
2008-7-27,95.87%,NULL,100%,70.25%,82.97%,88.96%,NULL,98.06%,NULL,96.49%,100%,91.26%,NULL,NULL,91.89%,67.52%,100%,89.68%,61.56%,96.61%,98.68%,NULL,NULL,NULL,100%,38.07%
2008-7-28,97.27%,NULL,100%,61%,81.87%,88.86%,NULL,97.33%,NULL,93.06%,100%,90.71%,NULL,NULL,100%,71.35%,100%,85.18%,72.54%,95.18%,100%,NULL,NULL,NULL,100%,39.72%
2008-7-29,97.53%,NULL,100%,68.39%,81.16%,88.39%,NULL,97.1%,NULL,95.28%,100%,90.55%,NULL,NULL,100%,75.04%,100%,94.47%,74.27%,97.2%,100%,NULL,NULL,NULL,100%,42.72%
2008-7-30,97.09%,NULL,100%,73.14%,78.62%,87.95%,NULL,97.5%,NULL,96.42%,100%,90.22%,NULL,NULL,100%,68.99%,100%,98.02%,73.81%,96.36%,100%,NULL,NULL,NULL,100%,42.6%
2008-7-31,96.22%,NULL,100%,75.99%,78.5%,87.53%,NULL,97.83%,NULL,96.32%,100%,90.98%,NULL,NULL,100%,68.39%,100%,99.34%,73.67%,96.19%,100%,NULL,NULL,NULL,100%,41.52%
2008-8-1,96.39%,NULL,100%,78.17%,78.8%,87.29%,NULL,98.33%,NULL,97.18%,100%,91.6%,NULL,NULL,99.38%,69.06%,100%,99.55%,73.14%,96.52%,100%,NULL,NULL,NULL,100%,40.92%
2008-8-2,95.96%,NULL,100%,71.56%,79.21%,87.26%,NULL,98.89%,NULL,97.18%,100%,91.72%,NULL,NULL,96.18%,69.5%,100%,99.09%,71.73%,96.86%,100%,NULL,NULL,NULL,100%,39.6%
2008-8-3,96.13%,NULL,100%,74.32%,79.63%,87.19%,NULL,99.38%,NULL,97.07%,100%,91.49%,NULL,NULL,95.16%,69.86%,100%,98.26%,70.22%,97.28%,100%,NULL,NULL,NULL,100%,38.83%
2008-8-4,95.96%,NULL,100%,76.18%,80.02%,87.09%,NULL,100%,NULL,96.61%,100%,91.2%,NULL,NULL,95.46%,69.82%,100%,97.03%,68.67%,97.79%,100%,NULL,2.39%,NULL,100%,38.14%
2008-8-5,96.04%,NULL,100%,77.57%,80.43%,87.24%,NULL,100%,NULL,95.96%,100%,91.37%,NULL,NULL,94.96%,85.7%,100%,96.21%,67.9%,97.79%,100%,NULL,4.24%,NULL,100%,38.53%
