,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2004-1-18,69.7%,NULL,100%,0.7%,31.59%,NULL,NULL,60.03%,NULL,49.86%,14.29%,33.84%,NULL,47.59%,55.64%,85.17%,59.33%,26.66%,65.36%,39.54%,51.66%,60.95%,NULL,NULL,53.36%,37.12%
2004-1-19,69.21%,NULL,100%,0.78%,31.01%,NULL,NULL,60.03%,NULL,49.55%,14.31%,33.4%,NULL,45%,54.88%,84.85%,59.33%,26.27%,64.73%,39.1%,53.54%,60.65%,NULL,NULL,52.92%,36.26%
2004-1-20,68.72%,NULL,100%,12.86%,30.45%,NULL,NULL,60.47%,NULL,49.39%,13.23%,32.98%,NULL,44.81%,58.33%,85.44%,59.33%,25.9%,64.22%,39.1%,68.64%,60.37%,NULL,NULL,52.94%,35.88%
2004-1-21,68.4%,NULL,100%,2.49%,30.8%,NULL,NULL,61.43%,NULL,49.31%,12.52%,32.75%,NULL,45.19%,61.54%,84.27%,59.33%,25.38%,64.06%,39.1%,100%,60.07%,NULL,NULL,53.11%,36.66%
2004-1-22,67.99%,NULL,100%,4.35%,32.5%,NULL,NULL,62.16%,NULL,49.16%,12.56%,32.54%,NULL,45.19%,60.72%,83.94%,59.33%,25.38%,64.22%,39.1%,100%,59.76%,NULL,NULL,52.96%,37.91%
2004-1-23,67.67%,NULL,100%,5.06%,33.55%,NULL,NULL,63.43%,NULL,49%,12.59%,32.34%,NULL,45.74%,59.99%,83.62%,59.33%,25.15%,64.04%,39.1%,100%,59.45%,NULL,NULL,52.74%,39.91%
2004-1-24,67.34%,NULL,100%,5.82%,35.25%,NULL,NULL,64.8%,NULL,48.85%,12.62%,32.09%,NULL,45.93%,59.26%,83.29%,59.33%,25.06%,64.08%,39.1%,100%,59.15%,NULL,NULL,52.47%,42.29%
2004-1-25,67.02%,NULL,100%,6.95%,37.44%,NULL,NULL,66.27%,NULL,48.61%,12.65%,31.9%,NULL,46.3%,58.58%,82.96%,59.19%,24.98%,64.26%,39.23%,100%,58.84%,NULL,NULL,52.17%,42.96%
2004-1-26,66.77%,NULL,100%,7.78%,38.71%,NULL,NULL,67.19%,NULL,48.46%,12.67%,31.65%,NULL,46.3%,57.91%,82.63%,59.19%,24.78%,64.35%,39.23%,100%,58.53%,NULL,NULL,52%,42.84%
2004-1-27,66.21%,NULL,100%,8.31%,39.42%,NULL,NULL,67.97%,NULL,48.15%,12.7%,31.4%,NULL,46.3%,57.24%,85.88%,59.19%,24.62%,64.28%,39.29%,99.36%,58.23%,NULL,NULL,52.44%,41.64%
2004-1-28,65.66%,NULL,100%,12.99%,39.85%,NULL,NULL,68.84%,NULL,47.91%,12.73%,31.18%,NULL,46.85%,56.73%,81.93%,59.04%,24.21%,63.93%,39.35%,100%,57.92%,NULL,NULL,52.12%,39.91%
2004-1-29,65.1%,NULL,100%,13.78%,40.56%,NULL,NULL,69.81%,NULL,47.76%,12.76%,30.9%,NULL,47.04%,56.14%,81.61%,58.32%,23.99%,63.73%,39.48%,97.81%,57.48%,NULL,NULL,51.8%,38.35%
2004-1-30,64.55%,NULL,100%,17.46%,42.54%,NULL,NULL,70.77%,NULL,47.76%,12.81%,30.99%,NULL,47.04%,55.56%,81.32%,57.6%,24.08%,63.53%,39.6%,98.26%,57.05%,NULL,NULL,52.12%,37.74%
2004-1-31,64.08%,NULL,100%,18.98%,44.54%,NULL,NULL,71.55%,NULL,47.84%,12.84%,30.96%,NULL,47.96%,54.88%,80.99%,57.02%,24.08%,63.39%,39.6%,97.39%,56.59%,NULL,NULL,51.85%,38.83%
2004-2-1,63.61%,NULL,100%,19.22%,46.09%,NULL,NULL,72.46%,NULL,47.68%,12.86%,30.77%,NULL,47.96%,54.46%,80.66%,56.44%,24.14%,63.19%,39.67%,93.86%,56.54%,NULL,NULL,51.6%,39.6%
2004-2-2,63.06%,NULL,100%,19.33%,47.64%,NULL,NULL,73.33%,NULL,47.52%,12.89%,30.77%,NULL,47.04%,54.04%,80.34%,55.72%,24.07%,62.91%,39.67%,91.23%,56.08%,NULL,NULL,51.28%,39.96%
2004-2-3,62.66%,NULL,100%,19.43%,48.86%,NULL,NULL,74.36%,NULL,47.29%,12.92%,30.3%,NULL,47.96%,53.28%,80.01%,55.14%,24.07%,62.62%,39.67%,92.64%,55.64%,NULL,NULL,50.98%,39.49%
2004-2-4,62.19%,NULL,100%,20.06%,50.5%,NULL,NULL,75.65%,NULL,47.29%,12.95%,30.16%,NULL,47.59%,52.61%,79.68%,54.56%,23.99%,62.95%,39.73%,100%,55.18%,NULL,NULL,51.08%,38.07%
2004-2-5,61.72%,NULL,100%,23.83%,52.84%,NULL,NULL,77.58%,NULL,48.46%,12.98%,31.6%,NULL,47.59%,51.86%,79.31%,53.98%,24.17%,6.42%,39.73%,100%,54.74%,NULL,NULL,51.5%,36.49%
2004-2-6,61.4%,NULL,100%,34.4%,54.82%,NULL,NULL,78.83%,NULL,50.33%,13.01%,33.28%,NULL,47.59%,51.43%,78.94%,53.4%,25.51%,66.35%,39.86%,100%,54.28%,NULL,NULL,52.32%,36.1%
2004-2-7,61.09%,NULL,100%,38.69%,56.65%,NULL,NULL,79.59%,NULL,50.87%,13.06%,34.61%,NULL,47.59%,50.77%,78.57%,52.82%,26.45%,67.56%,39.92%,100%,53.84%,NULL,NULL,53.34%,36.84%
2004-2-8,60.69%,NULL,100%,42.14%,58.99%,NULL,NULL,81.26%,NULL,59.78%,13.11%,35.86%,NULL,47.59%,50.26%,78.2%,52.24%,26.9%,68.43%,39.98%,100%,53.37%,NULL,NULL,53.98%,37.57%
2004-2-9,60.46%,NULL,100%,83.86%,62.22%,NULL,NULL,83.75%,NULL,59.2%,13.14%,37.99%,NULL,47.59%,49.89%,77.92%,51.66%,29.57%,72.37%,40.17%,100%,52.93%,NULL,NULL,55.14%,38.14%
2004-2-10,60.06%,NULL,100%,50.26%,65.07%,NULL,NULL,85.18%,NULL,63.46%,13.17%,39.6%,NULL,47.41%,49.15%,77.58%,51.09%,33.45%,75.39%,40.3%,100%,52.43%,NULL,NULL,56.97%,38.77%
2004-2-11,59.67%,NULL,100%,57%,67.38%,NULL,NULL,85.93%,NULL,64.46%,13.23%,41.17%,NULL,47.41%,48.48%,78.11%,50.65%,35.14%,76.73%,40.3%,100%,51.99%,NULL,NULL,58.28%,39.55%
2004-2-12,59.04%,NULL,99.59%,60.54%,69.91%,NULL,NULL,86.83%,NULL,64.72%,13.25%,42.78%,NULL,47.41%,47.96%,76.92%,49.93%,36.24%,77.46%,40.3%,100%,51.54%,NULL,NULL,59.23%,40.39%
2004-2-13,58.49%,NULL,99.17%,62.82%,72.54%,NULL,NULL,87.57%,NULL,65.16%,13.28%,44.09%,NULL,47.41%,47.3%,76.58%,49.35%,37.01%,77.97%,40.36%,100%,51.1%,NULL,NULL,60.02%,41.04%
2004-2-14,57.88%,NULL,98.72%,64.38%,74.97%,NULL,NULL,88.21%,NULL,65.36%,13.35%,45%,NULL,49.44%,46.64%,76.23%,48.77%,37.63%,78.34%,40.42%,97.15%,50.65%,NULL,NULL,60.54%,41.46%
2004-2-15,57.34%,NULL,98.3%,65.5%,76.79%,NULL,NULL,89.01%,NULL,65.36%,13.35%,45.62%,NULL,51.67%,45.97%,75.89%,48.19%,38.08%,78.63%,40.42%,90.33%,50.21%,NULL,NULL,61.01%,41.64%
2004-2-16,56.73%,NULL,97.89%,66.39%,79.63%,NULL,NULL,89.72%,NULL,65.46%,12.4%,46.25%,NULL,53.7%,49.07%,75.58%,47.76%,38.5%,78.81%,40.42%,84.64%,49.76%,NULL,NULL,61.42%,41.88%
2004-2-17,56.12%,NULL,97.45%,67.28%,81.98%,NULL,NULL,90.42%,NULL,65.46%,11.39%,46.78%,NULL,55.74%,49.8%,75.27%,47.32%,38.88%,78.95%,40.49%,78.29%,49.32%,NULL,NULL,61.34%,41.58%
2004-2-18,55.59%,NULL,96.97%,68.18%,84.22%,NULL,NULL,91.07%,NULL,65.36%,10.38%,47.19%,NULL,57.41%,50.33%,74.93%,47.03%,39.18%,78.93%,40.49%,76.36%,48.8%,NULL,NULL,61.64%,40.68%
2004-2-19,55.13%,NULL,96.48%,68.18%,86.34%,NULL,NULL,91.67%,NULL,65.26%,9.37%,47.49%,NULL,50.93%,50.84%,74.62%,46.74%,39.45%,78.78%,40.61%,74.36%,48.29%,NULL,NULL,61.5%,39.55%
2004-2-20,54.6%,NULL,96.02%,68.18%,87.79%,NULL,NULL,92.38%,NULL,65.16%,8.69%,47.49%,NULL,34.81%,50.7%,74.27%,46.45%,39.5%,78.56%,40.61%,71.49%,47.83%,NULL,NULL,61.23%,39.37%
2004-2-21,54.07%,NULL,95.47%,68.18%,89.14%,NULL,NULL,93.14%,NULL,64.96%,8.7%,47.94%,NULL,34.44%,46.78%,73.93%,46.31%,39.54%,78.29%,40.67%,68.71%,47.38%,NULL,NULL,61.39%,38.71%
2004-2-22,53.53%,NULL,94.83%,67.96%,90.24%,NULL,NULL,93.68%,NULL,64.76%,8.72%,48.13%,NULL,37.78%,41.96%,73.62%,46.31%,39.52%,78.02%,40.74%,64.31%,46.93%,NULL,NULL,61.23%,38.3%
2004-2-23,53%,NULL,94.19%,67.51%,92.15%,NULL,NULL,94.12%,NULL,64.56%,8.74%,48.24%,NULL,42.96%,37.06%,73.27%,46.31%,39.52%,77.75%,40.74%,59.37%,46.48%,NULL,NULL,60.92%,37.62%
2004-2-24,52.47%,NULL,93.54%,67.06%,93.93%,NULL,NULL,94.61%,NULL,64.36%,7.73%,48.39%,NULL,48.33%,35.71%,72.93%,45.73%,39.63%,77.41%,40.74%,59.14%,46.04%,NULL,NULL,60.51%,36.78%
2004-2-25,51.93%,NULL,92.87%,66.61%,94.88%,NULL,NULL,94.72%,NULL,64.16%,6.71%,48.46%,NULL,53.33%,35.26%,72.58%,45.3%,39.54%,77.09%,40.74%,58.36%,45.59%,NULL,NULL,60.27%,36.49%
2004-2-26,51.4%,NULL,92.21%,65.95%,95.23%,NULL,NULL,94.72%,NULL,63.96%,5.94%,48.05%,NULL,55.56%,34.85%,72.23%,44.72%,39.54%,76.75%,40.8%,57.75%,45.15%,NULL,NULL,59.97%,37.17%
2004-2-27,50.79%,NULL,91.55%,65.5%,95.61%,NULL,NULL,94.61%,NULL,63.76%,5.19%,47.79%,NULL,56.48%,34.45%,71.89%,44.28%,39.25%,76.41%,40.8%,57.99%,44.7%,NULL,NULL,59.72%,37.69%
2004-2-28,50.28%,NULL,90.98%,65.05%,96.07%,NULL,NULL,94.34%,NULL,63.56%,4.71%,47.6%,NULL,56.67%,33.24%,71.58%,44.14%,38.77%,75.97%,40.8%,58.93%,44.26%,NULL,NULL,59.34%,38.59%
2004-2-29,49.77%,NULL,90.36%,64.38%,96.43%,NULL,NULL,93.9%,NULL,63.36%,4.75%,47.41%,NULL,57.04%,28.19%,71.2%,44.14%,38.57%,75.54%,40.86%,60.1%,43.81%,NULL,NULL,59.12%,39.6%
2004-3-1,49.26%,NULL,89.76%,64.16%,96.79%,NULL,NULL,93.85%,NULL,63.06%,4.77%,47.23%,NULL,57.41%,22.5%,70.81%,44.14%,38.39%,75.03%,40.86%,61.04%,43.41%,NULL,NULL,58.73%,40.92%
2004-3-2,48.75%,NULL,89.13%,63.49%,97.14%,NULL,NULL,94.44%,NULL,62.76%,4%,47.08%,NULL,57.78%,21.1%,70.43%,44.14%,38.39%,74.62%,40.86%,58.03%,42.86%,NULL,NULL,58.52%,42.53%
2004-3-3,48.24%,NULL,88.5%,68.63%,97.63%,NULL,NULL,95.89%,NULL,63.06%,3.21%,47.57%,NULL,57.96%,20.86%,70.13%,43.7%,38.5%,74.6%,40.86%,85.27%,42.09%,NULL,NULL,58.25%,43.2%
2004-3-4,47.8%,NULL,87.87%,75.78%,97.63%,NULL,NULL,96.94%,NULL,63.36%,2.43%,48.43%,NULL,47.59%,22.63%,69.84%,43.13%,39.11%,75.17%,40.86%,100%,41.32%,NULL,NULL,58.52%,43.85%
2004-3-5,47.29%,NULL,87.26%,77.57%,97.63%,NULL,NULL,97.83%,NULL,63.36%,1.59%,48.65%,NULL,47.04%,25.77%,69.48%,42.55%,39.32%,75.27%,40.8%,100%,42.08%,NULL,NULL,58.25%,44.4%
2004-3-6,46.77%,NULL,86.67%,77.57%,98.34%,NULL,NULL,98.89%,NULL,63.26%,1.53%,48.69%,NULL,48.89%,25.8%,69.12%,42.4%,39.36%,75.2%,40.8%,100%,39.78%,NULL,NULL,58.84%,43.25%
2004-3-7,46.26%,NULL,86.08%,80.25%,97.98%,NULL,NULL,99.83%,NULL,63.26%,1.56%,48.84%,NULL,50.56%,24.37%,68.76%,42.4%,39.86%,75.76%,40.8%,100%,39.47%,NULL,NULL,58.57%,43.01%
2004-3-8,45.75%,NULL,85.57%,81.14%,97.98%,NULL,NULL,99.83%,NULL,63.26%,1.58%,48.91%,NULL,52.22%,23.65%,68.47%,42.4%,40.41%,76.34%,40.8%,100%,38.7%,NULL,NULL,58.68%,42.89%
2004-3-9,45.24%,NULL,84.99%,81.14%,98.93%,NULL,NULL,100%,NULL,63.26%,1.62%,49.21%,NULL,53.7%,22.99%,68.18%,42.4%,40.69%,76.78%,40.67%,100%,37.93%,NULL,NULL,58.87%,42.6%
2004-3-10,44.73%,NULL,84.42%,81.36%,99.42%,NULL,NULL,99.94%,NULL,63.16%,1.64%,49.36%,NULL,54.26%,22.27%,NULL,42.4%,41.02%,76.9%,40.61%,98.05%,37.16%,NULL,NULL,58.76%,41.93%
2004-3-11,44.22%,NULL,83.85%,81.36%,99.42%,NULL,NULL,100%,NULL,63.06%,1.67%,49.82%,NULL,53.89%,21.65%,67.46%,41.82%,41.13%,76.8%,40.61%,96.28%,36.39%,NULL,NULL,58.49%,41.4%
2004-3-12,43.71%,NULL,83.27%,81.14%,99.29%,NULL,NULL,100%,NULL,62.96%,1.7%,49.89%,NULL,53.15%,21.22%,67.17%,41.1%,41.13%,76.68%,40.55%,94.31%,35.61%,NULL,NULL,58.2%,40.92%
2004-3-13,43.21%,NULL,82.68%,80.69%,99.05%,NULL,NULL,100%,NULL,62.76%,1.72%,49.96%,NULL,51.67%,20.27%,66.81%,40.38%,41.29%,76.61%,40.49%,89.91%,34.84%,NULL,NULL,57.93%,39.79%
2004-3-14,42.73%,NULL,82.15%,80.25%,98.69%,NULL,NULL,100%,NULL,62.56%,1.75%,50%,NULL,51.11%,19.53%,66.48%,39.8%,41.39%,76.43%,40.42%,85.93%,34.07%,NULL,NULL,57.69%,39.55%
2004-3-15,42.24%,NULL,81.61%,79.58%,98.34%,NULL,NULL,99.89%,NULL,62.36%,1.75%,50%,NULL,50.74%,18.78%,66.12%,39.51%,41.48%,76.14%,40.42%,81.77%,33.3%,NULL,NULL,57.45%,39.37%
2004-3-16,41.76%,NULL,81.08%,78.68%,98.82%,NULL,NULL,99.83%,NULL,62.15%,1.05%,49.96%,NULL,50.19%,21.34%,65.76%,39.51%,41.41%,75.78%,40.36%,76.9%,32.53%,NULL,NULL,57.1%,39.37%
2004-3-17,41.21%,NULL,80.37%,78.01%,99.18%,NULL,NULL,99.83%,NULL,61.95%,1.08%,49.85%,NULL,NULL,21.13%,65.4%,39.51%,41.39%,75.42%,40.36%,72.62%,31.76%,NULL,NULL,56.86%,38.95%
2004-3-18,40.65%,NULL,79.64%,77.12%,99.64%,NULL,NULL,100%,NULL,61.75%,1.11%,49.74%,NULL,46.85%,20.43%,65.07%,38.78%,41.34%,75.1%,40.36%,68.64%,31.44%,NULL,NULL,56.57%,38.53%
2004-3-19,40.17%,NULL,78.88%,NULL,99.78%,NULL,NULL,99.71%,NULL,61.55%,1.14%,49.66%,NULL,45.19%,19.76%,64.75%,38.21%,41.06%,74.81%,40.36%,66.53%,30.85%,NULL,NULL,56.28%,37.62%
2004-3-20,39.62%,NULL,78.09%,75.33%,99.64%,NULL,NULL,100%,NULL,61.25%,1.16%,49.55%,NULL,45.37%,19.06%,64.42%,37.63%,40.62%,74.4%,40.3%,75.72%,30.16%,NULL,NULL,55.93%,36.84%
2004-3-21,39.13%,NULL,77.33%,75.11%,99.53%,NULL,NULL,100%,NULL,61.15%,1.18%,49.48%,NULL,46.11%,18.32%,64.06%,37.05%,40.64%,74.16%,40.3%,100%,31.36%,NULL,NULL,55.65%,36.33%
2004-3-22,38.65%,NULL,76.59%,73.77%,99.42%,NULL,NULL,100%,NULL,60.85%,1.21%,49.4%,NULL,46.67%,17.56%,63.7%,36.47%,40.67%,74%,40.23%,100%,28.87%,NULL,NULL,55.39%,36.33%
2004-3-23,38.17%,NULL,75.85%,72.87%,99.29%,NULL,NULL,100%,NULL,60.65%,1.23%,49.29%,NULL,47.04%,16.88%,63.37%,35.75%,40.44%,73.64%,40.23%,100%,28.1%,NULL,NULL,55.14%,36.05%
2004-3-24,37.62%,NULL,75.08%,71.98%,99.18%,NULL,NULL,100%,NULL,60.46%,1.25%,49.14%,NULL,47.59%,16.14%,63.05%,35.02%,39.95%,73.37%,40.17%,100%,27.37%,NULL,NULL,54.88%,35.53%
2004-3-25,37.06%,NULL,74.31%,71.31%,98.58%,NULL,NULL,100%,NULL,60.37%,1.27%,49.03%,NULL,48.33%,15.37%,62.71%,34.3%,39.59%,73.18%,40.17%,100%,26.6%,NULL,NULL,54.62%,35.98%
2004-3-26,36.58%,NULL,73.49%,71.53%,98.47%,NULL,NULL,99.72%,NULL,60.19%,1.3%,49.03%,NULL,48.33%,14.75%,62.37%,33.57%,39.59%,73.09%,40.11%,100%,25.92%,NULL,NULL,54.37%,36.38%
2004-3-27,36.12%,NULL,72.75%,84.4%,98.82%,NULL,NULL,100%,NULL,62.56%,1.35%,50%,NULL,48.15%,14.16%,62.03%,33%,39.07%,73.37%,40.17%,100%,25.15%,NULL,NULL,54.52%,36.72%
2004-3-28,35.73%,NULL,72%,47.78%,99.42%,NULL,NULL,100%,NULL,67.77%,1.38%,51.69%,NULL,48.7%,13.48%,61.72%,14.89%,39.36%,74.64%,40.23%,100%,24.33%,NULL,NULL,55.16%,37.69%
2004-3-29,35.34%,NULL,71.24%,64.16%,99.42%,NULL,NULL,100%,NULL,71.57%,1.42%,53.25%,NULL,49.07%,12.76%,61.41%,31.69%,40.21%,75.9%,40.23%,100%,23.55%,NULL,NULL,56.07%,38.53%
2004-3-30,34.89%,NULL,70.62%,84.92%,100%,NULL,NULL,100%,NULL,75.13%,1.45%,55.04%,NULL,51.11%,12.05%,61.07%,31.11%,40.85%,76.9%,40.17%,100%,22.76%,NULL,NULL,57.08%,39.96%
2004-3-31,34.43%,NULL,70.1%,61.25%,99.42%,NULL,NULL,99.72%,NULL,81.03%,1.5%,56.7%,NULL,52.41%,11.4%,60.77%,30.54%,42.52%,78.27%,40.17%,100%,21.16%,NULL,NULL,59.39%,41.64%
2004-4-1,33.98%,NULL,69.5%,65.27%,99.05%,NULL,NULL,99.44%,NULL,83.87%,1.53%,58.35%,NULL,53.15%,10.73%,60.46%,30.1%,43.42%,79.13%,40.17%,100%,20.38%,NULL,NULL,60.98%,42.84%
2004-4-2,33.46%,NULL,68.89%,31.5%,98.93%,NULL,NULL,99.56%,NULL,88.94%,0.97%,59.85%,NULL,53.89%,11.79%,60.15%,29.67%,44.26%,79.74%,40.17%,100%,19.6%,NULL,NULL,62.76%,42.89%
2004-4-3,33%,NULL,68.15%,42.7%,98.82%,NULL,NULL,99.83%,NULL,91.95%,0.58%,61.48%,NULL,55.19%,14.61%,59.78%,29.67%,45.04%,80.24%,40.17%,100%,18.81%,NULL,NULL,64.1%,42.72%
2004-4-4,33.52%,NULL,67.74%,19.75%,99.53%,NULL,NULL,100%,NULL,99.23%,0.76%,63.2%,NULL,55.93%,14.16%,59.44%,30.54%,47.29%,81.5%,40.36%,100%,16.69%,NULL,NULL,67.33%,42.53%
2004-4-5,33.26%,NULL,67.18%,31.5%,99.53%,NULL,NULL,100%,NULL,100%,0.87%,64.79%,NULL,57.78%,14.14%,59.1%,30.54%,48.99%,82.3%,40.36%,100%,15.64%,NULL,NULL,69.64%,42.36%
2004-4-6,32.87%,NULL,66.62%,38.14%,99.64%,NULL,NULL,100%,NULL,100%,0.94%,66.38%,NULL,58.52%,12.66%,58.79%,30.54%,50.14%,82.88%,40.3%,100%,14.85%,NULL,NULL,71.79%,42.6%
2004-4-7,32.48%,NULL,66.01%,41.59%,99.64%,NULL,NULL,100%,NULL,100%,1.01%,67.92%,NULL,59.63%,12.18%,58.45%,30.54%,50.9%,83.28%,40.3%,100%,14.06%,NULL,NULL,73.6%,42.6%
2004-4-8,32.09%,NULL,65.38%,47.6%,99.89%,NULL,NULL,99.94%,NULL,100%,1.06%,69.79%,NULL,60.93%,11.41%,58.11%,30.54%,51.47%,83.63%,40.36%,100%,13.27%,NULL,NULL,75.34%,42.29%
2004-4-9,31.57%,NULL,64.88%,40.76%,99.78%,NULL,NULL,99.94%,NULL,100%,1.1%,71.37%,NULL,61.11%,10.73%,57.77%,30.54%,52.24%,83.71%,40.3%,100%,11.66%,NULL,NULL,76.76%,42.6%
2004-4-10,31.12%,NULL,64.35%,46.18%,99.64%,NULL,NULL,99.61%,NULL,100%,1.15%,72.96%,NULL,59.81%,10.01%,57.43%,30.54%,52.58%,83.71%,40.3%,100%,10.87%,NULL,NULL,77.62%,42.24%
2004-4-11,30.6%,NULL,63.79%,49.37%,99.53%,NULL,NULL,99.83%,NULL,100%,1.2%,74.51%,NULL,NULL,9.33%,NULL,30.54%,53.04%,83.63%,40.23%,100%,10.08%,NULL,NULL,78.39%,42.48%
2004-4-12,30.07%,NULL,63.27%,52.92%,99.29%,NULL,NULL,99.11%,NULL,100%,1.24%,75.95%,NULL,57.96%,8.66%,NULL,30.54%,53.41%,83.56%,40.23%,98.47%,9.26%,NULL,NULL,79.7%,42.72%
2004-4-13,29.59%,NULL,62.64%,55.22%,99.05%,NULL,NULL,98.83%,NULL,93.64%,1.27%,77.19%,NULL,56.48%,8.06%,56.44%,30.54%,53.76%,83.43%,40.17%,96.49%,5.99%,NULL,NULL,80.23%,42.6%
2004-4-14,29.17%,NULL,61.95%,58.06%,99.05%,NULL,NULL,99.22%,NULL,94.02%,0.55%,78.19%,NULL,55.56%,8.1%,NULL,30.54%,54.05%,83.35%,40.17%,94.73%,4.15%,NULL,NULL,80.65%,42.41%
2004-4-15,28.69%,NULL,61.29%,59.12%,99.05%,NULL,NULL,99.22%,NULL,94.4%,NULL,79.03%,NULL,55.19%,14.32%,45.02%,29.96%,54.38%,83.13%,40.11%,94.52%,2.08%,NULL,NULL,81.2%,42.24%
