,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2014-1-11,51.46%,NULL,61.2%,64.09%,100%,99.79%,98.67%,80.06%,99.75%,89.22%,60.59%,88.6%,NULL,87.09%,77.42%,77.15%,22.86%,98.47%,92.61%,65.62%,86.2%,61.32%,83.16%,97.89%,92.45%,37.23%
2014-1-12,51.23%,NULL,60.75%,64.81%,99.78%,99.8%,98.5%,79.24%,99.24%,89.11%,60.63%,88.42%,NULL,85.57%,76.56%,76.93%,21.56%,98.21%,92.45%,65.17%,94.53%,61.05%,82.67%,97.46%,92.09%,38.36%
2014-1-13,50.84%,NULL,60.31%,65.72%,100%,99.67%,98.59%,79.19%,100%,88.99%,60.65%,88.18%,NULL,85.57%,75.6%,76.71%,20.26%,98.13%,92.24%,64.8%,100%,60.69%,82.18%,97.46%,91.91%,39.64%
2014-1-14,50.53%,NULL,59.91%,66.44%,99.65%,99.63%,98.22%,79.24%,100%,88.87%,60.69%,87.95%,NULL,86.33%,74.64%,76.41%,20.26%,97.96%,92.61%,64.44%,100%,60.06%,81.54%,97.52%,91.73%,41.13%
2014-1-15,50.22%,NULL,59.42%,67.35%,99.89%,99.61%,98.47%,79.28%,100%,88.76%,60.72%,87.66%,NULL,85.57%,73.9%,76.14%,20.26%,97.92%,93.19%,64.14%,100%,59.69%,80.89%,97.27%,91.84%,42.14%
2014-1-16,49.92%,NULL,58.97%,67.72%,99.65%,99.65%,98.56%,79.24%,100%,88.52%,60.74%,87.31%,NULL,88.61%,72.96%,75.84%,20.26%,97.66%,93.35%,63.99%,100%,59.33%,80.41%,97.34%,91.63%,42.85%
2014-1-17,49.61%,NULL,58.54%,67.72%,99.54%,99.71%,98.3%,79.24%,100%,88.4%,60.78%,86.91%,NULL,88.99%,72.12%,75.58%,20.26%,97.49%,93.33%,63.63%,100%,58.97%,79.61%,97.46%,91.2%,42.72%
2014-1-18,49.07%,NULL,58.11%,66.26%,99.42%,99.73%,97.56%,79.24%,100%,88.29%,60.8%,86.56%,NULL,90.51%,71.3%,75.28%,20.26%,97.58%,93.25%,63.26%,100%,58.6%,78.98%,97.52%,90.99%,43.36%
2014-1-19,48.69%,NULL,57.67%,63.73%,99.42%,99.74%,97.62%,79.33%,99.94%,88.06%,60.84%,86.45%,NULL,88.61%,70.47%,74.97%,20.26%,97.16%,93.03%,62.97%,97.09%,58.6%,78.34%,97.52%,90.78%,44.87%
2014-1-20,48.39%,NULL,57.28%,63.2%,99.05%,99.73%,97.39%,79.56%,99.56%,87.95%,60.39%,85.98%,NULL,87.47%,69.56%,74.76%,20.26%,97.16%,92.79%,62.68%,91.12%,58.6%,77.71%,97.46%,90.49%,46.07%
2014-1-21,48.08%,NULL,56.85%,100%,98.59%,99.66%,97.68%,79.6%,100%,87.84%,59.4%,85.52%,NULL,87.47%,72.85%,74.41%,20.26%,96.65%,92.58%,62.39%,90.25%,57.44%,77.08%,97.4%,90.25%,46.8%
2014-1-22,47.78%,NULL,56.41%,100%,98.23%,99.51%,97.36%,79.6%,99.68%,87.61%,58.48%,85.06%,NULL,89.75%,73.18%,74.07%,20.26%,96.57%,92.34%,62.09%,88.53%,57.19%,76.45%,97.4%,90.11%,47.68%
2014-1-23,47.55%,NULL,55.98%,62.48%,97.53%,99.39%,97.53%,79.74%,97.4%,87.39%,57.56%,84.65%,NULL,91.65%,73.59%,73.82%,20.26%,96.11%,92.08%,61.8%,85.53%,56.66%,75.82%,96.72%,89.72%,47.68%
2014-1-24,47.32%,NULL,55.51%,62.31%,97.76%,99.19%,97.39%,79.97%,96.81%,87.28%,56.65%,84.25%,NULL,94.69%,74.12%,73.56%,20.26%,96.03%,91.79%,61.51%,82.33%,56.39%,75.35%,97.03%,89.48%,47.68%
2014-1-25,46.94%,NULL,55.04%,62.66%,98%,98.96%,97.02%,80.11%,96.75%,87.05%,55.72%,83.96%,NULL,93.93%,74.54%,73.31%,20.26%,95.07%,91.52%,61.23%,78.69%,NULL,74.88%,96.66%,89.12%,47.07%
2014-1-26,46.49%,NULL,54.57%,63.02%,97.53%,98.68%,96.43%,80.16%,95.44%,86.94%,54.79%,83.33%,NULL,91.27%,75.07%,73.05%,20.26%,95.15%,91.21%,61.08%,74.82%,55.37%,74.1%,96.84%,88.85%,46.72%
2014-1-27,46.18%,NULL,54.11%,63.55%,96.45%,98.39%,96.09%,80.25%,95.62%,86.72%,53.84%,NULL,NULL,91.65%,75.6%,72.8%,20.26%,94.33%,90.92%,60.86%,70.66%,55.11%,73.64%,96.29%,88.47%,46.54%
2014-1-28,45.81%,NULL,53.61%,63.91%,96.11%,98.12%,96.06%,80.39%,95.75%,86.27%,52.92%,82.4%,NULL,93.17%,76.25%,72.59%,20.26%,94.08%,90.63%,60.65%,70.82%,54.77%,73.17%,95.26%,88.05%,46.33%
2014-1-29,45.43%,NULL,53.11%,64.45%,95.63%,97.85%,95.72%,80.34%,95.94%,86.16%,51.99%,81.95%,NULL,94.69%,76.89%,72.34%,20.26%,93.22%,90.31%,60.43%,71.21%,54.34%,72.71%,94.06%,87.74%,45.67%
2014-1-30,44.98%,NULL,52.65%,64.99%,94.29%,97.56%,94.77%,80.2%,92.02%,86.04%,51.06%,81.5%,NULL,94.69%,77.85%,72.13%,20.26%,93.01%,89.99%,60%,71.78%,54.08%,72.09%,92.63%,87.29%,45.14%
2014-1-31,44.53%,NULL,52.18%,65.54%,93.59%,97.14%,94.8%,79.74%,92.02%,85.82%,50.11%,81.16%,NULL,96.22%,78.83%,71.88%,20.26%,92.12%,89.68%,59.71%,70.82%,54.08%,71.63%,95%,87.02%,44.94%
2014-2-1,44.16%,NULL,52.63%,65.9%,93.46%,97.17%,94.49%,79.56%,91.9%,85.71%,50.11%,80.83%,NULL,95.08%,78.83%,71.63%,20.26%,92.28%,89.34%,59.5%,71.21%,53.14%,71.02%,90.56%,86.67%,45.6%
2014-2-2,43.79%,NULL,52.28%,66.44%,93.35%,96.89%,93.68%,79.33%,92.39%,85.59%,50.22%,80.49%,NULL,94.69%,74.54%,71.38%,20.26%,91.43%,89%,59.07%,71%,52.62%,70.56%,91.88%,86.23%,45.4%
2014-2-3,43.64%,NULL,51.93%,66.99%,93.49%,96.62%,NULL,78.87%,91.46%,85.48%,50.28%,80.1%,NULL,93.17%,70.47%,71.13%,20.26%,91.47%,88.66%,58.78%,70.82%,52.11%,69.95%,91.82%,85.92%,45.67%
2014-2-4,43.42%,NULL,51.55%,67.35%,92.9%,96.31%,92.93%,78.46%,92.52%,85.15%,49.72%,79.65%,NULL,91.65%,66.31%,70.89%,20.26%,90.3%,88.35%,58.43%,71.21%,52.02%,69.49%,90.96%,85.55%,45.14%
2014-2-5,43.12%,NULL,51.24%,67.9%,92.42%,96.25%,92.71%,78.46%,95.19%,85.26%,48.81%,79.54%,NULL,91.65%,66.31%,70.64%,20.26%,89.45%,88.29%,58%,75.6%,51.84%,68.88%,90.1%,85.21%,44.67%
2014-2-6,42.83%,NULL,50.82%,69.56%,92.08%,96.04%,92.99%,78.41%,95%,85.37%,47.9%,79.26%,NULL,92.03%,67.82%,70.38%,20.26%,88.18%,88.19%,57.64%,85.12%,51.33%,68.43%,87.26%,84.84%,43.82%
2014-2-7,42.6%,NULL,49.45%,70.48%,91.71%,95.76%,93.07%,78.5%,94.5%,85.37%,46.95%,78.92%,NULL,93.17%,69.64%,70.1%,20.26%,86.89%,87.95%,57.29%,89.4%,50.82%,67.83%,84.37%,84.31%,43.36%
2014-2-8,42.31%,NULL,49.04%,71.41%,91.36%,95.48%,92.69%,78.82%,94.32%,85.26%,46.03%,78.64%,NULL,93.93%,71.4%,69.85%,20.26%,86.5%,87.75%,57.08%,90.48%,50.46%,67.37%,81.62%,83.9%,42.78%
2014-2-9,41.94%,NULL,48.63%,72.53%,91.71%,98.01%,92.28%,79.56%,94.13%,85.93%,45.07%,79.99%,NULL,93.17%,73.18%,69.48%,20.26%,86.5%,89.13%,56.79%,100%,50.04%,66.78%,78.27%,83.97%,43.56%
2014-2-10,41.8%,NULL,48.3%,88.78%,93.25%,98.14%,92.63%,80.8%,95.87%,91.68%,43.5%,81.05%,NULL,94.31%,75.07%,69.2%,20.26%,87.87%,91.23%,56.72%,100%,49.7%,66.33%,73.46%,84.17%,43.11%
2014-2-11,41.65%,NULL,47.96%,77.64%,93.03%,98.12%,92.36%,80.57%,96.12%,93.09%,43.53%,81.95%,NULL,87.47%,75.71%,68.92%,20.26%,87.71%,91.55%,56.37%,100%,49.35%,65.58%,72.54%,83.97%,42.98%
2014-2-12,41.5%,NULL,47.59%,79.75%,93.14%,98.95%,92.52%,80.71%,95.5%,93.79%,43.58%,82.86%,NULL,87.09%,72.34%,68.59%,19.83%,88.02%,91.23%,56.09%,100%,48.92%,65.14%,72.44%,83.8%,41.38%
2014-2-13,41.36%,NULL,47.23%,100%,93.25%,99.6%,92.71%,82.13%,95.94%,94.49%,43.61%,83.62%,NULL,89.37%,68.63%,68.31%,19.39%,87.51%,92.34%,55.74%,100%,48.51%,64.55%,69.36%,83.4%,40.32%
2014-2-14,41.14%,NULL,46.8%,88.18%,93.49%,99.65%,92.85%,82.04%,96.56%,95.31%,43.1%,84.42%,NULL,92.41%,65.32%,68.03%,19.1%,88.18%,93.03%,55.45%,100%,46.56%,64.26%,66.82%,83.16%,39.88%
2014-2-15,40.99%,NULL,46.31%,90.38%,93.74%,99.64%,92.63%,81.21%,96.31%,95.43%,42.14%,85.17%,NULL,93.93%,65.91%,67.71%,18.81%,87.63%,92.95%,55.1%,100%,NULL,63.67%,67.02%,83.16%,40.69%
2014-2-16,40.77%,NULL,45.95%,86.59%,93.74%,99.65%,93.13%,80.94%,95.19%,95.43%,41.77%,85.81%,NULL,94.69%,67.71%,67.43%,18.38%,88.02%,92.18%,54.82%,100%,NULL,63.23%,66.66%,82.73%,41.7%
2014-2-17,40.48%,NULL,45.6%,87.58%,93.96%,99.67%,92.93%,80.89%,95.87%,95.08%,40.21%,86.27%,NULL,95.46%,69.64%,67.15%,17.94%,87.16%,92.34%,54.47%,100%,45.26%,62.94%,65.99%,82.16%,42.91%
2014-2-18,40.12%,NULL,45.17%,87.78%,93.96%,99.72%,92.63%,80.8%,95.87%,95.31%,39.21%,NULL,NULL,95.08%,69.54%,66.83%,17.51%,87.12%,91.89%,54.27%,100%,44.86%,62.21%,65.94%,81.57%,43.36%
2014-2-19,39.83%,NULL,44.78%,85.21%,93.74%,99.66%,92.52%,81.26%,95.87%,94.96%,38.25%,87.54%,NULL,94.31%,69.14%,66.55%,17.08%,90.98%,92.03%,54.06%,100%,44.53%,61.92%,64.06%,80.59%,44.02%
2014-2-20,39.61%,NULL,44.39%,84.42%,93.98%,99.34%,92.85%,81.99%,96.06%,96.13%,37.27%,88.6%,NULL,94.31%,71.3%,66.31%,16.79%,91.87%,92.42%,53.78%,100%,44.21%,61.49%,62.29%,80.59%,45%
2014-2-21,39.32%,NULL,44.04%,85.8%,93.49%,99.34%,92.31%,82.31%,96.62%,96.72%,36.29%,89.37%,NULL,93.93%,73.59%,66.04%,16.35%,91.17%,92.61%,53.64%,100%,43.81%,61.06%,60.6%,80.32%,46.4%
2014-2-22,39.03%,NULL,43.59%,7.06%,93.14%,99.5%,92.41%,82.08%,96.37%,97.42%,35.27%,90.03%,NULL,92.41%,75.81%,65.8%,15.92%,91.4%,92.69%,53.43%,100%,43.48%,60.48%,58.97%,79.28%,46.87%
2014-2-23,38.75%,NULL,43.17%,85.4%,92.9%,99.56%,92.11%,81.67%,96.06%,97.77%,34.28%,90.5%,NULL,91.27%,78.06%,NULL,15.48%,90.79%,92.69%,53.15%,100%,42.75%,60.2%,58.67%,78.95%,47.55%
2014-2-24,38.46%,NULL,42.8%,87.98%,92.79%,99.68%,91.76%,81.81%,95.87%,98.12%,33.93%,90.92%,NULL,90.89%,80.47%,65.18%,15.05%,90.48%,92.64%,52.88%,99.15%,42.43%,59.63%,59.16%,78.02%,48.63%
2014-2-25,38.11%,NULL,42.38%,89.58%,92.42%,99.76%,91.21%,82.04%,96%,97.42%,33.95%,91.22%,NULL,90.89%,78.06%,64.94%,14.62%,85.83%,92.5%,52.53%,93.45%,42.1%,59.06%,58.23%,77.35%,48.36%
2014-2-26,37.75%,NULL,42.01%,90.59%,92.06%,99.69%,90.48%,82.27%,96.12%,96.72%,33.74%,91.33%,NULL,90.51%,72.02%,64.63%,14.18%,85.79%,92.34%,52.32%,92.17%,41.78%,58.63%,56.97%,76.84%,47.48%
2014-2-27,37.47%,NULL,41.63%,91.8%,91.6%,99.76%,89.78%,82.41%,96.25%,95.9%,32.73%,91.51%,NULL,90.13%,68.63%,64.44%,13.89%,84.65%,92.16%,52.05%,90.68%,41.45%,58.35%,55.48%,76.23%,47.01%
2014-2-28,37.18%,NULL,41.25%,92.81%,91.47%,99.77%,89.57%,82.22%,95.06%,95.08%,31.72%,91.57%,NULL,90.13%,68.63%,64.25%,13.6%,83.53%,91.95%,51.84%,88.53%,41.04%,57.78%,53.95%,75.62%,46.13%
2014-2-29,37.18%,NULL,41.25%,92.81%,91.47%,99.77%,89.57%,82.22%,95.06%,95.08%,31.72%,91.57%,NULL,90.13%,68.63%,64.25%,13.6%,83.53%,91.95%,51.84%,88.53%,41.04%,57.78%,53.95%,75.62%,46.13%
2014-3-1,36.9%,NULL,40.84%,93.22%,91%,99.78%,89.06%,81.99%,95.26%,94.14%,30.72%,NULL,NULL,89.75%,68.53%,64.02%,13.31%,83.12%,91.73%,51.5%,85.76%,40.8%,57.36%,52.87%,75.03%,45.4%
2014-3-2,36.62%,NULL,40.46%,92.61%,91%,99.78%,88.64%,82.18%,94.63%,93.09%,29.72%,91.63%,NULL,89.37%,68.13%,63.79%,13.02%,82%,91.55%,51.16%,84.48%,40.42%,56.8%,51.79%,74.53%,45.07%
2014-3-3,36.34%,NULL,40.09%,87.78%,90.76%,99.74%,87.49%,82.08%,95.31%,92.15%,28.74%,91.81%,NULL,90.51%,67.71%,63.56%,12.73%,81.52%,91.36%,50.88%,88.12%,40.12%,56.24%,50.69%,74.16%,44.81%
2014-3-4,36.06%,NULL,39.72%,85.07%,90.89%,99.72%,87%,81.81%,94.63%,91.1%,27.76%,NULL,NULL,91.65%,67.31%,63.29%,12.45%,80.53%,91.21%,50.61%,100%,39.96%,55.82%,49.23%,73.94%,44.67%
2014-3-5,35.78%,NULL,39.28%,84.81%,91%,99.75%,86.48%,81.53%,94.81%,90.16%,26.76%,91.87%,NULL,92.79%,68.13%,63.02%,12.16%,79.66%,91.05%,50.2%,100%,NULL,55.55%,47.54%,73.44%,44.08%
2014-3-6,35.51%,NULL,38.95%,84.42%,91%,99.8%,85.58%,81.4%,95%,89.22%,25.75%,91.93%,NULL,93.93%,69.04%,62.79%,11.87%,79.37%,90.97%,49.86%,100%,39.28%,55.27%,46.18%,72.66%,43.82%
2014-3-7,35.09%,NULL,38.51%,83.64%,91.84%,99.64%,84.7%,81.53%,95.5%,88.87%,24.77%,92.23%,NULL,93.93%,71.81%,62.57%,11.58%,78.57%,91.31%,49.45%,100%,38.9%,54.72%,44.17%,72.26%,43.36%
2014-3-8,34.61%,NULL,38.04%,84.03%,91.95%,99.77%,84.52%,81.85%,95.81%,88.17%,24.09%,92.58%,NULL,92.79%,74.64%,62.42%,11.29%,78.79%,91.89%,49.25%,100%,38.45%,54.16%,41.62%,72.11%,42.98%
2014-3-9,34.47%,NULL,37.6%,80.52%,92.55%,99.68%,84.12%,81.72%,95.62%,87.84%,22.76%,93.12%,NULL,92.41%,77.52%,62.08%,11%,78.61%,92.32%,49.11%,100%,37.91%,53.34%,40.68%,71.96%,42.53%
2014-3-10,34.2%,NULL,37.17%,80.33%,92.79%,99.64%,84.37%,81.21%,97.75%,87.73%,21.77%,NULL,NULL,92.03%,80.36%,61.89%,10.71%,78.9%,92.53%,48.78%,100%,37.39%,52.66%,38.06%,71.99%,42.53%
2014-3-11,33.86%,NULL,36.77%,75.74%,92.9%,99.62%,83.81%,80.98%,98.44%,87.28%,21.75%,NULL,NULL,90.51%,82%,61.7%,10.42%,78.03%,92.58%,48.44%,100%,37.16%,52.25%,34.33%,71.74%,42.02%
2014-3-12,33.59%,NULL,36.38%,73.85%,92.79%,99.74%,83.41%,81.17%,98.12%,86.6%,21.8%,94.32%,NULL,88.99%,79.27%,61.52%,10.42%,78.14%,92.37%,48.1%,100%,36.78%,51.72%,36.52%,71.32%,41.7%
2014-3-13,33.39%,NULL,35.99%,74.98%,93.49%,99.54%,84.12%,81.49%,97.68%,86.6%,21.87%,94.62%,NULL,90.89%,78.29%,61.25%,10.42%,79.04%,92.4%,47.9%,100%,36.4%,51.05%,39.66%,71.93%,42.4%
2014-3-14,33.19%,NULL,35.6%,78.02%,93.85%,99.02%,85.76%,81.72%,97.87%,97.66%,21.32%,94.44%,NULL,92.79%,77.31%,61.07%,10.42%,80.02%,91.39%,47.63%,100%,36.17%,50.65%,45.15%,73%,43.17%
2014-3-15,32.92%,NULL,35.27%,NULL,94.2%,99%,85.91%,81.9%,96.44%,NULL,20.34%,NULL,NULL,93.93%,80.79%,60.88%,10.13%,79.87%,91.39%,47.36%,100%,35.87%,50.26%,48.96%,NULL,43.89%
2014-3-16,32.65%,NULL,34.91%,NULL,94.44%,99.34%,85.76%,82.04%,94.19%,NULL,19.33%,NULL,NULL,93.93%,85.23%,60.66%,9.84%,80.17%,91.36%,46.89%,100%,35.56%,49.6%,52.26%,73.59%,44.48%
2014-3-17,32.39%,NULL,34.55%,NULL,94.8%,99.63%,85.99%,82.18%,94.32%,98.01%,18.34%,95.23%,NULL,94.31%,89.54%,60.4%,9.55%,79.58%,91.29%,46.56%,99.79%,NULL,49.47%,55.09%,73.66%,45.67%
2014-3-18,32.12%,NULL,34.09%,71.6%,95.04%,99.72%,85.4%,82.36%,93.32%,97.3%,17.36%,95.66%,NULL,94.31%,91.39%,60.18%,9.26%,79.62%,91.18%,46.23%,95.17%,34.96%,48.82%,57.55%,73.56%,46.4%
2014-3-19,31.79%,NULL,33.69%,70.67%,95.15%,99.75%,84.73%,82.22%,92.33%,96.6%,17.36%,NULL,NULL,94.31%,92.21%,60%,8.97%,78.75%,91.02%,45.89%,88.97%,34.66%,48.3%,59.61%,73.41%,47.01%
2014-3-20,31.47%,NULL,33.26%,69.93%,95.15%,99.73%,84.45%,81.99%,91.59%,95.78%,17.38%,96.21%,NULL,94.31%,88.74%,60%,8.97%,78.79%,90.84%,45.56%,82.12%,NULL,47.52%,60.2%,72.97%,47.21%
2014-3-21,31.14%,NULL,32.82%,71.97%,95.26%,99.69%,83.13%,81.95%,90.6%,94.84%,17.43%,96.39%,NULL,92.79%,85.34%,60%,8.97%,77.78%,90.68%,45.23%,75.6%,34.05%,47.13%,61.64%,72.84%,48.02%
2014-3-22,30.82%,NULL,32.44%,73.47%,95.5%,99.61%,83%,81.81%,90.23%,94.03%,17.47%,NULL,NULL,92.79%,81.78%,59.49%,8.97%,77.71%,90.47%,44.9%,71.78%,33.83%,46.75%,58.58%,72.72%,47.75%
2014-3-23,30.56%,NULL,32.03%,74.79%,95.74%,99.6%,81.91%,81.9%,91.22%,93.32%,17.5%,NULL,NULL,93.93%,78.29%,59.2%,8.97%,76.61%,90.21%,44.5%,69.56%,33.52%,46.11%,52.31%,72.41%,47.75%
2014-3-24,30.69%,NULL,31.65%,75.93%,95.86%,99.64%,81.25%,82.04%,92.64%,92.5%,16.93%,96.27%,NULL,93.93%,74.43%,59.12%,8.97%,75.59%,89.89%,44.11%,66.99%,33.29%,45.6%,45.84%,72.11%,47.75%
2014-3-25,30.05%,NULL,31.24%,77.07%,95.74%,99.7%,80.69%,81.62%,94.32%,91.68%,15.94%,96.09%,NULL,94.31%,75.38%,60%,8.68%,75.3%,89.55%,43.78%,62.78%,32.44%,45.09%,39.22%,71.77%,46.94%
2014-3-26,29.8%,NULL,30.83%,77.83%,95.5%,99.73%,78.95%,81.76%,95.62%,90.86%,15.27%,95.91%,NULL,94.69%,77.1%,58.37%,8.39%,74.19%,89.23%,43.39%,59.35%,32.37%,44.59%,32.64%,71.04%,46.4%
2014-3-27,29.48%,NULL,30.39%,78.41%,95.26%,99.76%,78.33%,81.95%,97.14%,89.93%,15.36%,NULL,NULL,97.36%,78.83%,60%,8.1%,73.67%,88.89%,43.06%,55.73%,32.09%,44.08%,27.41%,70.71%,45.53%
2014-3-28,29.36%,NULL,29.99%,78.98%,95.15%,99.75%,77.28%,81.76%,91.59%,89.11%,15.4%,95.66%,NULL,96.22%,78.29%,63.94%,7.81%,72.78%,88.66%,42.73%,51.96%,31.73%,43.7%,24.56%,70.34%,44.08%
2014-3-29,29.04%,NULL,29.48%,79.37%,94.44%,99.78%,76.94%,81.49%,98.44%,88.17%,15.44%,95.42%,NULL,94.69%,77.42%,57.11%,7.81%,71.68%,88.4%,42.34%,48.36%,31.45%,43.2%,22.61%,70.04%,42.98%
2014-3-30,28.79%,NULL,29.02%,82.47%,94.8%,99.54%,76.49%,81.76%,97.25%,87.61%,15.46%,NULL,NULL,92.03%,76.56%,56.72%,7.81%,71.72%,88.14%,41.95%,44.95%,31.17%,42.58%,23.01%,70.04%,42.14%
2014-3-31,28.73%,NULL,28.62%,85.21%,94.8%,99.36%,75.53%,82.13%,97.93%,87.39%,15.61%,NULL,NULL,92.79%,76.02%,56.65%,8.1%,71.85%,88.01%,41.56%,39.89%,30.87%,42.7%,23.51%,70.04%,41.51%
2014-4-1,29.11%,NULL,28.74%,81.69%,95.15%,99.2%,75.06%,82.13%,98.12%,88.29%,15.68%,95.54%,NULL,91.65%,76.41%,56.51%,8.1%,71.28%,87.82%,41.24%,35.93%,30.74%,42.58%,22.15%,69.98%,42.98%
2014-4-2,29.04%,NULL,28.68%,73.85%,95.04%,99.51%,74.47%,82.08%,98.12%,88.99%,15.79%,95.36%,NULL,92.03%,74.43%,56.3%,8.1%,71.55%,87.59%,40.85%,36.37%,30.59%,42.58%,21.97%,69.61%,43.63%
2014-4-3,29.23%,NULL,28.71%,69.74%,94.55%,99.71%,74.07%,82.13%,98.62%,88.17%,15.92%,95.6%,NULL,91.65%,73.8%,55.99%,8.39%,70.64%,87.2%,40.53%,37.99%,30.31%,42.46%,21.79%,69.43%,44.35%
2014-4-4,29.36%,NULL,28.99%,72.16%,94.68%,99.76%,73.98%,82.27%,98.12%,87.5%,16.01%,95.84%,NULL,90.51%,73.06%,55.67%,8.39%,70.8%,86.79%,40.14%,40.19%,30.17%,42.58%,22.49%,69.37%,45.14%
2014-4-5,29.36%,NULL,29.14%,73.85%,94.68%,99.77%,73.83%,81.99%,97.31%,86.72%,16.09%,NULL,NULL,91.27%,72.23%,55.29%,8.39%,69.8%,86.53%,39.7%,41.36%,NULL,42.7%,23.1%,69.05%,45.73%
2014-4-6,29.23%,NULL,29.26%,74.98%,94.8%,99.78%,72.76%,81.9%,96.87%,85.82%,16.17%,NULL,NULL,92.03%,71.5%,54.97%,8.39%,69.9%,86.06%,39.31%,42.55%,29.82%,42.83%,24.17%,68.66%,33.41%
2014-4-7,29.11%,NULL,29.26%,75.74%,94.68%,99.78%,71.89%,82.08%,97.62%,85.03%,15.76%,96.39%,NULL,93.17%,70.67%,54.66%,8.39%,68.9%,85.65%,39%,43.58%,29.39%,43.08%,24.86%,68.1%,47.75%
2014-4-8,28.92%,NULL,29.23%,77.64%,94.91%,99.65%,71.98%,82.04%,97.43%,85.48%,14.84%,NULL,NULL,94.31%,73.59%,54.32%,8.39%,69.13%,85.24%,38.68%,45.3%,29.11%,42.83%,24.69%,67.92%,47.48%
2014-4-9,28.73%,NULL,29.14%,80.33%,94.68%,99.57%,71.68%,81.85%,96.93%,85.03%,13.9%,96.88%,NULL,93.17%,78.18%,53.94%,8.39%,68.57%,84.8%,38.24%,46.49%,NULL,42.46%,24.3%,67.71%,46.4%
2014-4-10,28.61%,NULL,28.96%,80.33%,94.68%,99.55%,70.65%,81.9%,96.75%,84.25%,13.38%,NULL,NULL,92.79%,82.45%,53.63%,8.39%,52.49%,84.34%,37.86%,47.33%,28.53%,42.08%,23.73%,67.33%,45.14%
2014-4-11,28.24%,NULL,28.77%,82.86%,94.55%,99.51%,70.31%,81.85%,96.62%,84.25%,13.45%,96.7%,NULL,92.79%,80.79%,53.46%,8.1%,67.39%,84.01%,37.48%,47.86%,28.33%,41.59%,23.23%,67.09%,44.61%
