,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2013-1-12,65.23%,NULL,76.87%,83.83%,98.62%,99.19%,95.52%,81.97%,98.41%,97.77%,56.91%,95.84%,NULL,93.93%,72.54%,NULL,21.42%,99.27%,94.93%,65.92%,100%,NULL,92.73%,84.25%,97.59%,48.36%
2013-1-13,64.95%,NULL,76.46%,83.05%,98.98%,99.3%,95.13%,81.84%,98.29%,96.95%,56.53%,95.91%,NULL,91.65%,74.64%,54.41%,21.42%,99.19%,95.71%,65.03%,100%,68.65%,92.39%,83.89%,97.1%,48.57%
2013-1-14,64.74%,NULL,76.07%,82.86%,99.09%,99.21%,94.91%,82.3%,98.78%,97.19%,56.12%,95.97%,NULL,91.27%,76.77%,54.41%,21.42%,99.23%,95.25%,64.14%,100%,NULL,93.38%,82.32%,96.92%,48.09%
2013-1-15,64.41%,NULL,73.37%,83.83%,99.09%,99.17%,94.38%,81.88%,98.23%,97.07%,55.69%,96.33%,NULL,91.65%,78.71%,54.41%,21.42%,99.32%,94.31%,63.33%,100%,NULL,94.41%,83.54%,96.43%,49.09%
2013-1-16,64.09%,NULL,72.89%,83.64%,98.03%,99.28%,94.94%,81.56%,98.59%,96.95%,55.28%,96.58%,NULL,91.27%,80.57%,55.17%,21.42%,99.36%,93.17%,62.39%,100%,68.52%,94.59%,84.6%,95.62%,47.48%
2013-1-17,63.68%,NULL,72.42%,83.05%,96.73%,99.42%,95.19%,81.88%,98.65%,96.84%,54.87%,96.76%,NULL,90.89%,81.78%,54.41%,21.42%,99.15%,92.11%,61.59%,100%,68.23%,93.9%,85.67%,95.07%,47.28%
2013-1-18,63.28%,NULL,71.81%,81.49%,95.89%,99.34%,95.05%,81.88%,98.72%,96.95%,54.41%,96.88%,NULL,89.75%,83.32%,54.41%,21.42%,99.06%,91.76%,61.23%,100%,67.84%,93.21%,86.63%,94.88%,47.07%
2013-1-19,62.87%,NULL,71.56%,79.75%,95.43%,99.34%,94.97%,81.74%,98.04%,97.19%,54.12%,96.94%,NULL,89.37%,84.78%,54.41%,21.42%,99.19%,91.76%,60.94%,100%,NULL,92.53%,85.82%,94.4%,47.55%
2013-1-20,62.55%,NULL,71.12%,79.56%,95.07%,99.34%,94.88%,81.84%,96.94%,97.19%,54.12%,96.94%,NULL,89.75%,86.36%,54.41%,21.42%,99.15%,91.68%,60.65%,100%,66.33%,91.5%,86.94%,93.9%,48.91%
2013-1-21,62.15%,NULL,70.73%,81.49%,94.48%,99.33%,94.94%,82.2%,97.31%,97.3%,53.26%,96.88%,NULL,92.41%,87.82%,54.41%,21.42%,98.89%,91.55%,60.36%,99.15%,66.13%,90.65%,87.74%,93.31%,50.15%
2013-1-22,61.82%,NULL,70.26%,83.05%,94.7%,99.34%,94.63%,82.07%,97.13%,97.3%,52.77%,96.82%,NULL,92.79%,83.78%,54.41%,21.42%,98.89%,91.39%,59.93%,95.17%,NULL,89.81%,86.58%,92.66%,49.67%
2013-1-23,61.42%,NULL,69.75%,84.62%,95.43%,99.41%,94.99%,82.02%,97.31%,97.3%,51.86%,96.7%,NULL,93.93%,83.22%,54.41%,21.42%,98.68%,91.29%,59.57%,91.53%,65.94%,88.68%,85.52%,92.34%,48.91%
2013-1-24,61.1%,NULL,69.41%,86%,96.13%,99.5%,94.97%,81.93%,96.7%,97.3%,50.93%,96.64%,NULL,94.31%,83.66%,54.41%,21.42%,98.47%,91.07%,59.36%,87.69%,NULL,87.79%,84.7%,91.52%,48.57%
2013-1-25,60.69%,NULL,69.03%,86.99%,93.64%,99.47%,95.24%,81.74%,97%,97.19%,50.03%,96.58%,NULL,93.93%,84.11%,54.41%,21.42%,98.04%,90.86%,59.21%,82.33%,NULL,87.29%,84.45%,91.16%,48.09%
2013-1-26,60.37%,NULL,68.65%,88.18%,92.94%,99.45%,95.36%,81.79%,97.07%,97.19%,49.12%,96.52%,NULL,91.65%,84.78%,54.41%,21.42%,97.66%,90.63%,59.07%,76.77%,64.67%,86.62%,83.33%,90.8%,47.07%
2013-1-27,59.97%,NULL,68.27%,88.98%,93.4%,99.4%,95.58%,82.07%,95.54%,97.07%,48.19%,96.33%,NULL,89.37%,85.34%,54.79%,21.42%,97.28%,90.44%,59%,71.96%,63.6%,85.96%,84.3%,90.31%,46.8%
2013-1-28,59.81%,NULL,67.85%,89.18%,94%,99.29%,95.83%,82.3%,95.05%,96.84%,47.26%,96.21%,NULL,85.95%,86.13%,54.72%,21.42%,97.03%,90.23%,58.85%,67.57%,63.6%,84.97%,85.11%,89.82%,47.28%
2013-1-29,59.33%,NULL,67.3%,89.78%,93.53%,98.97%,96.02%,82.2%,95.29%,96.84%,46.32%,95.97%,NULL,81%,86.92%,54.55%,21.42%,96.49%,89.97%,58.71%,66.99%,64.14%,83.98%,83.89%,89.25%,48.09%
2013-1-30,59.01%,NULL,66.8%,89.98%,92.23%,98.46%,96.3%,82.11%,94.99%,96.6%,46.52%,95.72%,NULL,77.2%,87.82%,54.41%,21.42%,96.15%,89.76%,58.14%,66.03%,NULL,82.99%,84.81%,88.76%,47.75%
2013-1-31,58.69%,NULL,65.92%,90.59%,91.39%,97.92%,96.27%,81.61%,94.93%,96.48%,43.88%,95.48%,NULL,80.24%,88.74%,54.4%,21.42%,95.94%,89.5%,57.57%,64.71%,NULL,81.86%,82.06%,88.41%,48.29%
2013-2-1,58.37%,NULL,65.62%,86.99%,90.45%,97.46%,96.55%,81.65%,95.05%,96.37%,43.88%,95.23%,NULL,82.91%,88.74%,54.53%,21.42%,95.28%,89.29%,57.08%,63.36%,NULL,80.73%,80%,88.24%,48.77%
2013-2-2,57.81%,NULL,65.17%,85.8%,91.51%,97.13%,95.97%,81.65%,95.05%,96.25%,43.91%,94.99%,NULL,86.33%,84.89%,54.53%,21.42%,94.2%,88.97%,57.25%,62.78%,61.57%,79.77%,79.02%,87.93%,49.32%
2013-2-3,57.33%,NULL,64.76%,85.8%,92.34%,96.79%,96.08%,81.7%,93.46%,96.02%,43.37%,94.74%,NULL,88.61%,80.91%,55.02%,21.42%,93.05%,88.84%,57.43%,62.21%,61.96%,78.66%,79.72%,87.61%,50.08%
2013-2-4,56.78%,NULL,64.31%,86%,93.18%,96.45%,95.58%,81.74%,93.71%,95.9%,42.43%,94.56%,NULL,93.17%,81.23%,55.68%,21.42%,92.36%,88.82%,57.79%,61.46%,NULL,77.87%,80.42%,87.44%,49.32%
2013-2-5,56.31%,NULL,63.86%,86.19%,94%,96.1%,95.13%,81.74%,94.07%,95.78%,41.48%,94.26%,NULL,96.6%,82.66%,55.96%,21.42%,90.5%,88.58%,58.07%,60.31%,61.32%,77.24%,76.42%,87.16%,48.16%
2013-2-6,55.83%,NULL,63.41%,86.79%,94.59%,95.79%,94.77%,81.7%,94.2%,95.55%,40.55%,93.89%,NULL,95.84%,84.44%,55.68%,21.42%,89.62%,88.37%,58.21%,59.35%,61.05%,76.45%,73.64%,86.61%,47.89%
2013-2-7,55.28%,NULL,62.79%,87.38%,95.19%,95.54%,94.58%,81.65%,93.77%,95.43%,39.6%,93.59%,NULL,94.31%,86.24%,54.53%,21.42%,88.27%,88.24%,58.07%,58.39%,60.69%,75.66%,70.06%,86.16%,47.68%
2013-2-8,54.81%,NULL,62.43%,87.98%,94.94%,95.18%,94.52%,81.84%,92.25%,95.31%,38.63%,93.18%,NULL,94.69%,87.82%,54.53%,21.42%,87.05%,88.61%,58%,62.21%,NULL,75.04%,67.54%,85.68%,46.8%
2013-2-9,54.26%,NULL,61.97%,86.99%,94.24%,94.78%,94.08%,82.07%,90.12%,95.08%,37.92%,92.82%,NULL,94.69%,89.65%,54.53%,21.42%,85.81%,88.89%,57.79%,89.4%,60.06%,74.42%,64.89%,85.31%,46.6%
2013-2-10,53.56%,NULL,61.53%,85.8%,94%,94.49%,93.91%,82.16%,91.82%,94.84%,37.95%,92.58%,NULL,95.46%,88.85%,54.53%,21.42%,85.22%,89.03%,57.64%,100%,NULL,73.79%,64.16%,84.77%,47.14%
2013-2-11,53.17%,NULL,61.05%,86.2%,94.83%,94.08%,92.91%,82.25%,90.61%,94.73%,37.95%,92.41%,NULL,95.46%,85.23%,54.53%,21.42%,84.68%,89.18%,57.64%,100%,59.33%,73.33%,64.94%,84.3%,48.77%
2013-2-12,52.62%,NULL,60.81%,86.79%,95.65%,93.65%,92.96%,82.02%,90.3%,94.49%,37.95%,92.17%,NULL,94.31%,81.56%,54.53%,21.42%,84.11%,89.34%,57.64%,100%,59.06%,72.71%,65.54%,83.79%,48.77%
2013-2-13,52.08%,NULL,60.42%,87.18%,96.73%,93.24%,92.02%,81.97%,90.18%,94.26%,37.95%,91.87%,NULL,93.93%,82.45%,54.53%,21.42%,83.73%,89.47%,57.64%,100%,58.64%,71.79%,63.43%,83.29%,48.5%
2013-2-14,51.54%,NULL,60.02%,87.38%,97.19%,92.93%,91.85%,81.88%,NULL,94.14%,37.95%,91.57%,NULL,92.03%,84.44%,54.53%,21.42%,83%,89.5%,57.64%,100%,57.5%,71.79%,60.91%,83.05%,48.29%
2013-2-15,51.07%,NULL,59.63%,87.78%,97.19%,92.52%,91.09%,81.74%,NULL,94.03%,34.55%,91.22%,NULL,90.51%,86.47%,54.53%,21.42%,82.06%,89.5%,57.57%,100%,57.05%,69.49%,55.32%,82.28%,47.41%
2013-2-16,50.61%,NULL,59.23%,88.18%,96.73%,92.12%,91.02%,81.74%,90.67%,93.79%,33.96%,90.8%,NULL,91.27%,88.51%,54.99%,21.42%,81.27%,89.44%,57.43%,100%,56.86%,68.28%,55.32%,81.95%,46.8%
2013-2-17,50.15%,NULL,58.83%,88.38%,96.13%,91.69%,90.81%,81.65%,90.91%,93.56%,33.98%,90.32%,NULL,92.79%,87.26%,54.82%,21.42%,80.3%,89.31%,57.43%,100%,56.5%,67.22%,52.5%,81.16%,46.07%
2013-2-18,49.69%,NULL,58.28%,88.58%,94.24%,91.26%,90.61%,81.74%,94.2%,93.32%,34.03%,89.85%,NULL,93.17%,83.78%,54.72%,21.42%,78.75%,89.08%,57.36%,100%,57.09%,66.33%,49.79%,80.96%,46.67%
2013-2-19,49.38%,NULL,57.92%,88.58%,91.39%,90.66%,90.25%,82.07%,94.32%,93.21%,34.07%,89.26%,NULL,92.79%,80.24%,54.72%,21.42%,77.69%,88.84%,56.86%,100%,55.83%,65.58%,46.99%,80.17%,47.41%
2013-2-20,49.07%,NULL,57.49%,88.38%,88.98%,89.96%,89.66%,82.16%,92.98%,92.97%,34.09%,88.66%,NULL,92.41%,76.77%,54.72%,21.42%,76.31%,88.61%,56.37%,100%,NULL,64.99%,43.97%,79.74%,48.02%
2013-2-21,48.77%,NULL,57.03%,88.38%,86.97%,89.46%,89.25%,81.97%,92.55%,92.74%,33.53%,88.18%,NULL,92.79%,73.18%,54.72%,21.42%,75.31%,88.48%,55.67%,100%,55.29%,64.4%,41.09%,79.12%,48.57%
2013-2-22,48.46%,NULL,56.57%,88.38%,85.86%,88.92%,88.46%,81.97%,93.34%,92.5%,32.58%,87.72%,NULL,92.79%,74.22%,54.72%,21.42%,74.25%,88.53%,55.1%,100%,NULL,63.9%,38.14%,78.41%,49.6%
2013-2-23,48.16%,NULL,55.95%,88.58%,85.2%,88.34%,87.77%,81.88%,94.75%,91.92%,31.62%,87.2%,NULL,91.65%,76.46%,54.72%,21.42%,73.4%,88.66%,54.68%,100%,55.37%,63.23%,35%,78.13%,49.32%
2013-2-24,47.85%,NULL,55.64%,88.58%,84.2%,87.76%,87.25%,81.7%,93.71%,90.75%,30.63%,86.67%,NULL,90.51%,78.71%,53.43%,21.42%,72.28%,89.13%,54.27%,100%,NULL,62.65%,31.96%,77.81%,48.5%
2013-2-25,47.55%,NULL,55.26%,88.58%,82.64%,87.12%,86.97%,81.74%,95.11%,89.69%,29.65%,86.04%,NULL,90.89%,81.01%,53.16%,21.42%,71.01%,89.44%,53.92%,100%,53.83%,62.07%,28.58%,77.24%,48.29%
2013-2-26,47.24%,NULL,54.8%,88.58%,80.69%,86.36%,86.21%,81.79%,93.95%,88.64%,28.7%,85.52%,NULL,92.03%,83.32%,52.99%,21.42%,70.12%,89.52%,53.64%,100%,53.49%,61.49%,29.07%,76.38%,47.75%
2013-2-27,46.94%,NULL,54.37%,88.38%,79.89%,85.55%,85.57%,81.84%,92.92%,87.61%,27.71%,84.95%,NULL,93.93%,85.68%,52.75%,21.42%,68.9%,89.55%,53.36%,100%,NULL,60.77%,29.77%,76.06%,46.87%
2013-2-28,46.56%,NULL,53.87%,87.78%,79.57%,84.84%,85.13%,82.11%,91.34%,86.72%,26.73%,84.36%,NULL,94.31%,85.23%,52.58%,21.42%,68.29%,89.47%,53.08%,100%,NULL,60.2%,30.35%,75.84%,47.14%
2013-3-1,46.26%,NULL,53.38%,88.38%,78.98%,84.18%,84.23%,82.16%,89.76%,85.71%,25.78%,83.79%,NULL,94.31%,84.89%,52.62%,21.42%,67.56%,89.31%,52.81%,100%,NULL,59.63%,30.89%,75.16%,47.82%
2013-3-2,45.96%,NULL,52.93%,88.18%,77.42%,83.44%,83.11%,82.34%,89.76%,84.47%,24.8%,83.15%,NULL,93.93%,83.44%,52.15%,21.42%,66.73%,89.23%,52.53%,100%,52.19%,59.2%,31.58%,74.35%,49.32%
2013-3-3,45.58%,NULL,52.55%,87.38%,77.06%,82.75%,82.08%,82.11%,88.26%,83.46%,23.83%,82.57%,NULL,95.46%,82.11%,51.91%,21.42%,65.13%,89.16%,52.19%,100%,NULL,58.63%,32.21%,74.1%,50.15%
2013-3-4,45.28%,NULL,52.14%,86.59%,76.47%,82.04%,79.92%,81.97%,87.78%,82.45%,22.91%,82%,NULL,95.08%,80.68%,51.88%,21.42%,64.06%,89.03%,51.98%,100%,51.67%,58.1%,32.8%,73.82%,50.43%
2013-3-5,44.98%,NULL,51.65%,85.8%,75.86%,81.35%,79.04%,81.97%,86.35%,81.33%,21.93%,81.39%,NULL,93.93%,80.03%,51.48%,21.42%,63.32%,88.79%,51.7%,100%,NULL,57.5%,33.43%,72.83%,49.87%
2013-3-6,44.68%,NULL,50.97%,NULL,74.94%,80.68%,78.12%,81.97%,85.7%,80.1%,20.97%,80.77%,NULL,92.03%,80.13%,51.18%,21.42%,62.72%,88.55%,51.43%,100%,51.76%,56.94%,34.06%,72.28%,49.32%
2013-3-7,44.38%,NULL,50.59%,84.23%,74.14%,79.98%,77.16%,81.93%,84.7%,78.97%,20%,80.04%,NULL,86.33%,80.91%,50.95%,21.42%,61.71%,88.29%,51.09%,99.79%,51.33%,56.1%,34.51%,71.73%,49.05%
2013-3-8,44.01%,NULL,50.06%,83.44%,72.73%,79.23%,75.97%,81.88%,83.88%,77.96%,19.04%,79.37%,NULL,86.71%,83.89%,50.75%,21.42%,60.4%,87.98%,50.81%,94.53%,50.73%,55.41%,34.87%,71.25%,48.23%
2013-3-9,43.64%,NULL,49.58%,82.47%,70.93%,78.47%,75.53%,81.88%,82.6%,76.96%,18.72%,78.7%,NULL,88.99%,87.03%,50.42%,21.42%,59.63%,87.67%,50.47%,93.45%,NULL,54.72%,35.35%,70.97%,47.41%
2013-3-10,43.34%,NULL,49.11%,81.49%,70.02%,77.64%,74.45%,81.84%,81.05%,75.9%,17.37%,78.02%,NULL,91.27%,89.89%,50.15%,21.42%,58.59%,87.33%,50.13%,91.12%,50.55%,54.3%,35.97%,70.49%,46.27%
2013-3-11,42.97%,NULL,48.63%,80.72%,68.62%,76.74%,73.84%,81.33%,80.87%,75.05%,17.4%,77.41%,NULL,92.03%,90.34%,49.89%,21.42%,57.68%,86.86%,49.86%,88.97%,50.55%,53.89%,36.55%,70%,47.14%
2013-3-12,42.68%,NULL,48.15%,79.75%,68.51%,75.85%,72.72%,80.96%,79.26%,73.88%,17.43%,76.73%,NULL,93.93%,88.05%,49.63%,21.42%,56.49%,86.45%,49.59%,86.4%,49.7%,53.75%,37.2%,69.52%,47.55%
2013-3-13,42.31%,NULL,47.67%,78.98%,67.92%,75.06%,71.99%,80.78%,77.95%,72.82%,17.03%,76.19%,NULL,94.31%,85.68%,49.33%,21.42%,55.69%,86.01%,49.32%,83.41%,47.26%,53.75%,37.74%,69.08%,48.09%
2013-3-14,41.94%,NULL,46.94%,78.21%,66.8%,74.07%,70.99%,80.74%,77.78%,71.76%,17.06%,75.54%,NULL,93.17%,87.26%,49.07%,21.42%,54.64%,85.65%,48.98%,85.53%,NULL,52.93%,38.34%,68.87%,48.91%
2013-3-15,41.58%,NULL,46.49%,77.26%,66.8%,73.07%,70.23%,80.74%,76.92%,70.59%,17.08%,74.89%,NULL,91.27%,86.36%,48.84%,21.42%,53.45%,85.21%,48.71%,88.12%,46.73%,52.25%,38.82%,68.4%,49.46%
2013-3-16,41.14%,NULL,46.03%,76.49%,67.01%,72.12%,69.3%,80.74%,76.58%,69.42%,17.04%,74.24%,NULL,88.99%,83.11%,48.58%,21.42%,52.43%,84.83%,48.3%,89.81%,NULL,51.72%,39.22%,67.89%,48.91%
2013-3-17,40.84%,NULL,45.71%,75.74%,67.42%,71.17%,68.33%,80.69%,74.39%,68.26%,17.07%,73.65%,NULL,87.47%,80.13%,48.32%,21.42%,51.61%,84.37%,48.03%,91.12%,NULL,51.18%,39.66%,67.57%,48.43%
2013-3-18,40.7%,NULL,45.14%,74.98%,67.62%,70.24%,67.78%,80.46%,74.89%,67.09%,16.53%,73.05%,NULL,87.09%,76.67%,48.22%,21.42%,50.77%,83.86%,48.03%,91.97%,45.59%,50.79%,40.07%,66.89%,48.16%
2013-3-19,40.41%,NULL,44.86%,74.41%,67.92%,69.34%,66.63%,80.14%,74.84%,66.35%,16.04%,72.35%,NULL,86.33%,78.39%,47.8%,21.42%,50.17%,83.38%,47.83%,92.81%,NULL,50.13%,40.47%,66.42%,47.01%
2013-3-20,40.12%,NULL,44.43%,73.84%,67.92%,68.47%,65.87%,79.73%,74.05%,65.48%,16.07%,71.59%,NULL,86.33%,77.42%,47.55%,21.42%,48.83%,82.89%,47.43%,93.89%,NULL,49.6%,40.07%,66.16%,47.07%
2013-3-21,39.76%,NULL,43.97%,73.09%,68.22%,67.61%,65.05%,79.41%,73.1%,64.6%,16.1%,70.79%,NULL,86.71%,74.12%,47.29%,21.42%,48.07%,82.44%,47.03%,95.81%,NULL,49.08%,34.86%,65.61%,47.07%
2013-3-22,39.47%,NULL,43.55%,72.35%,68.22%,66.77%,64.12%,79.63%,72.77%,63.73%,16.1%,70.01%,NULL,89.37%,70.67%,47%,21.42%,47.27%,81.96%,46.76%,95.61%,NULL,48.69%,35.19%,65.1%,47.01%
2013-3-23,39.11%,NULL,42.87%,71.6%,67.71%,65.97%,63%,79.77%,73.1%,62.85%,16.13%,69.39%,NULL,89.37%,67.41%,46.81%,21.42%,46.25%,81.5%,46.43%,92.4%,NULL,48.17%,32.8%,64.49%,47.55%
2013-3-24,38.75%,NULL,42.56%,70.85%,67.42%,65.2%,62.32%,79.68%,73.21%,62.08%,16.15%,68.77%,NULL,88.99%,66.61%,46.49%,21.42%,45.21%,81.05%,46.09%,89.17%,NULL,47.52%,30.37%,64.06%,47.55%
2013-3-25,38.39%,NULL,42.09%,70.48%,67.62%,64.47%,61.39%,79.54%,73.6%,61.69%,16.14%,68.15%,NULL,88.99%,65.72%,46.24%,21.42%,44.46%,80.57%,45.76%,86.4%,42.83%,47%,28%,NULL,48.09%
2013-3-26,38.03%,NULL,41.61%,70.3%,67.81%,63.81%,60.9%,79.68%,74.56%,60.91%,16.17%,67.58%,NULL,92.79%,65.12%,45.95%,21.42%,43.68%,80.07%,45.43%,84.89%,NULL,46.49%,25.1%,63.16%,45.14%
2013-3-27,37.68%,NULL,41.17%,70.3%,68.31%,63.48%,59.85%,79.86%,76.02%,60.23%,16.22%,67.06%,NULL,91.65%,64.33%,45.7%,21.42%,43.32%,79.6%,45.1%,85.33%,NULL,46.11%,21.46%,62.94%,48.23%
2013-3-28,37.4%,NULL,40.83%,71.78%,69.52%,63.08%,59.41%,80.05%,77.27%,60.33%,16.21%,66.59%,NULL,90.51%,63.56%,45.44%,21.42%,43.25%,79.1%,44.77%,87.69%,41.93%,45.47%,17.7%,62.91%,42.08%
2013-3-29,37.11%,NULL,40.46%,73.84%,70.63%,64.19%,59.41%,80.37%,76.36%,60.91%,16.24%,66.8%,NULL,89.37%,62.98%,45.16%,21.42%,42.95%,78.78%,44.44%,90.25%,NULL,45.23%,18.59%,63.13%,42.85%
2013-3-30,36.69%,NULL,40.02%,78.41%,71.93%,64.21%,59.22%,80.87%,77.78%,62.37%,16.26%,67.58%,NULL,87.09%,62.1%,44.91%,21.42%,42.62%,78.36%,44.11%,95.61%,NULL,44.72%,15.01%,63.02%,43.3%
2013-3-31,36.41%,NULL,39.51%,79.95%,73.05%,64.32%,58.73%,81.42%,79.72%,62.56%,16.26%,67.74%,NULL,86.33%,61.34%,44.63%,21.42%,42.38%,78.11%,43.78%,100%,41.13%,44.21%,11.3%,62.86%,44.15%
2013-4-1,36.06%,NULL,39.18%,86%,74.35%,65.34%,58.5%,82.39%,80.12%,62.85%,16.29%,68.2%,NULL,87.85%,60.67%,44.35%,21.42%,42.38%,78.16%,43.45%,100%,NULL,43.58%,9.7%,62.55%,45.47%
2013-4-2,35.78%,NULL,38.75%,91.59%,75.35%,66.21%,58.54%,82.43%,81.04%,64.12%,16.32%,69.34%,NULL,87.85%,57.14%,44.04%,21.42%,42.48%,78.31%,43.13%,100%,NULL,43.08%,9.1%,62.66%,46.2%
2013-4-3,35.51%,NULL,38.16%,93.62%,76.36%,67.54%,58.33%,82.43%,82.08%,64.8%,16.47%,69.96%,NULL,87.47%,53.57%,43.79%,21.56%,42.62%,78.33%,42.8%,100%,NULL,42.46%,10.45%,62.61%,46.67%
2013-4-4,35.44%,NULL,38.85%,93.22%,77.68%,69.31%,58.75%,82.43%,82.89%,65.77%,16.77%,71.1%,NULL,90.89%,50.46%,43.51%,21.71%,42.95%,78.5%,42.47%,100%,40.04%,42.08%,11.25%,62.97%,47.07%
2013-4-5,35.51%,NULL,39.54%,92.61%,79.07%,72.01%,58.92%,82.43%,84.7%,67.19%,17.13%,72.46%,NULL,96.6%,47.01%,43.23%,21.71%,43.45%,79.1%,42.21%,100%,39.85%,42.21%,10.41%,64.41%,48.02%
2013-4-6,37.54%,NULL,41.41%,76.11%,80.99%,76.69%,63.96%,82.39%,88.13%,71.65%,19.02%,74.35%,NULL,97.74%,46.77%,44.07%,22.43%,46.69%,80.15%,42.67%,100%,NULL,44.71%,23.85%,64.41%,49.73%
2013-4-7,38.89%,NULL,45.04%,79.56%,82.86%,80.85%,67.22%,82.34%,89.26%,76.11%,19.4%,75.92%,NULL,90.51%,46.44%,44.07%,22.43%,48.26%,80.95%,42.34%,100%,43.23%,44.33%,33.27%,64.26%,49.39%
2013-4-8,39.03%,NULL,47.08%,78.21%,84.54%,83.57%,69.07%,82.48%,91.19%,77.85%,19.65%,77.35%,NULL,85.57%,45.65%,43.97%,22.43%,48.75%,81.45%,42.02%,100%,NULL,44.08%,35.6%,65.64%,49.25%
2013-4-9,39.03%,NULL,48.19%,77.26%,85.41%,85.61%,68.85%,82.43%,93.07%,78.64%,19.83%,78.75%,NULL,85.57%,44.86%,43.76%,22.43%,48.83%,81.63%,41.69%,100%,42.91%,43.7%,36.04%,66.95%,48.63%
2013-4-10,39.11%,NULL,49.33%,77.64%,86.41%,88.07%,69.01%,82.52%,94.48%,79.31%,20.05%,80.1%,NULL,84.05%,44.17%,43.51%,22.57%,49.13%,81.86%,41.95%,100%,42.91%,43.33%,36.04%,68.25%,47.82%
2013-4-11,39.18%,NULL,50.1%,78.21%,86.97%,90.12%,68.99%,82.52%,96.01%,80.09%,19.8%,81.5%,NULL,84.81%,43.41%,43.2%,22.57%,49.73%,82.13%,42.15%,100%,NULL,42.95%,40.99%,70.21%,47.01%
2013-4-12,39.11%,NULL,51.19%,82.86%,88.64%,90.02%,69.43%,82.91%,96.51%,81.22%,18.96%,83.21%,NULL,83.67%,45.26%,42.92%,22.57%,52.71%,83.88%,42.28%,100%,NULL,42.83%,42.65%,72.37%,47.55%
