,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2018-1-11,60.29%,NULL,74.2%,96.69%,82.65%,62.1%,99.58%,96.36%,97.85%,41.51%,51.14%,49.65%,2.86%,98.12%,66.06%,76%,9.41%,100%,93.57%,66.96%,100%,73.97%,80.55%,98.65%,76.73%,48.47%
2018-1-12,59.89%,NULL,74.2%,94.23%,84.1%,66.21%,99.17%,96.31%,96.97%,42.28%,50.77%,51.14%,3.46%,99.64%,69.65%,75.69%,9.41%,100%,92.4%,66.96%,100%,73.78%,81.91%,97.48%,78.58%,48.75%
2018-1-13,59.32%,NULL,74.1%,95.46%,85.65%,69.45%,99.19%,96.26%,95.78%,42.67%,50.86%,52.51%,3.9%,100%,70.07%,75.42%,9.41%,100%,91.31%,66.96%,98.95%,73.91%,82.93%,96.55%,79.87%,49.88%
2018-1-14,58.58%,NULL,74.01%,95.26%,86.76%,72.02%,98.7%,96.31%,96.09%,42.9%,50.92%,53.57%,4.2%,100%,69.44%,75.16%,9.41%,100%,90.52%,67.04%,95.4%,73.91%,84.13%,96.32%,80.74%,51.37%
2018-1-15,57.86%,NULL,73.82%,97.1%,87.32%,73.82%,98.95%,96.51%,97.85%,43.05%,51.01%,54.45%,4.38%,100%,68.71%,74.94%,9.41%,100%,89.94%,67.04%,90.48%,73.82%,85.17%,95.51%,81.7%,52.52%
2018-1-16,57.37%,NULL,73.54%,90.43%,87.32%,75.71%,99.03%,96.51%,97.98%,43.05%,50.4%,55.14%,4.51%,100%,67.9%,74.68%,9.41%,100%,89.76%,66.44%,84.25%,73.71%,85.34%,95.05%,82.31%,52.67%
2018-1-17,56.89%,NULL,73.26%,93.22%,88.09%,77.23%,98.31%,96.46%,97.98%,42.98%,50%,55.46%,4.67%,100%,71.53%,74.5%,9.41%,100%,89.55%,65.84%,76.97%,73.71%,85.52%,95.97%,82.89%,52.45%
2018-1-18,56.48%,NULL,72.97%,94.23%,89.09%,78.61%,97.65%,96.46%,97.91%,42.82%,50.07%,55.49%,4.79%,99.64%,71.84%,74.24%,9.41%,100%,89.39%,65.55%,69.97%,73.71%,85.17%,96.03%,83.36%,51.73%
2018-1-19,56.08%,NULL,72.59%,95.05%,90.09%,79.92%,97%,96.61%,97.98%,42.75%,50.1%,55.69%,4.9%,98.12%,70.9%,74.03%,9.41%,100%,89.71%,65.33%,67.38%,73.51%,85.17%,96.55%,83.77%,51.23%
2018-1-20,55.76%,NULL,72.27%,92.4%,91.25%,81%,96.64%,96.71%,97.79%,42.67%,49.55%,55.89%,5.03%,97.74%,69.95%,73.77%,9.41%,100%,89.92%,65.1%,77.2%,73.51%,84.65%,97.77%,84.32%,50.66%
2018-1-21,55.44%,NULL,71.89%,93.22%,92.67%,81.93%,96.37%,96.76%,97.03%,42.59%,49.12%,56.1%,5.12%,100%,73.65%,73.51%,9.41%,100%,90.07%,64.88%,91.76%,73.51%,84.48%,97.25%,84.69%,50.31%
2018-1-22,55.04%,NULL,71.51%,93.83%,93.74%,82.92%,96.1%,96.76%,97.91%,42.44%,49.18%,56.43%,5.2%,98.12%,73.86%,73.25%,9.41%,100%,90.21%,64.66%,100%,73.42%,84.31%,97.48%,84.97%,51.02%
2018-1-23,54.8%,NULL,71.18%,94.64%,94.57%,83.69%,96.48%,96.66%,98.29%,42.28%,49.24%,56.69%,5.29%,95.84%,72.9%,72.99%,9.41%,100%,90.21%,64.44%,100%,73.42%,84.13%,96.09%,85.21%,49.74%
2018-1-24,54.4%,NULL,70.95%,95.05%,95.04%,84.35%,96.73%,96.51%,98.29%,42.05%,49.3%,56.89%,5.4%,94.31%,71.95%,72.73%,9.41%,100%,90.13%,64.22%,100%,73.32%,83.96%,95.69%,85.38%,47.29%
2018-1-25,54.09%,NULL,70.66%,94.03%,95.4%,84.97%,96.32%,96.61%,98.92%,41.82%,48.73%,57.05%,5.45%,94.31%,70.9%,72.43%,9.41%,100%,90.18%,63.85%,99.36%,73.32%,83.45%,94.94%,85.48%,44.77%
2018-1-26,53.77%,NULL,70.38%,92.2%,95.16%,85.58%,95.89%,96.76%,98.23%,41.43%,47.74%,57.13%,5.54%,92.79%,74.5%,72.18%,9.26%,100%,90.31%,63.55%,99.36%,73.22%,82.76%,94.19%,85.41%,42.33%
2018-1-27,53.45%,NULL,70%,92%,94.92%,86.11%,95.75%,96.86%,97.66%,41.12%,47.35%,57.18%,5.61%,93.17%,78.86%,71.88%,9.12%,100%,90.57%,63.26%,100%,73.13%,81.91%,93.56%,85.58%,42.27%
2018-1-28,53.21%,NULL,69.67%,92.2%,94.8%,86.73%,96.1%,96.51%,97.1%,40.89%,47.38%,57.22%,5.68%,NULL,78.76%,71.71%,8.97%,100%,90.76%,62.97%,100%,73.13%,81.57%,95.17%,85.65%,44.57%
2018-1-29,52.9%,NULL,69.4%,92.81%,95.4%,87.91%,96.4%,96.86%,97.85%,40.74%,46.81%,57.62%,5.75%,93.93%,77.76%,71.5%,8.97%,100%,91.31%,62.68%,100%,73.13%,81.23%,96.26%,85.79%,46.67%
2018-1-30,52.66%,NULL,69.08%,93.22%,95.87%,89.51%,95.94%,96.66%,97.28%,41.12%,46.31%,58.42%,5.81%,93.17%,76.56%,71.29%,8.97%,100%,91.18%,62.38%,100%,73.03%,81.4%,96.38%,86.18%,49.03%
2018-1-31,52.42%,NULL,68.8%,94.64%,96.58%,90.83%,95.54%,96.81%,98.1%,41.51%,45.69%,59.09%,5.91%,95.08%,75.37%,71.04%,8.97%,100%,91.26%,62.09%,100%,73.13%,82.12%,96.84%,86.49%,51.09%
2018-2-1,52.26%,NULL,68.81%,97.51%,97.29%,93.83%,94.78%,96.66%,98.61%,42.28%,44.76%,60.45%,5.98%,96.22%,75.69%,70.83%,8.97%,100%,92.08%,61.8%,100%,73.13%,81.43%,96.38%,87.25%,51.3%
2018-2-2,52.03%,NULL,68.49%,87.78%,97.88%,96%,96.37%,96.41%,99.11%,43.83%,43.77%,61.82%,6.16%,96.22%,76.67%,70.58%,8.97%,100%,92.58%,61.36%,100%,73.03%,80.93%,97.13%,87.57%,52.23%
2018-2-3,51.95%,NULL,68.12%,92.61%,98.59%,97.82%,97.65%,96.61%,98.17%,44.52%,42.77%,62.96%,6.28%,95.84%,77.76%,70.33%,8.83%,100%,92.34%,60.93%,100%,72.93%,80.76%,96.96%,87.99%,52.81%
2018-2-4,51.79%,NULL,67.76%,94.57%,99.3%,99.79%,98.84%,97.06%,97.66%,45.22%,41.79%,64.32%,6.35%,97.36%,78.86%,70.08%,8.68%,100%,92.37%,60.64%,100%,72.83%,80.25%,96.44%,88.35%,53.54%
2018-2-5,51.71%,NULL,67.39%,96.9%,99.07%,99.92%,99.08%,96.91%,98.8%,46.14%,40.78%,65.86%,6.41%,96.6%,79.97%,69.83%,8.54%,100%,92.61%,60.35%,100%,72.73%,79.4%,95.74%,88.56%,53.75%
2018-2-6,51.48%,NULL,66.94%,95.26%,98.12%,99.89%,99.03%,96.71%,99.05%,46.91%,39.82%,67.29%,6.45%,95.84%,81.2%,69.5%,8.39%,100%,92.37%,60.06%,100%,72.83%,78.56%,94.65%,88.7%,53.46%
2018-2-7,51.24%,NULL,66.57%,94.03%,97.05%,99.9%,98.7%,96.56%,98.17%,47.38%,39.27%,68.72%,6.51%,95.08%,80.85%,69.21%,8.25%,100%,91.63%,59.7%,100%,72.73%,77.89%,95.97%,88.98%,52.81%
2018-2-8,51.01%,NULL,66.21%,93.01%,95.99%,99.97%,98.31%,96.66%,97.66%,47.76%,38.76%,70.34%,6.61%,95.08%,79.97%,68.92%,8.25%,100%,91.02%,59.27%,100%,72.63%,77.06%,95.15%,89.8%,52.6%
2018-2-9,50.93%,NULL,65.79%,94.03%,94.68%,99.98%,98.97%,96.36%,98.1%,48.33%,38.22%,71.84%,6.73%,93.93%,79.09%,68.59%,8.1%,100%,90.39%,58.84%,100%,72.63%,76.39%,95.4%,91.13%,51.88%
2018-2-10,50.7%,NULL,65.34%,94.23%,93.74%,99.96%,99.44%,96.11%,98.42%,48.85%,37.69%,73.31%,7.05%,90.89%,78.53%,68.35%,7.96%,100%,89.5%,58.34%,100%,72.53%,76.06%,95.8%,92.94%,51.23%
2018-2-11,50.46%,NULL,64.85%,91.59%,92.79%,99.89%,99.44%,96.71%,97.85%,49.28%,37.16%,74.79%,7.34%,89.75%,77.87%,68.06%,7.81%,100%,89.44%,57.76%,100%,72.53%,75.72%,96.26%,94.43%,50.94%
2018-2-12,50.3%,NULL,64.41%,96.49%,92.55%,99.87%,99.08%,96.81%,98.61%,49.72%,36.61%,76.2%,7.64%,88.99%,77.44%,67.78%,7.67%,100%,89.23%,57.12%,100%,72.53%,75.23%,96.44%,95.76%,51.02%
2018-2-13,50.07%,NULL,63.97%,94.23%,93.26%,99.9%,98.17%,96.96%,98.61%,49.98%,36.06%,77.62%,7.85%,89.75%,76.89%,67.49%,7.52%,100%,88.76%,56.77%,100%,72.53%,74.4%,95.45%,97.03%,50.16%
2018-2-14,49.84%,NULL,63.53%,94.64%,93.97%,99.9%,97.57%,96.26%,98.8%,50.24%,35.52%,78.69%,7.99%,90.13%,76.67%,67.17%,7.38%,100%,88.24%,56.27%,100%,72.44%,73.58%,94.94%,97.81%,48.96%
2018-2-15,49.53%,NULL,62.95%,95.67%,94.57%,99.98%,97.05%,96.26%,93.85%,50.24%,34.96%,79.62%,8%,90.51%,76.56%,66.89%,7.24%,100%,87.49%,55.78%,100%,72.34%,72.76%,94.42%,98.53%,49.03%
2018-2-16,49.22%,NULL,62.51%,96.9%,95.51%,99.98%,97.13%,96.21%,93.17%,50.24%,34.38%,80.4%,8.04%,91.65%,76.78%,66.69%,7.09%,100%,86.63%,55.35%,96.45%,72.34%,71.77%,94.99%,99.32%,49.18%
2018-2-17,48.91%,NULL,62.16%,95.46%,96.58%,99.95%,97.63%,96.51%,91.44%,50.24%,33.83%,81.13%,8.13%,92.79%,77.21%,66.45%,6.95%,100%,85.75%,55.07%,92.17%,72.24%,71.12%,95.4%,99.92%,50.8%
2018-2-18,48.6%,NULL,61.8%,96.9%,97.65%,99.96%,97.76%,96.76%,92.3%,50.24%,33.26%,81.71%,8.19%,94.31%,77.44%,66.17%,6.8%,100%,85.34%,54.79%,86.84%,72.24%,70.47%,96.03%,100%,51.95%
2018-2-19,48.28%,NULL,61.45%,95.46%,98.24%,99.95%,98.26%,97.06%,92.92%,50.06%,32.67%,82.19%,8.25%,94.69%,77.32%,65.89%,6.66%,100%,84.96%,54.51%,80.41%,72.15%,69.66%,95.57%,100%,53.25%
2018-2-20,48.06%,NULL,61.09%,95.05%,98.83%,100%,98.26%,97.11%,93.17%,49.98%,32.12%,82.56%,8.26%,96.22%,77.11%,65.61%,6.51%,100%,84.73%,54.23%,73.31%,72.15%,69.02%,94.53%,100%,53.61%
2018-2-21,47.75%,NULL,60.7%,96.49%,98.36%,100%,98.7%,97.06%,95.41%,49.8%,31.52%,82.82%,8.32%,96.98%,76.99%,65.33%,6.37%,100%,84.5%,53.81%,66.03%,72.15%,68.05%,95.57%,100%,53.25%
2018-2-22,47.22%,NULL,60.27%,96.49%,96.93%,100%,99.06%,97.21%,96.03%,49.72%,31.01%,83.51%,8.39%,98.12%,76.89%,65.01%,6.08%,100%,84.37%,54.09%,63.56%,72.05%,67.57%,94.59%,100%,52.74%
2018-2-23,46.84%,NULL,59.85%,87.58%,97.17%,99.96%,98.61%,96.71%,96.59%,50.41%,30.42%,84.53%,8.56%,98.12%,76.99%,64.7%,5.93%,100%,84.37%,54.58%,92.17%,72.05%,67.25%,95.8%,100%,52.52%
2018-2-24,46.46%,NULL,59.46%,93.01%,97.88%,99.93%,97.33%,96.56%,97.03%,51.02%,29.85%,85.39%,8.61%,98.12%,76.99%,64.38%,5.64%,100%,84.27%,54.93%,100%,71.95%,66.93%,94.02%,100%,51.95%
2018-2-25,46%,NULL,59.07%,95.26%,98.12%,100%,97%,96.81%,97.1%,51.19%,29.28%,85.98%,8.73%,98.88%,76.99%,64.03%,5.35%,100%,84.14%,55.35%,100%,71.85%,66.61%,94.42%,100%,51.88%
2018-2-26,45.47%,NULL,58.56%,95.46%,98.24%,99.9%,97.08%,97.06%,97.98%,51.45%,28.68%,86.47%,8.81%,98.88%,76.99%,63.68%,5.06%,100%,84.04%,55.71%,100%,71.85%,65.81%,94.76%,100%,51.59%
2018-2-27,44.94%,NULL,58.52%,94.64%,98.24%,99.83%,97.16%,97.16%,98.23%,51.45%,28.1%,86.91%,8.87%,97.36%,76.99%,63.41%,5.06%,99.78%,83.88%,56.13%,100%,71.76%,64.71%,95.57%,99.89%,51.23%
2018-2-28,44.42%,NULL,58.26%,96.07%,98.71%,99.95%,96.94%,97.21%,97.47%,51.54%,27.52%,87.29%,8.91%,96.6%,76.99%,63.06%,5.06%,99.52%,83.76%,56.56%,100%,71.76%,63.62%,94.71%,100%,51.3%
2018-2-29,44.42%,NULL,58.26%,96.07%,98.71%,99.95%,96.94%,97.21%,97.47%,51.54%,27.52%,87.29%,8.91%,96.6%,76.99%,63.06%,5.06%,99.52%,83.76%,56.56%,100%,71.76%,63.62%,94.71%,100%,51.3%
2018-3-1,43.9%,NULL,57.7%,95.41%,98.95%,100%,96.97%,96.81%,98.48%,51.62%,26.85%,87.67%,8.94%,95.08%,77.11%,62.79%,5.06%,99.3%,83.27%,57.05%,98.72%,71.66%,62.69%,95.22%,99.73%,50.73%
2018-3-2,43.3%,NULL,57.23%,95.26%,98.95%,100%,97.27%,96.96%,98.73%,51.62%,26.13%,87.89%,8.99%,95.46%,77.54%,62.44%,5.06%,98.96%,82.72%,57.48%,94.76%,71.66%,61.92%,96.44%,99.58%,49.74%
2018-3-3,42.71%,NULL,56.85%,96.49%,99.19%,100%,96.64%,97.06%,98.17%,51.54%,25.39%,88.11%,9.03%,94.69%,77.87%,62.14%,4.78%,98.39%,82.16%,57.76%,89.61%,71.56%,61.15%,95.34%,99.51%,49.25%
2018-3-4,42.19%,NULL,56.42%,93.42%,99.07%,100%,96.67%,97.26%,97.72%,51.54%,24.68%,88.27%,9.05%,94.69%,78.09%,61.83%,4.49%,97.83%,81.53%,58.12%,83.61%,71.56%,60.84%,94.13%,99.39%,48.68%
2018-3-5,41.68%,NULL,55.97%,94.64%,98.83%,100%,96.64%,97.21%,98.23%,51.45%,24.03%,88.49%,9.14%,95.08%,78.64%,61.49%,4.2%,97.66%,81.08%,58.48%,76.36%,71.56%,60.23%,94.02%,98.86%,48.33%
2018-3-6,41.24%,NULL,55.47%,95.46%,98.48%,99.93%,95.13%,97.31%,98.61%,51.54%,23.45%,88.38%,9.11%,95.08%,78.53%,61.15%,3.91%,97.45%,81.2%,58.77%,71.21%,71.47%,59.62%,92.3%,98.29%,48.61%
2018-3-7,40.8%,NULL,54.97%,95.87%,98.12%,100%,94.81%,97.31%,97.54%,51.45%,22.82%,88.5%,9.08%,94.69%,78.53%,60.85%,3.62%,97.06%,81.2%,59.05%,67.96%,71.47%,58.4%,92.87%,97.77%,49.25%
2018-3-8,40.29%,NULL,54.39%,96.69%,98%,100%,94.2%,97.31%,97.72%,51.54%,22.17%,89.1%,9.14%,94.69%,76.12%,60.55%,3.33%,97.06%,81.38%,59.34%,66.24%,71.47%,57.05%,92.19%,97.28%,51.02%
2018-3-9,39.93%,NULL,53.98%,92.4%,97.53%,99.96%,94.95%,97.16%,98.23%,52.31%,21.17%,90.21%,9.2%,95.08%,75.26%,60.36%,3.04%,97.66%,81.68%,59.63%,73.88%,71.47%,56.15%,94.19%,96.71%,51.37%
2018-3-10,39.5%,NULL,53.52%,96.49%,97.17%,99.99%,95.48%,97.06%,98.61%,53.01%,20.27%,91.16%,9.29%,95.08%,75.59%,60.1%,3.04%,97.7%,81.93%,59.84%,80.2%,71.37%,55.4%,93.79%,96.23%,52.23%
2018-3-11,39.07%,NULL,53.02%,94.44%,96.7%,100%,95.59%,97.01%,98.29%,53.35%,19.82%,91.83%,9.33%,95.08%,75.8%,59.8%,3.04%,97.62%,82.08%,60.06%,80.84%,71.27%,54.51%,93.9%,95.71%,52.88%
2018-3-12,38.57%,NULL,52.4%,96.28%,96.46%,100%,95.7%,97.11%,99.05%,53.53%,19.38%,92.23%,9.35%,94.69%,75.04%,59.5%,3.04%,97.45%,82.11%,60.28%,78.05%,71.27%,53.92%,93.73%,95.15%,54.05%
2018-3-13,38%,NULL,52.13%,97.51%,96.34%,100%,95.91%,97.01%,98.99%,53.44%,18.94%,92.28%,9.38%,94.31%,74.3%,59.17%,3.04%,97.02%,82.06%,60.57%,73.31%,71.17%,53.33%,90.88%,94.67%,53.68%
2018-3-14,37.65%,NULL,51.49%,95.67%,96.34%,100%,95.64%,96.81%,98.48%,53.35%,18.5%,91.72%,9.38%,94.69%,73.54%,58.87%,3.04%,96.55%,81.96%,60.35%,67.57%,71.08%,52.89%,86.59%,94.12%,52.52%
2018-3-15,37.37%,NULL,50.97%,94.85%,96.22%,100%,95.43%,96.76%,97.98%,53.27%,18.08%,91.67%,9.35%,94.31%,72.8%,58.65%,2.75%,96.04%,81.88%,59.92%,60.88%,70.98%,52.6%,81.94%,93.64%,51.88%
2018-3-16,37.23%,NULL,50.66%,95.67%,96.11%,100%,95.29%,96.71%,98.1%,53.53%,18.15%,92.06%,9.45%,93.93%,74.83%,58.43%,2.6%,95.53%,81.6%,59.56%,53.33%,71.17%,51.72%,76.99%,93.57%,51.3%
2018-3-17,37.09%,NULL,50.5%,95.87%,95.99%,100%,95%,95.41%,98.48%,53.7%,17.85%,92.23%,9.38%,92.41%,74.18%,58.14%,2.6%,94.93%,81.33%,59.27%,46.99%,71.17%,50.57%,70.57%,93.57%,50.59%
2018-3-18,36.88%,NULL,50.02%,94.44%,96.11%,100%,94.95%,94.91%,98.17%,53.61%,17.9%,92.4%,9.43%,92.41%,75.26%,57.84%,2.6%,94.3%,81.05%,59.12%,41.02%,71.08%,49.58%,64.19%,93.57%,50.02%
2018-3-19,36.6%,NULL,49.58%,94.85%,96.11%,100%,94.57%,94.06%,98.73%,53.53%,17.94%,92.45%,9.44%,92.03%,74.5%,57.51%,2.6%,93.59%,80.75%,58.91%,34.17%,70.98%,48.6%,57.99%,93.49%,49.67%
2018-3-20,36.32%,NULL,49.15%,95.26%,96.7%,100%,93.9%,92.66%,97.6%,53.35%,17.78%,92.74%,9.49%,92.03%,73.65%,57.33%,2.6%,93.01%,80.45%,58.55%,32.27%,70.88%,47.21%,58.31%,93.42%,48.89%
2018-3-21,36.05%,NULL,48.75%,85.4%,97.17%,100%,93.69%,92.56%,97.6%,54.39%,17.6%,93.07%,9.48%,92.03%,73.86%,57.04%,2.6%,92.59%,80.17%,58.12%,36.96%,70.88%,46.24%,59.06%,93.64%,48.06%
2018-3-22,35.77%,NULL,48.36%,87.19%,97.53%,100%,93.42%,93.06%,98.29%,54.65%,17.43%,93.24%,9.31%,92.03%,74.18%,56.75%,2.6%,92.05%,79.87%,57.62%,42.21%,70.88%,45.55%,57.29%,93.46%,49.46%
2018-3-23,35.49%,NULL,47.97%,88.38%,97.88%,100%,93.02%,93.56%,97.22%,54.74%,17.24%,93.36%,9.17%,91.65%,74.5%,56.46%,2.6%,91.52%,79.55%,57.05%,47.33%,70.79%,45.14%,55.78%,93.27%,49.46%
2018-3-24,35.22%,NULL,47.55%,88.78%,98.12%,100%,92.71%,94.11%,96.28%,54.65%,17.28%,93.41%,9.07%,91.65%,74.72%,56.14%,2.32%,90.82%,79.23%,56.63%,51.61%,70.79%,44.46%,54.05%,93.09%,49.74%
2018-3-25,34.86%,NULL,47.12%,89.18%,98%,99.96%,92.57%,94.61%,95.47%,54.57%,17.31%,93.36%,9.03%,91.65%,73.86%,55.82%,2.03%,90%,78.85%,56.27%,55.39%,70.69%,43.37%,53.96%,93.05%,50.31%
2018-3-26,34.54%,NULL,46.74%,89.58%,97.53%,99.84%,92.23%,95.16%,96.72%,54.48%,16.73%,93.3%,8.96%,91.65%,72.9%,55.53%,1.74%,89.19%,78.55%,55.99%,58.39%,70.59%,42.16%,53.51%,92.58%,50.8%
2018-3-27,34.2%,NULL,46.31%,89.78%,96.82%,99.62%,91.46%,95.56%,96.97%,54.31%,16.78%,93.19%,8.91%,92.03%,75.37%,55.21%,1.45%,88.5%,78.13%,55.71%,61.25%,70.5%,40.82%,52.58%,92.39%,51.37%
2018-3-28,33.87%,NULL,45.85%,89.78%,96.58%,99.3%,90.96%,95.96%,97.03%,54.13%,16.18%,93.07%,8.84%,92.79%,74.3%,54.9%,1.16%,87.82%,77.66%,55.42%,68.14%,70.5%,39.49%,51.39%,92.03%,52.09%
2018-3-29,33.53%,NULL,45.42%,89.98%,96.82%,98.89%,90.6%,96.36%,97.79%,53.87%,15.58%,92.96%,8.78%,93.17%,73.97%,54.58%,0.87%,87.14%,77.15%,55.14%,73.11%,70.5%,38.18%,49.49%,91.74%,52.31%
2018-3-30,33.13%,NULL,44.96%,89.98%,97.05%,98.4%,89.73%,96.76%,98.17%,53.7%,15.04%,92.79%,8.7%,93.17%,73.65%,54.26%,0.58%,86.7%,76.8%,54.86%,76.36%,70.3%,37.39%,47.46%,91.34%,52.96%
2018-3-31,32.87%,NULL,44.57%,NULL,97.17%,97.93%,89.26%,97.06%,97.72%,53.35%,14.49%,92.45%,8.64%,93.17%,73.22%,53.94%,0.29%,86.38%,76.38%,54.65%,79.97%,70.2%,36.87%,45.43%,90.91%,52.52%
2018-4-1,32.67%,NULL,44.08%,89.18%,97.17%,97.47%,88.56%,97.21%,97.03%,53.18%,13.92%,92%,8.53%,93.93%,72.9%,53.63%,0.29%,85.43%,75.94%,54.44%,83.2%,70.2%,36.1%,44.29%,90.58%,52.23%
2018-4-2,32.34%,NULL,43.63%,88.58%,97.29%,96.98%,88.12%,97.26%,97.41%,53.01%,13.34%,91.44%,8.43%,94.69%,72.37%,53.32%,0.29%,84.61%,75.53%,54.23%,85.53%,70.11%,35.72%,44.49%,90.19%,52.02%
2018-4-3,32.02%,NULL,43.11%,88.38%,97.29%,96.34%,87.41%,97.26%,97.22%,52.75%,12.77%,90.88%,8.28%,95.08%,71.84%,53%,0.29%,83.55%,75.14%,54.02%,88.12%,70.01%,34.83%,42.96%,89.83%,51.52%
2018-4-4,31.69%,NULL,42.65%,87.38%,96.58%,95.64%,86.54%,97.16%,97.16%,52.4%,12.21%,90.43%,8.11%,95.84%,71.42%,52.66%,0.29%,82.55%,74.72%,53.67%,89.81%,70.01%,33.81%,40.97%,89.47%,50.8%
2018-4-5,31.31%,NULL,42.2%,87.38%,95.75%,94.92%,85.88%,96.86%,96.41%,52.23%,12.23%,90.16%,7.95%,95.46%,71.1%,52.35%,0.29%,81.66%,74.29%,53.32%,90.25%,69.91%,32.68%,39.85%,89.08%,50.16%
2018-4-6,30.99%,NULL,41.75%,86.59%,95.16%,94.27%,85.5%,96.56%,96.85%,51.97%,12.23%,89.77%,7.78%,95.46%,67.49%,52.04%,0.29%,80.71%,73.85%,53.04%,90.68%,69.91%,31.31%,38.1%,88.58%,49.74%
2018-4-7,30.54%,NULL,41.37%,86.2%,94.92%,93.59%,85.04%,96.71%,96.78%,51.8%,12.15%,89.43%,7.61%,95.46%,66.67%,51.69%,NULL,79.8%,73.44%,52.77%,93.25%,69.91%,30.33%,37.5%,88.19%,48.89%
2018-4-8,30.29%,NULL,40.96%,85.8%,94.8%,92.96%,84.61%,97.21%,96.66%,51.54%,12.19%,89.16%,7.42%,95.46%,66.67%,51.35%,NULL,78.94%,72.98%,52.42%,95.17%,69.83%,29.96%,36.5%,87.77%,48.68%
2018-4-9,29.97%,NULL,40.56%,85.01%,94.09%,92.26%,83.99%,97.26%,97.1%,51.19%,12.22%,88.83%,7.26%,95.84%,65.87%,51.08%,NULL,78.08%,72.65%,52.14%,96.04%,69.83%,29.59%,35.17%,87.34%,48.33%
2018-4-10,29.6%,NULL,40.08%,84.81%,93.86%,91.54%,83.36%,97.26%,97.16%,51.02%,11.91%,88.44%,7.18%,96.22%,65.96%,50.74%,NULL,77.05%,72.07%,51.8%,96.89%,69.63%,29.35%,32.82%,86.85%,48.89%
2018-4-11,29.35%,NULL,39.61%,84.03%,93.5%,90.85%,82.81%,97.06%,97.54%,50.67%,11.94%,88.22%,7.07%,96.22%,65.96%,50.4%,NULL,76.09%,71.64%,51.45%,97.32%,69.53%,29.22%,31.07%,86.33%,49.32%
