,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2007-10-13,97.11%,NULL,82.78%,71.76%,87.46%,90.93%,NULL,93.52%,NULL,96.03%,100%,92.36%,NULL,94.81%,95.16%,89.09%,100%,100%,87.9%,97.43%,100%,NULL,51.16%,NULL,100%,38.47%
2007-10-14,97.11%,NULL,82.78%,73.34%,87.46%,90.43%,NULL,93.96%,NULL,95.69%,100%,93.34%,NULL,97.04%,95.46%,89.32%,100%,98.93%,87.69%,97.43%,100%,NULL,45.57%,NULL,100%,36.84%
2007-10-15,97.11%,NULL,82.78%,72.34%,87.35%,89.97%,NULL,93.47%,NULL,95.46%,100%,94.21%,NULL,98.52%,95.87%,89.5%,100%,99.38%,86.91%,97.43%,100%,NULL,40.35%,NULL,100%,100%
2007-10-16,97.11%,NULL,100%,70.86%,87.57%,89.47%,NULL,94.72%,NULL,95.23%,100%,95.14%,NULL,100%,96.07%,NULL,100%,99.63%,86.01%,97.43%,100%,NULL,NULL,NULL,99.72%,36.66%
2007-10-17,97.11%,NULL,100%,72.73%,86.79%,88.97%,NULL,94.78%,NULL,95%,100%,95.72%,NULL,100%,96.38%,90.51%,100%,99.42%,84.94%,97.43%,100%,NULL,36.9%,NULL,100%,37.91%
2007-10-18,97.11%,NULL,100%,74.72%,87.12%,88.56%,NULL,94.94%,NULL,94.54%,100%,95.72%,NULL,93.33%,96.59%,90.98%,100%,100%,83.74%,97.43%,100%,NULL,36.6%,NULL,100%,33.67%
2007-10-19,97.11%,NULL,100%,76.57%,88.13%,88.1%,NULL,95%,NULL,94.01%,100%,95.43%,NULL,94.81%,96.69%,91.3%,100%,100%,82.42%,97.43%,100%,NULL,36.11%,NULL,100%,30.45%
2007-10-20,97.11%,NULL,100%,77.38%,89.03%,87.61%,NULL,94.83%,NULL,93.32%,100%,95.14%,NULL,93.33%,96.9%,91.58%,100%,100%,81.04%,97.43%,100%,NULL,35.91%,NULL,100%,29.47%
2007-10-21,97.11%,NULL,100%,76.99%,89.96%,87.12%,NULL,94.78%,NULL,92.64%,100%,95.02%,NULL,93.7%,96.99%,91.81%,100%,100%,79.57%,97.43%,99.58%,NULL,35.71%,NULL,100%,28.5%
2007-10-22,97.11%,NULL,100%,76.18%,90.36%,86.68%,NULL,95.17%,NULL,91.95%,100%,94.85%,NULL,95.19%,97.19%,91.95%,100%,100%,79.77%,97.43%,97.39%,NULL,35.32%,NULL,100%,28.13%
2007-10-23,97.11%,NULL,100%,76.18%,90.6%,86.81%,NULL,95.06%,NULL,91.25%,100%,94.62%,NULL,97.04%,97.4%,92.1%,100%,100%,79.43%,97.43%,97.39%,NULL,35.02%,NULL,100%,28.08%
2007-10-24,97.11%,NULL,100%,75.99%,91.2%,87.3%,NULL,94.94%,NULL,90.51%,100%,94.38%,NULL,98.15%,97.61%,92.14%,100%,100%,79.08%,97.27%,89.39%,NULL,NULL,NULL,100%,29.91%
2007-10-25,97.11%,NULL,100%,76.18%,91.79%,87.79%,NULL,94.34%,NULL,89.7%,100%,94.21%,NULL,98.89%,97.81%,92.24%,100%,100%,78.78%,96.78%,80.66%,NULL,34.93%,NULL,100%,NULL
2007-10-26,97.11%,NULL,100%,76.57%,92.37%,88.24%,NULL,93.79%,NULL,89%,100%,94.21%,NULL,99.26%,97.91%,92.24%,100%,100%,78.61%,95.41%,72.59%,NULL,33.64%,NULL,100%,35.25%
2007-10-27,97.11%,NULL,100%,77.18%,92.86%,88.65%,NULL,93.52%,NULL,88.42%,100%,93.92%,NULL,100%,94.85%,92.24%,100%,100%,78.54%,95.33%,71.91%,NULL,33.35%,NULL,100%,35.37%
2007-10-28,97.11%,NULL,100%,77.57%,93.21%,89.06%,NULL,93.74%,NULL,87.66%,100%,94.04%,NULL,100%,91.69%,92.19%,100%,100%,78.36%,95.33%,70.83%,NULL,33.25%,NULL,100%,36.33%
2007-10-29,97.03%,NULL,100%,76.99%,93.93%,89.47%,NULL,94.12%,NULL,86.98%,100%,93.75%,NULL,100%,88.33%,92.1%,100%,100%,78.09%,95.49%,69.84%,NULL,32.86%,NULL,100%,37.74%
2007-10-30,96.42%,NULL,100%,76.57%,94.52%,89.84%,NULL,93.9%,NULL,86.17%,100%,93.58%,NULL,100%,85.05%,92.05%,100%,100%,77.77%,95.98%,69.84%,NULL,32.26%,NULL,100%,38.65%
2007-10-31,96.08%,NULL,100%,75.79%,95.12%,90.2%,NULL,93.96%,NULL,86.17%,100%,93.4%,NULL,100%,81.78%,91.91%,100%,100%,77.53%,96.46%,70.83%,NULL,32.07%,NULL,100%,39.96%
2007-11-1,95.64%,NULL,100%,75.2%,95.23%,90.75%,NULL,94.12%,NULL,86.35%,100%,93.52%,NULL,98.89%,78.3%,91.81%,100%,100%,79.75%,96.95%,81.32%,NULL,32.56%,NULL,100%,40.44%
2007-11-2,95.56%,NULL,100%,75%,95.23%,91.25%,NULL,93.9%,NULL,86.5%,100%,93.4%,NULL,97.41%,75.41%,91.63%,100%,100%,82.17%,97.27%,100%,NULL,32.76%,NULL,100%,41.64%
2007-11-3,95.3%,NULL,100%,74.32%,93.79%,91.85%,NULL,93.79%,NULL,85.72%,100%,93.28%,NULL,96.3%,72.33%,91.49%,100%,100%,82.62%,97.43%,100%,NULL,33.25%,NULL,100%,42.24%
2007-11-4,95.04%,NULL,100%,73.54%,95.48%,92.4%,NULL,93.79%,NULL,84.68%,100%,93.17%,NULL,100%,73.11%,91.21%,100%,100%,82.15%,97.43%,100%,NULL,NULL,NULL,100%,42.53%
2007-11-5,94.78%,NULL,100%,72.34%,95.36%,92.95%,NULL,94.94%,NULL,83.79%,100%,92.76%,NULL,100%,73.97%,91.3%,100%,100%,82.62%,97.43%,100%,NULL,34.04%,NULL,100%,43.73%
2007-11-6,94.26%,NULL,100%,71.16%,95.61%,93.33%,NULL,97.33%,NULL,83.02%,100%,92.47%,NULL,100%,74.54%,91.44%,100%,100%,86.32%,97.43%,100%,NULL,35.32%,NULL,100%,44.45%
2007-11-7,94.01%,NULL,100%,70.25%,95.83%,93.61%,NULL,97.22%,NULL,82.3%,100%,92.18%,NULL,100%,77.23%,91.49%,100%,100%,88.99%,97.19%,100%,NULL,35.91%,NULL,100%,43.8%
2007-11-8,93.75%,NULL,100%,68.89%,96.19%,93.89%,NULL,96.83%,NULL,82.3%,100%,91.95%,NULL,100%,79.79%,91.35%,100%,100%,91.41%,96.95%,100%,NULL,37.59%,NULL,100%,42.6%
2007-11-9,93.49%,NULL,100%,68.69%,96.32%,94.03%,NULL,96.56%,NULL,82.3%,100%,91.78%,NULL,100%,82.27%,91.26%,100%,100%,92.2%,96.78%,100%,NULL,39.46%,NULL,100%,41.52%
2007-11-10,93.23%,NULL,100%,69.86%,96.56%,94.13%,NULL,96.39%,NULL,82.19%,100%,91.6%,NULL,100%,84.85%,91.07%,100%,100%,93.85%,96.46%,100%,NULL,41.04%,NULL,100%,40.51%
2007-11-11,92.89%,NULL,100%,70.25%,97.14%,94.17%,NULL,96.67%,NULL,82.08%,100%,91.37%,NULL,98.89%,86.73%,90.79%,100%,100%,93.47%,96.3%,100%,NULL,42.94%,NULL,100%,39.67%
2007-11-12,92.55%,NULL,100%,70.96%,97.87%,94.22%,NULL,96.78%,NULL,81.97%,100%,91.2%,NULL,98.89%,85.24%,90.65%,100%,100%,94.03%,95.98%,100%,NULL,NULL,NULL,100%,38.95%
2007-11-13,92.2%,NULL,100%,71.76%,100%,94.27%,NULL,96.22%,NULL,81.97%,100%,90.87%,NULL,99.26%,83.76%,90.51%,100%,100%,93.85%,95.82%,100%,NULL,47.98%,NULL,100%,37.97%
2007-11-14,91.86%,NULL,100%,72.34%,97.87%,94.31%,NULL,95.89%,NULL,81.09%,100%,90.27%,NULL,98.15%,82.27%,90.37%,100%,100%,93.5%,95.57%,100%,NULL,48.64%,NULL,100%,36.49%
2007-11-15,91.52%,NULL,100%,72.94%,97.74%,94.36%,NULL,95.89%,NULL,79.99%,100%,89.73%,NULL,98.89%,80.78%,90.24%,100%,100%,93.05%,95.17%,99.58%,NULL,NULL,NULL,100%,34.97%
2007-11-16,91.18%,NULL,100%,73.54%,97.74%,94.45%,NULL,95.17%,NULL,78.95%,100%,89.4%,NULL,100%,79.3%,90.1%,100%,100%,92.54%,94.85%,98.47%,NULL,52.95%,NULL,100%,34.19%
2007-11-17,90.84%,NULL,100%,74.32%,97.51%,94.26%,NULL,94.67%,NULL,78.95%,100%,88.85%,NULL,100%,76.37%,90.01%,100%,100%,92.01%,94.61%,100%,NULL,54.4%,NULL,100%,34.35%
2007-11-18,90.67%,NULL,100%,75.2%,97.27%,94.03%,NULL,95.11%,NULL,78.95%,100%,88.58%,NULL,100%,77.23%,89.87%,100%,100%,90.59%,94.37%,100%,NULL,56.34%,NULL,100%,34.4%
2007-11-19,90.33%,NULL,100%,75.79%,97.14%,93.75%,NULL,96.06%,NULL,78.85%,100%,88.14%,NULL,100%,78.79%,89.64%,100%,100%,90.62%,94.37%,100%,NULL,57.67%,NULL,100%,34.52%
2007-11-20,89.99%,NULL,100%,75.59%,96.56%,93.66%,NULL,96.06%,NULL,77.73%,100%,87.98%,NULL,100%,80.19%,89.5%,100%,100%,90.43%,93.97%,100%,NULL,NULL,NULL,100%,34.52%
2007-11-21,89.65%,NULL,100%,75.39%,95.61%,93.52%,NULL,95.44%,NULL,76.79%,100%,87.27%,NULL,100%,81.67%,89.27%,100%,100%,90.35%,93.65%,100%,NULL,60.94%,NULL,100%,34.47%
2007-11-22,89.3%,NULL,100%,75.2%,94.69%,93.42%,NULL,94.61%,NULL,76.68%,100%,86.5%,NULL,100%,83.46%,89.18%,100%,100%,90.75%,93.57%,100%,NULL,62.76%,NULL,100%,34.07%
2007-11-23,88.97%,NULL,100%,75.2%,93.93%,93.28%,NULL,93.74%,NULL,76.57%,100%,85.79%,NULL,100%,85.24%,NULL,100%,100%,91.49%,93.41%,100%,NULL,63.37%,NULL,100%,33.39%
2007-11-24,88.54%,NULL,100%,75.39%,92.97%,93.24%,NULL,94.12%,NULL,76.46%,100%,85.13%,NULL,100%,87.03%,NULL,100%,99.97%,91.25%,93.41%,100%,NULL,64.83%,NULL,100%,32.99%
2007-11-25,88.12%,NULL,100%,75.39%,92.26%,93.19%,NULL,94.39%,NULL,76.35%,100%,84.59%,NULL,100%,88.74%,NULL,100%,99.67%,91.33%,93.09%,100%,NULL,67.23%,NULL,100%,33.28%
2007-11-26,87.78%,NULL,100%,75.2%,91.31%,93.27%,NULL,95.33%,NULL,76.24%,100%,84.15%,NULL,100%,89.46%,89.14%,100%,100%,95.37%,92.93%,100%,NULL,69.9%,NULL,100%,34.08%
2007-11-27,87.61%,NULL,100%,76.37%,90.84%,93.46%,NULL,96.83%,NULL,76.35%,100%,83.5%,NULL,100%,89.96%,87.77%,100%,96.5%,97.93%,92.69%,100%,NULL,70.43%,NULL,100%,35.98%
2007-11-28,87.52%,NULL,100%,76.99%,90.95%,93.47%,NULL,96.72%,NULL,76.79%,100%,83.44%,NULL,100%,90.16%,91.3%,100%,95.12%,97.34%,92.61%,100%,NULL,NULL,NULL,100%,37.29%
2007-11-29,87.35%,NULL,100%,76.57%,91.2%,93.42%,NULL,96.56%,NULL,77.18%,100%,84.04%,NULL,100%,86.73%,91.81%,100%,96.95%,98.15%,92.53%,100%,NULL,74.03%,NULL,100%,38.35%
2007-11-30,87.02%,NULL,100%,76.99%,91.07%,93.38%,NULL,96.56%,NULL,77.18%,100%,83.82%,NULL,100%,83.26%,91.95%,100%,98.55%,97.88%,92.13%,100%,NULL,75.23%,NULL,100%,38.95%
2007-12-1,86.59%,NULL,100%,78.17%,90.95%,93.33%,NULL,96.56%,NULL,77.18%,100%,83.28%,NULL,100%,79.59%,92%,100%,98.88%,97.04%,91.81%,100%,NULL,76.57%,NULL,100%,39.72%
2007-12-2,86.17%,NULL,100%,79.74%,90.95%,93.28%,NULL,96.39%,NULL,77.18%,100%,82.95%,NULL,100%,81.58%,91.77%,100%,100%,95.93%,91.57%,100%,NULL,76.83%,NULL,100%,40.32%
2007-12-3,85.75%,NULL,100%,81.02%,91.2%,93.19%,NULL,95.89%,NULL,77.13%,100%,82.62%,NULL,NULL,84.16%,91.95%,100%,100%,95.99%,91.33%,100%,NULL,77.23%,NULL,100%,41.28%
2007-12-4,85.41%,NULL,100%,82%,91.42%,93.19%,NULL,95.17%,NULL,77.02%,100%,82.4%,NULL,100%,86.64%,92.42%,100%,100%,94.91%,91.25%,100%,NULL,76.57%,NULL,99.98%,41.34%
2007-12-5,84.99%,NULL,100%,82.79%,91.66%,93.09%,NULL,94.61%,NULL,76.9%,100%,82.24%,NULL,100%,89.25%,92.8%,100%,100%,94.03%,91.01%,98.47%,NULL,77.23%,NULL,99.68%,40.56%
2007-12-6,84.65%,NULL,100%,83.59%,91.91%,93.05%,NULL,94.12%,NULL,76.9%,100%,81.8%,NULL,100%,91.28%,93.12%,100%,100%,93.71%,90.37%,98.47%,NULL,77.23%,NULL,99.01%,42.05%
2007-12-7,84.4%,NULL,100%,84.38%,92.15%,93%,NULL,94.06%,NULL,76.79%,100%,81.47%,NULL,100%,89.55%,93.31%,100%,100%,93.45%,89.58%,97.39%,NULL,76.97%,NULL,98.75%,42.84%
2007-12-8,84.06%,NULL,100%,84.88%,92.26%,93%,NULL,93.25%,NULL,76.68%,100%,80.98%,NULL,100%,87.73%,93.45%,100%,100%,93.13%,88.94%,97.39%,NULL,76.83%,NULL,98.46%,43.68%
2007-12-9,83.64%,NULL,82.78%,85.47%,92.26%,92.95%,NULL,93.57%,NULL,76.57%,100%,80.49%,NULL,100%,89.55%,93.55%,100%,100%,91.7%,88.39%,96.28%,NULL,NULL,NULL,98.2%,44.33%
2007-12-10,83.31%,NULL,100%,85.86%,92.26%,92.95%,NULL,93.14%,NULL,76.46%,100%,79.97%,NULL,100%,92.31%,93.6%,100%,100%,91.8%,87.84%,95.18%,NULL,76.83%,NULL,97.9%,42.36%
2007-12-11,82.89%,NULL,100%,86.45%,92.02%,92.95%,NULL,92.98%,NULL,76.35%,100%,79.53%,NULL,100%,95.37%,93.64%,100%,100%,91.57%,87.28%,94.1%,NULL,76.57%,NULL,97.65%,40.51%
2007-12-12,82.55%,NULL,100%,87.08%,91.79%,92.95%,NULL,92.92%,NULL,76.24%,100%,79.18%,NULL,100%,94.65%,93.64%,100%,100%,91.41%,86.34%,92.99%,NULL,76.83%,NULL,97.57%,41.7%
2007-12-13,82.22%,NULL,100%,87.41%,91.91%,92.95%,NULL,92.54%,NULL,76.13%,100%,78.78%,NULL,100%,94.04%,93.55%,100%,100%,91.3%,85.39%,91.88%,100%,76.83%,NULL,97.24%,NULL
2007-12-14,81.88%,NULL,82.78%,88.08%,92.15%,92.95%,NULL,92.65%,NULL,76.03%,100%,78.48%,NULL,100%,93.53%,93.45%,100%,100%,91.14%,84.53%,91.88%,NULL,76.57%,NULL,96.94%,43.32%
2007-12-15,81.63%,NULL,82.78%,88.61%,92.26%,92.91%,NULL,92.81%,NULL,75.91%,100%,78.09%,NULL,100%,92.92%,93.36%,100%,100%,90.96%,83.82%,91.88%,NULL,76.57%,NULL,96.61%,43.92%
2007-12-16,81.3%,NULL,82.78%,89.04%,92.26%,92.91%,NULL,93.14%,NULL,75.75%,100%,77.59%,NULL,100%,92.2%,93.22%,100%,100%,90.93%,83.2%,92.31%,NULL,76.57%,NULL,96.32%,43.49%
2007-12-17,80.96%,NULL,82.78%,89.48%,92.15%,92.91%,NULL,93.47%,NULL,75.65%,100%,77.14%,NULL,100%,91.49%,93.08%,100%,100%,90.8%,82.49%,92.75%,NULL,76.3%,NULL,96.02%,42.89%
2007-12-18,80.63%,NULL,100%,89.7%,92.15%,92.77%,NULL,93.68%,NULL,75.58%,100%,76.69%,NULL,NULL,90.88%,92.94%,100%,100%,90.62%,81.79%,93.41%,NULL,76.3%,NULL,95.77%,42.17%
2007-12-19,80.21%,NULL,100%,90.14%,92.02%,92.67%,NULL,93.85%,NULL,75.46%,100%,76.15%,NULL,92.22%,90.16%,92.75%,100%,100%,90.49%,81.17%,92.99%,NULL,76.3%,NULL,95.38%,41.4%
2007-12-20,79.8%,NULL,100%,90.81%,91.66%,92.58%,NULL,94.01%,NULL,75.31%,100%,75.7%,NULL,86.3%,89.55%,92.61%,100%,100%,90.28%,80.39%,93.2%,NULL,76.03%,NULL,95.05%,40.68%
2007-12-21,79.38%,NULL,99.6%,91.03%,91.66%,92.49%,NULL,94.28%,NULL,75.15%,100%,75.25%,NULL,81.11%,88.85%,92.42%,100%,100%,90.07%,79.54%,91.88%,NULL,76.17%,NULL,94.73%,38.14%
2007-12-22,78.96%,NULL,98.6%,91.36%,91.31%,92.37%,NULL,94.5%,NULL,75.01%,100%,74.71%,NULL,78.89%,88.23%,92.24%,100%,100%,89.86%,78.77%,90.78%,NULL,76.17%,NULL,94.48%,36.84%
2007-12-23,78.47%,NULL,97.58%,92.03%,91.07%,92.3%,NULL,94.67%,NULL,74.93%,100%,74.16%,NULL,78.89%,87.52%,92.05%,100%,100%,89.67%,78.23%,91.88%,NULL,76.17%,NULL,94.15%,36.26%
2007-12-24,78.05%,NULL,96.77%,92.89%,89.7%,92.49%,NULL,95.22%,NULL,75.01%,100%,73.76%,NULL,85.19%,86.94%,91.81%,100%,100%,89.46%,77.84%,94.07%,NULL,76.17%,NULL,93.87%,37.79%
2007-12-25,77.72%,NULL,96.77%,96.09%,88.36%,93.24%,NULL,96.22%,NULL,76.46%,100%,74.26%,NULL,92.22%,86.23%,91.49%,100%,100%,89.49%,77.15%,100%,NULL,76.17%,NULL,93.65%,39.43%
2007-12-26,77.39%,NULL,95.92%,96.75%,87.01%,93.61%,NULL,96.72%,NULL,76.57%,100%,74.21%,NULL,97.41%,85.65%,91.21%,100%,100%,89.54%,76.54%,100%,NULL,76.17%,NULL,93.51%,41.04%
2007-12-27,77.14%,NULL,95.28%,96.75%,85.68%,93.84%,NULL,96.72%,NULL,76.68%,100%,73.66%,NULL,100%,84.94%,90.98%,100%,100%,88.99%,75.77%,100%,NULL,75.85%,NULL,93.15%,42.53%
2007-12-28,76.89%,NULL,94.65%,96.53%,84.34%,94.03%,NULL,96.72%,NULL,76.68%,100%,73.26%,NULL,100%,84.36%,90.65%,100%,100%,88.37%,75.01%,100%,NULL,75.63%,NULL,92.71%,43.25%
2007-12-29,76.56%,NULL,94.01%,95.86%,84.11%,93.91%,NULL,97.11%,NULL,76.57%,100%,72.86%,NULL,100%,83.76%,90.37%,100%,100%,87.72%,74.4%,100%,NULL,75.5%,NULL,92.32%,43.68%
2007-12-30,76.15%,NULL,93.39%,95.86%,85.08%,93.62%,NULL,97.56%,NULL,76.46%,100%,72.47%,NULL,100%,83.76%,89.96%,100%,100%,87.04%,73.72%,100%,NULL,75.51%,NULL,91.94%,43.85%
2007-12-31,75.82%,NULL,92.85%,95.86%,86%,93.3%,NULL,97.56%,NULL,76.35%,100%,72.07%,NULL,100%,82.47%,89.68%,100%,100%,86.86%,72.96%,99.58%,NULL,75.5%,NULL,92.82%,44.45%
