,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2015-1-1,9.91,47.0,10.76,84.95,61.95,3.99,0.0,16.1,NULL,59.1,8.47,0.29,118.9,195.0,116.3,12.52,0.0,59.64
2015-1-2,8.4,42.7,9.84,111.72,74.35,4.09,0.0,15.6,NULL,59.1,8.47,1.49,118.1,184.55,121.15,12.52,0.0,59.71
2015-1-3,10.43,41.6,10.49,59.0,53.21,4.15,0.0,15.9,NULL,59.1,8.47,1.59,118.3,138.5,112.04,12.06,0.0,59.47
2015-1-4,10.21,41.5,9.96,77.3,58.04,3.82,0.0,15.8,NULL,59.1,8.47,1.49,122.3,155.78,116.42,11.66,0.0,59.55
2015-1-5,11.32,42.7,14.99,87.96,74.91,3.38,224.0,15.8,NULL,56.7,8.47,1.49,121.9,276.73,144.48,11.68,0.0,59.4
2015-1-6,10.27,45.6,12.61,93.96,94.87,4.9,0.0,15.9,NULL,58.5,9.07,8.83,121.3,169.07,130.7,11.68,0.0,59.75
2015-1-7,8.3,45.6,14.48,173.18,75.43,4.56,0.0,15.5,NULL,58.8,9.68,8.83,145.3,213.74,130.56,11.66,0.0,59.97
2015-1-8,9.12,42.3,13.51,171.27,94.48,4.69,0.0,15.8,NULL,59.7,9.68,8.83,152.6,171.5,158.45,11.66,0.0,60.08
2015-1-9,9.1,45.6,12.47,0.0,73.87,4.87,0.0,16.0,NULL,59.9,9.68,8.83,112.6,107.3,144.98,11.66,0.0,61.01
2015-1-10,11.29,45.6,9.44,55.72,63.5,4.54,0.0,16.1,NULL,59.7,9.68,8.83,106.0,241.22,158.85,11.66,0.0,60.38
2015-1-11,11.4,49.7,9.9,88.77,86.52,4.59,0.0,15.0,NULL,59.4,9.68,8.83,117.3,129.6,172.99,11.66,0.0,59.51
2015-1-12,10.42,48.8,10.74,65.01,118.58,4.47,0.0,15.0,NULL,59.3,9.68,8.83,121.0,180.23,159.23,10.92,0.0,59.56
2015-1-13,12.44,46.4,14.72,65.28,105.15,4.68,293.4,15.6,NULL,59.0,9.68,8.83,126.6,180.23,131.24,10.92,0.0,59.39
2015-1-14,11.55,43.0,12.59,80.03,68.3,4.55,294.0,15.0,NULL,59.7,9.68,8.83,126.2,169.08,131.17,10.36,47.52,59.28
2015-1-15,12.21,42.8,9.87,130.29,68.51,4.52,0.0,15.9,NULL,59.3,9.68,8.83,121.7,191.38,145.16,10.36,50.69,59.45
2015-1-16,11.62,48.2,13.09,120.46,103.94,4.26,0.0,16.2,NULL,59.3,9.68,8.83,122.5,157.94,145.21,10.36,46.02,59.22
2015-1-17,11.66,44.2,12.62,15.61,126.48,4.74,0.0,15.6,NULL,43.6,9.68,1.49,124.4,135.56,173.22,10.36,0.0,59.0
2015-1-18,10.4,64.2,12.68,193.66,95.25,4.43,0.0,15.0,NULL,43.9,9.68,1.69,124.1,224.9,159.1,10.36,0.0,58.92
2015-1-19,8.35,49.5,13.79,66.56,115.8,4.59,0.0,15.6,NULL,58.5,9.68,1.59,125.2,169.08,173.63,10.36,55.44,58.91
2015-1-20,8.11,44.2,14.08,129.29,94.59,3.95,0.0,16.0,NULL,57.8,9.68,1.59,127.3,157.94,173.74,10.36,64.59,59.04
2015-1-21,6.99,43.1,16.13,90.39,132.02,4.6,0.0,15.2,NULL,57.7,9.68,1.69,122.4,107.65,174.0,10.36,95.04,59.14
2015-1-22,8.32,43.1,16.37,47.93,150.48,4.54,0.0,14.9,NULL,57.1,9.68,1.59,123.6,202.52,188.25,10.36,95.04,58.87
2015-1-23,7.06,44.4,15.23,138.05,160.84,4.39,284.2,16.6,NULL,57.4,9.68,0.19,121.0,152.32,174.17,10.36,130.15,58.92
2015-1-24,7.02,44.2,15.59,129.83,171.72,4.39,312.0,15.9,NULL,58.0,9.68,1.49,124.0,196.99,192.24,10.36,41.65,58.99
2015-1-25,7.08,43.0,15.11,78.06,165.11,3.85,0.0,15.6,NULL,57.9,9.68,1.59,122.5,213.75,174.43,10.36,95.04,58.82
2015-1-26,9.46,44.1,15.5,71.76,175.48,3.85,0.0,15.6,NULL,58.0,9.68,1.49,119.7,152.32,189.06,10.36,159.19,58.49
2015-1-27,10.58,43.2,15.72,83.82,165.99,3.98,0.0,15.1,NULL,57.9,9.68,1.79,125.0,202.52,160.88,10.36,152.23,58.15
2015-1-28,8.23,40.1,14.53,96.96,116.15,4.07,0.0,15.4,NULL,57.7,9.68,1.59,124.9,171.85,133.0,10.36,150.34,58.21
2015-1-29,12.48,44.4,15.88,72.52,170.55,4.17,0.0,15.9,NULL,57.9,9.68,1.59,128.6,141.17,137.05,10.36,147.02,58.28
2015-1-30,7.63,41.4,15.14,56.86,173.18,3.97,284.6,15.9,NULL,57.9,9.68,1.69,125.3,213.75,161.2,10.36,122.99,54.21
2015-1-31,7.01,42.9,13.15,83.23,161.85,4.02,465.4,15.3,NULL,57.9,9.68,1.49,117.5,135.56,132.94,10.36,0.0,51.06
2015-2-1,7.12,38.5,13.77,60.98,176.77,4.56,462.2,15.8,NULL,203.3,9.68,1.69,117.6,141.87,161.26,10.36,170.37,55.32
2015-2-2,7.07,49.6,19.07,76.36,143.42,4.83,298.0,15.6,NULL,198.6,9.68,3.02,117.3,189.64,161.19,10.36,98.53,58.8
2015-2-3,7.55,53.9,23.3,131.3,164.32,NULL,0.0,15.4,NULL,199.5,9.68,3.02,116.2,106.87,161.33,10.36,134.61,58.57
