,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2004-1-1,14.1,58.0,NULL,50.06,NULL,5.37,3.6,14.5,NULL,49.0,12.1,0.2,119.5,169.43,196.74,NULL,NULL,40.96
2004-1-2,13.32,56.7,NULL,89.12,NULL,5.15,0.0,11.8,NULL,48.0,12.1,0.2,108.2,163.9,212.85,NULL,NULL,40.95
2004-1-3,14.03,59.0,NULL,119.21,NULL,5.2,0.0,12.6,NULL,50.0,12.1,0.2,106.8,159.75,187.4,NULL,NULL,40.95
2004-1-4,13.85,51.7,NULL,156.25,NULL,5.67,0.0,13.9,NULL,50.0,12.1,0.2,107.7,157.33,214.6,NULL,NULL,39.74
2004-1-5,13.91,52.3,NULL,228.38,NULL,5.81,0.0,14.0,NULL,48.0,12.1,0.0,112.0,157.33,226.4,NULL,NULL,39.23
2004-1-6,14.1,49.2,NULL,7.86,NULL,5.39,0.0,14.5,NULL,48.0,12.1,9.5,122.7,174.18,214.15,NULL,NULL,40.26
2004-1-7,14.48,46.4,NULL,0.0,NULL,5.53,0.0,14.2,NULL,46.0,12.1,9.5,131.2,181.79,242.6,NULL,NULL,39.05
2004-1-8,14.83,46.8,NULL,0.0,NULL,5.69,0.0,13.6,NULL,48.0,12.1,9.5,105.4,186.62,215.0,NULL,NULL,41.13
2004-1-9,14.43,45.6,NULL,87.64,NULL,5.5,0.0,12.5,NULL,48.0,12.1,9.5,124.0,185.85,215.3,NULL,NULL,41.73
2004-1-10,14.05,46.8,NULL,89.64,NULL,5.55,-999.9,12.7,NULL,48.0,12.1,9.5,102.6,185.85,217.3,NULL,NULL,40.35
2004-1-11,14.46,47.6,NULL,107.11,NULL,5.36,-999.9,13.0,NULL,48.0,12.1,9.5,92.5,185.85,192.8,NULL,NULL,39.14
2004-1-12,14.63,46.5,NULL,95.76,NULL,5.82,0.0,13.2,NULL,48.0,12.1,9.5,94.9,157.16,232.0,NULL,NULL,40.69
2004-1-13,13.89,46.4,NULL,95.17,NULL,5.23,290.0,11.6,NULL,48.0,12.1,9.5,100.9,150.42,217.9,NULL,NULL,41.47
2004-1-14,9.4,44.9,NULL,113.8,NULL,5.26,476.0,12.3,NULL,48.0,12.1,9.5,103.6,150.08,231.72,NULL,NULL,41.39
2004-1-15,9.16,49.2,NULL,110.35,NULL,5.0,498.0,12.0,NULL,48.0,12.1,9.5,113.5,152.76,247.1,NULL,NULL,41.39
2004-1-16,9.79,50.1,NULL,131.18,NULL,5.22,513.0,12.9,NULL,49.0,12.1,9.5,125.6,157.25,217.5,NULL,NULL,41.56
2004-1-17,9.24,48.3,NULL,NULL,NULL,5.57,358.0,13.4,NULL,50.0,12.1,0.2,108.8,158.2,220.89,NULL,NULL,41.39
2004-1-18,9.82,48.4,NULL,NULL,NULL,5.32,0.0,14.0,NULL,54.0,12.1,0.2,106.4,158.2,236.92,NULL,NULL,41.56
2004-1-19,9.51,49.2,NULL,NULL,NULL,5.27,0.0,13.8,NULL,55.0,12.1,0.2,97.6,157.59,279.26,NULL,NULL,42.68
2004-1-20,8.87,45.2,NULL,99.85,NULL,5.49,528.0,13.6,NULL,54.0,12.1,0.2,104.7,146.88,235.1,NULL,NULL,41.3
2004-1-21,9.71,47.4,NULL,112.78,NULL,5.45,372.0,13.9,NULL,55.0,12.1,0.2,113.6,139.28,192.54,NULL,NULL,40.26
2004-1-22,8.78,46.5,NULL,93.38,NULL,5.56,0.0,12.5,NULL,56.0,12.1,0.2,117.4,119.15,121.76,NULL,NULL,35.22
2004-1-23,6.73,37.0,NULL,112.23,NULL,5.05,0.0,10.3,NULL,55.0,12.1,0.2,107.7,103.77,138.83,NULL,NULL,29.2
2004-1-24,7.13,40.4,NULL,89.55,NULL,5.09,-999.9,10.7,NULL,53.0,12.1,0.2,106.1,99.79,135.24,NULL,NULL,29.6
2004-1-25,7.04,37.9,NULL,94.56,NULL,5.08,0.0,10.8,NULL,53.0,12.1,0.2,109.1,90.98,108.27,NULL,NULL,30.59
2004-1-26,7.13,44.1,NULL,87.49,NULL,5.07,8.0,10.5,NULL,52.0,12.1,0.2,105.8,96.6,93.39,NULL,NULL,32.75
2004-1-27,7.23,46.7,NULL,97.5,NULL,5.21,0.0,11.2,NULL,53.0,12.1,0.2,105.7,75.69,137.58,NULL,NULL,32.75
2004-1-28,9.4,47.9,NULL,83.59,NULL,5.43,0.0,10.0,NULL,46.0,12.1,0.2,108.9,108.69,219.8,NULL,NULL,33.61
2004-1-29,8.78,47.9,NULL,108.11,NULL,5.25,0.0,12.7,NULL,43.0,12.1,4.5,105.3,107.4,165.0,NULL,NULL,34.73
2004-1-30,7.37,53.4,NULL,123.72,NULL,5.35,0.0,13.6,NULL,44.0,12.1,4.5,105.6,107.4,175.1,NULL,NULL,31.71
