,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2019-1-1,6.32,39.5,18.1,116.86,32.57,2.98,0.0,18.5,12.0,56.9,8.68,0.0,122.1,127.01,379.64,NULL,11.0,64.28
2019-1-2,8.12,42.0,20.68,102.19,34.56,3.01,0.0,19.1,12.03,56.9,8.99,0.0,122.9,143.96,666.16,10.26,8.35,64.17
2019-1-3,7.85,41.9,19.42,93.88,56.07,2.8,0.0,17.8,12.09,56.9,10.14,0.0,126.7,133.89,666.21,10.24,58.6,64.01
2019-1-4,6.56,42.0,18.34,103.85,82.34,3.1,0.0,17.8,12.08,56.1,10.36,0.0,130.7,138.48,665.88,10.77,47.52,63.88
2019-1-5,7.61,42.0,19.36,63.97,86.75,2.8,0.0,18.2,12.09,56.1,10.57,0.0,130.5,144.45,666.28,11.49,55.12,64.47
2019-1-6,8.32,51.5,16.2,78.37,42.61,2.67,0.0,18.1,12.12,56.1,10.71,0.0,127.8,151.56,667.09,11.49,50.11,64.72
2019-1-7,9.19,41.9,18.41,69.51,36.63,2.91,0.0,18.1,12.09,56.1,10.09,0.0,123.6,152.16,324.77,11.49,69.12,64.62
2019-1-8,7.69,42.0,18.28,45.42,42.07,3.04,0.0,18.2,12.09,56.9,9.64,0.0,125.3,162.45,324.52,11.49,55.98,64.5
2019-1-9,7.42,42.0,17.57,85.57,97.11,3.02,0.0,18.5,12.11,59.1,9.34,0.0,110.5,161.14,324.77,11.38,189.57,64.36
2019-1-10,8.09,42.0,20.78,93.6,108.26,2.86,0.0,18.5,12.09,58.4,10.59,0.0,115.2,156.72,324.67,10.7,115.2,64.26
2019-1-11,6.57,42.0,19.68,94.15,102.64,2.99,0.0,18.4,12.08,58.9,12.19,0.0,118.3,237.51,325.11,11.32,120.72,64.12
2019-1-12,7.11,42.0,21.37,106.89,104.63,3.24,18.3,18.3,12.07,59.2,11.34,0.0,124.8,166.18,325.38,11.32,45.36,64.35
2019-1-13,6.58,42.0,21.03,92.49,115.17,3.1,26.1,18.2,12.1,59.1,10.89,0.0,124.7,152.0,325.88,11.32,45.36,64.47
2019-1-14,6.6,41.3,20.75,113.82,99.92,3.22,0.0,18.2,12.08,59.3,11.41,0.0,125.6,96.65,326.66,11.32,82.08,64.41
2019-1-15,7.46,41.2,19.86,93.88,117.85,3.27,0.0,18.5,12.09,60.6,10.97,0.0,123.3,237.75,326.84,11.32,96.84,64.45
2019-1-16,6.65,42.0,22.58,92.77,100.39,2.96,145.0,18.6,12.09,60.7,10.97,0.0,122.2,102.72,327.19,10.02,113.61,64.22
2019-1-17,7.62,41.9,18.56,92.22,98.41,2.96,255.2,18.6,12.07,60.6,10.97,0.0,124.1,97.95,327.09,9.25,124.93,63.82
2019-1-18,8.4,42.0,17.07,52.06,108.52,3.51,441.6,18.5,12.08,56.3,10.97,0.0,125.4,111.32,327.49,9.93,110.88,63.71
2019-1-19,7.82,45.0,19.53,94.71,108.78,3.05,441.6,18.6,12.09,56.9,9.68,0.0,119.0,151.55,187.01,10.11,115.92,63.8
2019-1-20,7.44,44.3,20.42,41.54,88.3,3.43,441.6,18.5,12.08,60.0,9.68,0.0,127.0,126.14,187.03,10.11,96.09,64.32
2019-1-21,7.95,40.9,19.27,82.52,90.98,3.1,441.6,18.4,12.06,279.0,9.68,0.0,129.6,156.51,187.08,10.11,111.74,64.42
2019-1-22,7.18,41.5,20.06,82.8,88.3,2.95,441.6,18.6,14.1,279.7,10.61,0.0,123.8,133.65,186.93,9.68,109.32,64.29
2019-1-23,7.52,40.4,23.51,71.17,98.84,3.12,293.0,18.2,15.33,327.6,11.27,0.0,125.5,127.31,186.86,10.11,80.64,64.19
2019-1-24,9.1,39.8,22.03,95.82,98.41,3.35,185.2,18.9,15.31,300.9,11.49,0.0,125.9,132.32,186.92,10.11,80.64,64.13
2019-1-25,10.66,43.6,21.04,113.54,119.84,3.08,145.8,19.1,15.31,328.6,10.28,0.0,124.2,144.85,130.6,10.11,77.4,65.57
2019-1-26,8.99,45.5,21.34,60.37,101.72,3.07,468.6,18.5,15.33,329.1,10.28,0.0,122.3,131.76,130.91,10.11,66.96,67.56
2019-1-27,7.89,42.0,19.68,78.65,100.4,3.44,449.2,18.3,15.38,329.9,10.28,0.0,127.2,132.89,130.77,10.51,69.12,68.64
2019-1-28,10.69,42.8,22.63,111.05,108.77,3.46,445.0,18.4,16.14,328.7,10.28,0.0,126.7,157.75,130.75,10.39,110.35,67.55
2019-1-29,9.8,42.4,23.75,75.32,115.52,3.19,445.2,18.7,17.22,328.7,10.28,0.0,121.7,234.81,131.09,10.11,93.71,65.8
2019-1-30,8.66,42.0,23.18,78.65,104.09,3.06,445.2,18.6,17.21,328.7,10.28,0.0,126.7,325.03,131.26,10.11,105.84,65.89
2019-1-31,9.41,41.9,23.19,106.34,110.33,3.32,442.0,18.6,17.2,328.7,10.28,0.0,126.4,366.78,131.34,10.11,51.84,64.97
2019-2-1,9.92,49.9,23.3,104.68,108.52,3.4,410.4,18.7,20.27,327.9,10.28,0.0,123.4,249.87,187.78,10.22,51.84,66.89
2019-2-2,9.97,43.7,25.88,86.95,139.54,3.31,287.6,18.7,22.1,329.2,10.28,0.0,125.6,241.11,131.58,10.11,51.84,68.86
2019-2-3,10.82,45.3,23.35,65.91,123.95,3.39,287.6,18.5,22.1,268.2,10.28,0.0,119.2,213.91,175.85,10.11,51.84,72.99
2019-2-4,9.87,41.3,22.4,126.0,158.37,3.44,287.6,18.3,22.1,269.0,10.28,0.0,NULL,154.7,131.73,10.11,51.84,69.76
2019-2-5,8.08,33.2,18.68,70.34,119.84,2.87,287.6,17.1,22.04,267.5,10.28,0.0,124.5,136.63,131.72,10.34,51.84,58.61
2019-2-6,9.36,35.7,19.47,108.0,148.18,3.36,290.0,16.5,22.01,267.4,10.32,0.0,123.3,124.56,131.81,4.47,51.84,58.38
2019-2-7,8.79,33.8,22.4,67.85,129.55,3.25,296.0,16.8,22.03,267.3,10.54,0.0,119.3,116.77,132.0,1.47,51.84,58.09
2019-2-8,7.1,40.7,23.57,91.94,141.09,3.03,295.0,17.0,22.05,267.2,10.54,0.0,118.6,114.79,160.45,1.47,51.84,58.85
2019-2-9,8.18,39.4,22.21,67.02,129.43,3.14,295.0,17.5,22.04,267.2,10.58,0.0,120.2,123.54,148.45,1.47,51.84,61.33
2019-2-10,7.43,38.5,21.44,112.15,171.59,2.74,295.0,17.6,22.02,267.3,10.64,0.0,121.2,123.47,160.86,1.47,51.84,61.14
2019-2-11,8.2,41.2,25.73,81.42,118.24,2.74,295.0,18.2,22.02,268.7,10.36,2.78,127.3,159.08,177.17,8.96,51.84,63.8
2019-2-12,11.14,40.0,25.1,118.8,125.71,3.97,294.0,18.1,22.02,269.0,10.28,2.78,124.8,275.48,189.85,12.7,51.84,64.71
2019-2-13,11.34,40.0,22.96,78.37,119.49,4.21,274.6,18.3,20.8,320.2,10.28,2.78,127.7,271.48,157.61,12.7,58.84,62.9
2019-2-14,10.65,40.9,24.7,95.26,135.04,4.45,273.8,18.5,20.03,283.0,9.86,2.78,129.2,277.03,177.76,12.18,51.84,63.53
2019-2-15,9.72,38.8,25.33,129.88,112.96,4.64,273.8,18.8,20.03,254.3,9.68,2.78,129.0,272.42,190.39,10.99,51.84,79.69
2019-2-16,10.0,38.8,25.08,79.48,131.67,4.24,273.0,19.0,20.03,209.3,9.68,2.78,130.5,243.14,190.44,5.83,51.84,86.12
2019-2-17,9.84,38.7,24.5,88.62,127.27,4.51,271.4,18.8,20.01,209.2,9.68,2.78,128.6,256.56,190.88,1.38,51.84,86.82
2019-2-18,9.3,38.8,27.28,134.03,114.48,4.0,310.6,18.9,20.01,410.1,9.68,2.78,124.1,243.43,191.05,1.38,51.84,85.96
2019-2-19,10.79,39.0,29.09,121.02,108.95,4.2,461.0,18.8,20.0,410.4,9.68,2.78,152.7,147.91,191.08,1.38,51.84,86.28
2019-2-20,9.85,41.5,26.64,125.17,123.81,4.19,458.0,18.9,19.98,410.4,9.68,2.59,169.7,157.05,191.37,1.38,49.68,86.24
2019-2-21,10.06,42.0,28.35,184.71,145.24,4.36,465.0,19.0,20.01,408.0,9.68,3.55,207.7,292.98,190.91,9.8,0.0,85.77
2019-2-22,10.05,38.1,28.65,177.79,142.91,3.9,465.0,18.9,19.99,408.0,9.68,2.59,224.1,286.58,191.66,12.61,0.0,88.13
2019-2-23,11.04,38.5,28.52,174.19,138.95,4.19,466.0,18.5,20.02,407.9,9.68,2.59,221.3,283.13,191.88,12.61,0.0,88.84
2019-2-24,8.64,38.8,21.96,145.66,153.1,4.17,465.8,18.4,20.04,407.9,9.68,2.59,221.4,179.45,134.32,12.61,25.92,113.43
2019-2-25,9.23,38.7,20.9,166.99,143.34,4.23,468.8,17.5,20.04,407.0,9.68,2.59,249.3,215.31,134.22,12.61,51.84,121.1
2019-2-26,10.91,38.4,28.45,157.85,140.4,4.32,470.4,19.0,20.1,407.0,9.68,2.59,202.9,230.46,191.59,4.66,45.01,119.84
2019-2-27,9.57,38.3,27.43,123.23,124.31,4.43,240.4,18.8,20.1,64.2,9.68,2.59,201.3,248.46,134.14,1.56,38.88,124.25
2019-2-28,9.43,38.9,28.04,180.83,142.56,4.22,0.0,18.7,20.1,64.2,9.68,2.59,211.8,246.96,191.75,1.64,0.0,126.44
2019-3-1,10.71,38.9,27.16,146.49,75.34,10.27,258.0,18.1,20.09,221.4,9.68,2.59,218.6,256.92,163.22,1.64,0.0,129.76
2019-3-2,8.99,37.2,27.12,203.82,99.36,10.33,258.4,17.9,20.07,221.4,9.68,2.59,221.5,256.54,179.55,1.64,0.0,131.65
2019-3-3,8.42,38.1,23.29,275.54,82.11,7.09,258.8,17.9,20.11,221.2,9.68,2.59,228.6,207.4,134.46,9.6,0.0,101.74
2019-3-4,9.68,37.3,23.59,137.91,79.92,7.51,298.0,18.0,20.09,401.1,10.13,2.59,213.1,198.39,212.89,12.87,12.9,91.71
2019-3-5,10.19,271.8,26.55,123.51,95.38,8.53,484.4,18.4,20.95,398.7,10.03,2.59,201.7,190.81,212.67,11.89,10.37,105.33
2019-3-6,10.46,38.9,24.27,123.79,95.39,8.19,480.0,18.3,20.12,398.6,9.98,2.59,180.7,212.72,196.13,11.25,10.8,79.86
2019-3-7,11.85,37.4,12.85,0.0,67.45,6.04,339.6,17.4,20.06,229.6,10.28,2.59,177.0,159.08,0.0,11.15,35.28,64.54
2019-3-8,10.59,36.7,12.57,18.31,28.6,4.19,0.0,16.6,20.1,67.3,9.55,0.98,197.8,86.12,0.0,4.02,131.96,64.01
2019-3-9,11.21,39.0,9.16,0.0,17.37,3.57,0.0,17.0,20.12,64.5,9.55,0.0,832.7,89.96,0.0,1.64,92.16,63.13
2019-3-10,9.32,37.9,15.23,0.0,39.23,3.75,0.0,15.9,20.11,64.5,9.15,0.0,1098.4,111.93,0.0,1.64,169.96,68.56
2019-3-11,12.25,35.4,18.49,0.0,42.34,14.56,58.0,14.5,20.12,64.5,8.99,0.0,480.3,82.37,0.0,1.64,185.14,68.17
2019-3-12,12.74,38.7,17.88,5.26,38.45,20.09,0.0,14.9,14.81,64.8,8.99,0.0,261.6,75.54,0.0,1.64,250.56,67.26
2019-3-13,13.52,38.1,17.46,0.0,45.53,18.26,0.0,15.3,10.16,64.6,8.99,2.59,206.9,254.35,0.0,10.06,236.37,76.47
2019-3-14,13.05,36.8,17.49,0.0,60.22,17.28,0.0,15.4,10.23,64.6,10.22,2.59,208.1,192.12,70.2,12.87,244.44,81.38
2019-3-15,13.05,38.2,18.15,0.0,44.6,17.14,0.0,15.9,15.33,64.4,11.74,2.59,206.2,195.52,217.37,12.87,219.21,80.33
2019-3-16,12.87,37.4,19.01,16.89,51.84,16.84,0.0,16.3,20.15,64.4,11.23,2.59,208.8,209.29,217.73,11.86,69.12,80.71
2019-3-17,12.39,36.5,19.06,108.0,55.04,16.93,277.6,16.3,20.3,64.2,11.12,2.59,210.0,196.24,217.89,11.14,69.12,80.83
2019-3-18,12.76,36.6,18.94,103.85,49.36,17.11,277.6,16.5,20.31,64.0,10.67,2.59,201.0,191.34,218.2,4.02,124.8,85.78
2019-3-19,14.21,38.0,18.49,111.32,58.84,18.14,278.0,16.7,20.28,265.9,10.67,2.59,191.7,126.95,218.88,1.64,131.46,87.54
2019-3-20,12.85,39.1,20.24,98.86,56.59,18.34,277.6,17.3,20.26,266.1,10.67,0.98,192.3,120.79,218.76,1.64,143.01,87.64
2019-3-21,13.06,38.9,18.73,99.42,59.79,17.99,277.0,18.0,20.24,200.1,10.11,0.0,194.2,166.89,218.95,1.81,129.6,87.62
2019-3-22,13.39,38.9,20.54,105.23,79.06,18.07,277.6,18.0,20.57,266.3,10.53,0.0,193.6,266.55,219.34,1.9,51.2,87.72
2019-3-23,13.24,38.9,20.33,121.85,66.79,17.56,278.0,17.2,20.75,266.2,10.67,0.0,188.6,259.83,219.45,8.38,51.84,88.08
2019-3-24,12.37,37.8,19.18,89.72,67.56,15.99,281.4,16.3,20.76,265.9,10.67,0.0,192.3,230.0,219.73,11.4,69.12,87.97
2019-3-25,12.51,41.7,19.26,93.05,74.82,15.98,281.4,16.1,20.74,258.5,10.67,2.59,182.4,180.27,220.2,11.4,18.18,88.01
2019-3-26,13.39,48.0,18.36,67.02,67.91,13.35,281.8,17.4,20.75,161.5,10.67,2.59,183.9,151.06,220.48,11.4,0.0,87.62
2019-3-27,13.14,42.1,18.05,103.85,69.46,17.92,276.5,17.6,20.73,165.9,10.67,2.59,175.2,183.01,220.81,11.4,0.0,92.74
2019-3-28,13.45,42.3,19.06,119.08,82.68,18.12,276.0,17.2,20.72,60.1,10.67,2.59,178.5,101.08,221.04,4.28,0.0,93.86
2019-3-29,14.07,38.4,19.59,94.99,75.08,17.34,0.0,17.6,20.69,64.2,10.67,0.98,173.9,96.76,228.57,1.9,0.0,87.75
2019-3-30,12.66,38.8,16.92,48.46,88.82,17.34,0.0,17.5,20.72,64.2,10.67,0.0,181.5,98.0,221.57,1.9,0.0,87.78
2019-3-31,12.5,38.3,16.94,72.0,69.99,17.58,0.0,17.1,20.7,64.2,10.67,0.0,176.0,113.67,221.35,1.9,0.0,87.89
2019-4-1,12.46,36.6,17.06,91.94,100.48,16.65,281.8,17.1,20.74,161.7,10.67,0.0,184.2,130.85,221.99,1.9,29.67,87.95
2019-4-2,12.29,39.0,16.91,100.25,98.76,15.1,281.1,16.8,20.71,268.2,10.67,0.0,182.7,211.93,221.82,10.32,81.04,86.63
2019-4-3,13.24,38.4,17.1,124.89,115.52,16.46,281.1,16.5,20.74,269.8,10.67,2.59,182.7,215.78,221.32,13.16,117.0,87.98
2019-4-4,13.42,38.7,18.16,88.06,125.73,15.06,281.8,16.4,20.7,270.9,10.67,2.59,181.2,203.3,222.78,12.9,101.52,87.89
2019-4-5,14.08,38.8,17.79,94.43,122.43,16.4,281.9,16.5,20.68,270.8,10.67,2.59,181.3,198.95,211.08,11.82,55.12,87.99
2019-4-6,12.79,38.7,18.3,134.59,121.48,16.16,277.0,16.6,20.71,269.0,10.67,2.59,180.0,205.66,211.67,11.49,55.12,87.93
2019-4-7,13.63,38.6,18.39,115.2,121.05,16.48,279.8,16.5,20.68,268.7,10.67,2.59,183.0,115.06,211.99,11.49,55.34,87.72
2019-4-8,13.81,38.7,19.64,136.52,121.77,9.72,280.0,16.5,20.69,270.8,10.53,2.59,181.7,124.88,212.41,3.95,133.73,87.7
2019-4-9,12.95,43.3,21.42,117.14,147.92,5.63,281.0,16.4,20.62,266.2,10.11,2.59,184.7,112.69,222.0,1.99,136.8,91.48
2019-4-10,14.29,39.8,21.72,125.17,134.87,5.51,277.4,15.9,20.62,101.6,10.11,2.59,185.4,84.91,212.9,1.99,117.58,97.25
2019-4-11,12.89,40.9,23.18,114.65,137.89,1.17,281.2,13.6,20.64,64.5,10.11,0.0,177.8,205.44,185.52,1.99,91.26,101.57
2019-4-12,13.41,39.9,17.93,107.17,140.82,9.47,0.0,13.0,20.62,64.6,10.11,0.0,181.7,180.5,186.61,10.41,99.36,88.66
2019-4-13,13.14,39.9,18.35,116.03,147.14,5.68,0.0,13.7,20.63,64.6,10.11,0.0,190.2,149.87,186.85,NULL,69.12,56.77
2019-4-14,11.89,38.9,18.89,104.95,97.29,5.5,0.0,13.5,20.59,64.6,10.11,0.0,193.3,151.45,185.8,13.22,60.48,91.62
2019-4-15,12.73,38.7,18.27,166.15,148.44,5.46,280.8,13.2,21.32,280.8,10.11,0.0,191.4,93.65,185.63,12.29,115.68,91.03
