,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2007-1-1,1641.48,8332.1,883.8,15784.49,NULL,1030.42,41139.0,1885.4,NULL,5522.0,1975.98,577.0,80.9,16838.12,30175.9,1278.18,NULL,11418.04
2007-1-2,1631.18,8285.4,887.6,15826.55,NULL,1030.42,41154.0,1881.6,NULL,5468.0,1972.61,577.0,85.7,16754.31,30264.0,1273.68,NULL,11400.95
2007-1-3,1620.89,8233.7,891.4,15843.38,NULL,1030.42,41169.0,1877.8,NULL,5415.0,1979.35,577.0,85.7,16746.7,30281.6,1266.93,NULL,11396.69
2007-1-4,1610.61,8180.9,898.2,15860.2,NULL,1030.42,41199.0,1877.9,NULL,5369.0,1977.1,579.0,84.1,16685.9,30475.9,1253.43,NULL,11371.04
2007-1-5,1598.3,8129.3,904.2,15885.44,NULL,1028.92,41214.0,1873.9,NULL,5323.0,1974.86,581.0,77.8,16602.59,30741.5,1248.93,NULL,11366.78
2007-1-6,1586.0,8077.3,907.3,15902.26,NULL,1027.42,41229.0,1872.7,NULL,5277.0,1972.61,581.0,79.9,16579.9,30910.2,1246.68,NULL,11336.87
2007-1-7,1575.78,8023.2,910.0,15910.68,NULL,1025.91,41245.0,1866.3,NULL,5231.0,1969.24,581.0,82.0,16557.24,31008.0,1244.43,NULL,11306.96
2007-1-8,1563.52,7975.9,911.0,15927.5,NULL,1024.41,41260.0,1861.2,NULL,5185.0,1965.87,581.0,85.7,16542.14,31052.5,1244.43,NULL,11277.06
2007-1-9,1553.33,7926.4,915.6,15914.88,NULL,1022.91,40868.0,1851.0,NULL,5453.0,1962.51,573.0,82.0,16511.96,31070.3,1228.68,NULL,11251.41
2007-1-10,1543.15,7872.3,915.6,15927.5,NULL,1021.41,40448.0,1842.1,NULL,5817.0,1959.14,565.0,86.3,16466.77,31061.4,1219.7,NULL,11221.52
2007-1-11,1532.99,7817.8,915.6,15919.09,NULL,1019.9,40030.0,1830.6,NULL,6155.0,1955.78,557.0,88.5,16421.65,31043.6,NULL,NULL,11187.33
2007-1-12,1522.83,7764.7,915.6,15919.09,NULL,1018.4,39614.0,1822.9,NULL,6476.0,1951.31,549.0,80.9,16527.05,30990.2,1203.94,NULL,11153.15
2007-1-13,1514.73,7712.7,915.6,15914.88,NULL,1016.9,39318.0,1812.7,NULL,6740.0,1946.83,541.0,82.0,16399.11,30972.4,1183.69,NULL,11123.24
2007-1-14,1506.63,7660.5,915.6,15910.68,NULL,1014.13,39333.0,1802.5,NULL,6682.0,1942.36,533.0,86.3,16361.6,31070.3,1165.09,NULL,11097.96
2007-1-15,1498.53,7610.2,917.2,15906.47,NULL,1012.75,39347.0,1792.3,NULL,6624.0,1939.02,525.0,94.0,16316.66,31159.4,1152.19,NULL,11060.55
2007-1-16,1490.46,7560.0,915.6,15906.47,NULL,1009.98,39362.0,1782.1,NULL,6558.0,1937.9,517.0,84.7,16264.32,31212.9,1143.19,NULL,11039.76
2007-1-17,1484.4,7507.1,910.3,15885.44,NULL,1009.98,39377.0,1770.6,NULL,6444.0,1935.67,508.0,93.4,16234.46,31248.6,1131.95,NULL,11014.82
2007-1-18,1478.35,7453.3,925.8,14366.73,NULL,1031.92,39392.0,1794.9,NULL,6340.0,1932.33,502.0,92.3,16241.92,31391.5,1118.45,NULL,11027.29
2007-1-19,1498.53,7407.1,960.0,16045.92,NULL,1045.4,39466.0,1816.6,NULL,6259.0,1930.1,509.0,96.8,16294.22,31768.0,1100.45,NULL,11064.71
2007-1-20,1537.05,7373.3,982.7,16212.11,NULL,1061.97,39570.0,1849.7,NULL,6155.0,1925.64,514.0,79.38,16625.29,32173.3,1091.45,NULL,11136.06
2007-1-21,1545.18,7347.9,1025.8,16180.67,NULL,1072.49,39599.0,1871.4,NULL,6066.0,1922.31,517.0,91.2,16754.31,31974.9,1075.11,NULL,11200.14
2007-1-22,1549.26,7303.1,1053.8,16131.26,NULL,1086.01,39644.0,1888.0,NULL,5954.0,1917.87,518.0,88.5,16838.12,31741.0,1066.93,NULL,11230.06
2007-1-23,1551.29,7249.8,1085.3,16054.9,NULL,1095.03,39407.0,1902.0,NULL,6058.0,1913.43,518.0,86.3,16883.94,31507.8,1052.63,NULL,11264.23
2007-1-24,1551.29,7195.3,1115.3,16001.0,NULL,1102.54,39155.0,1909.7,NULL,6203.0,1906.79,518.0,88.5,16968.15,31570.5,1044.46,NULL,11281.32
2007-1-25,1549.26,7140.5,1143.5,15914.88,NULL,1104.04,38890.0,1913.5,NULL,6356.0,1902.38,519.0,90.1,17029.55,31543.7,1034.24,NULL,11294.14
2007-1-26,1545.18,7086.7,1165.9,15843.38,NULL,1107.05,38611.0,1916.0,NULL,6501.0,1899.08,521.0,83.6,17068.0,31472.0,1024.03,NULL,11294.14
2007-1-27,1539.08,7038.2,1165.9,15750.84,NULL,1108.55,38435.0,1899.5,NULL,6396.0,1893.58,521.0,88.5,17060.31,31382.6,1013.81,NULL,11298.42
2007-1-28,1537.05,6993.9,1165.0,15666.72,NULL,1110.05,38464.0,1896.9,NULL,6082.0,1889.18,522.0,91.8,17052.62,31275.4,1003.6,NULL,11289.87
2007-1-29,1532.99,6948.9,1163.2,15586.8,NULL,1110.05,38479.0,1894.4,NULL,5729.0,1884.8,522.0,87.4,17037.2,31159.4,985.21,NULL,11294.14
2007-1-30,1526.89,6900.8,1160.6,15477.44,NULL,1108.55,38201.0,1889.2,NULL,5614.0,NULL,522.0,73.7,17014.19,31016.9,979.08,NULL,11289.87
2007-1-31,1520.8,6852.1,1160.2,15515.3,NULL,1108.55,37910.0,1884.1,NULL,5537.0,1874.95,522.0,92.3,16983.49,30865.8,962.73,NULL,11268.51
2007-2-1,1514.73,6804.0,1159.8,15561.57,NULL,1108.55,37648.0,1879.0,NULL,5461.0,1869.5,522.0,87.9,16952.82,30697.2,952.52,NULL,11251.41
2007-2-2,1506.63,6756.2,1169.5,15574.19,NULL,1105.55,37228.0,1873.9,NULL,5499.0,1865.14,522.0,77.8,16891.59,30528.9,942.3,NULL,11242.87
2007-2-3,1500.55,6713.3,1179.3,15591.01,NULL,1105.55,36796.0,1865.0,NULL,5552.0,1858.62,522.0,80.4,16769.53,30352.2,938.22,NULL,11217.24
2007-2-4,1494.5,6669.6,1188.2,15628.87,NULL,1104.04,36394.0,1852.3,NULL,5598.0,1852.13,522.0,89.0,16610.15,30175.9,923.91,NULL,11195.88
2007-2-5,1486.42,6626.2,1196.2,15649.9,NULL,1101.04,35980.0,1842.1,NULL,5644.0,1847.8,522.0,81.5,16459.24,29991.2,913.7,NULL,11165.97
2007-2-6,1476.34,6583.2,1204.2,15599.42,NULL,1099.54,35554.0,1833.1,NULL,5690.0,1841.33,522.0,117.8,16309.18,29798.1,915.74,NULL,11136.06
2007-2-7,1468.28,6535.0,1212.2,15536.33,NULL,1098.03,35130.0,1824.2,NULL,5753.0,1837.03,522.0,144.9,16219.54,29605.6,901.44,NULL,11102.12
2007-2-8,1460.24,6486.2,1211.7,15498.48,NULL,1095.03,34693.0,1812.7,NULL,5825.0,1831.66,522.0,145.6,16152.52,29413.6,891.22,NULL,11093.8
2007-2-9,1454.21,6438.1,1222.9,15494.27,NULL,1093.53,34245.0,1800.0,NULL,5906.0,1826.3,522.0,142.1,16174.84,29213.3,879.74,NULL,11068.86
2007-2-10,1448.19,6391.2,1232.7,15460.62,NULL,1090.52,33813.0,1787.2,NULL,5994.0,1819.89,523.0,137.0,16048.59,29013.8,870.5,NULL,11035.61
2007-2-11,1444.18,6345.6,1239.8,15389.12,NULL,1087.52,33397.0,1770.6,NULL,6058.0,1813.5,523.0,138.8,15930.33,28815.0,861.26,NULL,11010.67
2007-2-12,1438.17,6298.4,1247.9,15363.88,NULL,1086.01,32956.0,1751.5,NULL,6131.0,1808.19,523.0,143.5,15739.29,28616.8,853.87,NULL,10981.57
2007-2-13,1434.17,6251.9,1250.5,15317.61,NULL,1084.51,32516.0,1733.7,NULL,6259.0,1801.83,523.0,142.1,15600.59,28410.6,850.17,NULL,10935.84
2007-2-14,1428.17,6203.6,1244.3,15271.34,NULL,1081.51,32066.0,1716.3,NULL,6388.0,1800.78,523.0,136.4,15433.69,28196.7,846.47,NULL,10902.6
2007-2-15,1412.19,6156.2,1232.7,15195.63,NULL,1078.5,31604.0,1697.3,NULL,6517.0,1797.61,523.0,146.3,15096.04,27992.0,835.38,NULL,10856.88
2007-2-16,1400.24,6109.7,1218.5,15145.16,NULL,1077.0,31144.0,1686.0,NULL,6649.0,1793.39,523.0,140.7,14939.57,27779.7,813.2,NULL,10786.21
2007-2-17,1386.33,6058.4,1204.2,15111.51,NULL,1073.49,30862.0,1676.7,NULL,6674.0,1788.13,523.0,131.6,14840.5,27577.0,811.36,NULL,10732.17
2007-2-18,1372.46,6006.5,1190.84,15040.01,NULL,1070.99,30875.0,1666.2,NULL,6388.0,1781.83,523.0,140.7,14734.8,27365.7,807.66,NULL,10662.25
2007-2-19,1358.62,5970.0,1179.26,14985.33,NULL,1067.98,30889.0,1660.4,NULL,6090.0,1775.54,523.0,150.0,14615.62,27172.3,803.96,NULL,10605.33
