,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2015-1-1,1395.91,6675.2,1571.73,11016.0,12746.93,367.11,26442.0,1466.47,NULL,4290.0,1719.11,179.0,19.29,11202.46,30928.39,1584.42,3305.31,6137.41
2015-1-2,1387.84,6628.5,1564.43,11049.56,12755.13,364.24,26456.0,1454.34,NULL,4227.0,1710.87,178.0,18.15,11123.98,30901.73,1567.16,3359.82,6128.92
2015-1-3,1379.78,6586.1,1555.82,11026.07,12607.64,362.8,26470.0,1442.63,NULL,4172.0,1702.66,176.0,21.85,11093.88,30768.54,1555.7,3414.85,6109.1
2015-1-4,1371.74,6544.8,1547.94,11059.63,12542.16,360.65,26484.0,1429.74,NULL,4110.0,1694.48,174.0,22.72,11057.84,30697.56,1552.84,3470.38,6089.28
2015-1-5,1361.69,6503.6,1533.6,11089.83,12861.77,358.5,26287.0,1416.86,NULL,4049.0,1687.34,172.0,23.35,10890.65,30617.79,1535.73,3526.37,6058.14
2015-1-6,1351.67,6462.4,1520.94,11083.12,12730.53,356.34,26301.0,1403.98,NULL,4185.0,1679.22,170.0,26.1,10807.66,30538.1,1521.53,3537.77,6035.49
2015-1-7,1341.65,6417.1,1506.72,11093.19,12615.83,353.96,26315.0,1391.1,NULL,4123.0,1672.13,162.0,28.2,10695.69,30476.17,1515.86,3623.09,6001.52
2015-1-8,1331.66,6371.8,1494.1,11002.58,12525.8,351.59,26329.0,1377.05,NULL,4062.0,1663.05,154.0,27.97,10625.35,30378.96,1504.55,3658.81,5987.37
2015-1-9,1323.67,6330.6,1481.13,10915.32,12337.87,349.21,26344.0,1361.83,NULL,4002.0,1654.01,146.0,142.67,10596.13,30290.69,1490.47,3711.53,5953.39
2015-1-10,1315.69,6285.3,1472.58,10999.22,12386.85,346.23,26358.0,1347.78,NULL,3941.0,1645.01,138.0,125.51,10445.02,30184.9,1476.44,3752.51,5925.08
2015-1-11,1305.74,6240.0,1462.49,11022.72,12321.54,343.86,26372.0,1334.19,NULL,3875.0,1636.04,130.0,65.81,10421.9,30061.64,1470.84,3793.7,5893.94
2015-1-12,1298.81,6190.6,1452.13,11019.36,12607.64,340.88,26372.0,1320.95,NULL,3810.0,1630.08,122.0,21.85,10306.77,29973.74,1454.1,3832.62,5837.87
2015-1-13,1283.89,6142.1,1438.0,11022.72,12411.36,338.5,26134.0,1307.7,NULL,3752.0,1621.18,114.0,23.14,10220.95,30105.64,1442.98,3866.77,5826.86
2015-1-14,1273.99,6098.2,1428.14,11042.85,12223.69,338.5,25855.0,1298.87,NULL,4028.0,1616.25,107.0,23.73,10152.63,30132.04,1434.67,3903.46,5785.57
2015-1-15,1266.09,6058.2,1421.04,11036.14,12142.3,338.5,25882.0,1286.73,NULL,4199.0,1610.34,99.0,23.55,10050.7,30105.64,1426.37,3898.56,5755.29
2015-1-16,1258.19,6018.3,1408.34,10979.09,12117.93,337.91,25896.0,1274.59,NULL,4137.0,1603.47,91.0,25.48,9977.49,30052.86,1420.85,3898.56,5716.75
2015-1-17,1248.34,5970.4,1395.81,10932.1,12101.69,336.13,25910.0,1261.34,NULL,4076.0,1596.62,83.0,25.88,9904.63,29964.96,1409.84,3883.88,5686.47
2015-1-18,1238.5,5926.5,1383.53,10985.8,12069.23,334.34,25910.0,1248.1,NULL,4028.0,1591.74,81.0,25.68,9759.91,29877.13,1393.38,3915.71,5647.94
2015-1-19,1228.69,5862.6,1369.89,10858.27,12305.24,332.56,25924.0,1233.75,NULL,3988.0,1582.97,79.0,26.52,9677.04,29771.83,1390.64,3945.15,5612.15
2015-1-20,1222.81,5814.7,1357.29,10861.63,12126.05,330.18,25952.0,1220.15,NULL,3922.0,1575.21,77.0,24.29,9589.14,29666.69,1377.05,3913.26,5576.52
2015-1-21,1216.94,5770.8,1341.45,10814.91,12061.12,328.4,25952.0,1207.72,NULL,3875.0,1568.44,75.0,25.09,9572.72,29552.99,1368.95,3896.12,5541.75
2015-1-22,1209.12,5728.0,1325.27,10798.45,11980.14,326.02,25966.0,1193.22,NULL,3823.0,1558.79,73.0,23.91,9452.82,29430.75,1363.56,3844.81,5509.66
2015-1-23,1203.26,5685.2,1309.48,10821.49,11851.0,324.23,25715.0,1178.72,NULL,3746.0,1551.1,71.0,24.09,9366.23,29308.74,1347.45,3783.99,5474.89
2015-1-24,1197.41,5646.3,1294.16,10772.13,11842.96,321.86,25397.0,1164.23,NULL,4002.0,1544.39,69.0,23.37,9247.99,29160.87,1339.43,3692.31,5434.77
2015-1-25,1189.63,5603.5,1279.69,10689.87,11778.66,320.07,25411.0,1149.73,NULL,4158.0,1536.75,67.0,22.84,9114.78,29048.04,1323.45,3692.31,5394.65
2015-1-26,1183.8,5560.8,1264.67,10673.42,11923.73,318.29,25424.0,1136.27,NULL,4083.0,1530.08,65.0,23.55,9024.9,28909.43,1312.83,3687.51,5357.21
2015-1-27,1174.1,5518.0,1249.12,10653.68,11843.96,316.51,25424.0,1120.24,NULL,4015.0,1521.54,63.0,25.48,8919.89,28831.6,1302.25,3566.34,5319.76
2015-1-28,1164.42,5475.2,1235.03,10637.23,11786.69,314.72,25438.0,1108.63,NULL,3948.0,1514.92,61.0,25.88,8815.65,28805.68,1294.34,3451.82,5283.28
2015-1-29,1156.69,5436.3,1219.88,10601.03,11794.72,312.94,25452.0,1095.08,NULL,3882.0,1508.32,59.0,26.3,8753.48,28788.4,1283.81,3341.6,5246.95
2015-1-30,1143.2,5393.5,1204.47,10601.03,11722.53,311.15,25204.0,1079.6,NULL,3817.0,1499.86,57.0,25.09,8635.11,28736.59,1275.93,3235.52,5213.22
2015-1-31,1135.51,5355.3,1191.99,10601.03,11690.51,309.37,24750.0,1064.11,NULL,4089.0,1491.42,55.0,20.67,8558.45,28753.85,1265.46,3148.65,5179.49
2015-2-1,1125.92,5313.5,1178.79,10591.16,11594.66,306.4,24301.0,1049.6,NULL,4453.0,1485.81,53.0,20.2,8492.37,28727.95,1255.01,3184.16,5161.33
2015-2-2,1120.18,5275.6,1165.68,10584.58,11923.57,303.42,24003.0,1035.08,NULL,4671.0,1477.42,51.0,18.08,8386.31,28693.45,1244.6,3045.38,5101.66
2015-2-3,1112.54,5226.3,1149.72,10564.84,11794.71,301.05,24003.0,1020.33,NULL,4657.0,1440.82,48.0,19.42,8341.11,28779.76,1234.22,2982.39,5060.14
2015-2-4,1104.91,5173.2,1133.54,10492.6,11674.52,298.67,24016.0,1006.74,NULL,4417.0,1432.47,45.0,21.0,8276.1,28978.7,1226.45,2834.84,5019.93
2015-2-5,1097.29,5127.7,1117.47,10421.83,11618.6,296.36,24016.0,992.24,NULL,4185.0,1426.92,42.0,21.16,8171.76,29143.51,1218.7,2627.37,4984.9
2015-2-6,1085.89,5082.1,1103.21,10376.81,11594.66,294.24,24043.0,977.74,NULL,3948.0,1418.62,39.0,24.29,8078.07,29230.41,1210.96,2477.72,4959.88
2015-2-7,1080.21,5032.8,1087.38,10318.91,11578.71,291.08,24043.0,963.24,NULL,3701.0,1410.35,36.0,24.69,7912.12,29256.5,1195.54,2356.87,4897.34
2015-2-8,1072.64,4987.9,1067.61,10344.64,11905.12,288.96,23787.0,951.46,NULL,3453.0,1402.11,33.0,25.28,7820.33,29256.5,1190.41,2300.61,4857.31
2015-2-9,1065.09,4944.3,1056.31,10277.1,11826.87,284.74,23344.0,937.17,NULL,3538.0,1394.8,30.0,24.89,7714.89,29247.81,1185.3,2248.99,4829.79
2015-2-10,1059.44,4904.3,1039.69,10273.88,11698.51,281.04,23024.0,922.67,NULL,3752.0,1387.52,27.0,24.29,7553.71,29213.02,1175.08,2134.93,4763.95
2015-2-11,1053.79,4860.5,1023.35,10277.1,11722.53,277.35,22440.0,907.33,NULL,3968.0,1380.25,25.0,23.73,7450.56,29169.57,1157.29,1977.26,4723.12
2015-2-12,1044.4,4820.6,1007.07,10161.67,11435.46,273.65,22045.0,893.47,NULL,4206.0,1370.29,23.0,22.48,7348.29,29117.46,1152.22,1812.56,4679.89
2015-2-13,1036.9,4762.4,992.15,10067.38,11522.93,270.48,21537.0,877.48,NULL,4438.0,1362.17,21.0,24.49,7228.57,29048.04,1139.58,1695.94,4629.45
2015-2-14,1025.69,4715.1,977.13,10001.38,11586.68,267.84,21073.0,861.28,NULL,4679.0,1353.17,19.0,24.49,7087.45,28961.37,1126.99,1560.56,4581.42
2015-2-15,1018.24,4667.8,962.41,9951.09,11546.82,265.2,20677.0,844.06,NULL,4912.0,1347.79,17.0,25.09,6934.66,28857.54,1111.99,1493.92,4530.0
2015-2-16,1016.38,4617.9,1000.42,9891.37,11762.61,267.84,20184.0,868.1,NULL,5143.0,1337.94,16.0,24.89,6876.79,28831.6,1114.49,1404.65,4516.16
2015-2-17,1012.67,4579.8,995.71,9863.08,11514.97,265.2,19709.0,880.89,NULL,5397.0,1329.92,14.0,23.55,6841.33,28762.49,1097.09,1310.05,4518.46
2015-2-18,1005.25,4538.2,986.63,9832.29,11158.52,265.73,19276.0,872.36,NULL,5641.0,1325.47,12.0,25.48,6757.57,28676.2,1089.67,1175.27,4476.93
2015-2-19,994.16,4496.6,981.8,9764.56,10899.58,264.14,19019.0,865.54,NULL,5899.0,1312.17,10.0,27.86,6687.54,28581.42,1077.35,1060.55,4421.56
2015-2-20,988.63,4468.9,971.84,9699.91,11056.23,263.09,19031.0,857.02,NULL,5857.0,1310.41,8.0,30.49,6626.63,28495.39,1069.99,1041.76,4370.8
2015-2-21,983.12,4430.8,959.13,9653.73,11009.14,261.5,19056.0,848.08,NULL,5683.0,1302.47,6.0,32.32,6557.45,28400.88,1057.77,966.24,4322.8
2015-2-22,981.28,4399.6,946.96,9595.23,11001.29,259.92,19092.0,839.24,NULL,5519.0,1299.83,6.0,28.3,6484.44,28297.93,1057.77,938.13,4282.9
2015-2-23,979.45,4385.7,930.02,9522.0,10985.62,257.81,19092.0,829.6,NULL,5438.0,1297.19,5.0,28.79,6386.47,28195.16,1050.47,949.69,4234.14
2015-2-24,973.95,4361.4,923.26,9422.38,11150.64,256.75,18848.0,825.58,NULL,5381.0,1290.16,4.0,21.81,6289.42,28118.18,1038.35,972.13,4178.72
2015-2-25,968.47,4323.3,920.8,9355.97,10899.58,257.81,18522.0,816.74,NULL,5658.0,1288.41,2.0,22.66,6193.3,28024.2,1033.51,915.24,4143.25
2015-2-26,963.0,4285.4,917.05,9256.35,10759.35,256.22,18546.0,810.31,NULL,5691.0,1277.92,1.0,20.83,6073.41,27921.83,1021.47,911.45,4095.13
2015-2-27,952.1,4241.6,916.82,9143.6,10650.77,254.64,18558.0,802.28,NULL,5511.0,1268.35,1.0,23.73,5959.04,27794.08,1011.88,939.09,4054.53
2015-2-28,943.05,4201.2,916.06,9045.73,10511.79,254.11,18294.0,793.44,NULL,5341.0,1258.81,1.0,23.02,5833.97,27675.08,1002.32,969.18,4007.53
2015-3-1,935.83,4164.1,913.47,8977.51,10411.82,253.05,17830.0,783.0,NULL,5494.0,1251.02,1.0,23.37,5710.54,27564.77,1002.32,1010.0,3956.25
2015-3-2,928.63,4127.1,904.19,8857.41,10534.91,252.0,17361.0,773.51,NULL,5600.0,1244.13,1.0,23.91,5584.84,27463.13,995.18,1035.55,3902.83
2015-3-3,919.67,4090.0,885.85,8702.57,10312.2,251.47,16898.0,765.51,NULL,5699.0,1236.39,1.0,23.55,5472.4,27327.83,967.57,1025.26,3857.28
2015-3-4,912.52,4049.6,869.2,8601.39,10144.51,248.83,16716.0,754.6,NULL,5799.0,1230.39,1.0,23.73,5342.37,27192.83,960.58,1011.01,3807.73
2015-3-5,903.61,4012.5,854.48,8463.51,9947.69,247.25,16546.0,745.14,NULL,5535.0,1219.29,1.0,24.29,5199.31,27058.1,951.28,961.35,3789.15
2015-3-6,894.75,3972.1,840.85,8284.3,9819.79,246.19,16079.0,734.96,NULL,5462.0,1213.33,1.0,21.81,5095.41,26974.03,935.1,934.29,3708.65
2015-3-7,887.68,3929.0,826.18,8112.32,9857.34,245.13,15621.0,724.78,NULL,5454.0,1204.86,1.0,22.84,4985.51,26864.92,919.03,923.79,3662.17
2015-3-8,878.88,3889.6,813.09,7959.37,9752.36,243.61,15159.0,715.33,NULL,5438.0,1198.1,1.0,24.49,4859.14,26755.99,914.46,902.01,3614.25
2015-3-9,871.87,3846.9,797.64,7793.17,9970.32,242.19,14747.0,704.42,NULL,5430.0,1190.52,1.0,23.02,4734.74,26638.89,909.9,863.61,3566.32
2015-3-10,863.15,3807.5,788.1,7683.75,9752.36,240.78,14209.0,691.91,NULL,5584.0,1183.81,1.0,23.55,4612.29,26547.04,907.62,844.14,3526.37
2015-3-11,854.47,3768.0,790.71,7552.45,9595.84,241.25,13887.0,691.21,NULL,5757.0,1175.44,1.0,23.2,4570.76,26705.78,900.8,852.46,3506.4
2015-3-12,847.56,3725.3,814.53,7590.75,9447.74,248.83,13897.0,717.7,NULL,5691.0,1169.6,1.0,23.55,4685.52,27150.7,896.26,995.94,3538.36
2015-3-13,840.69,3679.4,823.23,7741.2,9447.74,263.09,13907.0,729.76,NULL,5405.0,1156.29,1.0,23.37,4745.32,27412.36,889.48,1143.69,3612.25
