,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2005-1-1,0.0,0.3,NULL,112.56,NULL,0.77,14.0,0.0,NULL,4.0,5.23,0.5,213.8,239.09,161.31,NULL,NULL,52.01
2005-1-2,0.37,0.3,NULL,108.0,NULL,3.93,15.0,0.7,NULL,1.3,5.23,0.5,207.3,205.6,135.66,NULL,NULL,13.48
2005-1-3,0.0,0.3,NULL,103.68,NULL,2.82,15.0,1.8,NULL,0.0,4.08,0.5,196.2,149.0,102.65,NULL,NULL,50.03
2005-1-4,0.0,0.3,NULL,103.68,NULL,1.7,15.0,5.9,NULL,2.4,4.08,0.5,203.4,145.21,114.0,NULL,NULL,36.37
2005-1-5,0.05,1.0,NULL,103.68,NULL,2.24,7.2,7.0,NULL,0.0,5.23,0.5,205.8,125.48,90.61,NULL,NULL,50.8
2005-1-6,0.0,0.3,NULL,103.68,NULL,2.05,14.0,6.8,NULL,0.0,5.23,0.4,215.3,139.71,98.5,NULL,NULL,72.14
2005-1-7,0.0,0.3,NULL,103.68,NULL,3.73,15.0,0.7,NULL,0.0,4.08,0.5,195.5,140.85,87.1,NULL,NULL,27.82
2005-1-8,0.0,0.3,NULL,103.68,NULL,2.67,15.0,7.0,NULL,0.0,4.08,0.5,197.2,138.01,91.7,NULL,NULL,41.13
2005-1-9,0.85,0.3,NULL,103.68,NULL,2.53,15.0,8.5,NULL,0.0,4.08,0.6,192.8,149.08,125.6,NULL,NULL,65.66
2005-1-10,0.0,0.3,NULL,103.68,NULL,3.86,14.0,6.0,NULL,0.0,4.08,0.5,167.8,144.76,172.0,NULL,NULL,32.49
2005-1-11,0.0,0.3,NULL,103.68,NULL,2.11,15.0,6.2,NULL,0.0,4.08,1.5,167.9,119.98,215.6,NULL,NULL,41.3
2005-1-12,0.0,0.3,NULL,103.68,NULL,3.69,15.0,5.6,NULL,0.0,4.08,0.8,194.8,137.66,250.6,NULL,NULL,36.55
2005-1-13,0.33,0.3,NULL,103.68,NULL,2.2,15.0,8.4,NULL,2.9,4.08,0.8,188.6,142.18,233.3,NULL,NULL,44.32
2005-1-14,1.89,0.3,NULL,146.88,NULL,12.25,15.0,8.5,NULL,0.0,4.08,2.5,164.2,170.11,NULL,NULL,NULL,75.0
2005-1-15,0.54,0.3,NULL,146.88,NULL,8.09,7.2,23.2,NULL,0.0,5.23,1.7,170.2,252.36,636.7,NULL,NULL,71.37
2005-1-16,1.58,0.3,NULL,146.88,NULL,5.53,15.0,19.5,NULL,0.0,2.94,1.8,171.1,247.21,501.7,NULL,NULL,59.44
2005-1-17,1.61,0.3,NULL,103.68,NULL,5.59,15.0,11.9,NULL,0.0,4.08,2.8,169.4,185.98,323.1,NULL,NULL,31.71
2005-1-18,1.74,0.3,NULL,103.68,NULL,3.34,8.0,10.0,NULL,213.6,2.94,3.8,196.8,137.09,180.99,NULL,NULL,54.09
2005-1-19,0.0,0.3,NULL,69.12,NULL,3.93,8.9,8.5,NULL,363.6,2.94,2.8,181.9,167.35,143.7,NULL,NULL,24.11
2005-1-20,0.0,0.3,NULL,69.12,NULL,4.06,22.3,10.3,NULL,348.9,2.94,2.8,181.6,124.68,108.4,NULL,NULL,65.32
2005-1-21,0.0,0.3,NULL,69.12,NULL,2.41,12.6,8.3,NULL,344.7,2.94,0.8,177.8,116.24,106.29,NULL,NULL,8.64
2005-1-22,0.0,0.3,NULL,69.12,NULL,3.68,16.0,9.3,NULL,375.4,4.08,1.5,164.0,141.61,106.8,NULL,NULL,66.01
2005-1-23,1.24,0.3,NULL,69.12,NULL,5.36,36.0,6.3,NULL,367.5,5.23,0.5,157.6,125.29,89.7,NULL,NULL,15.64
2005-1-24,0.91,0.3,NULL,69.12,NULL,3.87,10.0,9.9,NULL,333.5,2.94,0.5,176.9,144.66,106.5,NULL,NULL,66.27
2005-1-25,0.0,0.3,NULL,69.12,NULL,4.0,18.2,6.8,NULL,351.8,4.08,0.5,168.8,122.3,86.1,NULL,NULL,21.0
2005-1-26,0.0,0.3,NULL,69.12,NULL,4.02,7.2,8.2,NULL,342.1,3.44,0.5,169.0,112.27,77.53,NULL,NULL,43.2
2005-1-27,0.62,0.3,NULL,69.12,NULL,3.93,24.1,6.3,NULL,352.0,3.51,0.6,172.7,127.08,77.5,NULL,NULL,23.41
2005-1-28,0.0,0.3,NULL,43.2,NULL,3.58,15.4,7.5,NULL,334.1,3.51,0.5,181.5,99.75,85.7,NULL,NULL,54.43
2005-1-29,0.0,0.3,NULL,43.2,NULL,3.47,15.4,3.3,NULL,333.9,3.51,0.5,188.1,115.86,78.15,NULL,NULL,23.33
2005-1-30,0.0,0.3,NULL,43.2,NULL,0.97,24.4,4.2,NULL,334.6,3.51,0.5,206.3,102.97,63.4,NULL,NULL,31.1
2005-1-31,0.0,0.3,NULL,43.2,NULL,3.79,13.6,3.6,NULL,300.1,3.51,0.5,216.0,109.66,84.0,NULL,NULL,28.25
2005-2-1,0.0,0.3,NULL,43.2,NULL,3.63,10.2,8.3,NULL,359.3,3.51,0.5,185.8,102.11,116.0,NULL,NULL,50.8
2005-2-2,0.0,0.3,NULL,43.2,NULL,2.15,9.6,6.4,NULL,340.4,2.44,0.5,162.7,96.47,110.6,NULL,NULL,27.65
2005-2-3,0.62,0.3,NULL,34.56,NULL,3.5,13.2,9.0,NULL,73.4,2.44,0.5,174.6,129.65,119.3,NULL,NULL,2.25
2005-2-4,0.7,0.3,NULL,34.56,NULL,3.53,15.0,6.9,NULL,0.0,3.51,0.5,175.7,96.01,159.9,NULL,NULL,41.04
2005-2-5,0.0,0.3,NULL,34.56,NULL,3.82,18.0,2.8,NULL,142.7,3.51,0.5,172.2,132.62,170.9,NULL,NULL,7.0
2005-2-6,0.0,0.3,NULL,NULL,NULL,2.62,8.8,5.0,NULL,352.6,2.44,0.5,172.6,103.41,144.72,NULL,NULL,53.48
2005-2-7,0.0,0.3,NULL,NULL,NULL,2.31,15.0,7.5,NULL,354.2,2.44,0.6,172.5,133.69,122.81,NULL,NULL,41.39
2005-2-8,0.0,0.3,NULL,NULL,NULL,4.56,7.8,6.8,NULL,340.4,3.51,0.6,169.7,104.74,105.31,NULL,NULL,46.05
2005-2-9,0.0,0.3,NULL,NULL,NULL,2.43,6.3,5.8,NULL,348.5,2.44,0.5,165.1,108.38,101.62,NULL,NULL,37.32
2005-2-10,0.2,0.3,NULL,NULL,NULL,2.02,6.8,4.0,NULL,357.5,2.44,0.5,163.9,110.46,92.3,NULL,NULL,17.02
2005-2-11,0.0,0.3,NULL,NULL,NULL,3.81,3.6,3.7,NULL,362.8,2.44,0.5,162.3,105.49,76.67,NULL,NULL,62.29
2005-2-12,0.0,0.3,NULL,NULL,NULL,2.12,18.0,3.4,NULL,362.4,2.44,0.5,171.4,107.68,89.01,NULL,NULL,24.11
2005-2-13,0.0,0.3,NULL,NULL,NULL,4.98,18.0,3.1,NULL,335.4,2.44,0.5,172.1,101.84,126.11,NULL,NULL,27.56
2005-2-14,0.0,0.3,NULL,34.56,NULL,1.98,17.2,3.7,NULL,341.3,2.44,0.5,159.5,111.01,131.77,NULL,NULL,52.1
2005-2-15,0.66,0.3,NULL,34.56,NULL,3.53,10.4,3.9,NULL,329.6,3.51,0.9,161.9,94.37,405.6,NULL,NULL,16.85
2005-2-16,0.0,0.3,NULL,34.56,NULL,2.37,16.4,3.7,NULL,347.7,3.51,0.9,157.0,105.24,310.6,NULL,NULL,34.3
2005-2-17,0.0,0.3,NULL,34.56,NULL,2.41,15.2,3.5,NULL,266.9,2.44,0.9,155.6,83.4,188.36,NULL,NULL,36.37
2005-2-18,2.76,0.3,NULL,9.04,NULL,16.96,17.2,24.0,NULL,274.8,2.63,2.5,166.0,136.98,144.87,NULL,NULL,13.48
2005-2-19,23.29,0.4,NULL,27.63,NULL,65.5,93.0,51.2,NULL,381.9,3.01,5.5,324.2,231.12,196.12,NULL,NULL,154.05
2005-2-20,17.15,8.9,NULL,302.4,NULL,61.84,61.0,49.8,NULL,369.7,4.02,4.5,899.6,565.41,545.48,NULL,NULL,338.69
2005-2-21,17.61,22.1,NULL,323.16,NULL,64.9,93.0,48.1,NULL,394.0,5.03,1.5,615.5,541.86,700.62,NULL,NULL,115.6
2005-2-22,12.0,32.5,NULL,281.66,NULL,51.92,75.5,60.4,NULL,398.6,3.01,4.6,762.8,495.45,694.8,NULL,NULL,14.77
2005-2-23,13.84,18.9,NULL,323.14,NULL,43.94,50.4,51.8,NULL,353.0,2.0,1.6,700.8,441.43,703.0,NULL,NULL,7.86
2005-2-24,4.82,8.0,NULL,217.73,NULL,22.35,68.8,60.3,NULL,394.0,0.99,2.0,717.6,341.3,481.9,NULL,NULL,9.85
2005-2-25,4.38,17.6,NULL,NULL,NULL,252.07,25.0,59.6,NULL,37.4,3.01,4.7,826.7,333.7,347.7,NULL,NULL,90.46
2005-2-26,7.03,11.6,NULL,449.28,NULL,472.54,37.0,78.8,NULL,56.7,3.01,5.0,2299.2,1206.0,748.2,NULL,NULL,282.79
2005-2-27,9.96,34.5,NULL,357.92,NULL,325.18,25.0,67.4,NULL,13.9,3.01,2.2,2104.0,1032.11,1093.5,NULL,NULL,58.84
2005-2-28,6.12,6.0,NULL,812.16,NULL,388.58,24.0,14.5,NULL,0.5,3.01,1.2,2080.2,1477.78,1847.2,NULL,NULL,53.48
2005-3-1,8.21,6.4,NULL,910.16,NULL,509.02,25.0,3.9,NULL,9.3,3.01,1.2,2197.6,1756.77,1377.3,NULL,NULL,69.38
2005-3-2,8.33,1.5,NULL,806.84,NULL,248.92,37.0,37.5,NULL,5.9,3.01,4.0,2074.7,1430.76,801.9,NULL,NULL,42.08
2005-3-3,10.1,1.5,NULL,1151.57,NULL,782.63,38.0,30.2,NULL,0.0,3.01,6.5,2283.3,1715.79,1110.42,NULL,NULL,122.34
2005-3-4,17.71,71.2,NULL,NULL,NULL,582.35,49.0,8.0,NULL,0.0,2.0,1.2,4478.0,2844.34,1254.1,NULL,NULL,240.54
2005-3-5,21.48,75.3,NULL,1655.56,NULL,194.65,102.8,42.6,NULL,142.7,7.05,3.6,4356.0,1885.79,861.5,NULL,NULL,21.69
2005-3-6,19.31,79.0,NULL,1123.2,NULL,69.51,86.2,48.3,NULL,273.2,0.99,4.2,3209.7,1206.02,440.2,NULL,NULL,30.41
2005-3-7,15.65,46.6,NULL,764.08,NULL,68.99,82.6,49.8,NULL,318.3,0.99,3.2,2410.6,899.9,306.4,NULL,NULL,18.32
2005-3-8,8.3,38.0,NULL,638.37,NULL,54.3,58.4,56.1,NULL,378.4,0.99,0.3,1807.5,694.6,254.2,NULL,NULL,14.0
2005-3-9,7.6,22.7,NULL,582.78,NULL,21.84,54.9,57.2,NULL,379.0,4.02,2.3,1504.7,608.38,218.98,NULL,NULL,12.87
2005-3-10,0.85,8.5,NULL,567.65,NULL,18.71,59.4,55.9,NULL,380.2,3.01,3.3,1138.9,550.07,193.6,NULL,NULL,12.36
2005-3-11,5.7,10.0,NULL,496.38,NULL,14.83,58.8,54.1,NULL,364.8,3.01,4.2,1351.7,518.93,142.5,NULL,NULL,16.8
2005-3-12,6.93,19.8,NULL,NULL,NULL,16.73,NULL,50.4,NULL,386.3,2.58,1.1,1372.8,509.2,122.08,NULL,NULL,14.17
2005-3-13,6.76,21.2,NULL,705.18,NULL,210.13,37.0,57.3,NULL,407.9,2.23,3.5,1492.5,483.53,153.19,NULL,NULL,24.88
2005-3-14,14.47,64.3,NULL,768.96,NULL,189.0,41.6,42.9,NULL,372.2,2.58,4.4,2258.1,703.26,349.9,NULL,NULL,50.72
2005-3-15,10.86,40.3,NULL,618.81,NULL,84.4,30.9,50.2,NULL,389.0,2.58,0.5,NULL,699.37,247.3,NULL,NULL,28.25
2005-3-16,8.46,22.2,NULL,532.07,NULL,41.38,20.2,52.9,NULL,333.8,3.53,0.5,1715.7,482.77,189.7,NULL,NULL,31.1
2005-3-17,5.71,13.1,NULL,NULL,NULL,27.21,25.0,35.9,NULL,391.6,NULL,0.5,1295.8,446.9,NULL,NULL,NULL,36.89
2005-3-18,6.36,8.3,NULL,NULL,NULL,17.85,31.0,32.8,NULL,381.7,NULL,0.1,839.5,431.0,NULL,NULL,NULL,110.76
2005-3-19,6.43,14.3,NULL,NULL,NULL,15.14,30.0,25.4,NULL,374.6,NULL,1.1,977.3,349.7,NULL,NULL,NULL,236.3
2005-3-20,4.05,33.6,NULL,NULL,NULL,14.37,9.0,17.2,NULL,353.2,NULL,2.1,985.0,354.2,NULL,NULL,NULL,216.69
