,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2019-1-1,0.0,0.3,2.34,42.47,38.97,0.77,16.0,1.4,0.0,0.0,1.92,0.39,120.2,127.18,754.34,0.0,21.56,19.09
2019-1-2,1.72,0.3,2.84,59.06,37.15,1.9,16.0,3.4,0.0,0.0,1.14,0.66,132.0,136.53,657.26,5.03,27.41,15.72
2019-1-3,0.0,0.3,3.37,54.02,68.34,1.7,15.0,0.9,0.0,0.0,2.33,0.47,134.1,118.77,701.91,0.0,18.43,18.75
2019-1-4,0.18,0.3,3.94,51.99,114.82,1.99,16.0,2.3,0.0,0.0,2.57,0.51,137.3,146.35,737.48,0.38,13.89,21.86
2019-1-5,0.0,0.3,3.58,57.89,80.27,2.8,16.0,2.7,0.0,0.0,2.83,0.52,137.5,114.13,433.88,1.13,23.87,22.46
2019-1-6,0.0,0.3,5.94,48.04,73.96,4.88,8.0,5.3,0.0,0.0,2.99,0.48,124.0,113.63,355.19,0.0,25.92,25.92
2019-1-7,0.7,0.3,6.41,45.32,98.24,1.8,8.0,5.3,0.0,0.0,1.29,0.41,124.1,91.51,298.07,1.22,38.09,17.02
2019-1-8,0.0,0.3,2.47,45.42,83.2,3.04,8.0,4.2,0.0,0.0,4.16,0.58,104.1,94.45,280.12,0.0,12.84,17.63
2019-1-9,0.0,0.3,4.14,31.38,216.78,1.92,8.0,3.3,0.0,0.0,2.77,0.61,100.7,85.71,315.87,1.18,34.42,17.45
2019-1-10,0.0,0.3,3.37,45.73,159.67,1.75,8.0,2.1,0.0,0.0,1.86,0.53,126.0,89.07,360.17,0.0,29.56,17.37
2019-1-11,0.0,0.3,3.34,46.61,159.58,1.88,8.0,2.1,0.0,0.0,2.4,0.47,118.3,72.66,245.21,0.0,38.22,14.08
2019-1-12,0.0,0.3,2.97,45.08,79.05,1.03,2.3,2.0,0.0,2.2,1.58,0.68,124.5,84.28,183.28,0.0,19.56,17.45
2019-1-13,0.0,0.3,2.74,37.08,78.79,2.0,10.1,0.8,0.0,11.1,1.17,0.46,129.3,70.35,166.38,0.0,19.79,11.4
2019-1-14,0.0,0.3,2.89,47.34,127.01,2.12,8.0,2.1,0.0,0.0,2.79,0.65,124.6,81.96,149.76,0.0,25.92,19.01
