,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2006-1-1,64.81 %,95.1 %,NULL,NULL,NULL,56.24 %,87.74 %,55.86 %,NULL,63.01 %,67.35 %,100 %,69.43 %,90.23 %,90.87 %,NULL,NULL,100 %
2006-1-2,64.41 %,94.67 %,NULL,NULL,NULL,55.97 %,87.77 %,55.28 %,NULL,62.36 %,67.24 %,100 %,72.06 %,81.45 %,90.8 %,NULL,NULL,96.87 %
2006-1-3,63.77 %,94.27 %,NULL,NULL,NULL,55.79 %,87.83 %,54.74 %,NULL,61.81 %,67.13 %,100 %,75.11 %,81.16 %,90.67 %,NULL,NULL,96.91 %
2006-1-4,63.21 %,93.79 %,NULL,NULL,NULL,55.52 %,87.86 %,54.29 %,NULL,61.18 %,66.99 %,100 %,77.32 %,80.87 %,89.43 %,NULL,NULL,96.76 %
2006-1-5,62.65 %,93.29 %,NULL,NULL,NULL,55.16 %,87.89 %,53.83 %,NULL,60.44 %,66.92 %,100 %,75.85 %,80.98 %,88.86 %,NULL,NULL,96.5 %
2006-1-6,62.09 %,92.76 %,NULL,NULL,NULL,54.98 %,87.92 %,53.38 %,NULL,59.81 %,66.77 %,100 %,74.37 %,81.05 %,88.73 %,NULL,NULL,96.21 %
2006-1-7,61.62 %,92.26 %,NULL,NULL,NULL,54.62 %,87.95 %,52.89 %,NULL,59.09 %,66.63 %,100 %,70.48 %,81.16 %,88.94 %,NULL,NULL,95.95 %
2006-1-8,61.22 %,91.8 %,NULL,NULL,NULL,54.53 %,87.98 %,52.4 %,NULL,58.5 %,66.45 %,100 %,70.48 %,81.23 %,89.41 %,NULL,NULL,95.66 %
2006-1-9,60.75 %,91.33 %,NULL,NULL,NULL,54.27 %,88.01 %,51.99 %,NULL,57.83 %,66.3 %,100 %,71.43 %,80.14 %,89.65 %,NULL,NULL,95.38 %
2006-1-10,60.03 %,90.89 %,NULL,NULL,NULL,54 %,88.04 %,51.43 %,NULL,57.24 %,66.08 %,100 %,69.22 %,79.7 %,89.73 %,NULL,NULL,95.12 %
2006-1-11,59.33 %,90.42 %,NULL,NULL,NULL,54 %,88.08 %,50.86 %,NULL,56.64 %,65.94 %,100 %,72.38 %,78.98 %,89.86 %,NULL,NULL,94.84 %
2006-1-12,58.7 %,89.96 %,NULL,NULL,NULL,53.82 %,88.1 %,50.3 %,NULL,55.98 %,65.8 %,100 %,70.8 %,79.19 %,94.06 %,NULL,NULL,94.62 %
2006-1-13,58.07 %,89.49 %,NULL,NULL,NULL,53.64 %,88.13 %,49.74 %,NULL,55.39 %,65.65 %,100 %,73.01 %,78.72 %,97.58 %,NULL,NULL,94.3 %
2006-1-14,57.44 %,89.02 %,NULL,NULL,NULL,53.37 %,88.16 %,49.1 %,NULL,54.88 %,65.47 %,99.86 %,71.74 %,78.36 %,97.2 %,NULL,NULL,94.01 %
2006-1-15,56.82 %,88.54 %,NULL,NULL,NULL,53.19 %,88.2 %,48.43 %,NULL,54.21 %,65.29 %,98.55 %,70.48 %,78.33 %,96.26 %,NULL,NULL,93.72 %
2006-1-16,56.2 %,88.05 %,NULL,NULL,NULL,53.01 %,88.22 %,47.75 %,NULL,53.54 %,65.18 %,97.4 %,66.38 %,78.58 %,95.1 %,NULL,NULL,93.51 %
2006-1-17,55.57 %,87.43 %,NULL,NULL,NULL,52.74 %,87.59 %,47.34 %,NULL,51.69 %,65.07 %,96.09 %,30.3 %,77.79 %,93.82 %,NULL,NULL,93.15 %
2006-1-18,55.03 %,86.92 %,NULL,NULL,NULL,52.38 %,86.81 %,46.93 %,NULL,51.61 %,64.93 %,94.65 %,64.8 %,77.36 %,93.1 %,NULL,NULL,92.86 %
2006-1-19,54.57 %,86.41 %,NULL,NULL,NULL,52.02 %,86.03 %,46.48 %,NULL,51.43 %,64.75 %,93.2 %,79.84 %,76.9 %,92.49 %,NULL,NULL,92.57 %
2006-1-20,54.11 %,85.89 %,NULL,NULL,NULL,51.94 %,85.19 %,46.1 %,NULL,51.77 %,64.57 %,91.75 %,80.84 %,76.16 %,91.86 %,NULL,NULL,92.29 %
