,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2019-1-1,69.59,78.95,59.62,65.12,94.05,53.27,63.96,63.51,58.11,78.21,71.93,6.37,13.44,82.72,NULL,73.57,72.0,62.49
2019-1-2,69.34,78.56,59.04,64.68,95.8,53.18,63.96,62.94,57.8,77.44,71.67,6.37,19.81,81.78,93.73,76.54,64.47,62.09
2019-1-3,69.09,77.97,58.53,64.4,95.8,53.09,63.99,62.37,57.56,76.67,71.37,6.37,24.87,81.74,93.83,76.02,64.94,61.7
2019-1-4,68.75,77.58,58.08,64.15,95.67,53.01,64.05,62.15,57.29,75.91,71.04,6.37,29.45,81.78,94.05,75.33,63.94,61.36
2019-1-5,68.5,77.14,57.57,63.81,95.35,52.92,64.08,62.15,57.01,75.15,70.74,6.37,34.23,81.58,93.41,74.47,62.59,60.99
2019-1-6,68.16,76.7,57.24,63.83,94.86,52.92,64.08,62.15,56.74,74.3,70.45,6.37,31.29,81.39,92.48,73.62,61.81,60.6
2019-1-7,67.82,76.16,56.86,63.53,96.17,53.09,64.08,60.47,56.47,73.54,70.16,6.37,31.82,81.12,92.4,72.77,61.19,60.21
2019-1-8,67.49,75.72,56.36,63.43,96.42,53.09,64.11,60.0,56.2,72.8,69.91,6.37,17.16,80.78,92.24,72.09,60.42,59.77
2019-1-9,67.15,75.23,55.94,63.37,96.17,53.01,64.14,59.49,55.87,72.06,69.66,6.37,10.35,80.4,92.21,71.42,59.34,59.36
2019-1-10,66.82,74.74,55.39,63.07,96.67,52.92,64.14,58.94,55.63,71.22,69.33,6.37,17.79,80.06,92.32,70.57,55.98,58.95
2019-1-11,66.49,74.31,54.87,62.73,96.86,52.83,64.18,58.39,55.36,70.38,68.95,6.37,17.79,79.22,92.11,69.74,53.85,58.54
2019-1-12,66.24,73.89,54.29,62.4,96.3,52.75,64.14,57.84,55.09,69.55,68.58,6.37,17.58,78.89,91.68,69.07,51.65,58.14
2019-1-13,65.9,73.51,53.7,62.02,95.67,52.57,64.08,57.26,54.82,68.82,68.21,6.37,20.73,78.4,91.21,68.24,51.01,57.67
2019-1-14,65.61,73.08,53.14,61.68,96.61,52.49,64.11,57.05,54.52,68.2,67.89,6.37,20.04,78.36,90.68,67.58,50.37,57.25
