,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2016-1-1,65.22 %,76.02 %,75.63 %,97.48 %,96.81 %,66.56 %,78.53 %,77.29 %,NULL,76.02 %,73.08 %,8.54 %,10.78 %,68.95 %,92.1 %,88.63 %,63.94 %,76.92 %
2016-1-2,64.8 %,75.59 %,75.31 %,97.51 %,97.37 %,66.35 %,78.56 %,77.07 %,NULL,75.49 %,73.08 %,7.81 %,11.14 %,68.34 %,92.1 %,88.12 %,64.5 %,76.66 %
2016-1-3,64.47 %,75.26 %,75.21 %,97.48 %,97.37 %,66.45 %,79.09 %,77.07 %,NULL,75.07 %,73.51 %,7.09 %,11.14 %,68.48 %,92.13 %,89.49 %,65.16 %,76.47 %
2016-1-4,65.64 %,75.93 %,76.19 %,97.79 %,98.68 %,66.88 %,79.26 %,77.63 %,NULL,76.13 %,73.46 %,6.37 %,10.06 %,68.64 %,92.04 %,90.17 %,66.34 %,77.11 %
2016-1-5,65.89 %,75.5 %,76.84 %,98.74 %,98.62 %,67.83 %,79.37 %,78.7 %,NULL,77.08 %,73.16 %,5.64 %,10.66 %,68.75 %,92.09 %,91.21 %,69.64 %,77.44 %
2016-1-6,65.72 %,75.54 %,79.14 %,99 %,99 %,68.57 %,79.02 %,80.32 %,NULL,76.55 %,73.08 %,5.64 %,9.94 %,69.25 %,92.71 %,91.38 %,72.68 %,78.08 %
2016-1-7,65.89 %,75.59 %,81.11 %,99.38 %,98.43 %,70.8 %,78.21 %,81.33 %,NULL,79.71 %,72.91 %,5.79 %,10.78 %,69.8 %,93.03 %,91.38 %,74.63 %,78.79 %
2016-1-8,65.47 %,75.54 %,82.3 %,99.06 %,98.81 %,71.86 %,77.41 %,83.21 %,NULL,84.18 %,72.56 %,6.08 %,10.3 %,69.97 %,93.43 %,90.86 %,76.04 %,79.28 %
2016-1-9,65.39 %,75.45 %,83.02 %,98.74 %,98.06 %,72.29 %,76.58 %,84.08 %,NULL,88.75 %,72.44 %,6.08 %,10.78 %,70 %,93.67 %,90.17 %,77.26 %,79.51 %
2016-1-10,65.22 %,75.26 %,83.47 %,98.8 %,97.37 %,72.71 %,76.3 %,84.71 %,NULL,93.06 %,72.14 %,6.08 %,9.18 %,70 %,93.62 %,89.66 %,78.49 %,79.78 %
2016-1-11,64.97 %,75.12 %,85.26 %,98.69 %,98.94 %,72.93 %,76.41 %,86.04 %,NULL,93.19 %,71.85 %,6.08 %,12.6 %,70.28 %,93.59 %,89.31 %,79.62 %,80.21 %
2016-1-12,64.88 %,74.98 %,88.95 %,99.38 %,98.5 %,80.43 %,76.51 %,87.31 %,NULL,92.72 %,71.63 %,6.66 %,10.9 %,71.17 %,93.59 %,89.31 %,81.24 %,81.03 %
2016-1-13,64.8 %,74.98 %,91.47 %,99.06 %,98.12 %,83.35 %,76.58 %,88.84 %,NULL,92.12 %,71.55 %,6.95 %,10.3 %,71.69 %,93.89 %,89.66 %,85.06 %,81.76 %
2016-1-14,64.72 %,74.93 %,93.29 %,98.72 %,97.25 %,84.92 %,76.65 %,90.21 %,NULL,91.66 %,71.42 %,7.38 %,11.93 %,71.93 %,94.37 %,90.17 %,86.46 %,82.49 %
2016-1-15,64.55 %,74.89 %,94.79 %,98.2 %,97.06 %,85.82 %,76.72 %,90.98 %,NULL,91.07 %,71.22 %,7.67 %,9.94 %,72.07 %,93.89 %,90.69 %,86.51 %,83 %
2016-1-16,64.13 %,74.74 %,96.22 %,97.94 %,96.12 %,86.72 %,76.82 %,NULL,NULL,90.48 %,71.01 %,7.96 %,12.74 %,72.35 %,94.05 %,91.21 %,86.95 %,83.72 %
2016-1-17,63.8 %,74.89 %,97.48 %,98.22 %,95.5 %,87.28 %,76.89 %,93.89 %,NULL,89.55 %,70.84 %,8.25 %,12.74 %,73.23 %,94.21 %,91.55 %,86.95 %,84.67 %
2016-1-18,63.38 %,75.4 %,97.32 %,99.35 %,97.81 %,94.73 %,77.06 %,94.56 %,NULL,88.86 %,70.71 %,8.68 %,8.76 %,75.14 %,94.34 %,91.72 %,89.08 %,85.48 %
2016-1-19,62.96 %,76.26 %,97.73 %,98.83 %,99 %,97.89 %,77.13 %,95.72 %,NULL,88.06 %,70.51 %,8.68 %,8.17 %,76.04 %,93.67 %,91.55 %,90.74 %,86.45 %
2016-1-20,62.38 %,76.73 %,98.51 %,98.72 %,99.06 %,98.36 %,77.2 %,95.72 %,NULL,87.25 %,70.26 %,8.68 %,8.66 %,76.55 %,93.7 %,91.9 %,88.75 %,87.59 %
