,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2016-1-1,13.1,41.9,20.25,77.53,13.63,4.65,4.4,15.2,NULL,41.5,9.68,4.8,115.3,132.19,126.71,14.34,0.0,64.66
2016-1-2,15.68,42.0,19.44,81.0,38.1,4.09,0.0,14.6,NULL,41.5,9.68,4.9,121.7,129.51,86.4,13.22,0.0,64.59
2016-1-3,16.67,37.1,18.38,145.21,8.04,3.8,0.0,14.8,NULL,41.4,9.68,5.0,161.5,131.59,86.4,8.21,0.0,64.42
2016-1-4,13.71,41.9,19.13,112.17,18.84,4.07,4.4,15.2,NULL,41.5,9.68,4.9,163.2,122.94,86.4,3.02,0.0,64.41
2016-1-5,12.34,42.8,19.27,106.84,23.82,4.03,0.0,15.3,NULL,42.2,9.68,0.0,155.5,128.56,126.78,3.02,0.0,64.43
2016-1-6,16.93,43.1,18.48,123.56,103.89,4.18,225.8,16.5,NULL,41.7,9.68,0.0,353.4,117.15,86.4,9.36,0.0,61.8
2016-1-7,19.56,40.6,18.31,181.48,23.59,3.98,432.0,13.6,NULL,41.5,9.68,0.0,333.5,110.33,54.0,12.52,0.0,64.97
2016-1-8,15.68,46.1,18.76,169.26,36.98,3.88,435.4,17.3,NULL,41.9,9.68,0.0,279.0,116.03,47.22,15.06,0.0,65.24
2016-1-9,15.59,52.2,18.96,122.83,56.81,4.27,436.8,15.6,NULL,42.1,9.68,0.0,266.7,116.38,30.24,20.13,0.0,64.79
2016-1-10,14.41,38.9,19.44,131.36,48.64,4.02,145.2,15.6,NULL,42.4,9.68,0.0,219.8,115.25,51.84,19.88,0.0,64.52
2016-1-11,15.26,42.5,16.78,128.16,56.2,3.51,0.0,14.7,NULL,41.5,9.68,0.0,254.8,104.63,51.84,18.73,0.0,64.41
2016-1-12,15.91,39.8,15.1,265.98,56.2,4.53,0.0,16.1,NULL,42.0,9.67,0.0,388.5,109.55,94.85,10.8,0.0,64.3
