,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2014-1-1,8.5,46.1,10.45,100.41,140.52,5.23,0.0,14.8,NULL,59.2,10.89,NULL,158.0,335.83,202.02,12.28,30.24,73.9
2014-1-2,8.02,46.1,10.84,47.05,109.9,5.68,0.0,16.4,NULL,58.5,10.89,NULL,145.1,335.83,211.27,15.21,29.37,72.59
2014-1-3,8.19,46.1,11.23,104.35,91.15,6.41,0.0,15.2,NULL,59.3,10.89,NULL,150.2,52.71,211.36,13.13,25.92,70.97
2014-1-4,9.23,50.3,11.04,179.0,49.38,7.02,0.0,15.5,NULL,59.4,10.89,NULL,154.1,228.95,211.36,12.02,25.06,72.73
2014-1-5,10.74,50.2,10.6,53.88,90.93,6.7,0.0,16.2,NULL,48.3,NULL,NULL,144.6,110.16,211.63,12.02,28.51,71.63
2014-1-6,8.6,46.1,10.74,0.0,94.44,6.36,276.4,15.5,NULL,48.1,9.68,8.64,128.9,221.01,211.85,NULL,28.08,70.4
2014-1-7,9.53,41.5,11.24,53.88,65.23,3.72,446.4,16.2,NULL,48.2,9.68,8.64,120.3,122.16,212.09,11.92,47.7,72.05
2014-1-8,10.89,44.5,11.11,131.69,61.62,4.62,446.4,16.0,NULL,58.9,9.68,8.64,133.5,219.19,212.41,11.42,39.81,70.8
2014-1-9,8.26,52.6,11.12,70.71,51.81,6.53,315.8,16.3,NULL,56.2,9.68,8.64,144.9,120.35,212.45,10.77,45.39,70.56
2014-1-10,10.6,42.1,10.9,120.91,68.43,6.27,0.0,15.0,NULL,56.8,9.68,8.64,154.0,215.39,212.62,10.97,41.76,70.63
2014-1-11,8.43,44.6,11.26,98.82,71.28,6.29,0.0,15.7,NULL,60.1,9.68,8.64,156.7,138.23,157.44,11.47,51.48,71.65
2014-1-12,8.79,44.5,11.91,84.11,82.98,6.47,0.0,15.2,NULL,60.4,9.68,8.64,155.3,209.51,157.69,7.43,36.07,70.08
2014-1-13,8.52,41.9,12.48,144.83,77.68,6.15,0.0,15.9,NULL,56.7,9.68,NULL,145.5,135.21,192.38,10.31,35.95,71.25
2014-1-14,7.41,48.6,12.37,47.84,54.0,5.68,0.0,16.4,NULL,59.3,9.68,NULL,141.7,197.59,259.94,10.75,42.12,70.45
2014-1-15,10.34,44.5,11.38,89.37,52.88,5.96,0.0,17.5,NULL,59.4,9.68,NULL,144.9,150.07,157.2,10.45,34.56,70.69
2014-1-16,10.32,43.6,11.38,117.49,54.39,6.13,0.0,17.0,NULL,60.4,9.68,NULL,143.5,197.59,157.18,10.46,23.09,70.63
2014-1-17,12.87,43.3,11.51,194.51,43.25,6.07,0.0,18.2,NULL,60.6,9.68,NULL,139.9,154.91,157.18,11.2,34.56,70.26
2014-1-18,10.69,43.4,11.41,78.59,47.01,6.1,0.0,16.2,NULL,60.9,9.68,NULL,133.2,124.58,157.21,11.57,25.92,69.93
2014-1-19,9.11,39.4,11.43,119.07,73.96,5.89,6.0,16.7,NULL,60.8,9.68,NULL,138.0,184.02,170.96,11.07,36.72,70.63
2014-1-20,9.3,43.4,11.81,54.41,61.28,5.97,277.2,16.8,NULL,59.9,9.68,NULL,129.0,132.53,171.2,10.36,28.58,69.52
2014-1-21,9.35,43.3,11.52,117.76,55.64,6.23,477.2,16.3,NULL,332.7,9.68,NULL,130.8,213.66,157.51,10.37,28.72,69.56
2014-1-22,8.33,43.4,10.69,60.46,47.95,5.68,448.6,17.4,NULL,332.6,9.68,NULL,131.2,134.52,157.44,10.37,57.96,72.23
2014-1-23,8.4,47.3,11.39,91.74,49.76,5.73,447.2,17.2,NULL,332.3,8.87,NULL,136.5,219.62,157.67,9.57,30.06,73.48
2014-1-24,9.27,47.2,13.04,123.54,73.33,6.15,452.4,17.2,NULL,332.3,8.47,NULL,147.6,130.54,157.88,10.08,37.0,72.85
2014-1-25,11.02,46.7,13.44,163.67,68.7,6.2,454.2,18.2,NULL,332.3,8.47,NULL,141.4,256.26,157.76,10.08,26.0,70.58
