,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2011-1-1,11.64,42.0,17.39,86.35,NULL,3.88,0.0,13.6,NULL,54.7,4.32,0.2,106.4,183.17,NULL,5.4,NULL,57.54
2011-1-2,11.64,46.5,17.75,123.55,NULL,3.66,0.0,13.8,NULL,54.6,8.64,0.2,123.1,183.17,NULL,8.64,NULL,57.46
2011-1-3,9.17,46.6,17.27,83.7,NULL,3.57,108.0,14.2,NULL,54.9,8.64,0.2,142.1,177.38,NULL,8.64,NULL,58.58
2011-1-4,8.97,45.1,16.2,46.5,NULL,3.56,0.0,14.9,NULL,55.6,8.64,0.2,135.2,169.17,NULL,8.64,NULL,58.32
2011-1-5,7.21,46.6,14.93,62.97,NULL,3.64,108.0,14.6,NULL,55.3,8.64,0.2,132.5,164.33,NULL,8.64,NULL,58.75
2011-1-6,7.03,50.5,15.66,45.44,NULL,3.8,0.0,14.4,NULL,55.5,8.64,9.5,131.1,177.21,NULL,8.64,NULL,59.1
2011-1-7,6.98,44.7,14.97,100.44,NULL,3.82,108.0,12.9,NULL,54.8,8.64,9.5,111.9,157.25,NULL,8.64,NULL,58.15
2011-1-8,7.03,43.3,15.43,78.12,NULL,3.61,0.0,14.0,NULL,55.2,8.64,9.5,98.3,178.59,NULL,8.64,NULL,57.97
2011-1-9,7.01,43.8,15.31,51.28,NULL,3.6,108.0,14.0,NULL,55.4,8.64,9.5,99.5,178.59,NULL,8.64,NULL,58.92
2011-1-10,6.97,43.6,15.2,91.93,NULL,3.66,0.0,13.3,NULL,55.1,9.5,9.5,100.8,167.1,NULL,8.64,NULL,59.79
2011-1-11,6.86,41.3,17.44,37.2,NULL,3.75,252.0,13.5,NULL,55.1,9.5,9.5,98.6,125.28,NULL,8.64,NULL,32.05
2011-1-12,6.88,41.8,18.16,39.59,NULL,4.04,306.0,14.3,NULL,55.1,9.5,9.5,121.1,87.35,NULL,8.64,NULL,27.65
2011-1-13,7.05,43.0,20.35,43.31,NULL,3.86,0.0,14.3,NULL,56.2,9.5,9.5,137.2,87.35,NULL,8.64,NULL,60.39
2011-1-14,7.23,47.7,21.44,34.81,NULL,4.13,270.0,15.3,NULL,57.5,9.5,9.5,136.1,87.35,NULL,8.64,NULL,57.89
2011-1-15,7.01,45.0,19.99,108.67,NULL,4.93,432.0,13.1,NULL,57.2,9.5,9.5,134.7,87.35,NULL,8.64,NULL,57.72
2011-1-16,6.91,40.4,20.8,80.24,NULL,4.94,0.0,12.0,NULL,293.6,9.5,9.5,134.3,87.0,NULL,8.64,NULL,57.28
2011-1-17,6.94,45.0,12.75,5.31,NULL,4.95,0.0,14.2,NULL,292.9,9.5,0.2,118.1,87.35,NULL,8.64,NULL,58.49
2011-1-18,7.14,54.0,17.12,99.64,NULL,5.01,270.0,13.6,NULL,287.9,9.5,0.2,115.0,112.84,NULL,8.64,NULL,61.0
2011-1-19,7.25,53.9,16.59,99.64,NULL,3.17,432.0,14.4,NULL,288.3,9.5,0.2,108.0,138.24,NULL,14.18,NULL,61.0
2011-1-20,7.25,49.4,16.21,23.26,NULL,2.82,396.0,14.7,NULL,292.1,9.5,0.2,100.3,138.24,NULL,8.64,NULL,60.91
2011-1-21,7.19,41.9,NULL,70.03,NULL,5.93,270.0,14.6,NULL,315.3,9.5,0.2,99.7,115.43,NULL,8.64,NULL,64.02
2011-1-22,7.04,43.0,23.25,52.06,NULL,4.62,432.0,12.6,NULL,316.6,9.5,0.2,117.8,136.51,NULL,8.64,NULL,68.77
2011-1-23,7.25,47.6,15.61,113.64,NULL,4.77,396.0,13.1,NULL,317.9,9.5,0.2,130.7,145.84,NULL,8.64,NULL,68.6
2011-1-24,7.65,43.4,15.34,98.84,NULL,4.65,216.0,12.4,NULL,314.6,9.5,0.2,134.7,129.6,NULL,8.64,NULL,65.15
2011-1-25,7.45,53.9,14.48,61.84,NULL,4.8,432.0,15.8,NULL,312.4,9.5,0.2,134.7,129.6,NULL,8.64,NULL,60.65
