,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2003-1-1,12.38,NULL,NULL,NULL,NULL,4.03,NULL,13.4,NULL,NULL,NULL,NULL,123.0,NULL,NULL,NULL,NULL,NULL
2003-1-2,12.78,NULL,NULL,NULL,NULL,3.75,NULL,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-3,13.22,NULL,NULL,NULL,NULL,3.62,NULL,14.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-4,13.18,NULL,NULL,NULL,NULL,3.62,NULL,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-5,12.86,NULL,NULL,NULL,NULL,3.93,NULL,14.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-6,12.94,NULL,NULL,NULL,NULL,4.03,NULL,13.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-7,13.2,NULL,NULL,NULL,NULL,3.7,NULL,13.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-8,12.93,NULL,NULL,NULL,NULL,3.85,NULL,14.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-9,13.1,NULL,NULL,NULL,NULL,3.85,NULL,14.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-10,13.02,NULL,NULL,NULL,NULL,4.02,NULL,14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-11,12.93,NULL,NULL,NULL,NULL,4.05,NULL,14.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-12,13.21,NULL,NULL,NULL,NULL,3.87,NULL,15.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-13,9.18,NULL,NULL,NULL,NULL,3.93,NULL,15.1,NULL,NULL,NULL,NULL,NULL,-999.9,NULL,NULL,NULL,-999.9
2003-1-14,7.92,NULL,NULL,NULL,NULL,4.05,NULL,15.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-15,8.06,NULL,NULL,NULL,NULL,3.93,NULL,15.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-16,8.33,NULL,NULL,NULL,NULL,3.77,NULL,16.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-17,9.09,NULL,NULL,NULL,NULL,4.0,NULL,15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-18,8.82,NULL,NULL,NULL,NULL,3.95,NULL,16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-19,8.98,NULL,NULL,NULL,NULL,4.07,NULL,15.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-20,8.99,NULL,NULL,NULL,NULL,3.86,-999.9,16.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-21,8.7,NULL,NULL,68.3,NULL,3.89,-999.9,15.1,NULL,59.5,8.64,0.0,77.6,120.96,191.0,NULL,NULL,51.84
2003-1-22,8.12,NULL,NULL,NULL,NULL,3.83,-999.9,15.9,NULL,58.9,8.64,-999.9,78.7,109.46,202.3,NULL,NULL,55.21
2003-1-23,8.15,NULL,NULL,6.91,NULL,3.76,-999.9,15.9,NULL,NULL,8.64,NULL,88.1,128.39,231.2,NULL,NULL,56.68
2003-1-24,8.07,NULL,NULL,51.84,NULL,3.82,-999.9,15.7,NULL,61.8,NULL,0.0,99.8,152.66,189.1,NULL,NULL,55.9
2003-1-25,8.33,NULL,NULL,65.66,NULL,4.21,0.0,15.8,NULL,61.2,NULL,0.0,86.4,152.66,NULL,NULL,NULL,56.42
2003-1-26,8.69,NULL,NULL,NULL,NULL,4.27,-999.9,16.4,NULL,61.9,8.64,0.0,75.5,152.66,NULL,NULL,NULL,56.51
2003-1-27,8.99,NULL,NULL,NULL,NULL,4.27,NULL,15.5,NULL,61.5,8.64,0.0,76.7,150.68,NULL,NULL,NULL,56.33
2003-1-28,10.48,NULL,NULL,30.24,NULL,4.34,0.0,15.6,NULL,60.4,8.64,0.0,82.9,134.35,221.2,NULL,NULL,56.25
